year,peuvent_VERB être_VERB,peuvent_VERB etre_VERB,peuvent_VERB naître_VERB
1842,5.27725787833333e-05,1.3416529975884828e-07,5.60810974548076e-07
1843,5.0119549996452406e-05,1.5357968186080484e-07,4.973618956682913e-07
1844,5.0768641813192517e-05,1.399583109407132e-07,4.807979507859272e-07
1845,5.130907811690122e-05,1.595945168242352e-07,4.726452971226536e-07
1846,5.0879712944151834e-05,1.3055538605755146e-07,5.456395228975452e-07
1847,5.2820694691035897e-05,1.634146791218427e-07,4.967158702129382e-07
1848,5.5344688007608056e-05,1.5446825329945568e-07,5.736243338105851e-07
1849,5.5523680202895775e-05,1.432879896956507e-07,4.885199018644926e-07
1850,4.9793892685556784e-05,1.398533129304269e-07,4.596150233737717e-07
1851,5.2666760893771425e-05,1.4446742291340797e-07,4.0760451724963787e-07
1852,5.484483335749246e-05,1.2109614644373323e-07,5.234478521742858e-07
1853,4.959271245752461e-05,1.4571514372896388e-07,4.5744997123620124e-07
1854,4.930165960104205e-05,1.4859600128147576e-07,4.052618294281274e-07
1855,4.826340955332853e-05,1.0666943595083467e-07,3.868757119107613e-07
1856,5.1606220949906856e-05,1.4496130407160024e-07,4.809608640243823e-07
1857,4.535702828434296e-05,1.3375334995124888e-07,3.646487414243893e-07
1858,4.5110395149094984e-05,1.5121458263323007e-07,4.1987740928561834e-07
1859,4.731138324132189e-05,1.2883198241553373e-07,4.5982324081705883e-07
1860,4.417211312102154e-05,8.376246363184237e-08,3.9180693534035527e-07
1861,4.765999983646907e-05,7.451222838739113e-08,4.2113555309697404e-07
1862,4.6481494791805744e-05,1.1385325399126955e-07,4.6219000182645686e-07
1863,4.59120528830681e-05,1.2536498616988467e-07,4.6949435272836126e-07
1864,4.6202956582419574e-05,8.822299690791624e-08,4.4159443746139004e-07
1865,4.6168494009179994e-05,1.021385256372298e-07,4.509156781296042e-07
1866,4.7601264668628573e-05,9.87719405154408e-08,4.126039812035742e-07
1867,4.8414072807645425e-05,9.02622936393982e-08,4.789724812326313e-07
1868,4.967389031662606e-05,1.669677490712118e-07,4.5693835204474453e-07
1869,5.10317986481823e-05,1.2306468211153998e-07,4.927470627080766e-07
1870,4.982888276572339e-05,1.1009373857007176e-07,4.208791892779118e-07
1871,5.3337429562816396e-05,1.285162467556944e-07,4.4184096736898937e-07
1872,5.1606784836621955e-05,1.5723082547047795e-07,3.6646875400947465e-07
1873,5.471207987284288e-05,1.197200882319116e-07,4.7469015385104285e-07
1874,5.251741094980389e-05,8.543691015772126e-08,3.883496049184032e-07
1875,5.020754542783834e-05,9.440519477266207e-08,4.1080565438278427e-07
1876,5.206767309573479e-05,9.73408416093946e-08,4.165704297065531e-07
1877,5.0265854952158406e-05,1.0947124318150259e-07,3.407833730761922e-07
1878,5.164809772395529e-05,9.722932670097606e-08,3.1342869988293387e-07
1879,5.04673043906223e-05,1.9000001016955537e-07,3.7205791159067303e-07
1880,5.1198367145843804e-05,1.2835692730917003e-07,3.439965610141371e-07
1881,5.422030881163664e-05,1.5827592814154912e-07,3.50717130004341e-07
1882,5.14401363034267e-05,1.1314155057284836e-07,3.553975602699211e-07
1883,5.270139081403613e-05,9.289427949088491e-08,3.8611162267443433e-07
1884,5.427915311884135e-05,1.4391699210136721e-07,3.287645142791007e-07
1885,5.530742055270821e-05,1.5211700188366706e-07,3.648229665031977e-07
1886,5.5737920774845406e-05,1.3294135520203199e-07,3.63330002528528e-07
1887,5.859187513124198e-05,1.501652728830294e-07,3.9238835825017304e-07
1888,5.579931166721508e-05,1.2744636035399992e-07,4.0389716104982654e-07
1889,5.5401978897862136e-05,9.272402168303273e-08,3.2014850148698315e-07
1890,6.049567673471756e-05,1.2912142022258877e-07,3.8670879121127655e-07
1891,6.285108247539029e-05,1.4023283634312378e-07,4.0348811580770416e-07
1892,5.815361510030925e-05,1.623544667594956e-07,3.2094783364300383e-07
1893,6.214765744516626e-05,1.1700991120466853e-07,3.5287726518618e-07
1894,5.824449908686802e-05,1.2351016809297732e-07,3.48475111877633e-07
1895,5.8396210079081357e-05,1.2940021609786356e-07,3.966266888255632e-07
1896,6.108201341703534e-05,1.2560671724948236e-07,3.6797462144022575e-07
1897,6.101209874032065e-05,1.5615593018658558e-07,3.6650027368523297e-07
1898,5.9517406043596566e-05,1.0807457517802987e-07,3.9325567513515125e-07
1899,5.998030610498972e-05,1.5587770541003465e-07,3.2059955401564366e-07
1900,6.047836359357461e-05,1.3237185736425516e-07,3.4520502367740846e-07
1901,6.089042653911747e-05,1.4586608187983074e-07,3.632680432019697e-07
1902,0.0001001722484943457,1.3552383615333952e-07,2.450231590955809e-07
1903,6.123472121544182e-05,1.4958609995119332e-07,3.6235476841284253e-07
1904,6.328352174023166e-05,1.5371427775079383e-07,3.326892965560546e-07
1905,6.280695379246026e-05,1.4398517578229075e-07,2.833256758094649e-07
1906,6.287067662924528e-05,1.3426321687770582e-07,2.9836269277438987e-07
1907,6.325028516585007e-05,2.046851683701334e-07,4.309702887894673e-07
1908,6.146013765828684e-05,1.1738220218049378e-07,3.103997983089357e-07
1909,6.118579040048644e-05,1.8043226157615777e-07,3.537132329256565e-07
1910,6.120014586485922e-05,1.7742580116220097e-07,3.4202565757368575e-07
1911,6.240852235350758e-05,1.415219545997104e-07,3.5274081255920464e-07
1912,6.38018682366237e-05,2.2452604930833786e-07,3.6570136785485374e-07
1913,6.375041994033381e-05,2.2060437432358526e-07,3.059824962292623e-07
1914,6.651540752500296e-05,1.7880305502870897e-07,3.167559725625324e-07
1915,6.635160389123484e-05,2.0262910593871197e-07,2.886286551984085e-07
1916,6.538089655805379e-05,2.0876178385975663e-07,2.823777833782515e-07
1917,6.898977881064638e-05,2.620975394496128e-07,3.0267332817857096e-07
1918,6.533795385621488e-05,2.400652698852923e-07,3.239157990719832e-07
1919,6.534257408929989e-05,2.1454287058020327e-07,3.1214605655804917e-07
1920,6.952747207833454e-05,2.0445025494808533e-07,3.596809960981773e-07
1921,7.010319677647203e-05,2.1506602898568872e-07,3.430454569297581e-07
1922,6.74542534397915e-05,1.475587030341785e-07,3.6520779644888535e-07
1923,6.409060006262735e-05,2.1868852950746032e-07,3.418335268179362e-07
1924,6.37387711321935e-05,1.5985614210123344e-07,3.2357976920138753e-07
1925,6.215730536496267e-05,3.574407740902785e-07,3.519417077768594e-07
1926,6.3277744629886e-05,2.0397433608820847e-07,2.686219318093208e-07
1927,6.02359177719336e-05,2.486277010937954e-07,3.5343043691682396e-07
1928,6.932979158591479e-05,1.371124883631225e-07,3.3478301020295476e-07
1929,6.43013117951341e-05,1.4148315985451632e-07,3.8991422002254694e-07
1930,6.663380918325856e-05,1.5650369045161483e-07,3.434678319536033e-07
1931,6.679660873487592e-05,2.1099909286448337e-07,3.433012238929223e-07
1932,6.340858817566186e-05,1.3699420176038757e-07,2.9371557275226223e-07
1933,6.517171277664602e-05,1.6403046831925394e-07,3.3838452395684726e-07
1934,6.645104440394789e-05,1.461752852094378e-07,3.390787242096849e-07
1935,6.975714495638385e-05,1.7713060529445102e-07,3.267341526225209e-07
1936,6.912663229741156e-05,2.0369521092078458e-07,3.673788455671456e-07
1937,7.230197661556304e-05,3.009277285137557e-07,3.298872854884394e-07
1938,7.439958426402882e-05,2.5152516158755134e-07,3.9932859863256454e-07
1939,7.353991531999782e-05,3.395279231099835e-07,3.4258673053955135e-07
1940,6.991914415266365e-05,2.738645679123408e-07,2.6625721716300177e-07
1941,6.927471986273304e-05,3.069562808377668e-07,3.8074384178798937e-07
1942,6.751120963599533e-05,2.912843228841666e-07,2.821817020048911e-07
1943,6.554634455824271e-05,1.7129087925837894e-07,2.52581457971246e-07
1944,6.483567267423496e-05,4.6912517959185607e-07,2.9239993182272883e-07
1945,6.005699833622202e-05,4.0084475161350497e-07,2.6359899152339494e-07
1946,6.471364758908749e-05,2.1577711351028483e-07,2.9373529741860693e-07
1947,6.644454697379842e-05,3.135189201586286e-07,3.5166570455658075e-07
1948,7.067922706482932e-05,2.60925315131999e-07,3.457260220329772e-07
1949,7.781451859045774e-05,2.788030339928582e-07,3.1021747304293967e-07
1950,7.543449464719743e-05,2.318508744991732e-07,3.3501387974865793e-07
1951,7.418416498694569e-05,4.968213236367092e-07,4.0833168668541475e-07
1952,7.978831126820296e-05,3.4059716469414525e-07,3.311068326183886e-07
1953,7.8544435382355e-05,3.4153033290351686e-07,3.350660335854627e-07
1954,7.74502768763341e-05,3.430160262496429e-07,3.342207435252931e-07
1955,7.63988500693813e-05,4.617718998289888e-07,2.9283097546795034e-07
1956,7.864376675570384e-05,4.13382108988003e-07,3.2617069223306316e-07
1957,8.017089567147195e-05,3.083428112837794e-07,3.2159536544895673e-07
1958,8.407991117564961e-05,3.515703337342302e-07,3.085546893544233e-07
1959,8.387006528209895e-05,4.851967978503069e-07,2.8987795985813136e-07
1960,8.091631025308743e-05,3.7856958501336635e-07,3.169741660258296e-07
1961,8.00907364464365e-05,3.404598101219847e-07,3.244790320877655e-07
1962,7.818236917955801e-05,3.8051739359445946e-07,3.126584431356605e-07
1963,7.885416562203318e-05,3.717980581185998e-07,3.375279788997432e-07
1964,7.757059938739985e-05,5.01319015633328e-07,2.7073659225607116e-07
1965,7.766690396238118e-05,4.0657283051359627e-07,3.277754103692132e-07
1966,7.915393507573754e-05,3.3123666742795876e-07,3.0187956667759863e-07
1967,7.579405064461753e-05,3.1356934560022864e-07,3.3772798246900493e-07
1968,7.25206482456997e-05,4.3342161593074024e-07,3.3505961027913145e-07
1969,7.469466072507203e-05,3.351817392527323e-07,3.0747699497624126e-07
1970,7.975522748893127e-05,3.4030566364862125e-07,2.8282158837100724e-07
1971,7.710165664320812e-05,3.427311181525283e-07,2.8826408993154473e-07
1972,7.92530772741884e-05,5.089105483691014e-07,2.985745481964841e-07
1973,7.673828076804057e-05,4.333378136323063e-07,2.7345490138941386e-07
1974,8.085915760602802e-05,4.3316901532364227e-07,2.649644272878504e-07
1975,7.937472400953993e-05,4.3407249350480015e-07,2.5530317770972033e-07
1976,7.593219925183803e-05,4.2622910356726607e-07,2.7082117526333604e-07
1977,7.374244887614623e-05,4.489861424872288e-07,2.779717931389314e-07
1978,7.065917452564463e-05,4.3603940369507654e-07,2.548513577949052e-07
1979,7.207348971860483e-05,3.9383781569313214e-07,2.826503191499796e-07
1980,7.196775550255552e-05,5.355412149299354e-07,2.643594996243337e-07
1981,7.052861474221572e-05,4.529093473593093e-07,2.612451908134972e-07
1982,7.224477303680032e-05,4.214893998266689e-07,2.3153982908752369e-07
1983,7.274865492945537e-05,4.1554778462682407e-07,2.4377121121688106e-07
1984,7.256473327288404e-05,4.018712917996936e-07,2.638549005951063e-07
1985,7.524561078753322e-05,4.2590151139165755e-07,2.6107522899110336e-07
1986,7.108380668796599e-05,3.842465314818355e-07,2.5416619564566645e-07
1987,7.252867362694815e-05,3.373170809339854e-07,2.896527178108954e-07
1988,7.257089600898325e-05,3.9217462521889956e-07,2.614497418562678e-07
1989,6.913442484801635e-05,3.7154586962628855e-07,2.222689516884202e-07
1990,7.167863805079833e-05,4.0701423387190516e-07,2.4518928398720163e-07
1991,6.549953104695305e-05,3.2296672358711476e-07,2.2683870781747828e-07
1992,6.754971400368959e-05,3.035979236898356e-07,2.6006935627265193e-07
1993,6.487243081210181e-05,2.653280422038051e-07,2.520339421607787e-07
1994,6.594396836590022e-05,2.2523936049623217e-07,2.4000917164812563e-07
1995,6.580035551451147e-05,3.513748105810066e-07,2.640733498537884e-07
1996,6.654198659816757e-05,3.165488609013778e-07,2.5409318027413974e-07
1997,6.469463551184162e-05,5.116152141937391e-07,2.4741655124671524e-07
1998,6.538011075463146e-05,1.1004841966588685e-06,2.8370368454488926e-07
1999,6.677703640889376e-05,6.402851697728806e-07,2.796963087803306e-07
2000,6.918062717886642e-05,3.070531930937648e-07,2.7215074283049034e-07
2001,6.967791705392301e-05,2.0153574631365245e-07,2.60682099906262e-07
2002,7.066340913297608e-05,1.7393449613933853e-07,2.694451097795536e-07
2003,7.220902625704184e-05,1.6417676373947643e-07,2.541823107549135e-07
2004,7.343579636653885e-05,1.5945344689072272e-07,2.5944220283236064e-07
2005,7.36817964934744e-05,2.423017235742009e-07,2.4725585490159574e-07
2006,6.978711462579668e-05,2.133066976384157e-07,2.66839265350427e-07
2007,6.629437848459929e-05,9.586750882029094e-08,2.3367704216070706e-07
2008,6.961424514884129e-05,1.9839668263799126e-07,2.384166180036118e-07
2009,7.125014963094145e-05,1.749926687999448e-07,2.2696596602145291e-07
2010,6.994850991759449e-05,9.35310986438509e-08,2.210735203789227e-07
2011,7.225815352285281e-05,2.198783874973742e-07,2.2752632844458276e-07
2012,6.282480171648785e-05,3.846805540774767e-08,2.2059558091314102e-07
2013,5.884997881366871e-05,3.8489925469065156e-08,2.3010281324786774e-07
2014,4.925781468045898e-05,3.183204311252297e-08,2.1091436508413608e-07
2015,5.38731983397156e-05,9.664268474374182e-08,2.134562038236254e-07
2016,5.006035280530341e-05,5.6133316661544086e-08,2.228761957212555e-07
2017,5.40549517609179e-05,3.3709193048014896e-08,1.9646924442895397e-07
2018,4.9895363190444186e-05,2.220061290358899e-08,1.9283555729998625e-07
2019,4.957308919983916e-05,3.596892739210489e-08,1.70150883604947e-07
