year,ont_VERB ôté_VERB,ont_VERB oté_VERB,ont_VERB noté_VERB
1901,6.25938767484513e-08,2.794369402536745e-09,3.5097281170237693e-07
1902,3.0443761289689064e-08,2.946170307716045e-09,3.4912119417640497e-07
1903,6.102249017203576e-08,2.1600881083827517e-09,3.7693536114602466e-07
1904,5.697102523072317e-08,2.6873125946735854e-09,4.0202195350502734e-07
1905,4.7478984299687e-08,1.0321518084666081e-09,3.880890915297641e-07
1906,3.240836221607424e-08,2.572092261399206e-09,4.141068643548351e-07
1907,5.0399865614281225e-08,2.5714216866923323e-09,3.7851327761018183e-07
1908,5.255186152908209e-08,9.822778146428846e-10,4.32693383345395e-07
1909,3.6306492035009796e-08,1.1001967115120692e-09,5.027898737353098e-07
1910,6.947395547740598e-08,4.809735609789811e-09,4.302041247683519e-07
1911,6.969690247160543e-08,3.7242618988742038e-09,3.7455433243849257e-07
1912,4.115442919783163e-08,4.167536982180309e-09,5.235468165665225e-07
1913,6.575707089950811e-08,1.590896969716482e-09,4.7673876224507694e-07
1914,4.888622839871459e-08,1.3393487430235496e-09,4.620753202289052e-07
1915,4.123266705846618e-08,3.5342285764627945e-09,3.439982378949935e-07
1916,5.16410700868164e-08,1.0987462051303964e-09,4.7355962351502967e-07
1917,2.52227767560953e-08,0.0,4.715562624824088e-07
1918,6.776961924970237e-08,4.594550517822427e-09,4.307391066049604e-07
1919,3.867296172188617e-08,9.207848372660976e-10,4.594716358496953e-07
1920,4.0132828615924154e-08,2.2716695191604686e-09,4.301027729525231e-07
1921,5.14946840723951e-08,1.5145494858259667e-09,5.164613980923605e-07
1922,4.795657915224183e-08,2.21338064543275e-09,4.6480994342346094e-07
1923,5.6264525483129546e-08,3.1847844361720945e-09,4.660401202727371e-07
1924,3.867487308184536e-08,5.156649773851996e-09,4.602309786605474e-07
1925,7.478760721824074e-08,2.1996355847875293e-09,4.168309430951922e-07
1926,5.015762383209221e-08,2.229227691330493e-09,5.963183866697364e-07
1927,6.466550672712401e-08,2.2298449753321847e-09,5.596911023530993e-07
1928,5.5987602110008083e-08,2.2852082448565625e-09,6.078653882468643e-07
1929,5.23599084090165e-08,3.342121912552898e-09,5.53678205506003e-07
1930,3.361153133596417e-08,1.0503603542488804e-09,5.367341486817168e-07
1931,3.763767608688795e-08,2.2810713318222042e-09,5.622840717478539e-07
1932,4.4934100884574946e-08,6.575722188983946e-09,5.709918582397222e-07
1933,3.4411986149507356e-08,1.1470662197865522e-09,6.974162829465058e-07
1934,5.6313425034204556e-08,2.3963160344919743e-09,6.577887461389764e-07
1935,3.949533677882755e-08,1.196828414151696e-09,6.845858706583385e-07
1936,4.849885826274658e-08,0.0,6.329100870061666e-07
1937,5.791914503561202e-08,0.0,6.270377070904942e-07
1938,5.8343463393839556e-08,1.2965214457594243e-09,7.053076842566952e-07
1939,7.341144225847529e-08,3.058810094103137e-09,7.096439276210731e-07
1940,5.0715659227762444e-08,2.5357829169792012e-09,5.984447852824815e-07
1941,5.312704587367989e-08,2.9515025978810172e-09,4.840464384869847e-07
1942,1.8205270180260413e-08,0.0,5.218844307819381e-07
1943,4.645176332473966e-08,0.0,6.503246936517826e-07
1944,5.462416652335378e-08,6.4263723231761105e-09,5.815866757075128e-07
1945,2.178504132643866e-08,2.178504043826024e-09,4.2045127202072763e-07
1946,5.150808490839154e-08,1.3921104269343232e-09,5.206492801335116e-07
1947,6.556479092978407e-08,0.0,4.947161187374149e-07
1948,4.892349636520521e-08,5.435944139264848e-09,7.197189688668004e-07
1949,4.810334175431308e-08,1.9634016634739737e-09,6.066911169000377e-07
1950,8.189228140054183e-08,5.317680740191122e-09,5.67928282180219e-07
1951,7.462980988748313e-08,2.1322803522849654e-09,5.554590529754933e-07
1952,3.690681538159879e-08,5.272402070488624e-09,6.611592198169092e-07
1953,4.3095308654983455e-08,7.54167928107563e-09,6.11953396401077e-07
1954,3.322662323057557e-08,3.9090144454689835e-09,6.176242663968878e-07
1955,3.472674947602172e-08,3.754243138587299e-09,6.372827670020342e-07
1956,4.6222051963695776e-08,2.616342476002842e-09,6.436202397708257e-07
1957,4.1524678806581505e-08,4.417518850718949e-09,6.776473924219317e-07
1958,5.21151335419745e-08,8.272243445794913e-10,5.625125822916743e-07
1959,5.03798602835559e-08,2.325224457422337e-09,5.712300890081679e-07
1960,4.429333344546649e-08,3.460416619915918e-09,6.028045618222677e-07
1961,3.265634873628187e-08,4.16889545107324e-09,6.267239882618014e-07
1962,5.834600003140622e-08,1.2683912808952869e-09,5.714102826459566e-07
1963,4.6555584276575246e-08,1.939815863494232e-09,6.343198037939146e-07
1964,8.639234749807656e-08,3.041984220075733e-09,6.418586622203293e-07
1965,4.4323552828018364e-08,3.2832261354087677e-09,5.93716720231896e-07
1966,5.317511764246774e-08,3.877352328096606e-09,6.209302796378324e-07
1967,6.113616279890266e-08,1.9721342336964653e-09,6.197431616783433e-07
1968,5.569355820966848e-08,4.4914158503495116e-10,6.11730854416237e-07
1969,6.721801781850445e-08,2.7250546263957176e-09,4.859680871049932e-07
1970,6.162291299460776e-08,3.219107425067591e-09,5.394304594119603e-07
1971,6.011924824633752e-08,2.0553589941130213e-09,5.31310320184275e-07
1972,6.412683717371692e-08,1.0260293725750103e-09,6.515286372632545e-07
1973,6.064524171733865e-08,1.102640756478479e-09,5.866048695679638e-07
1974,4.219178606490459e-08,1.1251143350321513e-09,6.81819301462383e-07
1975,3.998036035568475e-08,3.4268881066168433e-09,6.105572083470179e-07
1976,4.627956684544188e-08,2.285410749536254e-09,6.496280207102245e-07
1977,4.995264646368014e-08,8.227494796564372e-09,6.552611466759117e-07
1978,4.7524729041015235e-08,1.7821774056514528e-09,6.201977384989732e-07
1979,4.506019379846293e-08,1.7555920051037788e-09,5.787601367046591e-07
1980,4.7186752283323585e-08,1.1370301367108482e-09,6.17407351910515e-07
1981,4.048351698315855e-08,3.795329828193417e-09,5.964993192719703e-07
1982,4.779776929808577e-08,0.0,6.493047521871631e-07
1983,4.483874249672226e-08,1.8945948143667124e-09,5.892189847145346e-07
1984,4.001315900836744e-08,5.799008495621649e-10,5.642435212394048e-07
1985,3.789801539255677e-08,3.0077789148208467e-09,5.979464958727476e-07
1986,4.855533219938479e-08,2.9972427317837003e-09,5.646805334436067e-07
1987,5.988600548789691e-08,2.4443267410134695e-09,6.281919695538818e-07
1988,5.336933028843305e-08,1.798966087207532e-09,7.105916211003205e-07
1989,5.268597291774313e-08,2.1952488715726304e-09,4.785642317983729e-07
1990,5.2307051134903304e-08,5.44865097484859e-10,5.786467340840318e-07
1991,4.5133283776976896e-08,2.344586080837985e-09,6.412442985492817e-07
1992,4.848750734254281e-08,2.2039776670368383e-09,5.598103030024504e-07
1993,6.536264862688768e-08,1.661762283333701e-09,5.782932817055553e-07
1994,4.3781891889693725e-08,0.0,6.577833460141846e-07
1995,5.476675468685244e-08,0.0,5.894203809475584e-07
1996,6.886138947947984e-08,1.067618438099771e-09,5.749125193688087e-07
1997,5.4661796866639634e-08,0.0,5.576462172030006e-07
1998,5.4833485307881347e-08,9.536258449571733e-10,5.621624268314918e-07
1999,5.621347298756518e-08,0.0,5.927551001150277e-07
2000,4.9923755796044134e-08,1.3254094488601709e-09,5.747858722315868e-07
2001,5.345078335494691e-08,0.0,5.274978889246995e-07
2002,5.739400066318012e-08,1.752488598683044e-09,5.323184382177715e-07
2003,4.50027677345588e-08,2.9168461535000745e-09,5.525340043277538e-07
2004,5.594084839799507e-08,8.809582507929292e-10,5.567655989580089e-07
2005,4.954124577238872e-08,1.8014998381943315e-09,5.481062999024289e-07
2006,3.9943532925690306e-08,1.6471559671771274e-09,4.7438092565244006e-07
2007,5.911829603633123e-08,1.5977917877663117e-09,4.83731469103077e-07
2008,5.61982034241737e-08,1.2772318758180745e-09,4.5384305735751695e-07
2009,5.197329855377575e-08,0.0,4.6728285951758153e-07
2010,5.999217478347418e-08,0.0,3.9396434203808894e-07
2011,5.7359578420346224e-08,3.82397197240536e-10,3.5639419593280763e-07
2012,6.60425030218903e-08,3.404252713057332e-10,3.3055295034500887e-07
2013,6.582335032589981e-08,0.0,3.048513690373511e-07
2014,7.016042502527853e-08,2.1654451842767486e-10,2.778266150471609e-07
2015,7.669351020922477e-08,2.2165753954528356e-10,2.2675565958252264e-07
2016,6.628287962939794e-08,2.0713400439298368e-10,2.164550352290462e-07
2017,7.320429062929179e-08,0.0,2.593595240796276e-07
2018,6.221334558631497e-08,0.0,2.387856739005656e-07
2019,6.760117798876308e-08,7.65296326310505e-10,2.4999678771564504e-07
