year,devrait_VERB ôter_VERB,devrait_VERB noter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.8682481339737933e-08,0.0
1818,2.384235475716423e-09,4.768470951432846e-09
1819,3.1053151161586356e-09,0.0
1820,0.0,0.0
1821,0.0,2.9584463767662328e-09
1822,8.02049271442229e-09,0.0
1823,6.917880934764753e-09,0.0
1824,8.421112696055388e-10,0.0
1825,1.3208164340028361e-08,2.641632912414593e-09
1826,1.7615968683770689e-09,0.0
1827,4.608636583469661e-09,0.0
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,1.714635211591542e-09,1.714635211591542e-09
1830,9.39315203396518e-09,1.2524203008013046e-08
1831,3.1182412207897414e-09,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,4.6334514003376626e-09
1834,9.334530925997342e-10,0.0
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,8.064899859050456e-09,0.0
1837,5.5663127440652715e-09,4.174734336004349e-09
1838,8.2058102535143e-09,9.468243078458727e-09
1839,2.0974426639952526e-09,0.0
1840,1.2739377330817092e-09,5.732719632334238e-09
1841,1.2841097074556274e-09,6.420548537278137e-10
1842,3.3541325272778977e-09,6.708265054555795e-10
1843,3.5441467538532834e-09,0.0
1844,1.097712254427563e-09,0.0
1845,5.580227946389016e-10,0.0
1846,5.854501328173001e-10,0.0
1847,2.1572894581822766e-09,3.235934187273415e-09
1848,6.43617736884039e-09,0.0
1849,0.0,0.0
1850,7.467895635215882e-09,0.0
1851,7.739326512989919e-09,1.2898877521649865e-09
1852,6.510545436100301e-10,3.906327261660181e-09
1853,5.3747388761848924e-09,2.9859659189668264e-09
1854,5.7152309551611324e-09,1.558699391779328e-09
1855,9.021793090369101e-09,3.1841622671890946e-09
1856,3.6240324075009767e-09,1.5531567143511893e-09
1857,1.4644527812635033e-09,4.881509085841174e-10
1858,4.893676130990343e-09,1.468102750479261e-09
1859,8.656694916453489e-09,0.0
1860,7.323494255473406e-09,0.0
1861,7.545541969022906e-09,9.431927461278633e-10
1862,2.710791813242963e-09,1.8071945051545413e-09
1863,3.995696662428827e-09,2.4973103585068657e-09
1864,2.3973640850272204e-09,1.4384183844029508e-09
1865,0.0,4.706844358715045e-10
1866,3.8924903300596725e-09,4.865612912574591e-10
1867,9.7056229719783e-10,8.249779526181555e-09
1868,2.9639244392143382e-09,3.457911734727759e-09
1869,7.325278605918584e-09,5.860222973552709e-09
1870,5.734048791339319e-10,5.734048791339319e-10
1871,1.0621177271019633e-09,0.0
1872,1.2094678591978436e-09,0.0
1873,0.0,1.1972008939764578e-09
1874,4.182226565063729e-09,2.9873046258899194e-09
1875,4.005069165202713e-09,6.865832347102696e-09
1876,5.441413541973361e-09,6.04601479992084e-10
1877,3.0924081073635534e-09,1.8554447978047506e-09
1878,3.6234530931267273e-09,1.8117265465633636e-09
1879,5.498392852132383e-09,0.0
1880,1.9253538763308597e-09,0.0
1881,0.0,1.3945014920579979e-08
1882,1.3310770263785798e-09,5.324308105514319e-09
1883,0.0,1.2638677882037541e-09
1884,1.5844072720483382e-08,5.941527270181268e-09
1885,3.2228177904158883e-09,0.0
1886,1.2906927748801422e-09,5.808117542471791e-09
1887,8.48760173255414e-09,2.6115698492645834e-09
1888,3.1703073499755874e-09,2.53624587998047e-09
1889,0.0,9.397704836544563e-09
1890,3.2771931834929546e-09,3.9326319978272295e-09
1891,3.824531802365527e-09,1.2748440081367107e-09
1892,1.2537024751679837e-09,5.641661360300532e-09
1893,3.695050043717174e-09,2.463366621796581e-09
1894,6.9316934414587195e-09,5.041231432301174e-09
1895,2.4074457982692365e-09,6.6204757231957956e-09
1896,2.358811590497112e-09,4.1279202278587945e-09
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,5.527578395003729e-10,8.844125432005967e-09
1900,3.114631885736685e-09,4.15284251431558e-09
1901,3.912117296778206e-09,5.029864968975062e-09
1902,0.0,6.874397495693074e-09
1903,1.0800440541913758e-09,1.0260418292773466e-08
1904,1.6123875568041512e-09,3.2247751136083025e-09
1905,2.0643036169332163e-09,3.6125313851442797e-09
1906,2.572092316910357e-09,1.388929860013377e-08
1907,5.142843373384665e-10,5.65712765521198e-09
1908,4.911389073214423e-10,4.911389073214423e-09
1909,5.500983557560346e-10,7.701377313651392e-09
1910,2.137660271017694e-09,8.01622590529405e-09
1911,1.0640748282497725e-09,1.5961122423746588e-09
1912,2.0837684910901544e-09,4.167536982180309e-09
1913,4.772690687104841e-09,3.181793939432964e-09
1914,6.696743715117748e-10,7.366418142140674e-09
1915,0.0,0.0
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,0.0,3.289927441585405e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,0.0,1.9336480860943084e-08
1920,7.572231730534895e-10,9.843901693784574e-09
1921,4.543648568500203e-09,1.1359120755116692e-08
1922,0.0,7.377935595798135e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,1.2891624656674594e-08
1925,0.0,6.598906754362588e-09
1926,2.229227691330493e-09,1.3375366592072169e-08
1927,1.1149224876660924e-09,4.4596899506643695e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,6.684243825105796e-09
1930,2.100720708497761e-09,1.2604324695075775e-08
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,1.4911860191091364e-08
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,0.0,0.0
1938,0.0,7.779128452511941e-09
1939,3.058810094103137e-09,1.070583532936098e-08
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,0.0,4.1763312808029696e-09
1947,2.3841741914054637e-09,5.960435700558264e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,8.508289184305795e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,0.0,1.0773827385790469e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,0.0,3.754243138587299e-09
1956,0.0,8.72114114258693e-09
1957,0.0,8.835037590415595e-09
1958,0.0,5.790570245522986e-09
1959,7.750747821333448e-10,2.325224457422337e-09
1960,6.920833350854139e-10,1.1765417085030094e-08
1961,6.948159270159238e-10,1.111705483225478e-08
1962,2.5367825617905737e-09,5.0735651235811474e-09
1963,6.466053248388448e-10,9.69907976156037e-09
1964,4.258777774879263e-09,1.7035111099517053e-08
1965,1.0944086747954884e-09,1.1491291473930687e-08
1966,5.539074754423723e-10,8.308612464702492e-09
1967,2.9582012395223956e-09,1.3311906243984595e-08
1968,8.982831700699023e-10,7.186265360559219e-09
1969,1.8167031212712459e-09,1.1808570121729645e-08
1970,1.8394900047624674e-09,1.103694025061941e-08
1971,3.5968783507200897e-09,1.0790635052160269e-08
1972,5.130146862875051e-10,1.7442499000708267e-08
1973,3.3079223804577396e-09,1.4334330167287135e-08
1974,2.812785782069227e-09,5.625571564138454e-09
1975,1.1422960355389478e-09,1.8276736568623164e-08
1976,1.7140580066410394e-09,1.3712464053128315e-08
1977,2.3507127355770763e-09,1.7630345183761165e-08
1978,4.752473081737207e-09,1.2475242172627077e-08
1979,3.5111840102075575e-09,8.777959692451986e-09
1980,1.7055452605774235e-09,1.591842213599648e-08
1981,2.5302198114474095e-09,1.771153890217647e-08
1982,2.483000915987077e-09,1.1794254461960918e-08
1983,1.2630632095778083e-09,8.841442245000053e-09
1984,1.739702604197646e-09,8.118611560803402e-09
1985,1.2031116103372597e-09,1.0226449020933615e-08
1986,2.3977941854269602e-09,1.2588419195935785e-08
1987,1.2221633705067347e-09,1.0388388815840699e-08
1988,4.797243047249822e-09,1.798966131616453e-08
1989,2.1952488715726304e-09,9.878619700032232e-09
1990,3.2691906959314565e-09,9.262707045820662e-09
1991,6.4476117778156095e-09,9.37834432335194e-09
1992,1.65298330578878e-09,1.2672871640972971e-08
1993,2.2156829704300662e-09,1.4401939196773128e-08
1994,4.2199412852994556e-09,1.160483886764041e-08
1995,2.1689803286761844e-09,1.4640617607142303e-08
1996,5.871901187504136e-09,2.1352368761995422e-08
1997,2.876936688878118e-09,1.2466725429760572e-08
1998,2.3840645013706308e-09,1.1920323395031573e-08
1999,5.0272213059088244e-09,7.312321859131998e-09
2000,2.2090156370779823e-09,5.743440834038438e-09
2001,2.190605918883648e-09,1.5772362971233633e-08
2002,3.066854992184176e-09,1.4896152755738967e-08
2003,5.416999737661854e-09,8.750538071922165e-09
2004,3.0833537945085254e-09,2.2023955992267474e-09
2005,1.3511248786457486e-09,8.106749049829887e-09
2006,2.0589450144825605e-09,8.235780057930242e-09
2007,2.3966877371606188e-09,1.078509459517818e-08
2008,3.405951742863067e-09,7.663391698997657e-09
2009,1.430457752249481e-09,7.1522885392028e-09
2010,6.140930874920514e-09,7.558068837454357e-09
2011,3.82397197240536e-10,4.971163480860241e-09
2012,3.744677901096338e-09,5.446804340891731e-09
2013,2.7891249310130206e-09,7.530637446961919e-09
2014,4.7639794331644225e-09,6.496335469563519e-09
2015,3.546520632724537e-09,5.098123256885856e-09
2016,4.556948152156792e-09,8.078226088059637e-09
2017,2.264050280587071e-09,4.024978128569501e-09
2018,4.64663996169179e-09,5.937373259712331e-09
2019,4.846876677788714e-09,5.612172948588068e-09
