year,eut_VERB ôté_VERB,eut_VERB oté_VERB,eut_VERB noté_VERB
1987,9.777306964053878e-09,0.0,4.277571630240118e-09
1988,1.0793796967334401e-08,0.0,5.396898483667201e-09
1989,7.134558721588746e-09,5.488122178931576e-10,5.488122178931576e-10
1990,8.172976073694826e-09,0.0,0.0
1991,4.68917216167597e-09,0.0,2.9307325455363298e-09
1992,5.509944056569793e-09,0.0,1.65298330578878e-09
1993,8.308811416668505e-09,0.0,2.2156829704300662e-09
1994,6.857404422078162e-09,0.0,2.1099706426497278e-09
1995,5.4224509327127635e-09,0.0,3.795715741716776e-09
1996,9.074756945892659e-09,0.0,5.3380921904988554e-09
1997,7.671831170341648e-09,0.0,2.3974471297094624e-09
1998,8.582632382569955e-09,0.0,9.536258449571733e-10
1999,5.0272213059088244e-09,0.0,1.8280804647829996e-09
2000,7.068850393920911e-09,0.0,2.2090156370779823e-09
2001,3.943090742808408e-09,4.3812117822561447e-10,2.6287270138425356e-09
2002,7.886198361006791e-09,0.0,4.38122149670761e-10
2003,7.083769126836614e-09,0.0,2.5001538617175356e-09
2004,1.1011977996133737e-08,0.0,3.9643119897903034e-09
2005,5.854874363109275e-09,0.0,1.8014998381943315e-09
2006,1.1118302722934459e-08,0.0,3.294311934354255e-09
2007,1.2782334302130494e-08,0.0,3.994479413904628e-09
2008,1.1069342775726909e-08,0.0,5.960415716543821e-09
2009,1.0490023072406984e-08,0.0,3.814554005998616e-09
2010,2.0784689525044087e-08,0.0,6.613310343794865e-09
2011,2.4855816960211996e-08,1.1471915639660324e-09,5.353560705856353e-09
2012,3.097870049373341e-08,0.0,4.765953853791416e-09
2013,3.2911675162949905e-08,0.0,6.414987652192394e-09
2014,3.13989545475124e-08,0.0,7.145969149746634e-09
2015,3.147536986602972e-08,0.0,9.309617077235544e-09
2016,3.769838841094497e-08,0.0,8.699628573083373e-09
2017,3.723104669006716e-08,0.0,3.2702947017071438e-09
2018,2.2975052971219156e-08,0.0,5.937373259712331e-09
2019,2.627517403652746e-08,0.0,4.591778068885333e-09
