year,voudrait_VERB être_VERB,voudrait_VERB etre_VERB,voudrait_VERB naître_VERB
1800,2.1065902444661333e-07,0.0,9.432493897065797e-09
1801,1.142967676059925e-07,0.0,0.0
1802,1.4098392853156838e-07,0.0,0.0
1803,1.014176405078615e-07,1.950339223455444e-09,0.0
1804,2.2988213288499537e-07,0.0,9.887403784603066e-09
1805,1.6772978028711805e-07,0.0,0.0
1806,2.0748018414451508e-07,0.0,0.0
1807,2.1921555060089304e-07,0.0,0.0
1808,2.1980918063491117e-07,0.0,0.0
1809,2.4623432182124816e-07,0.0,6.7770917766551975e-09
1810,2.3635280399503245e-07,0.0,0.0
1811,1.3036799373367103e-07,2.5070767684098882e-09,0.0
1812,3.947468201204174e-07,0.0,0.0
1813,2.3581081620704936e-07,0.0,0.0
1814,2.2970742463712668e-07,0.0,0.0
1815,2.0768621311617608e-07,0.0,0.0
1816,1.2978581764855335e-07,0.0,0.0
1817,3.4406903637318464e-07,0.0,0.0
1818,3.6955648852199374e-07,1.1921177378582115e-09,0.0
1819,2.6705708933150163e-07,0.0,0.0
1820,2.5987594653997803e-07,1.1866481131050932e-09,0.0
1821,3.8952879322096123e-07,0.0,0.0
1822,2.8673261454059684e-07,0.0,0.0
1823,2.3619621458692563e-07,0.0,0.0
1824,2.054751462310378e-07,0.0,0.0
1825,3.3812901278906793e-07,0.0,0.0
1826,2.2636520213836775e-07,0.0,8.807984341885344e-10
1827,2.617705661123182e-07,0.0,0.0
1828,2.522382942515833e-07,0.0,9.172301251858528e-10
1829,3.2663800197951787e-07,1.714635211591542e-09,0.0
1830,3.7990082546457415e-07,0.0,0.0
1831,2.853190608220757e-07,0.0,0.0
1832,3.8695711168657e-07,1.3529969367098715e-09,0.0
1833,3.544590185811103e-07,0.0,0.0
1834,3.565790791526524e-07,0.0,9.334530925997342e-10
1835,3.8647380051770597e-07,0.0,3.781543966852041e-09
1836,3.057941171391576e-07,3.36037508930076e-09,2.016224964762614e-09
1837,2.6787878937284404e-07,0.0,6.957890930081589e-10
1838,2.8089121428820363e-07,0.0,0.0
1839,2.530914002818463e-07,6.9914751765765e-10,1.3982950353153e-09
1840,2.981014404213056e-07,0.0,0.0
1841,2.9727138439739065e-07,6.420548537278137e-10,1.926164561183441e-09
1842,3.186425772128132e-07,6.708265054555795e-10,0.0
1843,3.685912588480278e-07,1.1813822142769936e-09,5.31621990873532e-09
1844,2.821120403950772e-07,1.097712254427563e-09,5.488561272137815e-10
1845,3.716431820066646e-07,0.0,0.0
1846,3.495137264053483e-07,1.7563503984519002e-09,5.854501328173001e-10
1847,2.847622226909152e-07,0.0,0.0
1848,2.6146969389628794e-07,0.0,3.218088684420195e-09
1849,3.0920040217097267e-07,1.6758829879393033e-09,5.02764896381791e-09
1850,2.844589346295834e-07,0.0,1.3577992064028876e-09
1851,2.4056407710304484e-07,6.449438760824933e-10,3.2247193804124663e-09
1852,2.845108326710033e-07,6.510545436100301e-10,6.510545436100301e-09
1853,3.3562255907781946e-07,5.971931837933653e-10,1.1943863675867306e-09
1854,3.3823775424934865e-07,1.0391328908454511e-09,0.0
1855,3.0992512733973854e-07,0.0,5.306937111981824e-10
1856,4.058916260873957e-07,5.177189232874468e-10,0.0
1857,3.3340705840601004e-07,0.0,4.881509085841174e-10
1858,3.826854708677274e-07,4.893676019968041e-10,3.4255731584664773e-09
1859,3.6358116517476446e-07,0.0,5.092173349652285e-10
1860,4.4902174067829037e-07,1.8308735638683515e-09,0.0
1861,3.716179435286904e-07,0.0,0.0
1862,3.6053529584023636e-07,4.517986262886353e-10,4.517986262886353e-10
1863,3.7110032735654386e-07,0.0,0.0
1864,3.8022193393771886e-07,4.794727948009836e-10,0.0
1865,4.1467299638497934e-07,0.0,2.3534221238463715e-09
1866,3.6297473116064793e-07,4.865612912574591e-10,4.865612912574591e-10
1867,3.033007089925377e-07,4.85281148598915e-10,4.85281148598915e-10
1868,3.6209277709531307e-07,0.0,0.0
1869,3.5063666814494354e-07,1.953407657850903e-09,2.9301114867763545e-09
1870,3.0849182053316326e-07,0.0,5.734048791339319e-10
1871,3.473124934316729e-07,0.0,2.1242354542039266e-09
1872,3.2957998996607785e-07,0.0,5.442605477412599e-09
1873,3.040890135252994e-07,0.0,0.0
1874,3.3218827866221545e-07,0.0,0.0
1875,3.6732203056999424e-07,0.0,5.721527140956084e-10
1876,3.053237378480844e-07,0.0,1.209202959984168e-09
1877,3.333615836709214e-07,6.184815992682502e-10,0.0
1878,3.224873239560111e-07,0.0,4.22736201599605e-09
1879,2.956913363050262e-07,0.0,0.0
1880,3.1704161074230797e-07,6.417846254436199e-10,1.2835692508872398e-09
1881,3.38863856086391e-07,0.0,1.3945015142624584e-09
1882,3.247828033181577e-07,6.655385131892899e-10,6.655385131892899e-10
1883,3.791603262470744e-07,6.319338941018771e-10,6.319338941018771e-10
1884,4.165670759448403e-07,6.601696966868076e-10,1.3203393933736152e-09
1885,3.325947943721985e-07,0.0,6.445635691854079e-10
1886,3.078302199810423e-07,0.0,0.0
