year,dut_VERB être_VERB,dut_VERB etre_VERB,dut_VERB naître_VERB
1848,2.4521834802726517e-06,8.04522137798358e-09,1.206783295515379e-08
1849,2.50125526690681e-06,6.703531951757213e-09,3.267971848686102e-08
1850,2.3218367459776346e-06,6.1100964288129944e-09,1.3577992064028876e-08
1851,2.68877101916587e-06,9.029214709244116e-09,2.96674187438839e-08
1852,2.8854738047812134e-06,7.161600201754936e-09,3.059956199535918e-08
1853,2.9274410735524725e-06,5.3747388761848924e-09,2.09017620989016e-08
1854,2.307394652234507e-06,6.234797567117312e-09,4.416314780542052e-08
1855,2.7479320579004707e-06,4.776243400783642e-09,3.502578493908004e-08
1856,2.5979136353271315e-06,3.6240324075009767e-09,3.572260709461261e-08
1857,2.5217875645466847e-06,3.905207268672939e-09,2.8312753030945714e-08
1858,2.609308012324618e-06,5.3830437884982985e-09,3.131952652779546e-08
1859,3.064979182454408e-06,5.092173349652285e-09,2.5460867192350634e-08
1860,2.387916765655973e-06,2.746310290291376e-09,3.524431591017674e-08
1861,2.5527510842948686e-06,4.2443675241088386e-09,3.1125360067107977e-08
1862,2.7482910809339955e-06,6.776979422085105e-09,3.7047488632424574e-08
1863,2.505301836208673e-06,6.493007020935693e-09,2.996772607843923e-08
1864,2.733953806455247e-06,5.753673537611803e-09,2.9247839705703882e-08
1865,2.820341251208447e-06,4.706844247692743e-09,4.6597758540656287e-08
1866,2.870224989237613e-06,7.784980660119345e-09,2.7247432754506917e-08
1867,2.7340740871295566e-06,5.338092634588065e-09,2.523461972714358e-08
1868,2.7302683065499878e-06,1.975949714960734e-08,3.655506830568811e-08
1869,2.730375626924797e-06,6.348574999037737e-09,3.41846337903462e-08
1870,3.03388515021652e-06,1.1468097582678638e-08,2.8096838633473453e-08
1871,2.7997423330816673e-06,2.1242354542039266e-09,2.973929724703339e-08
1872,2.8930471671628766e-06,9.675742873582749e-09,1.0280476914203973e-08
1873,2.5596154955565e-06,8.979006871356887e-09,5.986004225633224e-08
1874,2.9908892429375555e-06,6.572069999322139e-09,3.584765551067903e-08
1875,2.749766053966596e-06,6.293679799540541e-09,3.2612703648737806e-08
1876,2.6977318157150876e-06,7.859819461941697e-09,3.748529309177684e-08
1877,2.866662271117093e-06,6.184816214727107e-09,4.2675228684174726e-08
1878,2.9645887025253614e-06,7.850815109122777e-09,2.294853729267743e-08
1879,2.4962703264463926e-06,4.887460214320072e-09,2.8102896010295808e-08
1880,2.5183628622471588e-06,6.417846254436199e-09,3.2089232604448625e-08
1881,2.533111910452135e-06,4.8807553554297556e-09,3.69542902944886e-08
1882,2.4984315132314805e-06,5.324308105514319e-09,2.728707926280549e-08
1883,2.539742354201735e-06,6.951272890631799e-09,3.09647596452578e-08
1884,2.620213535919902e-06,1.1222884843675729e-08,1.5183903911974994e-08
1885,2.8238330287422286e-06,6.445635580831777e-09,4.383032248256313e-08
1886,2.669152763701277e-06,5.162771099520569e-09,2.6459201052375647e-08
1887,2.5508509224891895e-06,2.6115698492645834e-09,2.9380160526670807e-08
1888,2.5045428628800437e-06,6.340614699951175e-09,2.6630582183884144e-08
1889,2.5705855932756094e-06,5.6386229019267375e-09,4.385595886446936e-08
1890,2.3628563212696463e-06,3.2771931834929546e-09,1.4419650362640368e-08
1891,2.2195033579919254e-06,7.649063604731055e-09,2.8683990294098294e-08
1892,2.539374463594868e-06,4.387958441043338e-09,3.2596265242545996e-08
1893,2.3802278974471847e-06,1.1085149687062312e-08,1.970693297437265e-08
1894,2.5369997729285387e-06,5.671385139294216e-09,3.150769600779313e-08
1895,2.5585129606042756e-06,4.213029924926559e-09,3.250051960890232e-08
1896,2.5380811621289467e-06,1.1794058174530164e-08,2.4177818858106548e-08
1897,2.3907005015644245e-06,4.661370844871726e-09,2.2724183423861177e-08
1898,2.517967914172914e-06,1.0750873968845553e-08,2.4896761985360172e-08
1899,2.5277615804952802e-06,4.4220627160029835e-09,4.477338677588705e-08
1900,2.505721340639866e-06,6.748368974740515e-09,2.9589003247565415e-08
1901,2.424395006528357e-06,9.500856101851696e-09,2.9061443029831935e-08
1902,2.141865707017132e-06,1.178468167495339e-08,1.8659077838378835e-08
1903,2.497601826689788e-06,6.480264325148255e-09,2.4841012802312434e-08
1904,2.631953975651413e-06,4.299700151477737e-09,2.5260739278110123e-08
1905,2.535480916776578e-06,7.741138396966107e-09,3.354493216534138e-08
1906,2.668288516360917e-06,1.0288369267641428e-08,2.572092228092515e-08
1907,2.650621581778978e-06,9.771402353919711e-09,3.239991386294605e-08
1908,2.5814260879997164e-06,5.40252820258047e-09,2.7503778810000767e-08
1909,2.5920635380316526e-06,6.0510818578052294e-09,3.080550925460557e-08
1910,2.536334022806841e-06,5.878565634276356e-09,2.939282950364941e-08
1911,2.5702727270981995e-06,5.3203743632934675e-09,1.8621308939259507e-08
1912,2.8037104584655026e-06,7.293189607793238e-09,3.0735584743979416e-08
1913,2.6552070266916417e-06,3.181793939432964e-09,1.8030165804816534e-08
1914,2.595657861093059e-06,4.68772043404897e-09,2.0090231700464756e-08
1915,2.369111143707414e-06,0.0,4.712304768617059e-09
1916,2.1821099380758824e-06,1.0987462051303964e-09,2.4172416956957932e-08
1917,2.4224832486652303e-06,3.289927441585405e-09,7.676496771580332e-09
1918,2.4879491320461966e-06,2.2972752589112133e-09,3.675640414257941e-08
1919,2.4630994630570058e-06,3.6831393490643904e-09,2.025726608678724e-08
1920,2.446588041493669e-06,2.2716695191604686e-09,2.6502810612782923e-08
1921,2.2188150978763588e-06,8.330022005509363e-09,4.543648302046677e-08
1922,2.4450478122162167e-06,5.164555005876537e-09,5.3121134158118366e-08
1923,2.5563203962519765e-06,3.1847844361720945e-09,4.777176698667063e-08
1924,2.432649580441648e-06,2.578324886925998e-09,2.4494086758863887e-08
1925,2.458092694723746e-06,7.698724324711748e-09,2.859526304632709e-08
1926,2.624915623528068e-06,4.458455382660986e-09,3.232380052509143e-08
1927,2.6802736101672053e-06,2.2298449753321847e-09,2.1183527820767267e-08
1928,2.615420726215234e-06,2.2852082448565625e-09,3.1992914983902665e-08
1929,2.4653718355693854e-06,3.342121912552898e-09,3.230717737778832e-08
1930,2.5072101834666682e-06,5.2518016602221e-09,4.20144132817768e-08
1931,2.3996869913389673e-06,3.4216069977333063e-09,2.6232321204133768e-08
1932,2.309174305992201e-06,1.0959536611565568e-09,2.520693342944469e-08
1933,2.4214568838942796e-06,2.2941324395731044e-09,2.6382522833046096e-08
1934,2.522122713344288e-06,2.3963160344919743e-09,1.0783422155213884e-08
1935,2.2871390683576465e-06,2.393656828303392e-09,4.6676309040094566e-08
1936,2.338857484573964e-06,0.0,2.182448710641438e-08
1937,2.423790192551678e-06,3.777335333410292e-09,4.0291578073947676e-08
1938,1.999236019400996e-06,2.5930428915188486e-09,2.5930429359277696e-08
1939,2.5005772386066383e-06,9.176430282309411e-09,3.5176316970364496e-08
1940,2.436887371004559e-06,7.607348528892999e-09,1.2678914806940611e-08
1941,2.526486241549719e-06,8.854508237732261e-09,2.9515025090631752e-08
1942,2.5608746909711044e-06,9.102635090130207e-09,3.6410540360520827e-08
1943,2.5345243557239883e-06,1.1612940831184915e-08,1.7419411690866582e-08
1944,2.0564391434163554e-06,9.639558484764166e-09,3.213186161588055e-08
1945,2.801556092890678e-06,1.089252066321933e-08,2.178504132643866e-08
1946,2.2218082449398935e-06,5.568441707737293e-09,2.227376683094917e-08
1947,2.5153037768177455e-06,5.960435700558264e-09,4.172304812755101e-08
1948,2.1798134639539057e-06,6.523132700664291e-09,2.717971980814582e-08
1949,2.06942536351562e-06,1.9634016634739737e-09,6.8719057111366055e-09
1950,2.018591658270452e-06,1.0635361480382244e-09,2.1270722072586068e-08
1951,2.157867811547476e-06,3.1984206394497505e-09,3.731490494374157e-08
1952,1.816869712456537e-06,3.1634410646574906e-09,1.7926167217297007e-08
1953,2.152610704797553e-06,8.619061908632375e-09,1.6160740301529586e-08
1954,1.7864196024675039e-06,3.9090144454689835e-09,2.052232517257835e-08
1955,1.8095452105626464e-06,0.0,2.1586897602787758e-08
1956,1.6901572053029668e-06,4.360570571293465e-09,1.1337483840634377e-08
1957,1.8058816522170673e-06,2.6505113659425206e-09,2.1204090927540165e-08
1958,1.9009615925824619e-06,8.272243445794913e-10,1.5717262158432277e-08
1959,1.5889032738414244e-06,3.8753737996444215e-09,1.6276571201956358e-08
1960,1.8582437633085647e-06,6.920833350854139e-10,1.314958364417862e-08
1961,1.8509896335672238e-06,2.08444772553662e-09,2.431855783413539e-08
1962,1.7116940398409497e-06,5.7077609305622445e-09,1.77574772664002e-08
1963,1.6404377447543084e-06,7.1126584622049904e-09,1.8104948651398445e-08
1964,1.6055591913755052e-06,7.909158661334459e-09,2.494427064902993e-08
1965,1.8840245274986955e-06,2.188817349590977e-09,2.7360217202954118e-08
1966,1.7586562535143457e-06,2.769537488234164e-09,2.7141465963609335e-08
1967,1.7680183646007208e-06,3.944268467392931e-09,2.1200442290592036e-08
1968,1.804201701816055e-06,8.084548142051062e-09,2.2906220920049236e-08
1969,1.666370962993824e-06,4.995933444718048e-09,1.6804504454626112e-08
1970,1.6725563227737439e-06,5.058597540852361e-09,2.6672605457633836e-08
1971,1.5733772897874587e-06,3.5968783507200897e-09,1.5415192677892264e-08
1972,1.496463823968952e-06,2.565073486948677e-09,2.1033601527165047e-08
1973,1.640729465179902e-06,4.410563025913916e-09,6.615844760915479e-09
1974,1.393454112985637e-06,3.937900228123681e-09,9.00091468025721e-09
1975,1.3975992487758049e-06,4.569184142155791e-09,2.7415104852934746e-08
1976,1.3489636785379844e-06,3.4281160132820787e-09,2.171140245366132e-08
1977,1.1965128123847535e-06,5.876781727920388e-09,1.880570188461661e-08
1978,1.3633657545142341e-06,6.534650598410963e-09,7.128709622605811e-09
1979,1.3096716884319903e-06,2.3407893401383717e-09,1.6970723493159312e-08
1980,1.2086629794794135e-06,2.2740602734216964e-09,1.5349906234973787e-08
1981,1.1379663646948757e-06,3.1627747087981106e-09,1.0753434587229549e-08
1982,1.206738488690462e-06,2.483000915987077e-09,8.069752865935698e-09
1983,1.1222316516068531e-06,1.89459470334441e-09,1.1999100379966876e-08
1984,1.0548396858212072e-06,4.639206796497319e-09,1.3917620833581168e-08
1985,1.0713708888943074e-06,3.609334831011779e-09,8.421781494405423e-09
1986,1.0394437595095951e-06,4.196139880008332e-09,1.3187867686781374e-08
1987,1.0522826414671727e-06,6.110816741511371e-09,9.777306964053878e-09
1988,1.0457989674250712e-06,2.99827696004229e-09,7.795519785247507e-09
1989,9.8456916930445e-07,2.7440609784434855e-09,7.134558721588746e-09
1990,9.987377325160196e-07,3.814055737905164e-09,1.198703181159999e-08
1991,9.589357432560064e-07,5.861465202094962e-10,6.4476117778156095e-09
1992,9.912389486999018e-07,3.856960972825618e-09,8.815910668147353e-09
1993,1.038601340042078e-06,2.2156829704300662e-09,2.049506697687775e-08
1994,9.484318184149743e-07,3.164955852952289e-09,1.1077346151466827e-08
1995,9.261545983463293e-07,1.626735190995987e-09,9.760411145975922e-09
1996,8.599666330155742e-07,4.804283193493575e-09,1.1209993822092201e-08
1997,8.539707323507173e-07,4.315404922294874e-09,1.054876808126437e-08
1998,8.487269838042266e-07,2.3840645013706308e-09,9.059445638115449e-09
1999,8.834198865770304e-07,1.3710603763428253e-09,7.769341614505265e-09
2000,8.160104130183754e-07,2.2090156370779823e-09,7.068850393920911e-09
2001,8.385639489461028e-07,1.3143635069212678e-09,7.448059946568719e-09
2002,8.337464691976493e-07,1.752488598683044e-09,9.63868718173444e-09
2003,8.367181294488546e-07,1.2500769308587678e-09,1.2084076850271686e-08
2004,7.118142661965976e-07,4.404791253964646e-10,9.250062049659391e-09
2005,7.530269385824795e-07,1.3511248786457486e-09,8.557123898356167e-09
2006,7.165128295127943e-07,2.4707338397433887e-09,3.706100981659688e-09
2007,6.49901835458877e-07,3.994479469415779e-10,9.18730247434496e-09
2008,6.347842713694263e-07,2.554463751636149e-09,7.2376473703172906e-09
2009,6.780369972148037e-07,1.907277002999308e-09,6.198650481792356e-09
2010,5.333162107490352e-07,0.0,5.196172381261022e-09
2011,5.37650464593753e-07,0.0,6.883149605840799e-09
2012,5.86212308917311e-07,3.404252713057332e-10,2.7234021704458655e-09
2013,6.504239422611136e-07,8.367375126105969e-10,3.3469500504423877e-09
2014,8.92379944161803e-07,0.0,4.7639794331644225e-09
2015,7.7779628782082e-07,0.0,5.984753581600444e-09
2016,9.033113883560873e-07,2.0713400439298368e-10,7.2496901815100045e-09
2017,5.199768793318071e-07,2.515611330355938e-10,3.5218559180094644e-09
2018,5.911558673687978e-07,2.5814667070633845e-10,3.614053500911041e-09
2019,8.543257763449219e-07,0.0,4.08158040698936e-09
