year,avaient_VERB ôté_VERB,avaient_VERB oté_VERB,avaient_VERB noté_VERB
1901,1.900171220370339e-08,5.588738916095792e-10,3.129693837422565e-08
1902,1.8659077838378835e-08,4.910283846193408e-10,4.17374117489544e-08
1903,2.5381035939631147e-08,5.400220270956879e-10,3.0781254878320397e-08
1904,2.364835083312755e-08,5.374625189347171e-10,6.073326375144461e-08
1905,5.676835002077496e-09,0.0,4.69629064525634e-08
1906,1.5432553013283723e-08,0.0,3.652370850204534e-08
1907,2.1599941391059474e-08,0.0,4.319988278211895e-08
1908,2.2592390180875555e-08,2.4556945366072114e-09,4.9605031193777904e-08
1909,2.3654228797909127e-08,1.1001967115120692e-09,7.426327641724129e-08
1910,2.0842188419578633e-08,5.344150677544235e-10,4.3287620599130605e-08
1911,2.8197982615552064e-08,5.320374141248863e-10,6.118430206925041e-08
1912,2.8651816919023076e-08,1.5628263128064646e-09,6.355493553655833e-08
1913,3.340883480973389e-08,1.060597942803554e-09,4.1363318104004065e-08
1914,2.0090231700464756e-08,0.0,4.955590426902745e-08
1915,3.180805663305364e-08,1.1780761921542648e-09,6.008188790929125e-08
1916,1.4283700444650549e-08,0.0,5.0542325880087446e-08
1917,2.1932848426331475e-08,1.0966424435210342e-09,4.0575770299255964e-08
1918,3.44591288836682e-09,0.0,6.202643021424592e-08
1919,1.8415697411455767e-08,9.207848372660976e-10,7.826670866961649e-08
1920,9.086678076641874e-09,2.2716695191604686e-09,6.815008646299248e-08
1921,2.574734203619755e-08,1.5145494858259667e-09,5.6038331308627676e-08
1922,2.5084981203349344e-08,0.0,4.721878710256533e-08
1923,1.8047112249064412e-08,1.0615948120573648e-09,6.051090650771584e-08
1924,3.0939897754933554e-08,1.289162443462999e-09,6.83256118350073e-08
1925,2.0896537833436923e-08,0.0,7.148815939217457e-08
1926,1.4489979882625903e-08,2.229227691330493e-09,4.681378129589575e-08
1927,2.6758140592164636e-08,0.0,8.138934504131612e-08
1928,2.0566874425753667e-08,0.0,5.9415413034002995e-08
1929,3.119313873867213e-08,0.0,7.01845621620123e-08
1930,2.4158287814657342e-08,1.0503603542488804e-09,5.146765857944047e-08
1931,3.763767608688795e-08,0.0,7.071321306284517e-08
1932,2.4110979879310435e-08,0.0,7.781270738860258e-08
1933,1.1470662641954732e-08,0.0,8.25887696009886e-08
1934,1.7972370258689807e-08,0.0,9.106000931069502e-08
1935,2.154291145473053e-08,0.0,7.300653237507504e-08
1936,1.576212937948185e-08,0.0,7.759817322039453e-08
1937,8.813782592653752e-09,0.0,7.051026074123001e-08
1938,6.482607339819424e-09,1.2965214457594243e-09,7.130867629712156e-08
1939,1.3764645423464117e-08,0.0,9.176430637580779e-08
1940,6.339457314652464e-08,0.0,9.382397081481031e-08
1941,4.427253941230447e-08,0.0,7.083606590185809e-08
1942,1.8205270180260413e-08,0.0,8.49579322448335e-08
1943,2.6129116648121453e-08,0.0,8.129058670647282e-08
1944,6.4263723231761105e-09,0.0,5.462416652335378e-08
1945,2.178504132643866e-08,0.0,6.971212940243277e-08
1946,2.227376683094917e-08,0.0,6.821341003160342e-08
1947,2.26496545963073e-08,0.0,8.702235732016561e-08
1948,3.696441908118686e-08,0.0,8.153915587172378e-08
1949,2.1597418964347526e-08,0.0,5.006674186347482e-08
1950,2.1270722072586068e-08,0.0,6.912984673590472e-08
1951,4.797630737130021e-08,0.0,9.275419188270462e-08
1952,2.6362009464264702e-08,0.0,7.27591498161928e-08
1953,2.8011951869189033e-08,0.0,8.511323557058859e-08
1954,2.443134050622575e-08,0.0,7.915754451914836e-08
1955,2.1586897602787758e-08,9.385607846468247e-10,6.100645322248965e-08
1956,1.744228228517386e-08,8.72114158667614e-10,9.15719837735196e-08
1957,1.0602045463770082e-08,0.0,8.65833698071583e-08
1958,2.0680609225109947e-08,0.0,8.520410688106494e-08
1959,2.015194411342236e-08,7.750747821333448e-10,7.750747954560211e-08
1960,2.2838749558218296e-08,0.0,6.22874978262189e-08
1961,1.737039845295385e-08,0.0,7.781938649031872e-08
1962,3.0441391629665304e-08,0.0,6.84931293903901e-08
1963,2.7157422977097667e-08,0.0,6.854016731949741e-08
1964,2.798625509115027e-08,0.0,7.422441683502257e-08
1965,3.283226135408768e-08,0.0,5.690925064527619e-08
1966,1.8278946356531378e-08,0.0,7.090015685662365e-08
1967,2.3172576746333107e-08,9.860671168482327e-10,5.324762497593838e-08
1968,3.2787337289619245e-08,4.4914158503495116e-10,6.422724396770718e-08
1969,2.2708789515490935e-08,0.0,5.631779842474316e-08
1970,2.4373242979436327e-08,0.0,4.8746485958872654e-08
1971,1.9012070140433934e-08,1.0276794970565106e-09,5.806389324902739e-08
1972,2.8728821988011077e-08,0.0,6.05357328709033e-08
1973,2.260413545229767e-08,0.0,7.332560869599547e-08
1974,1.7439271360331077e-08,0.0,4.837991696149402e-08
1975,2.2845920710778955e-08,5.711480177694739e-10,5.483020970586949e-08
1976,2.171140245366132e-08,1.7140580066410394e-09,7.027637849432722e-08
1977,1.469195431980097e-08,1.1753563677885381e-09,4.642657813747064e-08
1978,2.198018833610149e-08,0.0,4.217819693508318e-08
1979,2.2822696621460636e-08,1.7555920051037788e-09,7.49052588844279e-08
1980,1.819248218737357e-08,0.0,7.276992874949428e-08
1981,2.340453342242199e-08,6.325549528618524e-10,6.388805218193738e-08
1982,2.483000827169235e-08,1.2415004579935385e-09,5.710901973543514e-08
1983,2.9681984869966982e-08,6.315316047889041e-10,7.957298464589257e-08
1984,2.4935737030773453e-08,0.0,6.146949260710244e-08
1985,2.1054452403745927e-08,0.0,5.233535560478231e-08
1986,3.7165808208783346e-08,0.0,7.373217414397004e-08
1987,2.5054349706010726e-08,6.110816852533674e-10,7.088547704370285e-08
1988,2.6384837426007834e-08,0.0,7.555657788316239e-08
1989,2.9635859988275115e-08,1.6464366536794728e-09,5.268597291774313e-08
1990,1.5801088437683575e-08,5.44865097484859e-10,5.884542986223096e-08
1991,1.641210189973208e-08,0.0,5.978694161967724e-08
1992,1.4876849085965205e-08,5.509944167592096e-10,5.950739634386082e-08
1993,2.049506697687775e-08,5.539207426075166e-10,5.760775678709251e-08
1994,1.8989736005892155e-08,5.274926606624319e-10,5.433174266045171e-08
1995,2.277429267394382e-08,1.0844901643380922e-09,4.7175323203418884e-08
1996,2.1886178203089912e-08,0.0,7.09966272438578e-08
1997,2.205651483677684e-08,0.0,5.4661796866639634e-08
1998,2.3840646790063147e-08,0.0,5.531029856342684e-08
1999,2.5136106529544122e-08,0.0,5.94126134956241e-08
2000,2.3415566374751506e-08,0.0,5.6108998336412697e-08
2001,2.891599848453552e-08,0.0,4.600272518473503e-08
2002,2.8039817578928705e-08,0.0,4.687906951517107e-08
2003,2.0001230893740285e-08,0.0,5.1669843514901004e-08
2004,2.9071621554521698e-08,0.0,6.430995114214966e-08
2005,3.1526248278623825e-08,0.0,5.944949421632373e-08
2006,2.84134404893166e-08,0.0,6.053298307051591e-08
2007,3.5550868915379397e-08,0.0,4.913209750156966e-08
2008,3.448526086913262e-08,0.0,6.897052173826523e-08
2009,4.291373301157364e-08,0.0,5.1019661384543724e-08
2010,5.71578944175144e-08,0.0,5.290648275035892e-08
2011,6.538991925708615e-08,0.0,4.8182048573153224e-08
2012,7.080845421114645e-08,0.0,5.8893572685292384e-08
2013,8.478939861333856e-08,5.578250084070646e-10,6.21974862724528e-08
2014,8.66178098135606e-08,0.0,7.102660504187952e-08
2015,8.267826245855758e-08,0.0,5.3862780902136365e-08
2016,9.818151625040628e-08,0.0,4.6812285603436976e-08
2017,7.395897227979731e-08,0.0,5.4840327834426716e-08
2018,7.821844150157631e-08,0.0,7.615327035637165e-08
2019,6.683588082978531e-08,0.0,5.918291634543493e-08
