year,veulent_VERB être_VERB,veulent_VERB etre_VERB,veulent_VERB naître_VERB
1862,1.317896590080636e-06,3.162590411776023e-09,2.2589932147099034e-09
1863,1.1267865147601697e-06,4.994620717013731e-09,1.4983863039219614e-09
1864,1.2432730045475182e-06,2.3973640850272204e-09,2.3973640850272204e-09
1865,1.2040108003930072e-06,4.706844247692743e-09,1.882737743486018e-09
1866,1.1555830496945418e-06,2.919367858567057e-09,4.379051787850585e-09
1867,1.1486604307719972e-06,1.455843445796745e-09,1.455843445796745e-09
1868,1.0635549188009463e-06,1.975949626142892e-09,4.44588676984381e-09
1869,1.2770402690875926e-06,6.348574999037737e-09,1.953407657850903e-09
1870,1.2408481779857539e-06,8.601073631098188e-09,1.1468097582678638e-09
1871,1.210814161822782e-06,3.18635318130589e-09,6.37270636261178e-09
1872,1.138713969339733e-06,4.8378714367913744e-09,3.0236697590169115e-09
1873,9.858949852059595e-07,5.9860045809045914e-09,0.0
1874,9.248694823327241e-07,1.1949218281515073e-09,1.7923826867161097e-09
1875,1.0825128811120521e-06,1.716458086775674e-09,4.005069165202713e-09
1876,9.673623253547703e-07,1.813804439976252e-09,3.02300739996042e-09
1877,9.605018931324594e-07,1.8554447978047506e-09,2.4739263970730008e-09
1878,9.396821951668244e-07,0.0,3.6234530931267273e-09
1879,1.0165916819460108e-06,1.221865053580018e-09,6.10932526790009e-10
1880,8.747524589125533e-07,0.0,3.8507077526617195e-09
1881,8.590129141339276e-07,1.3945015142624584e-09,0.0
1882,9.15781015464745e-07,5.324308105514319e-09,1.3310770263785798e-09
1883,8.095072985270235e-07,1.8958017378167824e-09,1.2638677882037541e-09
1884,8.773655508775846e-07,3.300848483434038e-09,0.0
1885,8.127946671265818e-07,5.156508553483263e-09,0.0
1886,8.557292972000141e-07,3.872078213618124e-09,6.453463874400711e-10
1887,8.513717943969823e-07,1.9586774424595887e-09,0.0
1888,8.103305617623846e-07,6.340614699951175e-10,1.9021844099853524e-09
1889,9.6796361503948e-07,1.8795409673089125e-09,1.8795409673089125e-09
1890,8.428941100646625e-07,0.0,4.5880703680722945e-09
1891,8.611571047367761e-07,1.2748440081367107e-09,2.5496880162734215e-09
1892,9.377694709655771e-07,6.268512375839919e-10,6.268512375839919e-10
1893,8.178377015610749e-07,6.158416554491453e-10,3.695050043717174e-09
1894,8.488173648402153e-07,0.0,3.780923574225881e-09
1895,8.600600267527625e-07,1.8055843487019274e-09,4.814891596538473e-09
1896,8.391472192670335e-07,5.89702897624278e-10,5.89702897624278e-10
1897,8.716763204574818e-07,3.4960281336537946e-09,0.0
1898,9.517352737020701e-07,1.13167097914868e-09,3.960848538042683e-09
1899,9.617986052035121e-07,1.1055156790007459e-09,1.6582735185011188e-09
1900,9.245265459867369e-07,2.07642125715779e-09,0.0
1901,8.66254538323119e-07,1.676621730339889e-09,5.588738916095792e-10
1902,7.871184948271548e-07,4.910283846193408e-10,2.9461704187383475e-09
1903,9.531388514005812e-07,1.6200660812870638e-09,3.2401321625741275e-09
1904,8.094185659501818e-07,1.0749250378694342e-09,0.0
1905,8.432680260739289e-07,1.5482277682110634e-09,0.0
1906,8.17410921172268e-07,2.572092316910357e-09,1.5432553013283723e-09
1907,9.431974490325956e-07,3.0857059130084963e-09,0.0
1908,9.08606978100579e-07,4.911389073214423e-10,2.4556945366072114e-09
1909,9.65422600529564e-07,1.1001967115120692e-09,7.151278680339601e-09
1910,9.73704231910233e-07,2.67207544979442e-09,0.0
1911,1.1087660141129163e-06,3.1922244847493175e-09,5.320374141248863e-10
1912,8.887272429092263e-07,1.5628263128064646e-09,3.125652625612929e-09
1913,9.905984370561782e-07,1.060597942803554e-09,5.30298971401777e-10
1914,9.167841881208005e-07,2.0090231700464756e-09,1.3393487430235496e-09
1915,9.000502245726238e-07,0.0,0.0
1916,9.273417731492373e-07,4.394984820521586e-09,2.197492410260793e-09
1917,1.1185752555320505e-06,3.289927441585405e-09,3.289927441585405e-09
1918,9.326937515652389e-07,2.2972752589112133e-09,5.743188147278033e-09
1919,1.0644272379067843e-06,9.207848372660976e-10,1.749491218561161e-08
1920,8.844366448101937e-07,2.2716695191604686e-09,6.057785384427916e-09
1921,8.791959658083215e-07,1.5145494858259667e-09,0.0
1922,9.45851354572369e-07,2.2133805899215986e-09,1.4755870969551665e-09
1923,9.480041853748844e-07,4.246379248229459e-09,6.369568872344189e-09
1924,8.62449667238252e-07,0.0,1.289162443462999e-09
1925,8.963514801507699e-07,2.1996355847875293e-09,1.0998177923937646e-09
1926,7.824589260962966e-07,3.343841648018042e-09,0.0
1927,8.373067998945771e-07,1.1149224876660924e-09,2.2298449753321847e-09
1928,8.580956887271896e-07,1.1426041224282812e-09,0.0
1929,8.110216072054754e-07,1.1140406375176326e-09,4.4561625500705304e-09
1930,7.594105113639671e-07,0.0,1.0503603542488804e-09
1931,7.014294283180789e-07,1.1405356659111021e-09,3.4216069977333063e-09
1932,7.299051389964006e-07,1.0959536611565568e-09,3.287861094491973e-09
1933,6.928279958628991e-07,0.0,0.0
1934,7.716137702118431e-07,0.0,0.0
1935,6.893731665513769e-07,2.393656828303392e-09,7.180970484910176e-09
1936,6.814089488216268e-07,1.2124714565686645e-09,0.0
1937,7.340622119045292e-07,0.0,1.2591118148108649e-09
1938,7.856920092308428e-07,1.2965214457594243e-09,3.8895642262559704e-09
1939,7.203497602858988e-07,0.0,1.5294050470515685e-09
1940,6.516962116620562e-07,0.0,0.0
1941,7.703421829319268e-07,0.0,0.0
1942,8.829556463751942e-07,3.034211770724937e-09,9.102635090130207e-09
1943,7.809702537997509e-07,0.0,0.0
1944,5.880130515834026e-07,6.4263723231761105e-09,0.0
1945,7.886184789640538e-07,0.0,0.0
1946,8.213451678784622e-07,1.3921104269343232e-09,4.1763312808029696e-09
1947,7.796249406055722e-07,1.1920870957027319e-09,2.3841741914054637e-09
1948,7.001495987424278e-07,2.174377566888097e-09,0.0
1949,7.186050083873852e-07,0.0,9.817008317369869e-10
1950,8.157322213264706e-07,2.1270722960764488e-09,3.190608444114673e-09
1951,7.441658453899436e-07,3.1984206394497505e-09,3.1984206394497505e-09
1952,6.548323199240258e-07,5.272402070488624e-09,0.0
1953,6.701320671709254e-07,0.0,0.0
1954,6.596461616936722e-07,9.772536113672459e-10,1.9545072227344917e-09
1955,7.170604590100993e-07,5.631364707880948e-09,0.0
1956,7.125172487576492e-07,1.744228317335228e-09,1.0465369904011368e-08
1957,6.149186333459511e-07,3.534015080575159e-09,0.0
1958,6.626066806347808e-07,8.272243445794913e-10,5.790570245522986e-09
1959,7.525976002398238e-07,7.750747821333448e-10,6.200598257066758e-09
1960,7.61983756092377e-07,6.920833350854139e-10,2.076250060767393e-09
1961,8.240517104241007e-07,0.0,2.08444772553662e-09
1962,7.458140771632316e-07,1.2683912808952869e-09,3.805173953708163e-09
1963,7.707535587542225e-07,3.879631726988464e-09,6.466053248388448e-10
1964,7.611044452460192e-07,2.4335873316516654e-09,1.2167936658258327e-09
1965,7.60066825478134e-07,7.1136563306595235e-09,2.73602163147757e-09
1966,7.372508434855263e-07,5.539074754423723e-10,2.215629901769489e-09
1967,8.115332548186416e-07,9.860671168482327e-10,9.860671168482327e-10
1968,8.758261174079962e-07,1.7965663401398047e-09,3.1439910674890825e-09
1969,8.143371701407887e-07,0.0,2.2708788183223305e-09
1970,7.82243148478301e-07,2.2993624781975086e-09,2.7592350626548523e-09
1971,8.848320476317895e-07,2.0553589941130213e-09,4.1107179882260425e-09
1972,7.469494107681385e-07,1.5390440033513642e-09,0.0
1973,6.770214326934365e-07,5.513203782392395e-10,3.859242703185828e-09
1974,6.491909516626038e-07,2.812785782069227e-09,1.1251143350321513e-09
1975,6.499664664261218e-07,2.2845920710778955e-09,0.0
1976,7.461866289304453e-07,1.142705374768127e-09,5.713526873840635e-10
1977,7.498773584302398e-07,3.526069214387917e-09,5.876781838942691e-10
1978,7.544551294813573e-07,2.3762365408686037e-09,1.7821774056514528e-09
1979,7.666085366508923e-07,1.1703946700691858e-09,1.7555920051037788e-09
1980,6.890402346471092e-07,3.411090521154847e-09,4.548120546843393e-09
1981,6.894849207128573e-07,1.2651099057237047e-09,8.223214109648325e-09
1982,7.467625096069241e-07,2.483000915987077e-09,3.1037510339615437e-09
1983,6.95316316523531e-07,3.157658134966823e-09,1.89459470334441e-09
1984,7.155976504691353e-07,2.8995041922996734e-09,2.8995041922996734e-09
1985,6.617113967877231e-07,4.210890747202711e-09,3.609334831011779e-09
1986,6.971586685722286e-07,0.0,2.3977941854269602e-09
1987,7.051882562336687e-07,6.721898593298192e-09,0.0
1988,6.908030059094017e-07,5.396898483667201e-09,1.1993107618124554e-09
1989,7.837038538127672e-07,3.2928733073589456e-09,1.0976244357863152e-09
1990,7.066900593599712e-07,5.44865097484859e-10,2.724325431913144e-09
1991,7.555428851446777e-07,0.0,3.5168792322792797e-09
1992,6.992119097048999e-07,3.30596661157756e-09,1.1019888335184191e-09
1993,7.860135156079195e-07,2.2156829704300662e-09,0.0
1994,8.26053508262703e-07,1.0549853213248639e-09,1.0549853213248639e-09
1995,7.173902645263297e-07,2.1689803286761844e-09,5.422450821690461e-10
1996,7.702867037551187e-07,1.6014276571496566e-09,1.6014276571496566e-09
1997,7.949935252327123e-07,1.917957792585412e-09,1.917957792585412e-09
1998,8.015225034796458e-07,6.198567881199324e-09,9.536258449571733e-10
1999,7.842465379326313e-07,2.285100553223174e-09,1.8280804647829996e-09
2000,7.837587645553867e-07,1.3254094488601709e-09,2.2090156370779823e-09
2001,7.947518270157161e-07,2.190605918883648e-09,3.066848330846028e-09
2002,7.737237410765374e-07,8.76244299341522e-10,2.6287327870022636e-09
2003,7.542130333604291e-07,8.333845835650777e-10,5.8336921959778465e-09
2004,7.805290351825533e-07,3.0833537945085254e-09,3.0833537945085254e-09
2005,7.814005584805273e-07,5.404499514582994e-09,9.007499190971657e-10
2006,8.1493038806002e-07,1.6471559671771274e-09,2.8825228870488218e-09
2007,7.897085652075475e-07,1.997239706952314e-09,1.1983438685803094e-09
2008,7.642104264959926e-07,2.554463751636149e-09,1.7029758714315335e-09
2009,7.290566372830654e-07,4.76819250749827e-10,3.337734755248789e-09
2010,7.430526238749735e-07,1.4171379625338432e-09,2.3618964561933353e-09
2011,7.594408089062199e-07,3.823971805871906e-09,4.971163480860241e-09
2012,7.564249244751409e-07,1.0212758416727752e-09,3.404252713057332e-10
2013,7.126214427444211e-07,1.3945624655065103e-09,2.7891249310130206e-09
2014,7.665676093893126e-07,0.0,2.3819897165822113e-09
2015,8.321023869939381e-07,2.2165753954528356e-10,1.329945265027277e-09
2016,8.148651886585867e-07,0.0,1.4499380585064614e-09
2017,6.887743779770972e-07,7.54683426862357e-10,1.509366853724714e-09
2018,7.091289262461942e-07,1.5488800242380307e-09,1.290733298020541e-09
2019,7.992244377419411e-07,2.55098775436835e-10,1.53059265262101e-09
