year,puissent_VERB être_VERB,puissent_VERB etre_VERB,puissent_VERB naître_VERB
1921,5.410728135757381e-06,1.3630945261411398e-08,1.5145495302348877e-08
1922,5.6544499784649815e-06,1.1066902949607993e-08,2.5822774751826927e-08
1923,5.420502930064686e-06,2.866305948145964e-08,2.7601466001669905e-08
1924,5.344867531675845e-06,9.02413699321869e-09,2.1915761649893284e-08
1925,5.2857244554616045e-06,3.409435223034052e-08,2.639562701745035e-08
1926,5.077065907244105e-06,1.0031524944054127e-08,2.0063049888108253e-08
1927,4.929072474624263e-06,2.2298449309232637e-08,2.4528294062520217e-08
1928,5.183994744584197e-06,1.4853853258500749e-08,1.82816659588525e-08
1929,5.345166755432729e-06,7.798284684668033e-09,1.893869061575515e-08
1930,5.472377324622357e-06,1.2604324695075775e-08,1.7856125467119455e-08
1931,5.398155281000072e-06,1.3686427990933225e-08,1.1405356659111021e-08
1932,5.365789093048079e-06,8.767629289252454e-09,1.53433514782364e-08
1933,5.312063876772299e-06,6.882397318719313e-09,1.7205993074753678e-08
1934,5.204798526392551e-06,1.1981580172459871e-08,2.036868629318178e-08
1935,5.189448074816028e-06,8.377798899061872e-09,2.2739740757060645e-08
1936,5.323962341208244e-06,7.274828739411987e-09,1.576212937948185e-08
1937,5.256791610008804e-06,8.813782592653752e-09,3.0218684332616874e-08
1938,5.263877028482966e-06,1.2965214679638848e-08,3.5006078036303734e-08
1939,5.017977855459321e-06,2.5999884911698246e-08,3.6705721129237645e-08
1940,4.27786562795518e-06,1.0143131667916805e-08,2.028626333583361e-08
1941,4.560071374726249e-06,2.066051862925633e-08,1.1806010835613279e-08
1942,4.399606950755697e-06,1.517105907566929e-08,2.4273694165799498e-08
1943,4.801951035915408e-06,5.806470415592457e-09,2.322588166236983e-08
1944,4.472755335882539e-06,1.927911696952833e-08,1.927911696952833e-08
1945,5.210981726122554e-06,3.485606470121638e-08,4.357008265287732e-08
1946,5.085379598313011e-06,1.2528993842408909e-08,9.744772988540262e-09
1947,5.539628546102904e-06,1.1920871401116528e-08,2.9802176726434482e-08
1948,5.354404947865987e-06,1.9569398546082084e-08,2.391815279167986e-08
1949,5.631035946862539e-06,1.8652315247891238e-08,1.7670615193310368e-08
1950,5.666520792146912e-06,2.1270722072586068e-08,2.658840370095561e-08
1951,5.713445261790184e-06,3.5182626589858046e-08,2.4521224162299404e-08
1952,5.4527181418961845e-06,2.8470971358274255e-08,2.5307528517259925e-08
1953,5.831872840644792e-06,2.9089333608567358e-08,1.508335856215126e-08
1954,5.621162927127443e-06,2.052232517257835e-08,2.443134050622575e-08
1955,5.3648136599804275e-06,3.2849627018549654e-08,1.5016972554349195e-08
1956,5.691416845365893e-06,2.703553825256222e-08,2.52913103793162e-08
1957,5.319576303008944e-06,2.5621609722747962e-08,1.501956425897788e-08
1958,5.607753791991854e-06,1.9026160202884057e-08,2.2335056470978998e-08
1959,5.661146133206785e-06,2.712761748568937e-08,1.705164542897819e-08
1960,5.728373707825085e-06,2.145458388724819e-08,2.2146666722733244e-08
1961,5.475844318425516e-06,4.655266749864495e-08,2.292892631317045e-08
1962,5.674782642017817e-06,3.4880759613997725e-08,1.77574772664002e-08
1963,5.730862994823838e-06,3.36234755593523e-08,2.909724017285953e-08
1964,5.9355193116061855e-06,2.6161064425878067e-08,3.224503331011874e-08
1965,5.723757567466237e-06,3.55682807651192e-08,2.954903344232207e-08
1966,5.753990990342572e-06,2.437192847537517e-08,2.437192847537517e-08
1967,5.757645794801647e-06,2.3665609916179164e-08,1.380493930280835e-08
1968,5.4849169828230515e-06,3.188905139950293e-08,2.4253646202510026e-08
1969,7.017015832389006e-06,2.815889921237158e-08,2.4525492747784483e-08
1970,6.225293873285409e-06,2.6672605457633836e-08,1.8394900547225035e-08
1971,5.709787274099654e-06,2.5178147566862208e-08,2.2608949379332444e-08
1972,5.5220903050212655e-06,2.667676390899487e-08,2.0520587895589415e-08
1973,5.0715962061076425e-06,1.6539610570021068e-08,1.7090931336838366e-08
1974,5.554689323616913e-06,3.431598827319249e-08,2.1377172032543967e-08
1975,5.002114448870998e-06,1.9419033492340532e-08,1.599214449754527e-08
1976,4.929059741698438e-06,2.0568696967870892e-08,2.4568166168137395e-08
1977,4.815435204363894e-06,2.938390863960194e-08,1.4104276857551667e-08
1978,4.732275101559935e-06,1.900989232694883e-08,1.7227714366185864e-08
1979,4.9156574277731124e-06,2.2822696621460636e-08,1.1118749476679568e-08
1980,4.722086032415973e-06,2.7288724169238776e-08,2.2740602290127754e-08
1981,4.507586709223688e-06,2.213942273954217e-08,1.8344093855038324e-08
1982,4.956690645485651e-06,3.3520510811513304e-08,1.738100685599875e-08
1983,4.564710252452642e-06,2.7155859783078995e-08,1.1999100379966876e-08
1984,4.654863914765883e-06,2.0296528902008504e-08,2.667543874679268e-08
1985,4.633182925317669e-06,2.2257564680217e-08,1.804667348892508e-08
1986,4.415538114699302e-06,1.3787316177626963e-08,1.4386765556650971e-08
1987,4.408343102113577e-06,1.9554613928107756e-08,1.1610551631235921e-08
1988,4.662320407078369e-06,1.2592763276586538e-08,1.9788627569905515e-08
1989,4.796069788426394e-06,1.7013178421620978e-08,1.5366742545097622e-08
1990,4.608468771039043e-06,3.105731138930423e-08,1.9070277801347402e-08
1991,4.409580469655339e-06,1.4067516929117119e-08,1.1136784217047335e-08
1992,4.2354940887889825e-06,2.0937788391961476e-08,1.9284805363728452e-08
1993,4.466262907953933e-06,1.1078414630105726e-08,2.5480353826878854e-08
1994,4.51111736765597e-06,1.3714808844156323e-08,2.0572214154412904e-08
1995,4.493042524700286e-06,2.114755837112625e-08,1.2471636778865758e-08
1996,4.339335191616556e-06,2.989331449043675e-08,2.5622842514394506e-08
1997,4.4395928853191435e-06,3.979762297490197e-08,1.6782131240233866e-08
1998,4.506358891376294e-06,6.675380603837766e-08,2.145658195562561e-08
1999,4.468742645258317e-06,3.93037282719888e-08,1.462464363499727e-08
2000,4.5355509428191e-06,2.9159007652879154e-08,1.9439339027371716e-08
2001,4.570918463286944e-06,7.886181485616817e-09,1.840108865280854e-08
2002,4.699736109614605e-06,1.4896152755738967e-08,1.6648641576466616e-08
2003,4.518194600677816e-06,8.750538071922165e-09,1.4167538253673229e-08
2004,4.37968401456601e-06,1.2333415178034102e-08,1.497629043001325e-08
2005,4.269104465493001e-06,2.0717248361279417e-08,1.8014997493764895e-08
2006,4.223307769279927e-06,1.317724773741702e-08,1.8118715416903797e-08
2007,4.05120090363198e-06,5.592271090648637e-09,1.7176262190332636e-08
2008,4.005399205198046e-06,1.2772319202269955e-08,1.8732734474724566e-08
2009,3.931374521926045e-06,9.53638501499654e-09,1.2874119992289934e-08
2010,3.825327439699322e-06,6.613310343794865e-09,1.369900015646408e-08
2011,3.5058174034929834e-06,9.55992973672437e-09,1.4531093633918246e-08
2012,3.1819549803913105e-06,2.7234021704458655e-09,1.3276585664190321e-08
2013,3.5243383535998873e-06,1.9523875849358774e-09,1.534018739812737e-08
2014,3.0422338568314444e-06,1.5158115873603606e-09,1.5374661058165096e-08
2015,3.2009565984481014e-06,2.881548111233201e-09,1.551602757388082e-08
2016,3.1581721486872993e-06,3.5212781579474495e-09,1.6570720046127363e-08
2017,3.0894223073119065e-06,1.509366853724714e-09,1.6099912514278003e-08
2018,2.9761729365418432e-06,1.5488800242380307e-09,1.5488799576246493e-08
2019,2.9318503038666677e-06,1.02039510174734e-09,1.811201322254874e-08
