year,grand_ADJ or_NOUN,grand_ADJ nord_NOUN
1969,1.8167031212712459e-09,9.583108717681199e-08
1970,4.138852427448825e-09,1.2278595695747185e-07
1971,4.624557625731995e-09,1.1458626403282324e-07
1972,6.669190699692962e-09,1.159413164364409e-07
1973,4.410563081425067e-09,1.7421724107791192e-07
1974,7.313243399753588e-09,1.592036761310922e-07
1975,3.4268881066168433e-09,1.233679691736711e-07
1976,5.7135269293517865e-09,1.7254850948056344e-07
1977,3.5260691033656144e-09,1.557347157898903e-07
1978,2.3762365408686037e-09,1.7584150435734358e-07
1979,1.7555920051037788e-09,1.4395854108784079e-07
1980,2.8425753417771205e-09,1.9045254551208757e-07
1981,3.795329717171114e-09,1.4865041297884574e-07
1982,1.2415004579935385e-09,1.4898005673558146e-07
1983,3.1576580239445207e-09,1.3704235690692457e-07
1984,5.219107590548333e-09,1.559933324735141e-07
1985,1.2031116103372597e-09,1.491858401259094e-07
1986,1.1988970927134801e-09,1.480637934481166e-07
1987,1.8332451112712533e-09,1.4177094609379992e-07
1988,3.5979322854373663e-09,1.493141902897399e-07
1989,1.0976244357863152e-09,1.4049592644838071e-07
1990,0.0,1.8634386322879948e-07
1991,2.344586136349136e-09,1.494673593782636e-07
1992,3.30596661157756e-09,1.4987048380099566e-07
1993,2.7696036575264316e-09,1.6451446099852163e-07
1994,2.6374633033121597e-09,1.8620491276655216e-07
1995,5.4224509327127635e-09,1.6484250497939001e-07
1996,5.871901631593346e-09,1.7348799330463294e-07
1997,1.917957792585412e-09,2.124138226422545e-07
1998,4.7681292247858664e-09,1.8452660643930585e-07
1999,5.027221361419976e-09,1.846361246116146e-07
2000,3.97622823555821e-09,1.6788519796584467e-07
2001,5.257454194218525e-09,1.4195126157856564e-07
2002,3.943099347036849e-09,2.0241243747776139e-07
2003,8.333845835650777e-10,1.662602221452758e-07
2004,4.845270351605535e-09,1.7927500364778304e-07
2005,3.15262471684008e-09,2.1302735475625667e-07
2006,4.941467901531382e-09,1.7995179102392456e-07
2007,5.192823337996089e-09,1.8574329507803355e-07
2008,2.5544638071473003e-09,2.2223834994505864e-07
2009,2.860915504498962e-09,2.7321742468444654e-07
2010,6.140931096965119e-09,3.02322750833639e-07
2011,4.588766200352978e-09,3.456870645290877e-07
2012,3.4042526853017563e-09,2.3965938966696854e-07
2013,8.367375126105969e-10,2.1225241675359996e-07
2014,1.5158116428715118e-09,2.1307980979656804e-07
2015,4.43315073539452e-09,1.8597068129899696e-07
2016,2.278474020567245e-09,1.717140900581171e-07
2017,2.515611330355938e-10,1.9596612443883998e-07
2018,3.6140533898887384e-09,1.4430399231102342e-07
2019,1.275493877184175e-09,1.4081452559544516e-07
