year,grand_ADJ or_NOUN,grand_ADJ nord_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,1.1702034896643454e-08
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,8.540865348294346e-09,0.0
1808,9.064295980465431e-09,0.0
1809,2.259030518203531e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,1.4378708224072057e-08,2.5881675469463516e-08
1814,9.440030979135372e-09,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,0.0,0.0
1822,1.5038423839541792e-08,0.0
1823,6.917880934764753e-09,0.0
1824,4.463189817727198e-08,0.0
1825,1.3208164340028361e-08,0.0
1826,6.165589039319741e-09,8.807984341885344e-10
1827,5.530363722527909e-09,0.0
1828,9.172301251858528e-10,0.0
1829,4.286587973467704e-09,0.0
1830,9.39315247805439e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.2741991461950875e-08,1.1583628500844156e-09
1834,1.8669061851994684e-09,0.0
1835,2.193295500774184e-08,7.563087933704082e-10
1836,7.392825018825988e-09,6.720750067579218e-10
1837,5.566312855087574e-09,0.0
1838,8.205810475558906e-09,0.0
1839,4.894032512581248e-09,0.0
1840,1.2102408852854296e-08,0.0
1841,4.494383976094696e-09,0.0
1842,1.0062397581833693e-08,0.0
1843,6.497602234034616e-09,1.7720733769266417e-09
1844,4.939705144924034e-09,5.488561272137815e-10
1845,1.2834524387717039e-08,0.0
1846,1.1123552079439492e-08,5.854501328173001e-10
1847,1.6179670936367074e-09,2.6966118227278457e-09
1848,5.63165514222419e-09,0.0
1849,9.217356211621563e-09,0.0
1850,1.1541293254424545e-08,0.0
1851,3.8696632564949596e-09,0.0
1852,2.6042181744401205e-09,3.2552727180501506e-09
1853,2.149895506065036e-08,5.971931837933653e-10
1854,4.676097953293379e-09,3.6369652289813814e-09
1855,2.1227748447927297e-09,1.5920811335945473e-09
1856,3.1063135952358323e-09,1.0354378465748937e-09
1857,7.322263739784063e-09,2.9289055625270066e-09
1858,1.1255454956948796e-08,0.0
1859,5.601390906662118e-09,0.0
1860,4.577184048448757e-09,1.8308735638683515e-09
1861,6.602349444939648e-09,2.3579818653196583e-09
1862,1.8071945051545413e-09,0.0
1863,7.491931519609807e-09,4.9946209945694875e-09
1864,3.835782358407869e-09,0.0
1865,7.530951029455224e-09,4.706844358715045e-10
1866,1.167747110120132e-08,4.865612912574591e-10
1867,1.4073153309368536e-08,3.88224918879132e-09
1868,1.4819622196071691e-09,7.409810875991241e-09
1869,4.88351925564956e-09,1.4650557433881772e-09
1870,1.204150246181257e-08,5.734048791339319e-10
1871,1.0621177048975028e-08,2.1242354542039266e-09
1872,4.8378714367913744e-09,1.2094678591978436e-09
1873,5.9860043588599865e-09,4.1902030178953e-09
1874,1.0754296286830112e-08,1.792382742227261e-09
1875,3.432916173551348e-09,1.716458086775674e-09
1876,3.627608879952504e-09,3.627608879952504e-09
1877,3.092407996341251e-09,6.184816214727107e-09
1878,4.22736201599605e-09,1.2078177347163432e-09
1879,4.887460214320072e-09,1.832797580370027e-09
1880,4.492492378105339e-09,3.2089231272180996e-09
1881,9.064259565150223e-09,4.8807553554297556e-09
1882,1.3310770263785798e-09,6.655385131892899e-09
1883,1.2638677882037541e-09,8.215140789857855e-09
1884,1.3203393933736152e-09,5.281357573494461e-09
1885,3.222817901438191e-09,6.445635802876382e-09
1886,5.808117542471791e-09,2.194177634029515e-08
1887,5.8760321608453125e-09,1.762809620498018e-08
1888,5.072491537916335e-09,2.3460274833908557e-08
1889,2.506054641582267e-09,2.1301465036316358e-08
1890,3.277193294515257e-09,9.24168475080478e-08
1891,5.736798036615198e-09,8.92390827900158e-09
1892,7.522214851007902e-09,5.641660916211322e-09
1893,8.621783287310336e-09,1.293267476443205e-08
1894,5.671385361338821e-09,5.041231432301174e-09
1895,5.416753046105782e-09,1.023164486468886e-08
1896,3.538217385745668e-09,1.769108692872834e-09
1897,3.4960281336537946e-09,1.1653427223201618e-08
1898,6.2241903853177405e-09,3.96084842702038e-09
1899,5.527578395003729e-09,9.949641111006713e-09
1900,1.038210628578895e-09,1.9726002276065913e-08
1901,5.588738916095792e-10,5.588739082629246e-09
1902,9.820567470342212e-09,8.347482538528794e-09
1903,2.1600881083827517e-09,1.9440792531355555e-08
1904,4.299700151477737e-09,2.6873125946735854e-09
1905,7.741138396966107e-09,3.509316198746504e-08
1906,3.600929110447737e-09,1.2346042854716188e-08
1907,6.171411992550446e-09,1.182853981429588e-08
1908,9.822778146428846e-10,1.8663278034125597e-08
1909,2.2003934230241384e-09,2.8055016976225033e-08
1910,3.7409054742809644e-09,1.9773357395891367e-08
1911,5.32037403022656e-09,6.3844490805209375e-09
1912,4.688479104952847e-09,9.897900388189385e-09
1913,4.7726907426159926e-09,5.302989880551223e-09
1914,6.027069177072519e-09,1.9420557162419527e-08
1915,0.0,1.4136914083806573e-08
1916,4.394984820521586e-09,2.4172416734913327e-08
1917,4.3865698851064394e-09,2.0836206537921953e-08
1918,1.033773866510046e-08,1.6080926812378493e-08
1919,3.6831394045755417e-09,7.366278920173386e-09
1920,3.786115865267448e-09,2.2716695191604686e-08
1921,1.5145494858259667e-09,7.572747762196741e-09
1922,2.21338064543275e-09,8.853522359686394e-09
1923,1.0615948120573648e-09,1.2739137744688378e-08
1924,0.0,3.480738675065709e-08
1925,1.0998177923937646e-09,2.1996355403786083e-08
1926,3.343841648018042e-09,1.560459372829115e-08
1927,4.4596899506643695e-09,1.4493992228636898e-08
1928,2.2852082448565625e-09,2.170947810409274e-08
1929,4.4561625500705304e-09,2.562293510699476e-08
1930,2.100720708497761e-09,2.9410090918169374e-08
1931,5.7026783295555106e-09,2.6232321204133768e-08
1932,4.383814644626227e-09,1.3151444044900984e-08
1933,1.1470662197865522e-09,4.817678100899059e-08
1934,2.3963160344919743e-09,4.7926320689839486e-08
1935,7.180970484910176e-09,4.0692166081157666e-08
1936,2.424942913137329e-09,4.122402952333459e-08
1937,7.55467088886519e-09,7.176937488750923e-08
1938,3.889564337278273e-09,3.630260048126388e-08
1939,1.3764645423464117e-08,4.5882153187903896e-08
1940,5.0715658339584024e-09,6.846613986866146e-08
1941,2.9515025978810172e-09,5.017554238762045e-08
1942,6.068423541449874e-09,6.675265984412704e-08
1943,0.0,1.0161323293900182e-07
1944,0.0,1.0282195894717461e-07
1945,2.178504043826024e-09,5.010559211982013e-08
1946,2.7842208538686464e-09,1.0023195340380653e-07
1947,5.960435478513659e-09,7.748566188681139e-08
1948,2.174377566888097e-09,1.1741638950013567e-07
1949,9.817008317369869e-10,1.276211085698975e-07
1950,2.1270722960764488e-09,8.720996258482216e-08
1951,2.1322803522849654e-09,8.209279389603807e-08
1952,0.0,1.1704732250095162e-07
1953,2.1547654771580937e-09,1.4436928852390452e-07
1954,2.9317608341017376e-09,9.870261452604723e-08
1955,2.815682353940474e-09,1.3796843933988612e-07
1956,2.616342476002842e-09,1.011652415172648e-07
1957,8.835037701437898e-10,1.2987505781936193e-07
1958,8.272243445794913e-10,1.2821977435351073e-07
1959,3.1002992395556817e-09,9.068374995369055e-08
1960,0.0,1.0865708421903264e-07
1961,1.3896318540318475e-09,1.3479428967455576e-07
1962,1.9025869213429303e-09,1.4142562854146945e-07
1963,7.1126584622049904e-09,9.699079739355909e-08
1964,3.0419841090534305e-09,1.1011982870012815e-07
1965,2.7360217424998723e-09,8.317505884036791e-08
1966,5.539074865446025e-09,9.637989961674975e-08
1967,5.916402701089396e-09,1.4692400451821186e-07
1968,3.1439910119779313e-09,1.0779397907612065e-07
