year,mon_DET avant_NOUN,mon_DET savant_ADJ
1800,1.4777572943103223e-07,9.432493452976587e-09
1801,1.8335105878009017e-07,7.143547753329926e-09
1802,4.699464284385613e-08,6.713520406265161e-09
1803,4.290746402624279e-08,0.0
1804,1.0628959379310743e-07,4.943701892301533e-09
1805,1.7057266488151868e-08,5.685755422035754e-09
1806,4.8988375134229045e-08,2.305335300434308e-08
1807,4.270432585329331e-08,0.0
1808,1.3596443970698147e-08,1.3596443970698147e-08
1809,2.0105371145717754e-07,6.325285539787728e-08
1810,3.7442028588685616e-08,1.8721014072298203e-08
1811,4.262030373070047e-08,3.008491944456182e-08
1812,9.868670325374751e-08,2.6672081432366213e-08
1813,3.1633158537047734e-08,1.7254449646841863e-08
1814,5.664018765116907e-08,9.440030979135372e-09
1815,4.855002333492564e-08,3.506390555685357e-08
1816,9.965696712299632e-08,0.0
1817,1.0119677185116416e-07,2.3353101230583206e-08
1818,4.053200197695617e-08,1.0729059418679299e-08
1819,1.1075623262968293e-07,4.347441073804248e-08
1820,4.6279276411098635e-08,8.306536791735653e-09
1821,1.2524089898491297e-07,1.8736827200882544e-08
1822,7.418955760840618e-08,7.017931125119503e-09
1823,1.353928047453934e-07,2.075364280429426e-08
1824,2.391596085615788e-07,5.894778709603088e-08
1825,4.7461338237297923e-07,9.68598712347557e-09
1826,1.382853491715963e-07,6.1655889282974385e-09
1827,1.8987582883767118e-07,1.566936447261469e-08
1828,9.080578389220051e-08,1.4675682002973645e-08
1829,4.372319878376274e-08,5.143905745796928e-09
1830,6.992679857376061e-08,3.026682549034376e-08
1831,1.2784789205078084e-07,3.741889287312006e-08
1832,6.900284699185022e-08,2.1647950987357945e-08
1833,7.181849692727837e-08,3.0117434990373226e-08
1834,6.254135520578075e-08,3.080395205579123e-08
1835,8.924443761770817e-08,2.4958190181223472e-08
1836,6.720749912147994e-08,3.5619974525502585e-08
1837,1.384620280653337e-07,4.6617870452791976e-08
1838,1.0036337627639114e-07,2.019891809368346e-08
1839,6.711816080695598e-08,1.957613093850341e-08
1840,1.3631133066738244e-07,1.9746034474188434e-08
1841,7.062603168961346e-08,3.980740048703524e-08
1842,7.91575280878476e-08,4.293289634915709e-08
1843,4.0757686170511676e-08,2.7762482091020502e-08
1844,4.8299337418455934e-08,1.2623690537338916e-08
1845,4.687391608193536e-08,3.2923343606938715e-08
1846,5.503231292891542e-08,3.337065823671992e-08
1847,1.5532484809455127e-07,4.0988500593641675e-08
1848,5.551203130504945e-08,4.1835152009284116e-08
1849,2.0194390515371197e-07,6.787326078949718e-08
1850,3.4623881539630474e-08,5.36330704292709e-08
1851,5.6755062871616246e-08,5.224045285245893e-08
1852,2.9948509450150596e-08,9.830923630715915e-08
1853,8.241265980757362e-08,8.599581979851223e-08
1854,1.1222635176721951e-07,6.026970744699156e-08
1855,7.323573214534917e-08,6.792879858608103e-08
1856,4.0382075183753585e-08,4.970101574741648e-08
1857,2.6457779800370673e-07,5.564920368961168e-08
1858,1.0374593162332246e-07,7.487324626964664e-08
1859,1.0438955122538118e-07,8.75853816140193e-08
1860,1.354846478340832e-07,5.492620855362951e-08
1861,3.348334320918411e-08,7.734180673679703e-08
1862,8.719713795457551e-08,1.0255828986061033e-07
1863,9.789456600906021e-08,8.440909216034242e-08
1864,5.2262534855351817e-08,9.25382526162366e-08
1865,1.0496262803361134e-07,1.0260920646487648e-07
1866,4.9629251819283127e-08,9.098696418519125e-08
1867,6.357183046645787e-08,1.2520253989123376e-07
1868,8.990570776745699e-08,8.200191192742068e-08
1869,1.1622775764053017e-07,8.936839801521046e-08
1870,4.013834198346444e-08,7.970327731143811e-08
1871,4.248470863998932e-08,1.2745412902859243e-07
1872,7.13586048028958e-08,1.0703790209731778e-07
1873,1.06550877454481e-07,9.87690729203905e-08
1874,5.436894329191588e-08,8.842421284072088e-08
1875,4.291145394574869e-08,1.0527609894950274e-07
1876,5.743714104333719e-08,9.431782910240827e-08
1877,7.421779169014542e-08,9.339072448710795e-08
1878,4.227362093711662e-08,9.843714288138017e-08
1879,6.903537430602569e-08,1.2524116677070651e-07
1880,3.3372800967157445e-08,1.405508296414837e-07
1881,3.695429173777853e-08,1.0667936289898705e-07
1882,5.191200380672001e-08,1.0715170040143107e-07
1883,4.865891156669022e-08,8.404720563959245e-08
1884,3.762967093479119e-08,1.3401444576288668e-07
1885,6.832373689036331e-08,1.411594223732493e-07
1886,3.097662693019032e-08,1.1487165352264128e-07
1887,1.1229750196406485e-07,1.0642146808237385e-07
1888,4.1848056131499334e-08,1.1856949821975604e-07
1889,8.645888849301286e-08,7.518164224507018e-08
1890,6.947649655586474e-08,7.865263906836617e-08
1891,7.58532191502681e-08,1.370457258786928e-07
1892,9.778879217492431e-08,8.650547300703693e-08
1893,4.803564901401103e-08,1.1454654558207267e-07
1894,6.868677537852363e-08,9.76738565583446e-08
1895,1.7393796025721997e-07,9.689969626691664e-08
1896,7.725107753486782e-08,1.2383761038847751e-07
1897,8.215666158495338e-08,9.322741689743452e-08
1898,1.0354789092836825e-07,6.450524514534095e-08
1899,4.5878898902174114e-08,9.452158877820693e-08
1900,1.209515394506866e-07,6.436906030415912e-08
1901,6.650599448931871e-08,6.427049847879118e-08
1902,1.541829162121644e-07,6.677986075231956e-08
1903,1.0584431553439799e-07,7.290297432405168e-08
1904,9.781817755794009e-08,7.416982761299096e-08
1905,5.934872771007349e-08,6.399341057061747e-08
1906,4.8869753577207575e-08,7.407625624011871e-08
1907,1.362853505604278e-07,7.5599796645065e-08
1908,1.1689105972045866e-07,6.925058571027876e-08
1909,4.0707278436968863e-08,6.601180135845652e-08
1910,8.390316341699844e-08,4.916618667749617e-08
1911,1.0959970975221722e-07,4.362706729210686e-08
1912,3.854971586392253e-08,4.4801023335594437e-08
1913,8.696903441851589e-08,4.613600879110891e-08
1914,4.6207530080000225e-08,2.8126324380650658e-08
1915,2.8273829388858474e-08,6.008188702111283e-08
1916,3.40611328031315e-08,3.735737053034427e-08
1917,2.0836205760765836e-08,3.180263075108769e-08
1918,4.135095643675868e-08,3.790504266021344e-08
1919,4.3276888517240764e-08,2.6702760891339494e-08
1920,3.8618380937549546e-08,4.5433391715477e-08
1921,3.029098910589667e-08,4.316465940235048e-08
1922,4.057864483320017e-08,4.205423154157728e-08
1923,3.3971034429924885e-08,5.4141336303104026e-08
1924,6.703644794825436e-08,3.867487285980076e-08
1925,3.189471620146378e-08,3.519416935660047e-08
1926,4.904300787700322e-08,3.009457361091705e-08
1927,4.5711823215555114e-08,3.0102906833917586e-08
1928,5.255979029783475e-08,2.3994686904060814e-08
1929,3.453526020713582e-08,2.4508894469477127e-08
1930,3.4661892245324566e-08,3.991369368350206e-08
1931,6.729160517693344e-08,1.8248570654577634e-08
1932,8.219652380958564e-08,2.9590748074070916e-08
1933,4.129438391231588e-08,2.867665482852999e-08
1934,5.2718950982466595e-08,2.3963160344919743e-08
1935,6.343190683821831e-08,1.555876849579363e-08
1936,2.5461901032031165e-08,1.4549657034734764e-08
1937,4.532802511114653e-08,2.2664012888640173e-08
1938,4.408173037706575e-08,2.0744342577039276e-08
1939,2.9058695005801383e-08,3.058810005285295e-08
1940,2.2822045586678996e-08,7.607348750937604e-09
1941,4.132103725851266e-08,2.9515025978810172e-09
1942,2.7307905936524435e-08,3.034211770724937e-09
1943,5.225823351828751e-08,2.9032351855917682e-08
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,5.2284097051824574e-08,2.3963544037997053e-08
1946,4.454753455007676e-08,8.352662561605939e-09
1947,6.198852853245285e-08,1.668921911779364e-08
1948,3.587723140796584e-08,9.784698828951832e-09
1949,5.792034718510308e-08,7.853606653895895e-09
1950,6.16850956980386e-08,2.0207187478860078e-08
1951,3.4116486968827076e-08,9.595261696304647e-09
1952,1.792616644014089e-08,7.381362632230548e-09
1953,7.86489389170697e-08,8.619061908632375e-09
1954,6.058972412681385e-08,1.07497895029951e-08
1955,7.320774253471996e-08,1.0324168187025862e-08
1956,4.273359310857927e-08,8.72114158667614e-10
1957,3.180613572517643e-08,8.835037590415595e-09
1958,2.978007690446205e-08,4.136121722897457e-09
1959,6.123090834364575e-08,1.007597205671118e-08
1960,3.1143750078843624e-08,6.920833295342987e-09
1961,4.655266616637732e-08,7.64297514166401e-09
1962,2.663621723186793e-08,1.7123282347597524e-08
1963,4.332255532091267e-08,7.112658684249595e-09
1964,4.015419230452011e-08,6.6923653285755336e-09
1965,3.885150806626214e-08,2.0793764932136583e-08
1966,3.1018819401928965e-08,6.6468897053084675e-09
1967,3.747055132841126e-08,7.888536934785861e-09
1968,2.7397636714887597e-08,1.4821672306153388e-08
1969,5.722614671022086e-08,7.2668124850849836e-09
1970,3.632992651159128e-08,8.277704743875347e-09
1971,4.624557603527535e-08,3.083038491169532e-09
1972,3.539801357588246e-08,1.0773308467548759e-08
1973,5.2926756310966994e-08,5.513203671370093e-09
1974,4.6692245625479245e-08,3.3753431161187564e-09
1975,3.426888017799001e-08,1.5420996035686585e-08
1976,4.170874640108124e-08,2.285410694025103e-09
1977,4.0549795521371834e-08,2.3507127910882275e-09
1978,2.0198009820227014e-08,5.346532216954358e-09
1979,5.208256093069963e-08,6.437170685380522e-09
1980,3.9796054229768174e-08,6.253665807420816e-09
1981,2.6567307243041682e-08,6.325549528618524e-10
1982,3.538276260872664e-08,3.103751189392767e-08
1983,3.536576786977719e-08,1.2630632095778083e-09
1984,3.189454622631871e-08,2.8995042478108246e-09
1985,5.5343134519603154e-08,5.4140022465176685e-09
1986,4.915478163391995e-08,5.9944854635674005e-09
1987,5.071977904336222e-08,3.055408426266837e-09
1988,4.677312015477497e-08,2.398621523624911e-09
1989,7.189439710231227e-08,1.6464366536794728e-09
1990,3.65059614759744e-08,4.358920779878872e-09
1991,3.927181646545819e-08,0.0
1992,4.958949872957419e-08,1.6529832502776287e-09
1993,4.6529342601075996e-08,2.2156829704300662e-09
1994,4.483687687795168e-08,6.329912038971486e-09
1995,5.3140017053365796e-08,2.1689803286761844e-09
1996,2.7758079834683258e-08,3.2028553142993132e-09
1997,6.041566957826205e-08,2.3974471297094624e-09
1998,4.768129246990327e-08,3.3376904573501065e-09
1999,4.798711306097658e-08,2.7421207526856506e-09
2000,4.285490651234625e-08,7.068850393920911e-09
2001,5.7831994609847115e-08,2.1906058911280724e-09
2002,7.623325160022176e-08,1.752488598683044e-09
2003,4.958638311070018e-08,1.6667691671301554e-09
2004,7.223857911853315e-08,1.3214374039449694e-09
2005,5.134274605467226e-08,2.702249757291497e-09
2006,5.353257015450197e-08,4.117889806920516e-09
2007,7.949014269037491e-08,2.7961356841021967e-09
2008,7.53566853362031e-08,3.405951742863067e-09
2009,8.248973260016612e-08,7.629108011997232e-09
2010,1.3935189469016507e-07,3.3066551718974324e-09
2011,1.5601805603004948e-07,1.911985902935953e-09
2012,2.0289346425172994e-07,1.702126356528666e-09
2013,2.7110294475996e-07,5.02042502015243e-09
2014,2.648339499922159e-07,2.815078753437561e-09
2015,2.788451874957687e-07,7.536356316784065e-09
2016,3.3928549569850475e-07,1.0978101983027955e-08
2017,4.364585610705518e-07,3.5218559180094644e-09
2018,5.214562789346289e-07,4.1303465647679616e-09
2019,5.196362145021283e-07,4.0815804625005114e-09
