year,un_DET avant_NOUN,un_DET savant_ADJ
1800,5.345079632235183e-07,9.149518831463865e-07
1801,7.048300485479331e-07,7.691219821026607e-07
1802,5.706492629542481e-07,1.2710931400761183e-06
1803,6.280092370580803e-07,8.581492849657479e-07
1804,4.671798246036474e-07,1.5152446763977423e-06
1805,7.647340867222852e-07,1.452710549187941e-06
1806,8.529740398444119e-07,1.158431018666306e-06
1807,4.6405368436808203e-07,1.0305977298230573e-06
1808,5.755828080822312e-07,1.1692942081253932e-06
1809,6.641549576968941e-07,9.307205743880331e-07
1810,3.135769728324078e-07,1.631068315077755e-06
1811,5.640922764449385e-07,1.9154066421833704e-06
1812,7.868264146893011e-07,1.586988858548466e-06
1813,5.233850020047726e-07,1.7283207682794455e-06
1814,5.160550422544929e-07,9.84909952705948e-07
1815,5.178669226779675e-07,1.37288675716718e-06
1816,3.7776943706546717e-07,1.2445533315030843e-06
1817,5.386782171434845e-07,1.0446620706261456e-06
1818,5.459899514725919e-07,9.84689222605084e-07
1819,6.365895650617404e-07,1.1375803978808108e-06
1820,5.719643869639413e-07,1.1557952745988587e-06
1821,4.782821703130935e-07,1.497960013807642e-06
1822,5.443909287805582e-07,1.3344094753620084e-06
1823,6.137148709228768e-07,1.1197084717196049e-06
1824,7.37689461516311e-07,1.0206388765254815e-06
1825,6.815412962879464e-07,1.2195538090509217e-06
1826,6.200820958923714e-07,1.1221371920555612e-06
1827,7.171038607367564e-07,1.0857947501108356e-06
1828,8.135831066624633e-07,1.2520191035036987e-06
1829,7.252906835120143e-07,1.158236074161323e-06
1830,5.875938775545819e-07,1.2430271425500905e-06
1831,7.780012116764823e-07,1.4000903263422515e-06
1832,7.022054102634456e-07,1.3110540137972748e-06
1833,7.598860127799867e-07,1.2406066360881596e-06
1834,8.895808107922676e-07,1.0408002140138706e-06
1835,7.46476800372875e-07,1.4059780539810163e-06
1836,7.070229246508575e-07,1.1431995687871677e-06
1837,7.319701520458466e-07,1.2120645749291725e-06
1838,7.372604953204132e-07,1.3287100841807842e-06
1839,6.977492135185059e-07,1.2773424913348208e-06
1840,8.293334601283675e-07,1.3962358025310095e-06
1841,7.967900810257333e-07,1.4998401098864633e-06
1842,8.231041337403155e-07,1.3778776093431588e-06
1843,7.820750047571323e-07,1.6368050665960254e-06
1844,7.568725939322007e-07,1.5384437119791983e-06
1845,8.041108587875101e-07,1.5987353236823765e-06
1846,8.448045267783755e-07,1.9255454617450596e-06
1847,6.439509068201232e-07,1.5861471069911204e-06
1848,7.860181767682661e-07,1.4827343761680822e-06
1849,7.968823823034654e-07,1.4999152284644879e-06
1850,7.698721287141552e-07,1.6741663699804121e-06
1851,7.823169099197003e-07,1.611714722571378e-06
1852,8.37907224493506e-07,1.7038097155364085e-06
1853,8.253209884401258e-07,1.577187234147459e-06
1854,8.271497762279978e-07,1.7566541004043756e-06
1855,9.12262507313244e-07,1.7677407981864235e-06
1856,8.842639411810183e-07,1.6805155667043437e-06
1857,8.801360742438646e-07,1.6367700226282977e-06
1858,8.764573751207649e-07,1.7348081655654823e-06
1859,9.451073701427504e-07,1.8825765266683447e-06
1860,8.147387298151898e-07,1.8546749060988077e-06
1861,8.814136478463297e-07,1.784049089792461e-06
1862,9.234763904686361e-07,1.8401758552499814e-06
1863,9.185107980869134e-07,1.927424193581828e-06
1864,1.0207975780218703e-06,2.0248136252121185e-06
1865,9.074796025743126e-07,2.002291637381859e-06
1866,9.307917672174426e-07,1.877153493978767e-06
1867,9.162107801330421e-07,1.7809818757541507e-06
1868,1.0378675412425764e-06,1.8336812104280398e-06
1869,9.073578812746064e-07,1.8073904470838897e-06
1870,9.099935471823528e-07,1.7614997602777294e-06
1871,9.559059535035885e-07,1.5145799068250199e-06
1872,8.913777858055028e-07,1.658180451613589e-06
1873,9.11069902187478e-07,1.6431581855158583e-06
1874,9.505603077997193e-07,1.5462289013612462e-06
1875,8.822594672608375e-07,1.7038707937899744e-06
1876,9.534565386104532e-07,1.6765598616075295e-06
1877,9.425659737161141e-07,1.7305114994314863e-06
1878,1.105757133856855e-06,1.657729868043134e-06
1879,1.1155627674952484e-06,1.65807087171288e-06
1880,1.0063182696029571e-06,1.6641474900325193e-06
1881,1.0674908921259885e-06,1.7445213984501606e-06
1882,1.0242637866753057e-06,1.5047825456804276e-06
1883,9.580117996677018e-07,1.599424692244611e-06
1884,9.473435014228926e-07,1.6576860843997565e-06
1885,1.002296343699527e-06,1.441888670683511e-06
1886,1.204216388828172e-06,1.3791052140277316e-06
1887,9.865205345960248e-07,1.3873965087896067e-06
1888,1.1451149770635993e-06,1.3575255621844917e-06
1889,9.761083283876815e-07,1.2950037699965833e-06
1890,1.0480463394912931e-06,1.329229633029172e-06
1891,9.924660595572732e-07,1.1734938993868127e-06
1892,1.2148376775655834e-06,1.1740923895331434e-06
1893,1.019833756998878e-06,1.1405387709828574e-06
1894,1.360502288605403e-06,1.113481943093575e-06
1895,9.798304656527534e-07,1.073118937711115e-06
1896,1.1569971256619738e-06,1.0473123523979666e-06
1897,1.0925088353985757e-06,1.0668712349115594e-06
1898,1.14129023387477e-06,1.0558490117773545e-06
1899,1.0248130593026872e-06,1.0364209543922698e-06
1900,1.1856365489393283e-06,1.1321686343990223e-06
1901,1.0998638089176893e-06,1.0026197898582723e-06
1902,1.2423017992091445e-06,7.409618163478626e-07
1903,1.1227057576945754e-06,8.840160319323331e-07
1904,1.1791927896354082e-06,8.878880706220116e-07
1905,1.161170793295696e-06,8.768129475811293e-07
1906,1.1528117340731114e-06,8.770834583060605e-07
1907,1.1643397570537672e-06,8.711976491326823e-07
1908,1.1797156282966625e-06,8.742272825656983e-07
1909,1.2734777428136113e-06,8.592536175910936e-07
1910,1.1981585288367569e-06,9.063679442533612e-07
1911,1.2252821299796324e-06,8.799898836286957e-07
1912,1.2830804898555925e-06,8.470518650938175e-07
1913,1.2960506552417428e-06,8.696902895621861e-07
1914,1.2750599829303155e-06,8.89327559150388e-07
1915,1.2558292716846609e-06,7.575030096518276e-07
1916,1.22839819738374e-06,7.020988448402932e-07
1917,1.1975335745262328e-06,8.148053112222442e-07
1918,1.2612041224713266e-06,7.23641697675248e-07
1919,1.2053072993012393e-06,8.259439709945582e-07
1920,1.3561867220346357e-06,8.223443828114796e-07
1921,1.315386249700623e-06,8.117985288436103e-07
1922,1.2453954560953662e-06,7.392691543373076e-07
1923,1.2972688452350667e-06,7.845185905352992e-07
1924,1.166692008780501e-06,7.206417791394415e-07
1925,1.1911026689404025e-06,8.336618932958118e-07
1926,1.3810065375707836e-06,7.668543133831918e-07
1927,1.3133786360697286e-06,7.904800440883264e-07
1928,1.284287037606191e-06,8.432418354686888e-07
1929,1.3056555943080639e-06,7.564335788856624e-07
1930,1.4694541263793326e-06,7.068925000908166e-07
1931,1.422247919435904e-06,6.774781979856925e-07
1932,1.2756900957811013e-06,6.685317046617456e-07
1933,1.2296549911638976e-06,6.171216426764659e-07
1934,1.2017525108376503e-06,6.685721842814019e-07
1935,1.1489552669274872e-06,6.786017081594764e-07
1936,1.2730950444961309e-06,5.298500269645956e-07
1937,1.1734922509276657e-06,5.691185656075959e-07
1938,1.196689325411171e-06,6.599294088971419e-07
1939,1.1837595081942709e-06,6.515265624784661e-07
1940,1.1892822016079663e-06,6.263383838245318e-07
1941,9.090627948182828e-07,6.699910883867233e-07
1942,9.648793479755113e-07,5.127817885863806e-07
1943,1.245487858625438e-06,6.358085222757381e-07
1944,1.3720305140907385e-06,6.105053884652989e-07
1945,1.0914305050846451e-06,5.838390713108765e-07
1946,1.1777254442790763e-06,5.303940930900808e-07
1947,1.2385784984303427e-06,6.592241525993359e-07
1948,1.2959290600633722e-06,5.52291915312253e-07
1949,1.241851521172066e-06,5.311001309848962e-07
1950,1.3974865034072081e-06,5.455940446097429e-07
1951,1.3476011933022392e-06,5.042842907698741e-07
1952,1.4098402481010908e-06,5.388394797023466e-07
1953,1.3273355179421742e-06,5.54852107370607e-07
1954,1.3916091532450992e-06,6.039427162818356e-07
1955,1.2848897625872269e-06,5.359182182473887e-07
1956,1.260204921749164e-06,4.779185438508193e-07
1957,1.3058185466263694e-06,5.159661782272451e-07
1958,1.3136322145612667e-06,4.367744672606477e-07
1959,1.193615204897469e-06,5.0224846859237e-07
1960,1.3177267064179432e-06,5.232149824507815e-07
1961,1.2562271791694002e-06,5.113845134019357e-07
1962,1.205605965282075e-06,5.479450315704071e-07
1963,1.3501119084935453e-06,4.797811570256272e-07
1964,1.388361546617034e-06,5.92578533797905e-07
1965,1.3028934944259163e-06,6.134160592807802e-07
1966,1.308329501625849e-06,6.192685759742744e-07
1967,1.2281465728847252e-06,5.260668203277419e-07
1968,1.2607404009656875e-06,5.951125920944378e-07
1969,1.1903946699476364e-06,4.823346841931198e-07
1970,1.3488060623956244e-06,5.145973034359486e-07
1971,1.3447186333337413e-06,5.071598216943585e-07
1972,1.3322991350150915e-06,5.253270174421232e-07
1973,1.1583240890900015e-06,4.658657140055311e-07
1974,1.172369103130677e-06,4.477954966830566e-07
1975,1.3022175373578193e-06,4.4035513013795935e-07
