year,un_DET avant_NOUN,un_DET savant_ADJ
1976,1.2529764745750072e-06,4.062317646713609e-07
1977,1.282901532562164e-06,4.530998758411897e-07
1978,1.237425145461657e-06,4.3900968904608817e-07
1979,1.37989530202276e-06,4.6757266147778864e-07
1980,1.3877453390875871e-06,4.45147289696024e-07
1981,1.3517699031240227e-06,4.1495605884733777e-07
1982,1.370616534046576e-06,4.2211016726412254e-07
1983,1.442418238184473e-06,4.7428024529949653e-07
1984,1.420177198951933e-06,4.627608873875033e-07
1985,1.4894521314090525e-06,4.4575284086079137e-07
1986,1.5052152519956508e-06,4.4179357772122785e-07
1987,1.4024325096784196e-06,4.5770019418966967e-07
1988,1.396597429703661e-06,4.881194932693234e-07
1989,1.4197772486568283e-06,4.796618924274298e-07
1990,1.4291811041289293e-06,4.489688336661857e-07
1991,1.6324180016624723e-06,4.149917351981003e-07
1992,1.5852109029879102e-06,4.865280800459004e-07
1993,1.4939242767297856e-06,4.774796771300771e-07
1994,1.510738986354454e-06,5.032280050443205e-07
1995,1.4716531531178134e-06,4.7283770854278373e-07
1996,1.5373705188892473e-06,4.975101646209623e-07
1997,1.4840198794274784e-06,5.140126937419609e-07
1998,1.5625159122123478e-06,4.825346806569542e-07
1999,1.6018554980234967e-06,5.47510101256421e-07
2000,1.5807717179683323e-06,5.297219480837612e-07
2001,1.483040207972408e-06,5.568520364818141e-07
2002,1.567162904336783e-06,5.187366163283968e-07
2003,1.6209330695460267e-06,5.35449570904234e-07
2004,1.5187719988318804e-06,5.100748357023122e-07
2005,1.5655033109851502e-06,4.981147156968291e-07
2006,1.6413908632273433e-06,5.460322185513178e-07
2007,1.7196234640692865e-06,5.748055755816495e-07
2008,1.6999956287122586e-06,5.31754189125877e-07
2009,1.6216622977793804e-06,5.492957768638007e-07
2010,1.6386838126436487e-06,5.215067258035333e-07
2011,1.598037870920166e-06,5.667126465880301e-07
2012,1.6081689793168152e-06,6.144676412134231e-07
2013,1.6369374709057638e-06,5.045527089464485e-07
2014,1.6061107457332469e-06,5.664804731964068e-07
2015,1.5334268415045926e-06,5.935988980354523e-07
2016,1.6127454083303405e-06,6.485365631192508e-07
2017,1.6452097932884158e-06,4.90041095702054e-07
2018,1.6139329916953216e-06,5.377195257949552e-07
2019,1.6441116246213028e-06,5.124934396860681e-07
