year,en_PRON avons_VERB,en_PRON savons_VERB
1935,8.77634283824591e-06,2.058544907868054e-07
1936,8.084759429038968e-06,1.9399543305098632e-07
1937,8.136380529322196e-06,1.6242542244526703e-07
1938,8.122707185975742e-06,1.78919961513202e-07
1939,8.373493074032012e-06,1.819991979346014e-07
1940,8.188043466361705e-06,2.2568467272776616e-07
1941,8.459006494376808e-06,2.095566884463551e-07
1942,9.03891668713186e-06,1.7598428314613557e-07
1943,9.02325518836733e-06,2.1483940315647487e-07
1944,9.00977374840295e-06,2.1528347815547022e-07
1945,8.537557732779533e-06,2.6795601115736645e-07
1946,8.214843546738848e-06,1.8515068234137289e-07
1947,8.150299436238129e-06,2.0980732529096713e-07
1948,8.18218268250348e-06,2.4570465484430315e-07
1949,7.348030521825422e-06,1.7081595160561847e-07
1950,7.816990546416491e-06,2.3823210426598962e-07
1951,7.805212590028532e-06,1.7484698844327795e-07
1952,7.248498150147498e-06,2.182774352377237e-07
1953,7.493196790164802e-06,2.0254795174423634e-07
1954,7.685122000111733e-06,1.9838248022097105e-07
1955,7.839797945052851e-06,2.1868466149044252e-07
1956,7.3972723839688115e-06,1.6919014456107107e-07
1957,7.022971658443566e-06,2.2971097735080548e-07
1958,7.156317678891355e-06,2.1176943221234978e-07
1959,7.068681952659972e-06,1.7439182897760475e-07
1960,7.185901267803274e-06,2.0624082708309288e-07
1961,7.344204277615063e-06,2.0427587799076719e-07
1962,7.2577349783387035e-06,2.0738197292757832e-07
1963,6.831385235273046e-06,1.9721461796962103e-07
1964,7.203418590506772e-06,1.6730912477669335e-07
1965,7.518587608501548e-06,2.1669291072612396e-07
1966,6.99418978911126e-06,2.0716139204068895e-07
1967,7.61884757594089e-06,1.9031095632726647e-07
1968,7.431945959979203e-06,1.8908860965893837e-07
1969,7.675570486753713e-06,1.7213261571669136e-07
1970,7.082036518113455e-06,1.7705090726849448e-07
1971,7.147511041694088e-06,1.5980415923877445e-07
1972,6.289047178142937e-06,1.8160720571813727e-07
1973,6.995704097789712e-06,1.9627005087841098e-07
1974,6.359709004755132e-06,1.7045482536559575e-07
1975,5.700628207705449e-06,1.5078308024385478e-07
1976,6.1728942455374636e-06,1.6226415766595892e-07
1977,6.355739515129244e-06,1.516209664487178e-07
1978,6.017819032422267e-06,1.6039597028338903e-07
1979,5.874210728507023e-06,1.8550755953583575e-07
1980,6.213301276147831e-06,1.9386364158435754e-07
1981,5.4817210184410214e-06,1.7205495339567278e-07
1982,5.733869784307899e-06,1.7318932066245907e-07
1983,5.61684191779932e-06,1.4967298511692206e-07
1984,5.687667453457834e-06,1.878878777006321e-07
1985,5.326175141817657e-06,1.4978739670823416e-07
1986,5.724134098272771e-06,1.8283181191236508e-07
1987,5.0243133955518715e-06,1.5888123527929565e-07
1988,5.074883574707201e-06,1.6430557536750712e-07
1989,5.643984877679031e-06,1.9153546304551128e-07
1990,4.7016410462674685e-06,1.7054277634542814e-07
1991,5.289972250466235e-06,1.8405000901111634e-07
1992,4.378752691991394e-06,1.7742020474997844e-07
1993,4.744331363326637e-06,1.7448503797368176e-07
1994,5.208462425798643e-06,1.8356745101755223e-07
1995,4.625892870535608e-06,1.4749066679087264e-07
1996,4.606773472914938e-06,1.713527524316305e-07
1997,4.580562745104544e-06,1.4576478690742078e-07
1998,4.463922778086271e-06,1.6402364622081222e-07
1999,4.672116574511165e-06,1.380200700396017e-07
2000,4.283723228581948e-06,1.6081634157671942e-07
2001,4.359305876278086e-06,1.6867664953679196e-07
2002,4.412766429595649e-06,1.6955327453160862e-07
2003,4.176923539489508e-06,1.458423071198922e-07
2004,4.351493316789856e-06,1.5901296990250557e-07
2005,4.0749928302830085e-06,1.63486106430355e-07
2006,4.281781912141014e-06,1.4659687508356e-07
2007,4.312839337217156e-06,1.7096371607294714e-07
2008,4.121201527595986e-06,1.4688167482290737e-07
2009,4.4973589865549e-06,1.5639670891687274e-07
2010,4.5159463297750335e-06,1.464375856130573e-07
2011,4.380742211651523e-06,1.6596038676652825e-07
2012,4.840847395826131e-06,1.603403063654696e-07
2013,5.031860382587183e-06,1.787829120303286e-07
2014,5.226518624112941e-06,2.1459561594383558e-07
2015,5.153537586011225e-06,1.8220249842215708e-07
2016,5.756253813160583e-06,1.9014900942693203e-07
2017,5.016128852730617e-06,1.8263338574797672e-07
2018,5.298202268022578e-06,1.8586560202038527e-07
2019,5.104781394038582e-06,2.1861964683012047e-07
