year,en_PRON avons_VERB,en_PRON savons_VERB
1800,1.0969989489240106e-05,9.118077315406481e-08
1801,1.009859533951385e-05,9.524730160137551e-08
1802,1.0779675903904717e-05,7.384872446891677e-08
1803,9.808255526877474e-06,1.5407680109547073e-07
1804,9.847854016697966e-06,6.921182915675672e-08
1805,1.0709120033425279e-05,1.3930100806192058e-07
1806,1.103679278458003e-05,1.123850950079941e-07
1807,1.0681775165721774e-05,4.555128185756985e-08
1808,9.920871889335103e-06,1.0877155176558517e-07
1809,9.8945538411499e-06,1.1521055398588942e-07
1810,9.395608685736079e-06,1.2168659679900884e-07
1811,9.153337487077806e-06,8.022645658911642e-08
1812,1.000203064904781e-05,1.226915742336132e-07
1813,9.533083357382566e-06,1.6104152678053651e-07
1814,9.786165719560813e-06,8.810695817373926e-08
1815,1.036003595800139e-05,5.3944472000466703e-08
1816,1.021599837258691e-05,1.367386346373678e-07
1817,1.1727927812898997e-05,1.0431051578052575e-07
1818,1.0756478332041297e-05,1.5378319062619994e-07
1819,1.0531158295634668e-05,9.833497216504838e-08
1820,1.1213825018785428e-05,9.8491796052258e-08
1821,1.2598051398526877e-05,1.7454834733143798e-07
1822,1.129886913986411e-05,1.6341753905635414e-07
1823,1.0774105248856358e-05,1.5021683452687284e-07
1824,1.1368501873221248e-05,1.5242214601585147e-07
1825,1.0239849871140905e-05,1.5849796852762665e-07
1826,9.973280612030067e-06,1.7704049071198824e-07
1827,1.0007192940975074e-05,9.309445658800541e-08
1828,1.1464459021226503e-05,1.742737225640667e-07
1829,1.13808910100488e-05,1.7403547758476634e-07
1830,1.2240320756973233e-05,1.628146435450617e-07
1831,1.2114367564208806e-05,2.05803914354874e-07
1832,1.2267622878425755e-05,1.718306066322839e-07
1833,1.1707573321473319e-05,1.7954624809135566e-07
1834,1.1357324183336459e-05,1.5775357553593494e-07
1835,1.0788745385070797e-05,1.701694714029145e-07
1836,1.1239781997574028e-05,1.4180783125539165e-07
1837,1.1287090273981448e-05,1.502904467542976e-07
1838,1.0331114935979713e-05,1.1677499855977658e-07
1839,1.123250422097044e-05,1.9086726865680248e-07
1840,1.0582601134956349e-05,1.853579334465394e-07
1841,1.1522316526679788e-05,1.5473521841613547e-07
1842,1.1396671652619261e-05,1.737440697979764e-07
1843,1.2094990779587533e-05,2.0201635209105007e-07
1844,1.1289421308902092e-05,1.8167138193803112e-07
1845,1.159961993835168e-05,2.1651284498602763e-07
1846,1.1556199751794338e-05,1.7329324464299134e-07
1847,1.1141321010654792e-05,1.2566211182729603e-07
1848,1.142984638136113e-05,1.7860392631519062e-07
1849,1.1664145858958364e-05,1.4999152142536332e-07
1850,1.1023293154721614e-05,1.6633040900160267e-07
1851,1.1188486496394034e-05,1.979977639621211e-07
1852,1.1778227417380549e-05,1.58206248102033e-07
1853,1.1175276085850783e-05,1.95282169102029e-07
1854,1.1670501407934353e-05,1.4963514161081548e-07
1855,1.0381430001871195e-05,1.8043586180738203e-07
1856,1.1319406439724844e-05,2.1588878951206425e-07
1857,1.1072726920247078e-05,1.6694761484359333e-07
1858,1.0856620065169409e-05,1.9819387375719089e-07
1859,1.0780639968288597e-05,2.087791131089034e-07
1860,1.1023689694411587e-05,1.780524598871125e-07
1861,1.1486201401567087e-05,1.9146813201587065e-07
1862,1.103698832594091e-05,2.0647196663503564e-07
1863,1.0888273209275212e-05,2.1476868994341203e-07
1864,1.1238842489547096e-05,1.9706331499946828e-07
1865,1.1458341759862378e-05,2.1086663082314772e-07
1866,1.1536854799487628e-05,2.3500909662743652e-07
1867,1.0847974408534355e-05,1.868332475396528e-07
1868,1.1560293387447018e-05,2.593433805486711e-07
1869,1.1279464160907082e-05,1.7482999226103857e-07
1870,1.1434266525611747e-05,2.2248109132760874e-07
1871,1.1846861525555141e-05,2.9102025678184873e-07
1872,1.1942890523641836e-05,2.3645097257940506e-07
1873,1.1591897418838926e-05,2.172919693066433e-07
1874,1.1369681487849448e-05,1.6669159208504425e-07
1875,1.1696517503878567e-05,1.922433057188755e-07
1876,1.1723222996806726e-05,2.3881759148025594e-07
1877,1.0902593203354627e-05,2.2512730879498122e-07
1878,1.064812113327207e-05,2.331088211349197e-07
1879,1.1257653568463866e-05,2.1749197287590505e-07
1880,1.0758235475805122e-05,1.559536570994169e-07
1881,1.0980304978147615e-05,2.3985427333172993e-07
1882,1.0953433047689032e-05,2.1031017638506455e-07
1883,1.1264854038017802e-05,2.2370460328602348e-07
1884,1.0927128641924355e-05,2.0135175304858421e-07
1885,1.0581799870124087e-05,2.5395803504579817e-07
1886,1.0594006198516581e-05,1.7617956871163187e-07
1887,1.1045634892070666e-05,1.9390905947602732e-07
1888,1.0647159797372296e-05,1.5471100311970076e-07
1889,1.119078751798952e-05,2.224123534233513e-07
1890,1.0964177818095777e-05,2.2350458550590702e-07
1891,1.0373405530117452e-05,1.8548981017829647e-07
1892,1.099685141525697e-05,1.9557758434984862e-07
1893,1.0396022844361141e-05,1.8536833579219092e-07
1894,1.0138546713278629e-05,2.0921110888139083e-07
1895,1.0470583220012486e-05,1.691230693268153e-07
1896,9.963619959307835e-06,2.0934453459631186e-07
1897,1.0007380296883639e-05,1.8820284708453983e-07
1898,1.0712963558034971e-05,2.0709579473532358e-07
1899,1.0517323062231299e-05,1.7080216707654472e-07
1900,9.673527529230341e-06,2.0816122514588642e-07
1901,9.658459021011367e-06,2.347270395830492e-07
1902,8.605272341810632e-06,1.468174843921588e-07
1903,1.0067630682897288e-05,2.2842931457489613e-07
1904,9.901671546685975e-06,2.622817021347146e-07
1905,9.740416317072231e-06,2.3326630582687358e-07
1906,9.779609172255732e-06,2.1451249665460637e-07
1907,9.682431482360698e-06,2.170279884694537e-07
1908,9.94654510577675e-06,1.98911251914069e-07
1909,9.941377356881276e-06,1.765815653698155e-07
1910,9.91446813713992e-06,1.78494630631576e-07
1911,9.287777174904477e-06,1.9046939314648625e-07
1912,9.313403097621631e-06,1.9847894350277784e-07
1913,9.428184966964182e-06,2.4817992994030647e-07
1914,9.230121577274986e-06,1.7009729447181599e-07
1915,1.1473283848317806e-05,2.32081006856788e-07
1916,1.0732553164416458e-05,2.0876177586615086e-07
1917,9.776567821973003e-06,2.6867741098612896e-07
1918,9.554367352393456e-06,2.2398434396109224e-07
1919,8.944503861130215e-06,2.044142348722744e-07
1920,9.438786946702749e-06,2.0975082293261949e-07
1921,8.807862286630552e-06,2.3551244510144898e-07
1922,8.694896678207442e-06,2.1100895253312046e-07
1923,8.6074105638545e-06,2.7919944045606826e-07
1924,8.765015081735328e-06,2.604108146897488e-07
1925,8.51478944241535e-06,2.3316137287565653e-07
1926,8.959265869634692e-06,2.4632964823467773e-07
1927,9.140134352492169e-06,2.0514573861873941e-07
1928,8.331869139510673e-06,2.1366696500990656e-07
1929,8.234987944888417e-06,2.317204490509539e-07
1930,8.820926268526819e-06,1.964173890200982e-07
1931,8.787827027845196e-06,2.2126391741039697e-07
1932,8.488161256536841e-06,2.32342173944744e-07
1933,8.354083547601476e-06,1.8123645872947236e-07
1934,8.794479981588665e-06,2.1087581103529374e-07
