year,un_DET honneur_NOUN,un_DET sonneur_NOUN
1800,2.0342745088441916e-06,3.144164573143371e-08
1801,1.9978121414965244e-06,2.3811825844433088e-09
1802,2.170704817672231e-06,3.8043282302169246e-08
1803,1.9854453938705774e-06,1.5602713787643552e-08
1804,2.704204976389235e-06,2.2246657849223084e-08
1805,2.456246291693276e-06,0.0
1806,2.028695170075423e-06,3.1698360380971735e-08
1807,2.0355728338472545e-06,1.9928686256776018e-08
1808,1.919364642333221e-06,2.945896149242344e-08
1809,1.8117424280816863e-06,6.7770917766551975e-09
1810,3.2902182169891603e-06,1.1700633351097167e-08
1811,2.5045697675807332e-06,1.0028307073639553e-08
1812,2.008407708586901e-06,1.600324850414836e-08
1813,1.932498424395135e-06,2.8757416448144113e-09
1814,1.4160047072664383e-06,3.1466771410748606e-09
1815,1.9689732719818664e-06,0.0
1816,2.190135781177105e-06,2.0858434979231788e-08
1817,2.7790189598420056e-06,3.113746815941454e-09
1818,2.269792249265379e-06,8.344824387052086e-09
1819,2.4904626574340227e-06,3.622867394970086e-08
1820,2.1929257414399217e-06,7.119888678630559e-09
1821,3.0797428145490358e-06,9.861488514673056e-09
1822,2.4612886875274853e-06,2.4061478143266868e-08
1823,2.3085955760393517e-06,4.5460359476834356e-08
1824,2.342753496975547e-06,0.0
1825,2.3211146888968415e-06,6.163810128967384e-09
1826,1.92190229419964e-06,8.80798456392995e-09
1827,1.9531400985428604e-06,9.217272944894717e-09
1828,1.8124467637825603e-06,8.255071293206129e-09
1829,2.1141452386519433e-06,2.3147574523818548e-08
1830,2.13955127348342e-06,2.0873672124110954e-08
1831,1.7976660391383348e-06,1.091384405071949e-08
1832,1.8035448685616018e-06,2.1647950987357945e-08
1833,2.168455180751039e-06,2.3167257112710615e-08
1834,1.659679561782923e-06,2.800359300003663e-08
1835,1.8816962565892936e-06,1.663879345414898e-08
1836,2.133166096207617e-06,1.747394939854985e-08
1837,1.8466243041359576e-06,1.7394727880315486e-08
1838,1.7049149168002486e-06,2.209256599883247e-08
1839,1.7471696995841057e-06,7.690622583211848e-09
1840,1.9191873033008733e-06,1.146543943120193e-08
1841,1.6860359970394256e-06,1.6051371343195342e-08
1842,1.730732353877329e-06,2.3478928135034494e-08
1843,1.8518166351455534e-06,2.5399717162866153e-08
1844,2.0587593008158933e-06,1.2623690592850068e-08
1845,1.7728383983062201e-06,1.8972774518122293e-08
1846,1.7879646510010616e-06,1.4050803187615202e-08
1847,1.6206636761495474e-06,2.7505439703645607e-08
1848,1.6734060714895804e-06,1.528592186161859e-08
1849,1.4655596558554862e-06,5.027649052635752e-08
1850,1.6918178227243175e-06,1.8330289286438983e-08
1851,1.887750686435652e-06,2.0638204478728994e-08
1852,1.738966715514323e-06,2.734429105366587e-08
1853,1.948044102917379e-06,1.911018188138769e-08
1854,2.0803440090588765e-06,1.9223958980241207e-08
1855,2.090933140408424e-06,1.8574279891936385e-08
1856,2.199787685341903e-06,2.7439102656678926e-08
1857,2.0775701976560867e-06,3.465871611929572e-08
1858,2.0455565348243e-06,2.985142433242771e-08
1859,2.1626460098289613e-06,1.3239650487051335e-08
1860,2.159515377186949e-06,3.524431524404292e-08
1861,1.985420627015344e-06,2.7352589193618826e-08
1862,1.8469528351161557e-06,2.3493529038853822e-08
1863,2.1227137514401306e-06,2.5472566833606436e-08
1864,2.0094705579509764e-06,2.828889567041415e-08
1865,2.180680992225348e-06,1.6003270486564247e-08
1866,2.009984600093162e-06,4.6223323835192787e-08
1867,1.8746410272996172e-06,2.2808213984149006e-08
1868,1.9463103964056927e-06,2.9145256430496147e-08
1869,1.915316182987681e-06,2.1975836372867263e-08
1870,2.009784145329263e-06,1.9495765002375265e-08
1871,1.9436754108426157e-06,2.0180236592892697e-08
1872,1.997436111622619e-06,2.116568786902917e-08
1873,1.8957675838038313e-06,2.4542617493850116e-08
1874,1.7744589531076826e-06,2.2703514068744823e-08
1875,2.017410491106375e-06,3.776207968542167e-08
1876,1.975233022477596e-06,4.292670441330415e-08
1877,2.00264349103918e-06,2.72131899237138e-08
1878,1.9095598418061854e-06,3.019544247973016e-08
1879,1.955595077873795e-06,3.6655952717623563e-08
1880,2.1403516612394924e-06,4.2357783947011285e-08
1881,1.9578800607433777e-06,3.2770785696190075e-08
1882,2.0611726654351514e-06,2.994923287147344e-08
1883,1.9691060160198504e-06,2.9700892634210163e-08
1884,1.9349573898708172e-06,2.8387296957532726e-08
1885,1.8015551916938932e-06,3.093905076578807e-08
1886,1.69080758638529e-06,3.291266559291017e-08
1887,1.7308178743569158e-06,6.398346258373877e-08
1888,1.865408870926899e-06,3.043495011567643e-08
1889,1.712888412441771e-06,3.1952196499762664e-08
1890,1.8116324662642569e-06,3.53936873698224e-08
1891,1.6101279709523908e-06,3.442078744253507e-08
1892,1.6787076120294842e-06,3.886477561998447e-08
1893,1.5198971832219854e-06,2.1554457885208933e-08
1894,1.557110323346933e-06,3.528861869384059e-08
1895,1.6184054696388728e-06,2.5880042775483503e-08
1896,1.4884101391388072e-06,4.481741988637822e-08
1897,1.4316235699141089e-06,4.661370889280647e-08
1898,1.474567328685339e-06,3.055511688110357e-08
1899,1.4460145632000376e-06,3.427098427266628e-08
1900,1.5002144069242718e-06,3.426095129821505e-08
1901,1.4217751460599004e-06,4.750428006516927e-08
1902,1.2521223995420883e-06,5.106695161183339e-08
1903,1.3846164685915596e-06,5.07620721013069e-08
1904,1.2899100880758851e-06,3.117282698639201e-08
1905,1.33095980903164e-06,2.9416326818854088e-08
1906,1.3215409548905654e-06,3.961021910470208e-08
1907,1.3638821041439542e-06,3.497133549412723e-08
1908,1.2312852373241867e-06,5.500755695386772e-08
1909,1.2806289282352168e-06,2.2003934674330594e-08
1910,1.3408474153209227e-06,2.618633831996675e-08
1911,1.3237090463746881e-06,6.06522637669471e-08
1912,1.3476772151577165e-06,6.199211399771087e-08
1913,1.2981719041960105e-06,6.363587834457007e-08
1914,1.331982304009216e-06,6.964613341597925e-08
1915,1.4737732880742982e-06,4.358881955379701e-08
1916,1.412987637117169e-06,1.8678685709261345e-08
1917,1.4815639532983482e-06,3.7285841747447535e-08
1918,1.4151216110036557e-06,1.4932289182922887e-08
1919,1.4382659587752755e-06,7.366278925724501e-08
1920,1.2403315352571553e-06,2.2716695635693895e-08
1921,1.1283393304140077e-06,2.6504615391331754e-08
1922,1.0904588307880658e-06,3.541409121510242e-08
1923,1.2579897994413614e-06,6.900366500417476e-08
1924,1.219547710817892e-06,3.0939899198223486e-08
1925,1.1141153777316504e-06,3.1894715979419175e-08
1926,1.1324476334451106e-06,3.343841381564516e-08
1927,1.3646651471077575e-06,2.0068604555945058e-08
1928,1.211160316483273e-06,2.170947854818195e-08
1929,1.2499535717580557e-06,3.007909721297608e-08
1930,1.1774539805387008e-06,2.6259009189288918e-08
1931,1.1200060665572664e-06,3.649714219733369e-08
1932,1.106913233961393e-06,2.4110980323399644e-08
1933,9.853298834627822e-07,2.2941325283909464e-08
1934,1.128664884220143e-06,2.516131836216573e-08
1935,1.0974916122563627e-06,3.710168261505942e-08
1936,9.602773705097434e-07,3.031178641421661e-08
1937,1.0400263876775284e-06,1.3850230184964119e-08
1938,1.0359205866450338e-06,3.889564470505036e-08
1939,1.1363479242021413e-06,3.6705722017416065e-08
1940,9.635975208865943e-07,2.028626333583361e-08
1941,1.1127164558644154e-06,2.6563522936839945e-08
1942,1.4139426944836941e-06,3.3376328811840494e-08
1943,1.3412946220370259e-06,4.3548528338988035e-08
1944,1.1214020094740818e-06,1.2852744646352221e-08
1945,1.4900967713060709e-06,1.9606536838523425e-08
1946,1.1067278204990316e-06,3.619487021211398e-08
1947,1.1777820212444112e-06,2.8610089852776355e-08
1948,1.027393439656521e-06,3.0441286602567175e-08
1949,9.20835377726803e-07,2.3560819850665382e-08
1950,1.1475555456996744e-06,5.1049734439700956e-08
1951,8.79565666522808e-07,5.224087040733849e-08
1952,9.026352136842775e-07,4.112473450668119e-08
1953,8.72679994046166e-07,5.602390218406583e-08
1954,9.332772017422997e-07,2.0522326726890583e-08
1955,9.479463773942598e-07,1.6894094567732054e-08
1956,8.180430963733443e-07,4.2733591998356246e-08
1957,1.0098447802420196e-06,1.9437083775830644e-08
1958,1.0183131431418246e-06,2.729840320458976e-08
1959,1.0013966242894412e-06,2.7127616819555556e-08
1960,9.786058861038782e-07,2.9067499629498172e-08
1961,1.0630684119661282e-06,1.945484662257968e-08
1962,1.0261285154911093e-06,3.9320129818776195e-08
1963,1.0604327620455933e-06,3.6209898857109124e-08
1964,1.1139746352029078e-06,2.8594651535485127e-08
1965,1.0194416271147588e-06,3.283226013284235e-08
1966,9.621372960566532e-07,3.489617261820399e-08
1967,1.1098185073166178e-06,4.338695469563447e-08
1968,1.0810837904884352e-06,3.817703464470412e-08
1969,9.596734038552768e-07,3.224647968091965e-08
1970,1.0006825581498902e-06,3.0811457218948846e-08
1971,9.434097876237502e-07,3.031654582930088e-08
1972,9.090620238794145e-07,2.462470471975564e-08
1973,7.911447585939868e-07,2.59120574996885e-08
1974,7.881426014044735e-07,1.4626486799507177e-08
1975,7.961803447642524e-07,1.9419032160072902e-08
1976,7.7761102534879e-07,2.8567634813292386e-08
1977,7.199057963092059e-07,3.0559267116814226e-08
1978,8.186134770049591e-07,2.376236551970834e-08
1979,8.14009507799085e-07,3.9208221447317726e-08
1980,8.135450371149489e-07,3.06998135801706e-08
1981,7.805727886278646e-07,4.3013736128472146e-08
1982,8.243563076604232e-07,2.3588508812899533e-08
1983,7.875198946294404e-07,3.978649010250024e-08
1984,9.852515443498078e-07,4.987147161905625e-08
1985,8.325532325770268e-07,3.007778959229768e-08
1986,9.303441377284116e-07,3.117132374441667e-08
1987,8.616251889748128e-07,3.4831655448819276e-08
1988,8.359196064233743e-07,3.0582423593550345e-08
1989,8.945639109469994e-07,2.689179900983163e-08
1990,7.813365616726742e-07,3.378163732081774e-08
1991,8.006761706980114e-07,3.165191309051352e-08
1992,7.895749867259383e-07,3.2508670533282213e-08
1993,8.353124991700156e-07,2.7696038018554248e-08
1994,8.387133316745121e-07,4.114442803127005e-08
1995,8.63254172145389e-07,2.2774293895189146e-08
1996,9.128137632430366e-07,6.192186918774212e-08
1997,8.486963434251038e-07,2.8289877329612523e-08
1998,8.449125203924268e-07,2.5747898479977493e-08
1999,9.570001200387424e-07,3.290544725587097e-08
2000,8.491456711112733e-07,3.622785815782237e-08
2001,9.454654765761461e-07,2.6725391233384244e-08
2002,9.424007565428383e-07,2.716357272447567e-08
2003,9.588089788792331e-07,3.333538245442469e-08
2004,9.540777607952577e-07,2.4666830578112808e-08
2005,9.340776703226084e-07,4.1884870682906694e-08
2006,9.483500420515156e-07,3.994353137137807e-08
2007,1.0729171648904412e-06,3.6749212034559164e-08
2008,9.894289973999548e-07,4.6406091941397776e-08
2009,1.016101808914982e-06,4.196009384394017e-08
2010,1.1067846621415356e-06,6.377120531642078e-08
2011,1.2022567617009372e-06,6.500752181004543e-08
2012,1.385530797648471e-06,6.399995411410231e-08
2013,1.443372262599496e-06,8.116353544806998e-08
2014,1.5430962925222502e-06,7.968838096339415e-08
2015,1.599924118522722e-06,6.605394753389504e-08
2016,1.6856565778766708e-06,8.306073517871937e-08
2017,1.516410506496868e-06,6.112935513336026e-08
2018,1.629679978520926e-06,9.138391821039704e-08
2019,1.6293158928704088e-06,7.703982790596697e-08
