year,en_ADP oies_NOUN,en_ADP soie_NOUN
1800,9.432493897065797e-09,1.531208113192406e-06
1801,0.0,1.600154746483895e-06
1802,6.713520406265161e-09,1.2867581062891986e-06
1803,1.950339267864365e-08,2.0556574327201815e-06
1804,1.9774807569206132e-08,2.0738830244226847e-06
1805,2.842877711017877e-09,2.2799879388912814e-06
1806,0.0,2.083446815959178e-06
1807,1.9928686256776018e-08,1.656927906878991e-06
1808,2.039466551195801e-08,1.4389570424100384e-06
1809,2.4849335034105025e-08,1.6649055396555923e-06
1810,2.106114038724627e-08,1.0694379852793645e-06
1811,2.5070768572277302e-08,1.2234534096933203e-06
1812,5.3344164641089264e-09,9.495261110714637e-07
1813,1.1502966579257645e-08,1.245196131094417e-06
1814,0.0,1.6394187696278095e-06
1815,2.697223555614414e-09,9.278448942495743e-07
1816,4.6352077731626196e-09,1.986186589419958e-06
1817,0.0,1.1209488093300024e-06
1818,2.384235475716423e-09,2.007526290981332e-06
1819,1.035105001712111e-09,1.5619734767824411e-06
1820,1.3053129244156025e-08,1.4702569615110406e-06
1821,1.1833785507064931e-08,1.0798329412864405e-06
1822,3.0076847679083585e-09,1.2381635769997956e-06
1823,2.668325471688604e-08,1.4488018678093795e-06
1824,0.0,1.4273786064222804e-06
1825,3.522177216552791e-09,1.5330276710301405e-06
1826,0.0,1.720199293231417e-06
1827,1.8434546111834038e-09,2.0305651560192928e-06
1828,4.586150570418113e-09,1.632669636819628e-06
1829,5.143905745796928e-09,1.363992282676918e-06
1830,8.349468672008697e-09,1.8285336409462616e-06
1831,3.1182412207897414e-09,1.7150326812043204e-06
1832,0.0,1.6493032717335154e-06
1833,2.548398292390175e-08,2.2784997781855054e-06
1834,2.42697808516823e-08,2.5791309781197924e-06
1835,5.294161553592858e-09,2.2205226741789375e-06
1836,6.720750067579218e-10,1.7131192180386279e-06
1837,0.0,2.0122220121265855e-06
1838,1.8936485712828244e-09,1.7888667116494616e-06
1839,1.2584655095793096e-08,2.200217295467155e-06
1840,1.4650283985950807e-08,1.906447778310394e-06
1841,5.778493683550323e-09,1.461958845538902e-06
1842,1.341653010911159e-08,1.5972378832884715e-06
1843,4.7255288571079745e-09,1.8529980252424139e-06
1844,9.330554162634286e-09,1.897395577543648e-06
1845,3.9061593959388574e-09,1.7778605752027943e-06
1846,9.367202347121406e-09,1.950719934029621e-06
1847,9.168480197274675e-09,1.713966526040167e-06
1848,1.287235473768078e-08,1.8230472278446541e-06
1849,1.1731180693530519e-08,1.5183500181592535e-06
1850,6.1100964288129944e-09,1.7135425878223032e-06
1851,6.449438760824933e-10,1.977397914743051e-06
1852,5.208436348880241e-09,2.341192157473415e-06
1853,2.9859659189668264e-09,2.007763441724819e-06
1854,5.195664343204953e-09,1.934345846166252e-06
1855,4.776243400783642e-09,1.7709248822939117e-06
1856,3.106313539724681e-09,1.5086329767655116e-06
1857,9.763018171682347e-10,1.7119452877523145e-06
1858,1.468102750479261e-09,1.7201271020894637e-06
1859,3.5645213447565993e-09,1.9085466647084104e-06
1860,5.95033897154984e-09,2.509212208678946e-06
1861,8.017138342086838e-09,1.618518808754743e-06
1862,9.035972525772706e-10,1.7321959830951528e-06
1863,4.9946209945694875e-09,1.5388426390927634e-06
1864,9.589455896019672e-10,1.7596651105122874e-06
1865,3.2947911621228343e-09,1.8568500763649354e-06
1866,6.811858188626729e-09,2.065452690658276e-06
1867,4.85281148598915e-10,2.219190719188191e-06
1868,5.433861360870651e-09,1.8218255490864976e-06
1869,1.953407657850903e-09,1.3981515394334565e-06
1870,1.1468097582678638e-09,1.4008280686539365e-06
1871,1.0621177271019633e-09,1.3871257351638633e-06
1872,1.2094678591978436e-09,1.304411057390098e-06
1873,2.9930022349411445e-09,1.6252001842076425e-06
1874,4.182226565063729e-09,1.6830473441586946e-06
1875,5.149374260327022e-09,1.7742455611369223e-06
1876,8.464420275799966e-09,1.732183250169328e-06
1877,2.4739263970730008e-09,1.8059662352243322e-06
1878,1.3285995414946683e-08,2.2984770566836232e-06
1879,1.0996785704264767e-08,1.7393249436281621e-06
1880,1.1552123035940554e-08,1.523596665720106e-06
1881,6.972507571312292e-10,2.1015137008362217e-06
1882,6.655385131892899e-10,1.7417142998965573e-06
1883,1.2006744043446815e-08,2.3103502826415934e-06
1884,3.300848483434038e-09,1.7679344637144823e-06
1885,7.090199094506033e-09,1.9259559849160723e-06
1886,1.5488312854472497e-08,1.7237201745956554e-06
1887,7.834709769838355e-09,1.8542145880928729e-06
1888,1.7119660356001987e-08,1.9605181478254963e-06
1889,1.8795409673089125e-09,1.8162631931772921e-06
1890,5.243509182406569e-09,2.045624114543898e-06
1891,3.1871101313640793e-09,1.9830199562420603e-06
1892,6.268512375839919e-09,1.7721084759614314e-06
1893,6.158416498980301e-09,1.6984912463158253e-06
1894,5.041231432301174e-09,2.0933714495185995e-06
1895,1.745398137131815e-08,1.6190073210964329e-06
1896,2.948514543632541e-09,1.654116658755811e-06
1897,6.992056045262984e-09,1.970011908269953e-06
1898,1.923840653450526e-08,1.72975910572859e-06
1899,6.080336234504102e-09,2.0413347101566615e-06
1900,4.15284251431558e-09,2.1927007765043527e-06
1901,6.147612696683069e-09,2.1181319880270166e-06
1902,1.6694965410124496e-08,2.137937599400175e-06
1903,1.0260418292773466e-08,1.7961132243726752e-06
1904,2.6873125946735854e-09,1.7988870695262449e-06
1905,5.160759042333041e-10,1.8191675508205662e-06
1906,9.259531807970234e-09,1.906949250951584e-06
1907,6.685696440911215e-09,1.8123380414181156e-06
1908,4.4202501658929805e-09,1.661031774347066e-06
1909,6.60118004702781e-09,1.6013362937883358e-06
1910,2.137660271017694e-09,1.6101926121336874e-06
1911,2.128149656499545e-09,1.5423764807565021e-06
1912,5.209421061191932e-09,1.448740022169659e-06
1913,5.302989602995467e-09,1.488018938289315e-06
1914,4.018046340092951e-09,1.1766178431571461e-06
1915,5.890381071793627e-09,1.173363898487878e-06
1916,3.2962386153911893e-09,1.3437665984383784e-06
1917,3.289927441585405e-09,1.3521600976673653e-06
1918,3.44591288836682e-09,1.380662411065714e-06
1919,2.762354511798293e-09,1.2310892998357303e-06
1920,9.086678076641874e-09,1.3304411368153524e-06
1921,7.572747429129834e-10,1.1359121572240838e-06
1922,2.951174193910333e-09,1.2808095561922528e-06
1923,2.1231896241147297e-09,1.3747652474194183e-06
1924,5.156649662829693e-09,1.3600663351098774e-06
1925,7.698724768800957e-09,1.6244308653767803e-06
1926,1.1146138456652466e-09,1.7956429019250209e-06
1927,6.689535148041159e-09,1.8228982980872388e-06
1928,2.2852082448565625e-09,1.7413286741430056e-06
1929,3.342121912552898e-09,1.4761038755750633e-06
1930,2.100720708497761e-09,1.2152669341958244e-06
1931,4.5621426636444085e-09,1.702819758975238e-06
1932,6.575722188983946e-09,1.1606149428189383e-06
1933,0.0,1.3088025525576086e-06
1934,3.5944740517379614e-09,1.2808309293177444e-06
1935,3.590485242455088e-09,1.2399142406138708e-06
1936,2.424942913137329e-09,1.4004045851834235e-06
1937,0.0,1.3056989018878085e-06
1938,9.075650453382877e-09,1.0631475788613898e-06
1939,1.070583532936098e-08,1.3611704616778297e-06
1940,7.607348750937604e-09,1.0041700306828716e-06
1941,0.0,1.6144718983923667e-06
1942,3.034211770724937e-09,1.1560347275008098e-06
1943,2.9032352077962287e-09,7.896799729678605e-07
1944,0.0,1.5391161696243216e-06
1945,4.357008087652048e-09,9.95576328932657e-07
1946,0.0,8.881664257387456e-07
1947,2.3841741914054637e-09,8.213480100494053e-07
1948,1.0871887834440486e-09,9.436798791284673e-07
1949,9.817008317369869e-10,7.912508976914978e-07
1950,1.0635361480382244e-09,8.508289397468616e-07
1951,3.198420528427448e-09,9.21145101528964e-07
1952,9.490323193972472e-09,9.585227189745638e-07
1953,8.619062019654677e-09,9.814956456466462e-07
1954,9.772536113672459e-10,8.550969141651876e-07
1955,1.8771215692936494e-09,8.831856916913239e-07
1956,1.744228317335228e-09,8.42462270611577e-07
1957,0.0,7.571627520519542e-07
1958,0.0,7.742820002931694e-07
1959,6.975672928177801e-09,7.401964126074745e-07
1960,3.460416619915918e-09,8.997083114081761e-07
1961,3.47407969059077e-09,8.316946491504495e-07
1962,6.341956404476434e-10,7.147384621930541e-07
1963,2.5864212993553792e-09,9.29171847019461e-07
1964,2.4335873316516654e-09,9.004273238133464e-07
1965,1.6416130677043839e-09,8.191648817046371e-07
1966,7.754704434148607e-09,7.871025218264549e-07
1967,5.916402701089396e-09,8.061098810685507e-07
1968,4.491415656060482e-09,7.918366122794396e-07
1969,3.1792304344691047e-09,1.0723090326791862e-06
1970,9.197450023812337e-10,1.2315385902184062e-06
1971,3.596878239697787e-09,8.432110121248115e-07
1972,2.0520587451500205e-09,6.853876470813702e-07
1973,4.410563025913916e-09,7.073440428939648e-07
1974,2.812785782069227e-09,7.150101737352088e-07
1975,3.4268881066168433e-09,1.0103608474310022e-06
1976,1.7140580066410394e-09,9.318762295151828e-07
1977,2.3507127355770763e-09,8.262755386567733e-07
1978,8.316827893040113e-09,9.273263117393071e-07
1979,7.607565244427406e-09,9.21100593131996e-07
1980,2.8425752862659692e-09,8.089969583124912e-07
1981,8.223214109648325e-09,9.077163554138679e-07
1982,4.345251713999687e-09,9.770608357939636e-07
1983,6.315316158911344e-09,8.241487421400961e-07
1984,5.219107812592938e-09,8.078018822743616e-07
1985,1.8046674155058895e-09,1.0677615591703216e-06
1986,4.795588426365072e-09,8.236423241214652e-07
1987,3.0554083707556856e-09,9.15400391932053e-07
1988,4.197587610832443e-09,8.383182148463675e-07
1989,6.585746614717891e-09,9.022472795550129e-07
1990,5.44865097484859e-10,1.0216220971415169e-06
1991,1.7584396161396398e-09,8.458094384877768e-07
1992,4.4079553340736766e-09,8.369605097868771e-07
1993,3.323524566667402e-09,9.195084089697048e-07
1994,3.6924485691258724e-09,1.0138409152204986e-06
1995,1.0844901643380922e-09,8.410221425947384e-07
1996,4.270473752399084e-09,1.0297179642293486e-06
1997,7.192341833217597e-09,9.489096441939182e-07
1998,4.7681290027412615e-09,9.05467743450572e-07
1999,2.285100553223174e-09,9.048998208527337e-07
2000,3.97622823555821e-09,8.080579618763295e-07
2001,3.5049694258049158e-09,8.9595778263174e-07
2002,5.6955880012310445e-09,8.779967970440339e-07
2003,2.9168460979889232e-09,8.746371236156847e-07
2004,1.7619165015858584e-09,9.153156383945316e-07
2005,4.503749373441224e-09,8.259876835836621e-07
2006,3.294311934354255e-09,8.894642178347567e-07
2007,3.1955835755326234e-09,1.0737161346696666e-06
2008,3.405951742863067e-09,1.113320422518882e-06
2009,9.53638501499654e-10,1.2230414085934171e-06
