year,en_ADP orties_NOUN,en_ADP sortie_NOUN
1800,1.2576657937302116e-08,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,8.951360541686881e-09,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,7.4155526164076946e-09
1805,2.842877711017877e-09,1.421438877713399e-08
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.581321384946932e-08,1.581321384946932e-08
1810,0.0,7.020380277111826e-09
1811,0.0,5.0141535368197765e-09
1812,0.0,1.600324850414836e-08
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,0.0,1.622322720606917e-08
1817,0.0,1.556873407970727e-09
1818,0.0,1.4305412854298538e-08
1819,0.0,0.0
1820,0.0,8.306536791735653e-09
1821,0.0,9.86148829262845e-10
1822,2.0051231786055723e-09,5.012807946513931e-09
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,0.0,1.6842225392110777e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,7.927186018719112e-09
1827,9.217273055917019e-10,3.6869092223668076e-09
1828,0.0,9.172301251858528e-10
1829,0.0,6.858540679832714e-09
1830,0.0,7.305785310052215e-09
1831,0.0,7.795603274018958e-09
1832,1.3529969367098715e-09,2.0294953273491956e-08
1833,0.0,9.266902800675325e-09
1834,0.0,9.334531370086552e-09
1835,7.563087933704082e-10,8.31939672707449e-09
1836,6.720750067579218e-10,3.36037508930076e-09
1837,1.3915781860163179e-09,1.461157062010443e-08
1838,1.2624323808552163e-09,1.8936486156917454e-08
1839,0.0,1.6080392128969834e-08
1840,6.369688665408546e-10,1.0191501864653674e-08
1841,0.0,8.346713542550788e-09
1842,0.0,7.379091560011375e-09
1843,5.906911071384968e-10,1.0041748765843295e-08
1844,2.195424508855126e-09,1.0428266250528395e-08
1845,1.3392547515422848e-08,1.897277535078956e-08
1846,1.1709002656346001e-09,4.098150996334482e-08
1847,0.0,2.0494249852731627e-08
1848,0.0,2.252662056889676e-08
1849,0.0,5.865590679832167e-09
1850,0.0,2.3761486112050534e-08
1851,0.0,2.1283147688677673e-08
1852,0.0,1.6927417689771573e-08
1853,1.7915795513800958e-09,2.448492075757258e-08
1854,0.0,6.910233452117609e-08
1855,5.306937111981824e-09,1.0507735481724012e-07
1856,5.694908100650764e-09,1.9673318973900678e-08
1857,4.393358121745905e-09,5.857811125054013e-09
1858,9.787352039936081e-10,1.0668213690223638e-07
1859,0.0,1.782260738991681e-08
1860,4.577183909670879e-10,1.9224172476128842e-08
1861,1.8863854922557266e-09,1.1318312787000906e-08
1862,1.8071945051545413e-09,2.891511208247266e-08
1863,9.989241656072068e-10,6.99246927027275e-09
1864,2.3973640850272204e-09,9.109982990196386e-09
1865,4.706844358715045e-10,2.871175119878444e-08
1866,4.865612912574591e-10,2.3354942868536455e-08
1867,4.85281148598915e-09,1.3102591012170706e-08
1868,9.87974813071446e-10,1.877152122631287e-08
1869,0.0,1.5138908793232986e-08
1870,5.734048791339319e-10,2.6376625328339287e-08
1871,2.1242354542039266e-09,1.805600113868877e-08
1872,9.071008832961525e-09,4.233137573805834e-08
1873,2.3944017879529156e-09,1.4965010730616513e-08
1874,4.182226565063729e-09,2.4495896866483235e-08
1875,5.721527140956084e-10,9.7265964171811e-09
1876,4.836811839936672e-09,1.3301232115736639e-08
1877,0.0,3.030559980743419e-08
1878,0.0,1.690944889665147e-08
1879,6.10932526790009e-10,2.443730195977878e-08
1880,1.3477476912271413e-08,4.2357786611546544e-08
1881,0.0,4.044054335849978e-08
1882,0.0,1.6638463051776853e-08
1883,7.58320695126713e-09,5.0554711528150165e-09
1884,6.601696966868076e-10,1.5183903911974994e-08
1885,1.933690763067375e-09,2.127059772760731e-08
1886,3.872078213618124e-09,1.871504551331782e-08
1887,5.876032105334161e-09,3.721487118468758e-08
1888,1.9021844099853524e-09,4.057993563399975e-08
1889,5.6386229019267375e-09,5.1374122178593495e-08
1890,1.9663159989136147e-09,6.292211196523567e-08
1891,1.0198752065093686e-08,5.354344878583106e-08
1892,1.2537024751679837e-09,3.447681939938718e-08
1893,2.463366621796581e-09,6.158416709922676e-08
1894,1.8904617871129403e-09,2.835692747282792e-08
1895,0.0,2.4074457982692365e-08
1896,2.358811590497112e-09,2.7126333179694484e-08
1897,1.1653427112179315e-09,1.3984112534615178e-08
1898,1.13167097914868e-09,2.319925584970406e-08
1899,2.2110313580014918e-09,2.1557555740514545e-08
1900,5.191053142894475e-10,3.685647753659538e-08
1901,5.029864968975062e-09,3.073806453812722e-08
1902,1.9641135384773634e-09,3.0443761289689064e-08
1903,1.0800440541913758e-09,5.724233531623213e-08
1904,4.299700151477737e-09,5.5896101969210576e-08
1905,5.160759042333041e-10,6.863809431933987e-08
1906,6.6874399351490865e-09,3.961022088105892e-08
1907,4.114274698707732e-09,3.1885627804761896e-08
1908,9.822778146428846e-10,3.634427869769752e-08
1909,1.1001967115120692e-09,1.6502951338814853e-08
1910,4.275320542035388e-09,1.5498037075900584e-08
1911,4.788336838146279e-09,2.0217422402879492e-08
1912,5.209421227725386e-10,2.5005221004903433e-08
1913,1.060597942803554e-09,1.9090762748419365e-08
1914,1.0714789944188396e-08,1.339348720819089e-08
1915,0.0,6.479419312199752e-08
1916,3.2962386153911893e-09,4.394984642885902e-08
1917,2.1932848870420685e-09,4.496234140560773e-08
1918,2.2972752589112133e-08,1.722956355365568e-08
1919,3.6831393490643904e-09,1.749491218561161e-08
1920,1.514446346106979e-09,3.483226640454973e-08
1921,0.0,1.741731875393171e-08
1922,1.4755870969551665e-09,3.24629176873259e-08
1923,1.0615948120573648e-09,2.229349105320466e-08
1924,1.289162443462999e-09,2.3204924204378585e-08
1925,1.0998177923937646e-09,3.4094352896474334e-08
1926,4.458455382660986e-09,1.560459372829115e-08
1927,3.3447675740205796e-09,1.6723836537835268e-08
1928,0.0,2.6279895481984283e-08
1929,2.2280812750352652e-09,1.4482528065684619e-08
1930,2.100720708497761e-09,6.302162403049039e-08
1931,0.0,3.649714308551211e-08
1932,0.0,4.27421921189719e-08
1933,1.1470662197865522e-09,6.308864186621577e-08
1934,2.3963160344919743e-09,6.11060571031885e-08
1935,0.0,7.061287732312849e-08
1936,0.0,1.33371855781661e-07
1937,0.0,3.777335422228134e-08
1938,3.8895642262559704e-09,4.019216603978748e-08
1939,1.5294050470515685e-09,3.364691281149135e-08
1940,2.5357829169792012e-09,3.803674530900025e-08
1941,0.0,2.3612021227137348e-08
1942,3.034211770724937e-09,2.123948195098535e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,0.0,5.446259976338297e-08
1946,0.0,4.1763311919851276e-08
1947,1.1920870957027319e-09,3.218635202806297e-08
1948,0.0,4.022598543151901e-08
1949,2.945102384188658e-09,4.908504047662632e-08
1950,0.0,4.254144569948437e-08
1951,1.0661401761424827e-09,4.797630936970165e-08
