year,aucun_DET or_NOUN,aucun_DET sort_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,1.3427040812530322e-08,0.0
1803,1.950339223455444e-09,1.950339223455444e-09
1804,2.4718509461507665e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,2.881669125542885e-09,0.0
1807,1.4234775136401367e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,4.518061036407062e-09,2.259030518203531e-09
1810,7.020380277111826e-09,0.0
1811,1.7549536490690798e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.5568734412774177e-08,0.0
1818,4.768470951432846e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.0679833017945839e-08,1.542642635854463e-08
1821,9.861488403650753e-09,0.0
1822,7.017931125119503e-09,0.0
1823,9.882686891060644e-10,0.0
1824,1.51580028528997e-08,8.421112696055388e-10
1825,9.68598712347557e-09,2.905796137042671e-08
1826,3.5231937367541377e-09,5.284790383086602e-09
1827,3.6869092223668076e-09,9.217273055917019e-10
1828,5.5033806956039655e-09,1.8344602503717056e-09
1829,2.571952817387313e-09,0.0
1830,2.922314124020886e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,2.8412935226818092e-08,2.705993873419743e-09
1833,5.791814250422078e-09,0.0
1834,1.1201437333241415e-08,0.0
1835,6.050470346963266e-09,3.025235173481633e-09
1836,1.2097350121642592e-08,8.064899859050456e-09
1837,4.174734336004349e-09,2.7831563720326358e-09
1838,1.8936486156917454e-08,6.312161904276081e-09
1839,5.5931801412612e-09,1.1186360393544703e-08
1840,7.64362617644565e-09,0.0
1841,4.494383976094696e-09,0.0
1842,6.708265054555795e-09,1.1404051036834062e-08
1843,2.953455480181333e-09,1.4176587015413133e-08
1844,3.293136707771538e-09,2.7442805805577564e-09
1845,5.580227946389016e-10,5.580227946389016e-10
1846,7.610851504580296e-09,0.0
1847,2.7505439703645607e-08,0.0
1848,4.34441957963827e-08,8.045221711050488e-10
1849,6.703531951757213e-09,0.0
1850,1.0183494048021657e-08,0.0
1851,1.0319102239364497e-08,0.0
1852,2.018269107395554e-08,1.9531636308300904e-09
1853,1.4929829816878737e-08,0.0
1854,6.754363734984281e-09,1.2469595134234623e-08
1855,1.0613874223963649e-09,5.306937111981824e-10
1856,1.1907535180100126e-08,4.141751386299575e-09
1857,1.2691923956253959e-08,2.4407544874094356e-09
1858,9.787352261980686e-09,9.787352039936081e-10
1859,4.073738679721828e-09,0.0
1860,1.0985241161165504e-08,4.577183909670879e-10
1861,4.7159637306393165e-09,9.431927461278633e-10
1862,7.228778020618165e-09,5.421583626485926e-09
1863,1.1987090431375691e-08,9.989241656072068e-10
1864,5.274200631788517e-09,9.589455896019672e-10
1865,1.4120533631256649e-09,4.706844358715045e-10
1866,4.379051787850585e-09,0.0
1867,9.7056229719783e-10,4.85281148598915e-10
1868,9.87974813071446e-10,9.87974813071446e-10
1869,1.953407657850903e-09,9.767038289254515e-10
1870,1.3188312664169644e-08,4.013834153937523e-09
1871,2.1242354542039266e-09,0.0
1872,5.442605366390296e-09,0.0
1873,1.1972008939764578e-09,5.986004469882289e-10
1874,5.377148393215236e-09,0.0
1875,3.4329162845736505e-09,0.0
1876,6.650616279912924e-09,1.209202959984168e-09
1877,7.421779302241305e-09,6.184815992682502e-10
1878,7.2469061862534545e-09,0.0
1879,3.6655952717623563e-09,1.221865053580018e-09
1880,3.8507077526617195e-09,6.417846254436199e-10
1881,2.7890030285249168e-09,7.669758161910067e-09
1882,5.989846618703609e-09,3.9932310791357395e-09
1883,2.5277355764075082e-09,0.0
1884,6.601696966868076e-09,1.3203393933736152e-09
1885,3.2228177904158883e-09,1.2891271383708158e-09
1886,3.872078324640427e-09,2.5813855497602844e-09
1887,6.528924512139156e-09,6.528924623161458e-10
1888,8.87686035788704e-09,6.340614699951175e-10
1889,4.385595775424633e-09,4.385595886446936e-09
1890,3.277193239004106e-09,1.3108772956016423e-09
1891,5.736798147637501e-09,6.374220040683554e-10
1892,6.2685125978845235e-09,2.5074049503359674e-09
1893,8.005941742883493e-09,0.0
1894,3.150769645188234e-09,0.0
1895,1.1435367985868083e-08,1.2037228991346183e-09
1896,1.7691086373616827e-09,5.89702897624278e-10
1897,5.826713556089658e-09,8.157399200570126e-09
1898,4.52668391659472e-09,1.6975064687230201e-09
1899,4.9748205555033564e-09,4.4220627160029835e-09
1900,3.6337372000261325e-09,2.07642125715779e-09
1901,2.794369458047896e-09,2.235495566438317e-09
1902,8.838511256215043e-09,9.820567692386817e-10
1903,3.2401321625741275e-09,2.7001101354784396e-09
1904,8.599400302955473e-09,0.0
1905,5.676835002077496e-09,1.5482277682110634e-09
1906,5.144184633820714e-09,2.0576738091193647e-09
1907,1.028568674676933e-09,3.0857059130084963e-09
1908,1.964555629285769e-09,1.964555629285769e-09
1909,2.2003934230241384e-09,0.0
1910,2.67207544979442e-09,4.275320542035388e-09
1911,4.788336838146279e-09,4.25629931299909e-09
1912,9.376958209905695e-09,1.5628263128064646e-09
1913,7.424185766158331e-09,3.181793939432964e-09
1914,1.3393487430235496e-09,2.0090231700464756e-09
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,7.676497326691845e-09,2.1932848870420685e-09
1918,1.4932289182922887e-08,2.2972752589112133e-09
1919,6.445494027396137e-09,3.6831394045755417e-09
1920,6.057785384427916e-09,6.815008557481406e-09
1921,4.543648624011354e-09,2.2718242842501013e-09
1922,8.853522359686394e-09,1.4755870969551665e-09
1923,7.431163684401554e-09,1.0615948120573648e-08
1924,6.4458122173149945e-09,2.578324886925998e-09
1925,2.1996355847875293e-09,0.0
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,8.919380012351041e-09
1928,7.998228634953364e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,3.1510810627466412e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,0.0
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,1.2965214679638848e-08,0.0
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,6.8719057111366055e-09,5.890204768377316e-09
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,0.0,7.462981344019681e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,4.30953106533849e-09,1.1851209791302608e-08
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,2.616342476002842e-09,4.36057079333807e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,8.272243445794913e-10,7.445019101215422e-09
1959,5.4255236969780185e-09,4.650448914844674e-09
1960,6.920833350854139e-10,2.076250060767393e-09
1961,1.3896318540318475e-09,0.0
1962,2.536782617301725e-09,3.805173953708163e-09
1963,3.879631726988464e-09,5.1728425987107585e-09
1964,3.6503810529886493e-09,1.8251904432275978e-09
1965,2.188817349590977e-09,4.924839036579698e-09
1966,3.8773524391189085e-09,5.5390746434014204e-09
1967,1.972134178185314e-09,5.423369253687582e-09
1968,1.796566312384229e-09,6.737123692257541e-09
1969,3.179230406713529e-09,2.2708788183223305e-09
1970,1.8394900047624674e-09,4.598724956395017e-09
1971,7.193756368373272e-09,1.0790635052160269e-08
1972,8.20823486957778e-09,4.104117490300041e-09
1973,2.2052815684681093e-09,5.513203671370093e-09
1974,4.500457340128605e-09,2.812785782069227e-09
1975,2.2845920710778955e-09,9.138368284311582e-09
1976,5.142174241967723e-09,7.427584713948221e-09
1977,2.938390863960194e-09,6.464459911814657e-09
1978,5.346532216954358e-09,2.970295565063452e-09
1979,5.266775904289034e-09,8.777959692451986e-09
1980,2.2740602734216964e-09,2.2740602734216964e-09
1981,5.060439622894819e-09,1.2651099057237047e-09
1982,9.9320033308814e-09,1.0552753781922775e-08
1983,8.841442689089263e-09,6.315316269933646e-09
1984,3.4794051528841408e-09,5.219107812592938e-09
1985,5.414002357539971e-09,4.210890636180409e-09
1986,2.9972427872948515e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,6.721898426764739e-09
1988,1.1993107618124554e-09,7.795519785247507e-09
1989,2.1952488715726304e-09,6.585746614717891e-09
1990,5.44865097484859e-10,5.448650919337439e-09
1991,2.9307325455363298e-09,2.9307325455363298e-09
1992,5.509944167592096e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,3.323524566667402e-09
1994,2.1099706426497278e-09,6.329911705904578e-09
1995,1.0844901643380922e-09,1.3013881861034804e-08
1996,1.6014276571496566e-09,7.473329066698398e-09
1997,2.3974471297094624e-09,6.233362714880286e-09
1998,3.3376904573501065e-09,6.6753808036779105e-09
1999,2.2851005809787495e-09,8.683382235474824e-09
2000,4.418031607222872e-09,8.836062770356534e-09
2001,1.7524847129024579e-09,4.381211837767296e-09
2002,6.571832134039113e-09,5.257465574004527e-09
2003,3.7502307925763034e-09,3.333538389771462e-09
2004,3.0833539332864035e-09,4.845270407116686e-09
2005,3.15262471684008e-09,4.954124666056714e-09
2006,1.2353669753828456e-09,4.941468012553685e-09
2007,3.1955835755326234e-09,5.991719398412698e-09
2008,3.8316958494988285e-09,8.514879357157668e-09
2009,1.430457752249481e-09,4.291373256748443e-09
2010,1.8895172093635892e-09,1.983992992116157e-08
2011,3.0591775501687124e-09,1.6825476789605887e-08
2012,4.085103283424374e-09,1.8382964706020744e-08
2013,1.6734750252211938e-09,2.231300011423798e-08
2014,3.0316233134985993e-09,1.97055511907962e-08
2015,3.5465207437468393e-09,1.7510945582444037e-08
2016,3.935546166733417e-09,1.304944197144664e-08
2017,1.7609279590047322e-09,1.9621769098421282e-08
2018,1.8070267504555204e-09,2.039358704131189e-08
2019,3.826481742574828e-09,1.4795729086358733e-08
