year,en_ADP oie_NOUN,en_ADP soie_NOUN
1800,3.144164484325529e-09,1.531208113192406e-06
1801,1.666827853519237e-08,1.600154746483895e-06
1802,2.0140561218795483e-08,1.2867581062891986e-06
1803,9.751696339321825e-09,2.0556574327201815e-06
1804,1.2359254952798437e-08,2.0738830244226847e-06
1805,3.695740957709859e-08,2.2799879388912814e-06
1806,1.4408345627714425e-08,2.083446815959178e-06
1807,0.0,1.656927906878991e-06
1808,1.0877154998922833e-07,1.4389570424100384e-06
1809,0.0,1.6649055396555923e-06
1810,2.3401266702194334e-08,1.0694379852793645e-06
1811,1.504245972228091e-08,1.2234534096933203e-06
1812,2.6672082320544632e-09,9.495261110714637e-07
1813,5.751483289628823e-09,1.245196131094417e-06
1814,1.1642705288750221e-07,1.6394187696278095e-06
1815,0.0,9.278448942495743e-07
1816,2.3176038865813098e-09,1.986186589419958e-06
1817,4.670620334934483e-09,1.1209488093300024e-06
1818,4.768470951432846e-09,2.007526290981332e-06
1819,4.140420006848444e-09,1.5619734767824411e-06
1820,2.3732962262101864e-09,1.4702569615110406e-06
1821,1.577838126820552e-08,1.0798329412864405e-06
1822,1.0025615893027862e-09,1.2381635769997956e-06
1823,1.9765373782121287e-09,1.4488018678093795e-06
1824,1.9368560089105813e-08,1.4273786064222804e-06
1825,7.924898959288385e-09,1.5330276710301405e-06
1826,3.5231937367541377e-09,1.720199293231417e-06
1827,1.8434546111834038e-09,2.0305651560192928e-06
1828,7.337841001486822e-09,1.632669636819628e-06
1829,9.430493719264632e-09,1.363992282676918e-06
1830,2.0873671680021744e-09,1.8285336409462616e-06
1831,1.5591206103948707e-09,1.7150326812043204e-06
1832,2.0294953273491956e-08,1.6493032717335154e-06
1833,2.3167257001688313e-09,2.2784997781855054e-06
1834,3.733812370398937e-09,2.5791309781197924e-06
1835,7.563087933704082e-09,2.2205226741789375e-06
1836,2.016224964762614e-09,1.7131192180386279e-06
1837,1.3915781860163179e-09,2.0122220121265855e-06
1838,4.418513332993257e-09,1.7888667116494616e-06
1839,2.0974426639952526e-09,2.200217295467155e-06
1840,5.732719632334238e-09,1.906447778310394e-06
1841,2.3113974734201292e-08,1.461958845538902e-06
1842,1.341653010911159e-09,1.5972378832884715e-06
1843,1.7720733214154905e-09,1.8529980252424139e-06
1844,3.2931368743049916e-09,1.897395577543648e-06
1845,3.9061593959388574e-09,1.7778605752027943e-06
1846,2.9272506640865004e-09,1.950719934029621e-06
1847,7.011190739092399e-09,1.713966526040167e-06
1848,4.82713291560799e-09,1.8230472278446541e-06
1849,1.9272654583346593e-08,1.5183500181592535e-06
1850,6.788996032014438e-09,1.7135425878223032e-06
1851,1.0964046337491595e-08,1.977397914743051e-06
1852,5.208436348880241e-09,2.341192157473415e-06
1853,1.791579506971175e-08,2.007763441724819e-06
1854,7.79349651480743e-09,1.934345846166252e-06
1855,1.0083180512765466e-08,1.7709248822939117e-06
1856,1.3978411317339123e-08,1.5086329767655116e-06
1857,1.4156376515472857e-08,1.7119452877523145e-06
1858,1.5659763041853125e-08,1.7201271020894637e-06
1859,2.036869339860914e-09,1.9085466647084104e-06
1860,4.57718396518203e-09,2.509212208678946e-06
1861,7.073945706981277e-09,1.618518808754743e-06
1862,1.490935469528054e-08,1.7321959830951528e-06
1863,3.9956967790022446e-08,1.5388426390927634e-06
1864,1.4384183844029508e-09,1.7596651105122874e-06
1865,1.3179164426446732e-08,1.8568500763649354e-06
1866,1.702964580463373e-08,2.065452690658276e-06
1867,1.4073153309368536e-08,2.219190719188191e-06
1868,1.2349685274415378e-08,1.8218255490864976e-06
1869,2.24641887314192e-08,1.3981515394334565e-06
1870,9.17447806614291e-09,1.4008280686539365e-06
1871,2.2304472935275044e-08,1.3871257351638633e-06
1872,7.256807155187062e-09,1.304411057390098e-06
1873,2.5141218329416404e-08,1.6252001842076425e-06
1874,1.1949218503559678e-08,1.6830473441586946e-06
1875,9.7265964171811e-09,1.7742455611369223e-06
1876,2.1161051577678336e-08,1.732183250169328e-06
1877,2.2265337129567797e-08,1.8059662352243322e-06
1878,2.1740719446938783e-08,2.2984770566836232e-06
1879,1.5273313280772527e-08,1.7393249436281621e-06
1880,1.6044615858135103e-08,1.523596665720106e-06
1881,2.1614772693911988e-08,2.1015137008362217e-06
1882,3.327692410515226e-08,1.7417142998965573e-06
1883,8.847074184359371e-09,2.3103502826415934e-06
1884,1.4523733327109767e-08,1.7679344637144823e-06
1885,1.546952527187173e-08,1.9259559849160723e-06
1886,2.0005737511041843e-08,1.7237201745956554e-06
1887,2.0239665943222462e-08,1.8542145880928729e-06
1888,3.1703073499755874e-09,1.9605181478254963e-06
1889,1.3783300722991498e-08,1.8162631931772921e-06
1890,7.865263995654459e-09,2.045624114543898e-06
1891,1.0836173736095134e-08,1.9830199562420603e-06
1892,7.522214628963297e-09,1.7721084759614314e-06
1893,1.2932674486876294e-08,1.6984912463158253e-06
1894,8.192001077489408e-09,2.0933714495185995e-06
1895,9.629783193076946e-09,1.6190073210964329e-06
1896,2.94851448812139e-09,1.654116658755811e-06
1897,8.740070001067579e-09,1.970011908269953e-06
1898,3.960848538042683e-09,1.72975910572859e-06
1899,7.738609753005221e-09,2.0413347101566615e-06
1900,8.30568502863116e-09,2.1927007765043527e-06
1901,1.620734302321125e-08,2.1181319880270166e-06
1902,7.365425880312415e-09,2.137937599400175e-06
1903,9.1803746826713e-09,1.7961132243726752e-06
1904,4.837162670412454e-09,1.7988870695262449e-06
1905,1.4450125374043665e-08,1.8191675508205662e-06
1906,1.0288368990085672e-08,1.906949250951584e-06
1907,1.2342823652033985e-08,1.8123380414181156e-06
1908,1.7680999775393502e-08,1.661031774347066e-06
1909,5.500983557560346e-10,1.6013362937883358e-06
1910,1.4963622119168463e-08,1.6101926121336874e-06
1911,5.3203743632934675e-09,1.5423764807565021e-06
1912,9.376957876838787e-09,1.448740022169659e-06
1913,1.0075680734189518e-08,1.488018938289315e-06
1914,6.696743604095445e-09,1.1766178431571461e-06
1915,1.6493066468115103e-08,1.173363898487878e-06
1916,1.0987462051303964e-09,1.3437665984383784e-06
1917,1.315970976634162e-08,1.3521600976673653e-06
1918,4.594550517822427e-09,1.380662411065714e-06
1919,8.287063479883727e-09,1.2310892998357303e-06
1920,1.0601124866838063e-08,1.3304411368153524e-06
1921,5.300923255902035e-09,1.1359121572240838e-06
1922,3.6889677978990676e-09,1.2808095561922528e-06
1923,7.431163684401554e-09,1.3747652474194183e-06
1924,9.024137215263295e-09,1.3600663351098774e-06
1925,1.2097995494286806e-08,1.6244308653767803e-06
1926,2.229227691330493e-09,1.7956429019250209e-06
1927,1.0034302277972529e-08,1.8228982980872388e-06
1928,2.2852082337543322e-08,1.7413286741430056e-06
1929,6.684243603061191e-09,1.4761038755750633e-06
1930,1.3654684494213143e-08,1.2152669341958244e-06
1931,1.1405356659111021e-08,1.702819758975238e-06
1932,5.4797681947604815e-09,1.1606149428189383e-06
1933,1.1470662641954732e-08,1.3088025525576086e-06
1934,1.3179738189705859e-08,1.2808309293177444e-06
1935,2.393656828303392e-09,1.2399142406138708e-06
1936,2.424942913137329e-09,1.4004045851834235e-06
1937,5.0364472592434595e-09,1.3056989018878085e-06
1938,9.075650453382877e-09,1.0631475788613898e-06
1939,1.3764645423464117e-08,1.3611704616778297e-06
1940,1.2678914806940611e-08,1.0041700306828716e-06
1941,2.9515025978810172e-09,1.6144718983923667e-06
1942,0.0,1.1560347275008098e-06
1943,5.806470415592457e-09,7.896799729678605e-07
1944,3.2131861615880553e-09,1.5391161696243216e-06
1945,8.714016175304096e-09,9.95576328932657e-07
1946,2.7842208538686464e-09,8.881664257387456e-07
1947,2.3841741914054637e-09,8.213480100494053e-07
1948,3.2615663503321457e-09,9.436798791284673e-07
1949,9.817008539414473e-09,7.912508976914978e-07
1950,8.508289184305795e-09,8.508289397468616e-07
1951,5.330700769690111e-09,9.21145101528964e-07
1952,3.1634410646574906e-09,9.585227189745638e-07
1953,3.232148326759443e-09,9.814956456466462e-07
1954,4.886268278880834e-09,8.550969141651876e-07
1955,3.754243138587299e-09,8.831856916913239e-07
1956,9.593255967388359e-09,8.42462270611577e-07
1957,1.5903067307476704e-08,7.571627520519542e-07
1958,9.099467679352102e-09,7.742820002931694e-07
1959,3.100299128533379e-09,7.401964126074745e-07
1960,8.997083078554624e-09,8.997083114081761e-07
1961,8.33779090214648e-09,8.316946491504495e-07
1962,8.24454354786397e-09,7.147384621930541e-07
1963,1.0345685197421517e-08,9.29171847019461e-07
1964,4.867174663303331e-09,9.004273238133464e-07
1965,2.73602163147757e-09,8.191648817046371e-07
1966,3.323444985880997e-08,7.871025218264549e-07
1967,1.7256174267288316e-08,8.061098810685507e-07
1968,1.4372530721118437e-08,7.918366122794396e-07
1969,9.083515217778171e-09,1.0723090326791862e-06
1970,1.3796175091229657e-08,1.2315385902184062e-06
1971,1.6956711590410123e-08,8.432110121248115e-07
1972,1.1799337673590315e-08,6.853876470813702e-07
1973,1.047508757512361e-08,7.073440428939648e-07
1974,1.4626486743996026e-08,7.150101737352088e-07
1975,1.4849848462006321e-08,1.0103608474310022e-06
1976,9.141642998145016e-09,9.318762295151828e-07
1977,1.1753563455840776e-08,8.262755386567733e-07
1978,2.1386129422928946e-08,9.273263117393071e-07
1979,1.2289143924704149e-08,9.21100593131996e-07
1980,8.527726080842513e-09,8.089969583124912e-07
1981,9.48832401537203e-09,9.077163554138679e-07
1982,1.1173504455008754e-08,9.770608357939636e-07
1983,8.209910973278056e-09,8.241487421400961e-07
1984,8.69851302098823e-09,8.078018822743616e-07
1985,4.812446441349039e-09,1.0677615591703216e-06
1986,1.1988970816112499e-08,8.236423241214652e-07
1987,9.777306964053878e-09,9.15400391932053e-07
1988,5.99655392008458e-09,8.383182148463675e-07
1989,6.585746614717891e-09,9.022472795550129e-07
1990,1.0897301727652575e-08,1.0216220971415169e-06
1991,4.68917216167597e-09,8.458094384877768e-07
1992,8.264916362410446e-09,8.369605097868771e-07
1993,4.4313659408601325e-09,9.195084089697048e-07
1994,9.494867947434926e-09,1.0138409152204986e-06
1995,7.591431483433553e-09,8.410221425947384e-07
1996,8.007138063703678e-09,1.0297179642293486e-06
1997,1.054876808126437e-08,9.489096441939182e-07
1998,7.629006759657386e-09,9.05467743450572e-07
1999,6.8553016596695215e-09,9.048998208527337e-07
2000,1.060327570190367e-08,8.080579618763295e-07
2001,5.695575122643959e-09,8.9595778263174e-07
2002,1.3581786362237835e-08,8.779967970440339e-07
2003,1.1250691767106247e-08,8.746371236156847e-07
2004,9.690541008522402e-09,9.153156383945316e-07
2005,8.557123898356167e-09,8.259876835836621e-07
2006,1.1530091548195287e-08,8.894642178347567e-07
2007,1.0385647009059085e-08,1.0737161346696666e-06
2008,1.1920831433087642e-08,1.113320422518882e-06
2009,8.105927484791664e-09,1.2230414085934171e-06
2010,4.251413721068076e-09,1.3812370980303967e-06
2011,7.647943611743813e-09,1.8607447600516025e-06
2012,1.1234033758800166e-08,2.27233863370202e-06
2013,9.483025031897796e-09,2.202850964749814e-06
2014,9.094869662940042e-09,2.507802037143847e-06
2015,1.2634479421014255e-08,2.3943448468344286e-06
2016,1.0356700386182638e-08,2.6233522021357203e-06
2017,1.1068689659277098e-08,2.452972694300115e-06
2018,1.290733386838383e-08,2.7523597054823767e-06
2019,8.163161147045628e-09,2.5045596885320265e-06
