year,un_DET ailier_NOUN,un_DET cellier_NOUN
1893,0.0,1.6073467201671576e-07
1894,0.0,2.16142804321251e-07
1895,0.0,1.6129886493132517e-07
1896,0.0,1.6393740920328526e-07
1897,0.0,1.5382523166351803e-07
1898,0.0,1.3240550722493083e-07
1899,0.0,1.824100834824094e-07
1900,0.0,1.8583970806673733e-07
1901,0.0,1.3189423642145925e-07
1902,0.0,1.1146344580659218e-07
1903,0.0,1.4148577087702563e-07
1904,0.0,1.0695503771529502e-07
1905,0.0,1.5379061740761202e-07
1906,0.0,1.1625856843888727e-07
1907,0.0,1.5634243233364487e-07
1908,0.0,1.478328142123786e-07
1909,0.0,1.3972498535963496e-07
1910,0.0,1.2932844528634746e-07
1911,0.0,1.7982864175536406e-07
1912,0.0,1.5419886612022538e-07
1913,0.0,1.4212012455772083e-07
1914,0.0,1.5670379949206392e-07
1915,0.0,1.4254722469075887e-07
1916,0.0,1.384420236227868e-07
1917,0.0,1.2282395833729254e-07
1918,0.0,1.206069555337308e-07
1919,0.0,1.0681104317677992e-07
1920,0.0,8.178010357795529e-08
1921,0.0,1.1207666222867729e-07
1922,0.0,1.0845565456829576e-07
1923,0.0,9.766672492972361e-08
1924,0.0,1.1215713158208018e-07
1925,0.0,9.458433103404218e-08
1926,0.0,1.2149290251617373e-07
1927,0.0,9.811318180119599e-08
1928,0.0,8.912312121633903e-08
1929,0.0,9.69215381285693e-08
1930,0.0,7.982738958745017e-08
1931,0.0,1.0835088648519786e-07
1932,0.0,8.438843090985415e-08
1933,0.0,1.1470661887003075e-07
1934,0.0,7.188948458747291e-08
1935,0.0,1.0173041165018049e-07
1936,0.0,1.0184760501630308e-07
1937,0.0,7.806493362849665e-08
1938,0.0,8.68669403075728e-08
1939,0.0,1.0399954408768508e-07
1940,0.0,5.5787225061720846e-08
1941,0.0,9.444808402037097e-08
1942,0.0,1.1226583751522412e-07
1943,0.0,1.7419411357799675e-07
1944,0.0,6.7476911169706e-08
1945,2.178504043826024e-09,5.010559434026618e-08
1946,0.0,7.099762999729364e-08
1947,0.0,9.536696943257539e-08
1948,0.0,8.153915742603601e-08
1949,0.0,9.817007962098501e-08
1950,0.0,7.870167606505163e-08
1951,0.0,8.635735249118426e-08
1952,0.0,9.068531170441929e-08
1953,2.1547654771580937e-09,9.050015137290757e-08
1954,0.0,7.23167674632208e-08
1955,0.0,9.385607668832563e-08
1956,0.0,9.069987183529804e-08
1957,0.0,8.216584890252676e-08
1958,0.0,5.625125593100577e-08
1959,7.750747821333448e-10,7.750748176604816e-08
1960,0.0,8.305000154251729e-08
1961,0.0,8.546235763517984e-08
1962,6.341956404476434e-10,7.610347774189563e-08
1963,0.0,9.828401248412888e-08
1964,0.0,6.38816644027429e-08
1965,5.472043373977442e-10,6.840053973222737e-08
1966,0.0,7.920876887723693e-08
1967,0.0,7.93784040720169e-08
1968,0.0,7.545578781242845e-08
1969,0.0,6.313043682260044e-08
1970,2.2993624781975086e-09,8.093755782256906e-08
1971,0.0,6.834068333461119e-08
1972,0.0,7.541316193737657e-08
1973,0.0,9.207050299941955e-08
1974,0.0,6.188128681694494e-08
1975,0.0,8.053186828504977e-08
1976,0.0,8.798831330203427e-08
1977,5.876781838942691e-10,7.87488787512558e-08
1978,0.0,1.1287123535819177e-07
1979,0.0,1.0592071508774836e-07
1980,1.1370301367108482e-09,1.1370301239432834e-07
1981,0.0,1.1322733822760611e-07
1982,6.207502289967692e-10,1.0801054006748245e-07
1983,1.89459470334441e-09,9.851892945889063e-08
1984,5.799008495621649e-10,9.62635396395406e-08
1985,2.4062232206745193e-09,1.1730337945436986e-07
1986,1.7983456945813714e-09,8.69200413866622e-08
1987,4.277571630240118e-09,9.655090327242988e-08
1988,0.0,9.954279522883525e-08
1989,0.0,7.573608484801042e-08
1990,1.6345953479657283e-09,8.499895631786103e-08
1991,0.0,9.026656755395379e-08
1992,5.509944167592096e-10,9.0363085680778e-08
1993,1.1078414852150331e-09,9.749005336345817e-08
1994,1.0549853213248639e-09,1.1182844117385571e-07
1995,4.880205572987961e-09,1.3556127287372988e-07
1996,0.0,8.807852158732032e-08
1997,9.58978896292706e-10,1.1268001687270157e-07
1998,2.86087753487152e-09,2.5080359211671066e-07
1999,0.0,1.2065330867727653e-07
2000,4.4180314962005696e-10,8.791882633030212e-08
2001,0.0,1.082159307719266e-07
2002,0.0,1.1172115010893435e-07
2003,8.333845835650777e-10,7.292115133950006e-08
2004,0.0,8.809582618951595e-08
2005,9.007499190971657e-10,9.052536797948818e-08
2006,0.0,9.677041101774364e-08
2007,3.994479469415779e-10,9.9462537539452e-08
2008,8.514879357157668e-10,1.0558450336262126e-07
2009,1.430457752249481e-09,1.1920481113314452e-07
2010,2.8342759250676863e-09,9.494824038114302e-08
2011,3.82397197240536e-10,1.1242477859774169e-07
2012,1.7021263287730903e-09,1.0553183615868988e-07
2013,1.6734750252211938e-09,1.107282650014696e-07
2014,1.5158115873603606e-09,1.336079609171037e-07
2015,1.994917786518613e-09,1.1792181053849049e-07
2016,2.899876117012923e-09,1.1413083411682123e-07
2017,1.7609279590047322e-09,9.408386647535849e-08
2018,1.5488800242380307e-09,1.0764716029676435e-07
2019,1.2754939326953263e-09,1.002538181360535e-07
