year,en_ADP ondes_NOUN,en_ADP sonde_NOUN
1800,2.7354229814591235e-07,0.0
1801,2.500241578218265e-07,2.3811825844433088e-09
1802,1.7007585029205075e-07,4.0281122437590966e-08
1803,2.86699872731333e-07,0.0
1804,1.7302956223375077e-07,0.0
1805,8.24434565060983e-08,0.0
1806,6.916006078938608e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,7.704651494577774e-08,0.0
1809,7.228897658251299e-08,0.0
1810,1.0296557917399696e-07,0.0
1811,5.264861258069686e-08,2.5070767684098882e-09
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,5.463909147351842e-08,0.0
1814,9.440030979135372e-09,0.0
1815,8.90083740046066e-08,0.0
1816,1.5064425440414198e-07,0.0
1817,4.981994905506326e-08,0.0
1818,1.3351719019283337e-07,0.0
1819,6.83169290027763e-08,7.24573512300708e-09
1820,6.882559233645225e-08,0.0
1821,1.1439326641493608e-07,0.0
1822,6.917674966189225e-08,0.0
1823,7.41201550136239e-08,0.0
1824,3.9579230559638745e-08,0.0
1825,1.1182912373897125e-07,0.0
1826,3.963592831723872e-08,0.0
1827,4.147772969531616e-08,0.0
1828,6.695779575238703e-08,9.172301251858528e-10
1829,5.3153691226270894e-08,0.0
1830,4.905312778191728e-08,3.1310507520032616e-09
1831,5.456922025359745e-08,0.0
1832,2.2189149717632972e-07,0.0
1833,4.40177885252524e-08,0.0
1834,9.427876079826092e-08,4.667265685043276e-09
1835,8.24376584773745e-08,7.563087933704082e-10
1836,7.05678786516728e-08,0.0
1837,6.262101948095733e-08,0.0
1838,9.341999884782126e-08,6.312161904276081e-10
1839,3.915226187700682e-08,7.690622361167243e-09
1840,5.923810419972142e-08,0.0
1841,7.31942506604355e-08,6.420548537278137e-10
1842,2.817471411731276e-08,1.341653010911159e-09
1843,5.0208743829216473e-08,1.1813822142769936e-09
1844,5.1043620885593555e-08,5.488561272137815e-10
1845,4.8547981634783355e-08,5.580227946389016e-10
1846,3.39561074813588e-08,5.854501328173001e-10
1847,5.3392915866368185e-08,5.393223645455691e-10
1848,4.505324113779352e-08,2.413566457803995e-09
1849,6.452149392544015e-08,0.0
1850,7.060555873295016e-08,8.82569484161877e-09
1851,6.191461210391935e-08,6.449438760824933e-10
1852,4.492276417522589e-08,8.463708844885787e-09
1853,6.569124955113637e-08,4.180352064508952e-09
1854,4.7800114089113777e-08,2.0782657816909023e-09
1855,5.7845614520601885e-08,1.0613874223963649e-09
1856,4.866558001026533e-08,6.73034605824796e-09
1857,6.199516822125162e-08,0.0
1858,1.0815023898658183e-07,0.0
1859,6.568903643255908e-08,2.5460866748261424e-09
1860,8.650877703075821e-08,4.577183909670879e-10
1861,9.47908702642053e-08,4.715963730639317e-10
1862,6.144461650592348e-08,2.2589932147099034e-09
1863,4.7948361725502764e-08,3.496234635136375e-09
1864,7.431828663584383e-08,3.835782358407869e-09
1865,4.518570723144322e-08,4.706844247692743e-09
1866,6.957826315101556e-08,3.8924903300596725e-09
1867,9.074757656435395e-08,3.396968040192405e-09
1868,8.941172069398817e-08,1.975949626142892e-09
1869,7.715960081977613e-08,1.4650557433881772e-09
1870,9.747883211730368e-08,1.7202146374017957e-09
1871,2.442870794538976e-08,0.0
1872,5.140238434897526e-08,6.047339295989218e-10
1873,5.8662845248136364e-08,1.1972008939764578e-09
1874,1.236744051058558e-07,5.974609140757536e-10
1875,5.492666116380107e-08,1.716458086775674e-09
1876,6.166935406781704e-08,4.836811839936672e-09
1877,9.09167962026558e-08,1.2369631985365004e-09
1878,9.481369456221245e-08,6.039088673581716e-10
1879,7.270097135414488e-08,4.27652757650776e-09
1880,7.31634486328403e-08,1.9253538763308597e-09
1881,1.0040410813871858e-07,3.4862537301449947e-09
1882,7.587139094766826e-08,3.3276925659464496e-09
1883,1.0174135667284645e-07,3.791603475633565e-09
1884,1.0760766144812806e-07,1.3203393933736152e-09
1885,1.205333859388702e-07,6.445635691854079e-10
1886,8.841245602297931e-08,6.453463874400711e-10
1887,1.0968593655569236e-07,0.0
1888,1.0588826881985369e-07,6.340614699951175e-10
1889,9.89891614788796e-08,6.265136742733546e-10
1890,1.0159298824419238e-07,2.6217545912032847e-09
1891,9.752556717756988e-08,3.1871101313640793e-09
1892,1.247433971673928e-07,1.2537024751679837e-09
1893,1.2255249259851553e-07,3.079208221734575e-09
1894,8.128985684585643e-08,1.8904617871129403e-09
1895,7.824198511308111e-08,4.814891596538473e-09
1896,1.279655350572284e-07,2.358811590497112e-09
1897,1.0488084289939081e-07,1.1653427112179315e-09
1898,1.4824890115505696e-07,5.6583546736987955e-09
1899,1.448225539490977e-07,1.1055156790007459e-09
1900,1.292572217037602e-07,1.038210628578895e-09
1901,1.1121590404172821e-07,0.0
1902,1.6793170232176635e-07,3.928227076954727e-09
1903,1.1394464483061029e-07,5.400220270956879e-09
1904,1.451148836650873e-07,0.0
1905,1.3263150189235517e-07,2.0643036169332163e-09
1906,1.363208914639813e-07,1.0288369045596824e-09
1907,1.6611383679698832e-07,5.142843373384665e-10
1908,1.4586825369811152e-07,2.4556945366072114e-09
1909,1.584283237932027e-07,5.500983557560346e-10
1910,1.6727192075904895e-07,1.068830135508847e-09
1911,1.7770049409726596e-07,4.788336838146279e-09
1912,1.6565958804726222e-07,3.125652625612929e-09
1913,1.71286563377393e-07,9.015082902408267e-09
1914,1.4598900988094243e-07,2.678697486047099e-09
1915,1.7788950712471774e-07,3.534228465440492e-09
1916,1.6151569171007907e-07,1.0987462051303964e-09
1917,1.9520234850745055e-07,1.0966424435210342e-09
1918,2.1824115403745736e-07,0.0
1919,2.0625580310351666e-07,9.207848372660976e-10
1920,2.3852529906776e-07,0.0
1921,2.612597898021818e-07,2.2718242842501013e-09
1922,3.526653253871359e-07,0.0
1923,2.770762406179017e-07,0.0
1924,3.0553148588907675e-07,1.289162443462999e-09
1925,2.1006519257404932e-07,1.0998177923937646e-09
1926,2.4744426063705305e-07,0.0
1927,2.7984553829796255e-07,2.2298449753321847e-09
1928,3.130735313217059e-07,0.0
1929,2.9967694370469644e-07,1.1140406375176326e-09
1930,3.686764973309664e-07,1.0503603542488804e-09
1931,2.760096213805241e-07,0.0
1932,2.7179649730868505e-07,1.0959536611565568e-09
1933,3.39531607496113e-07,0.0
1934,2.2165923319050762e-07,0.0
1935,3.087817397329218e-07,0.0
1936,2.5704395589798423e-07,0.0
1937,3.4121930858610483e-07,0.0
1938,4.0062513306793335e-07,0.0
1939,6.041150193425437e-07,4.588215141154706e-09
1940,4.716556087913659e-07,7.607348528892999e-09
1941,5.165129337569851e-07,0.0
1942,3.9748174174292217e-07,0.0
1943,3.9193676659721177e-07,0.0
1944,4.048614492546676e-07,0.0
1945,4.444148342663823e-07,0.0
1946,5.331783006212731e-07,6.960552134671616e-09
1947,4.6133770670309104e-07,3.5762612871081956e-09
1948,5.653381642822808e-07,2.174377566888097e-09
1949,5.340452640112403e-07,3.9268033269479474e-09
1950,5.530387845453788e-07,4.2541445921528975e-09
1951,6.993879502203981e-07,2.1322803522849654e-09
1952,4.7557064952741257e-07,1.0544803918932644e-09
1953,5.774771700828296e-07,2.1547654771580937e-09
1954,6.410783974786227e-07,0.0
1955,6.297742665140049e-07,5.631364707880948e-09
1956,9.244409984177082e-07,3.488456634670456e-09
