year,en_ADP éditions_NOUN,en_ADP editions_NOUN,en_ADP sédition_NOUN
1800,9.432493897065797e-09,3.144164484325529e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,0.0,1.904946067554647e-08
1802,2.0140561218795483e-08,0.0,1.5664880947952042e-08
1803,3.705644502360883e-08,0.0,1.5602713787643552e-08
1804,7.415552971679062e-08,0.0,3.9549615138412264e-08
1805,1.7057265822018053e-08,0.0,3.4114531644036106e-08
1806,2.305335300434308e-08,0.0,2.881669125542885e-08
1807,3.131650672116848e-08,0.0,5.693910232196231e-09
1808,6.798221985349073e-09,4.5321479902327155e-09,4.5321479902327155e-09
1809,4.0662548883574345e-08,0.0,3.162642769893864e-08
1810,3.978215445954447e-08,1.6380886869171718e-08,8.658469141664682e-08
1811,1.0780430415024966e-07,0.0,8.022645658911642e-08
1812,1.8670458246106136e-07,0.0,2.6672083208723052e-08
1813,2.300593315851529e-08,0.0,5.463909147351842e-08
1814,0.0,0.0,2.2026739543434815e-08
1815,1.8880564667256294e-08,0.0,9.979726911524267e-08
1816,3.9399267848239106e-08,0.0,3.244645441213834e-08
1817,1.8682481339737933e-08,0.0,2.490997452753163e-08
1818,2.384235386898581e-08,0.0,4.887682791832049e-08
1819,6.107119787657211e-08,0.0,5.4860564091541164e-08
1820,2.610625848831205e-08,0.0,5.93324074316115e-08
1821,2.465372084259343e-08,0.0,1.2819934447350079e-08
1822,3.208197085768916e-08,1.0025615893027862e-09,3.5089655625597516e-08
1823,3.9530746676064155e-08,0.0,1.087095569118901e-08
1824,3.452656116564867e-08,8.421112696055388e-10,3.2842340402794434e-08
1825,6.163809906922779e-09,0.0,3.258013947515792e-08
1826,1.3211976401805714e-08,0.0,4.315912249808207e-08
1827,1.2904182611350734e-08,0.0,2.7651818612639545e-08
1828,1.4675682002973645e-08,0.0,4.3109814384934e-08
1829,2.3147574523818548e-08,0.0,4.543783305166471e-08
1830,3.965997663613052e-08,0.0,3.1310506187764986e-08
1831,2.9623292263636358e-08,0.0,4.053713453799901e-08
1832,1.6235963684607668e-08,0.0,6.900284432731496e-08
1833,2.0850531967653296e-08,0.0,3.359252431778259e-08
1834,3.080395316601425e-08,9.334530925997342e-10,3.267085801894609e-08
1835,1.663879345414898e-08,0.0,6.504255622985511e-08
1836,3.763620171071125e-08,6.720750067579218e-10,6.85516496901073e-08
1837,1.948209416013924e-08,6.957890930081589e-10,5.148839221646995e-08
1838,2.9667161172142187e-08,0.0,3.66105403770689e-08
1839,1.8876983531868063e-08,0.0,3.775396706373613e-08
1840,4.1402977046800515e-08,0.0,3.121147429396842e-08
1841,3.0818632978935057e-08,0.0,2.3756030032018316e-08
1842,2.884553929050071e-08,0.0,5.1653639587811995e-08
1843,5.2571508035725856e-08,0.0,2.4809025944705354e-08
1844,7.190015338665035e-08,0.0,5.927646284931143e-08
1845,3.850357188639464e-08,0.0,4.185170965342877e-08
1846,4.4494210982293225e-08,0.0,1.9319854160926297e-08
1847,3.020205241455187e-08,0.0,4.7999691332734074e-08
1848,3.298540818263973e-08,0.0,3.137636639394259e-08
1849,4.273501730267526e-08,0.0,1.1228416241237937e-07
1850,3.326607966869233e-08,0.0,5.0238568860550004e-08
1851,3.676180071465751e-08,0.0,3.8696633453128015e-08
1852,3.190167419120371e-08,0.0,3.971432604998881e-08
1853,5.4941772020811186e-08,0.0,5.1955808544335014e-08
1854,4.2084881357595805e-08,5.195664454227256e-10,3.117398605922972e-08
1855,4.8823821430232783e-08,0.0,4.404757802944914e-08
1856,5.9537676122545236e-08,0.0,3.1063134287023786e-08
1857,4.5886185517929334e-08,0.0,4.29572786231347e-08
1858,3.6213201326518174e-08,0.0,3.866004050223637e-08
1859,2.64793023063703e-08,0.0,3.7172863898149444e-08
1860,1.0298663966068489e-07,4.577183909670879e-10,5.080674014834585e-08
1861,5.32903889904901e-08,4.715963730639317e-10,2.0278644541349422e-08
1862,4.066187742068905e-08,0.0,4.337266901188741e-08
1863,2.4973104473247076e-08,0.0,3.1965573299430616e-08
1864,3.5001512799226475e-08,0.0,2.685047562067666e-08
1865,3.7654753981541944e-08,0.0,1.694463946932956e-08
1866,3.503241430280468e-08,0.0,2.4814625021463144e-08
1867,3.591080499631971e-08,4.85281148598915e-10,2.523461972714358e-08
