year,en_ADP hôte_NOUN,en_ADP saute_NOUN
1800,0.0,3.144164395507687e-08
1801,0.0,2.3811825844433088e-09
1802,0.0,6.713520406265161e-09
1803,0.0,1.950339223455444e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,5.76333825108577e-09
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,2.2660739951163578e-09,4.5321479902327155e-09
1809,0.0,6.7770917766551975e-09
1810,2.3401267590372754e-09,2.106114038724627e-08
1811,1.7549536934780008e-08,2.5070767684098882e-09
1812,1.0668832928217853e-08,1.0668832928217853e-08
1813,0.0,8.627225156487839e-09
1814,9.440030979135372e-09,0.0
1815,0.0,2.697223555614414e-09
1816,1.622322720606917e-08,2.3176038865813098e-09
1817,3.113746815941454e-09,1.556873407970727e-09
1818,3.5763532135746345e-09,4.768470951432846e-09
1819,4.140420006848444e-09,5.175524897538253e-09
1820,0.0,3.5599443393152796e-09
1821,1.0847637454958203e-08,5.9168927535324656e-09
1822,1.9048670196752937e-08,1.0025615893027862e-08
1823,4.941343334508019e-09,7.906149512848515e-09
1824,1.431589158329416e-08,4.210556348027694e-09
1825,2.993850500843109e-08,1.1447076175841175e-08
1826,1.4092774947016551e-08,1.7615968683770689e-09
1827,8.295545583791863e-09,1.8434546111834038e-09
1828,6.420610709767516e-09,9.172301251858528e-10
1829,0.0,0.0
1830,7.305785310052215e-09,4.174734336004349e-09
1831,3.1182412207897414e-09,1.5591206548037917e-08
1832,5.411987746839486e-09,5.411987746839486e-09
1833,1.1583628278799551e-08,2.20088942626262e-08
1834,1.8669062740173104e-08,9.334530925997342e-10
1835,6.050470346963266e-09,6.806779140333674e-09
1836,1.1425274948351216e-08,4.032449929525228e-09
1837,1.6698937788106605e-08,2.7831563720326358e-09
1838,8.2058102535143e-09,1.8936485712828244e-09
1839,9.088918062616358e-09,3.4957374772659477e-09
1840,1.4650284319017715e-08,7.64362617644565e-09
1841,1.2841097074556274e-09,5.1364388298225094e-09
1842,6.708265054555795e-09,2.683306021822318e-09
1843,8.860366662588604e-09,2.1855571574747046e-08
1844,1.811225303072206e-08,2.7442806360689076e-09
1845,8.37034175305007e-09,4.464182357111213e-09
1846,2.6345256642912318e-08,9.367202125076801e-09
1847,5.3932236454556914e-09,2.6966118227278457e-09
1848,2.252662056889676e-08,1.367687652020777e-08
1849,3.6869426622843093e-08,6.703532173801818e-09
1850,2.4440385715251978e-08,8.82569484161877e-09
1851,1.870337307252612e-08,2.579775504329973e-09
1852,3.906327350478023e-08,1.9531636308300904e-09
1853,2.6276499198729653e-08,0.0
1854,3.3252252507054436e-08,3.117398783558656e-09
1855,2.1227748447927297e-08,2.653468555990912e-09
1856,3.158085348786699e-08,2.122647629887453e-08
1857,1.8549734193129552e-08,4.393358121745905e-09
1858,2.495774698019204e-08,5.3830437884982985e-09
1859,2.0877910733574367e-08,4.073738679721828e-09
1860,1.830873586072812e-08,1.1442959468865865e-08
1861,2.971057178058345e-08,4.2443675241088386e-09
1862,1.8523744316212287e-08,6.776979422085105e-09
1863,4.2454278315062766e-08,4.994620717013731e-09
1864,1.0068928579798353e-08,1.3904711160250827e-08
1865,1.694463946932956e-08,9.88437331983505e-09
1866,1.897589108068587e-08,3.8924903300596725e-09
1867,1.261730986357179e-08,3.396968040192405e-09
1868,2.865127013418345e-08,2.4699371437009177e-09
1869,1.12320943657096e-08,9.767038289254515e-10
1870,6.307453670473251e-09,5.734048791339319e-09
1871,2.973929724703339e-08,5.3105884134652115e-09
1872,2.0560953384318736e-08,2.3584624031514068e-08
1873,1.7359413462259e-08,2.3944017879529156e-09
1874,1.0754296120296658e-08,5.974609251779839e-09
1875,3.3184856362833415e-08,4.577221879298321e-09
1876,3.385768176933368e-08,3.02300739996042e-09
1877,2.783167296627198e-08,4.329371194877751e-09
1878,1.7513357875031943e-08,3.0195443923020093e-09
1879,3.848874996492668e-08,1.221865053580018e-09
1880,2.5671384351610982e-08,8.984985200299889e-09
1881,1.3945015142624584e-08,5.5780060570498335e-09
1882,8.652000671460769e-09,6.655385131892899e-10
1883,1.3270611554094813e-08,5.687405213450347e-09
1884,2.772712726084592e-08,1.0562715146988921e-08
1885,2.7716232864349877e-08,1.933690763067375e-09
1886,1.4842966855610484e-08,4.5174246565693466e-09
1887,3.5909084705743055e-08,5.876032105334161e-09
1888,1.4583413587843097e-08,7.60873763994141e-09
1889,1.3156786771162388e-08,5.01210956072029e-09
1890,2.4251230634764198e-08,3.2771931834929546e-09
1891,1.529812720946211e-08,6.374220151705856e-09
1892,2.068609084027173e-08,3.761107425503951e-09
1893,2.894455697344256e-08,7.3900996988562895e-09
1894,2.0795079658242344e-08,6.9316934414587195e-09
1895,3.6111685863815524e-08,4.814891596538473e-09
1896,2.0049898130647392e-08,2.948514543632541e-09
1897,3.088158351260972e-08,3.4960281336537946e-09
1898,2.9423445013776472e-08,1.1882545614128048e-08
1899,1.5477219506010442e-08,6.080336234504102e-09
1900,2.595526638060619e-08,5.19105292084987e-09
1901,2.235495527580511e-08,8.941982265753268e-09
1902,1.5712907974752e-08,7.856454153909453e-09
1903,1.944079275340016e-08,1.0800440541913758e-08
1904,2.4723275870996986e-08,7.524475265086039e-09
1905,3.1996705729397945e-08,6.708986699521802e-09
1906,2.2119994169678137e-08,3.0865106026567446e-09
1907,2.2628510065736407e-08,3.0857059130084963e-09
1908,3.241516921548282e-08,7.367083609821634e-09
1909,2.420432715366516e-08,2.2003934230241384e-09
1910,2.6186338430989053e-08,8.550641084070776e-09
1911,1.649315961582687e-08,6.916486494645824e-09
1912,3.021464323182954e-08,6.772247651554153e-09
1913,1.484837142129436e-08,6.893886794756554e-09
1914,2.5447626228469744e-08,1.2054139020278853e-08
1915,4.7123048574349014e-08,9.424609426211816e-09
1916,5.3838564051389426e-08,2.197492410260793e-09
1917,1.4256351654751143e-08,1.315970976634162e-08
1918,3.560776473676697e-08,1.1486376294556067e-09
1919,3.1306683467846597e-08,3.6831393490643904e-09
1920,3.8618381381638756e-08,9.086677632552664e-09
1921,4.165011052714718e-08,5.300923255902035e-09
1922,3.098732825890238e-08,5.902348387820666e-09
1923,2.3355084977083607e-08,3.1847844361720945e-09
1924,4.1253198190815965e-08,1.4180787211159895e-08
1925,3.2994532217500705e-08,5.499088961968823e-09
1926,3.343841470382358e-08,8.916910765321973e-09
1927,3.456259833889419e-08,2.2298449753321847e-09
1928,2.2852082781632532e-08,2.2852082448565625e-09
1929,5.23599084090165e-08,1.0026365515614089e-08
1930,3.886333388436469e-08,6.302162347537887e-09
1931,3.193499864551086e-08,2.2810713318222042e-09
1932,3.835837958376942e-08,8.767629289252454e-09
1933,1.8353059516584835e-08,5.735331098932761e-09
1934,4.193553060360955e-08,1.1981580172459871e-09
1935,3.949533677882755e-08,3.590485242455088e-09
1936,3.394919900756577e-08,1.2124714565686645e-09
1937,3.1477796369472344e-08,1.2591118148108649e-09
1938,1.9447821131279852e-08,9.075650453382877e-09
1939,3.8235127064467633e-08,0.0
1940,5.0715659227762444e-08,0.0
1941,4.132103725851266e-08,0.0
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,3.774205836748479e-08,1.1612940831184915e-08
1944,6.7476911169706e-08,0.0
1945,4.357008265287732e-08,2.178504043826024e-09
1946,4.037120238109537e-08,8.352662561605939e-09
1947,3.457052732969146e-08,5.960435700558264e-09
1948,3.3702851842676296e-08,2.174377566888097e-09
1949,3.141442661558358e-08,5.890204768377316e-09
1950,4.785912754989852e-08,1.0635361480382244e-09
1951,8.529121409139861e-09,1.0661401761424827e-09
1952,3.58523338794825e-08,4.2179215675730575e-09
1953,3.016671712430252e-08,0.0
1954,2.834035384147171e-08,3.9090144454689835e-09
1955,2.627970197011109e-08,3.754243138587299e-09
1956,3.488456679079377e-08,2.616342476002842e-09
1957,4.859270746893074e-08,5.3010225653515874e-09
1958,4.797901065334287e-08,8.272243445794913e-10
1959,3.100299039715537e-08,1.5501495642666896e-09
1960,4.221708238549837e-08,2.7683333403416555e-09
1961,3.821487482014163e-08,4.16889545107324e-09
1962,3.868593489997352e-08,4.43936931660005e-09
1963,4.3322555987046485e-08,5.1728425987107585e-09
1964,4.1370983028254926e-08,1.825190498738749e-09
1965,2.6813012810045223e-08,2.188817349590977e-09
1966,2.8249280581427172e-08,5.539074976468328e-09
1967,3.007504723040455e-08,8.381570493209978e-09
1968,2.5601070541281246e-08,6.287982134978165e-09
1969,2.6796371760395843e-08,5.45010922503586e-09
1970,1.7935028046034418e-08,3.6789800095249348e-09
1971,2.8261185835987135e-08,4.624557625731995e-09
1972,3.2319926623891604e-08,3.0780880067027283e-09
1973,2.3155455108891942e-08,5.513203671370093e-09
1974,2.6440186928766707e-08,4.5004573956397564e-09
1975,3.998036302022001e-08,4.569184142155791e-09
1976,3.999468833892905e-08,3.4281160132820787e-09
1977,2.056873604772136e-08,1.7630345516828072e-09
1978,3.4455430730773173e-08,4.158414057542359e-09
1979,3.628223554930088e-08,5.851973350345929e-10
1980,5.855705120794141e-08,5.68515062804309e-09
1981,3.352541277923393e-08,3.795329661659963e-09
1982,3.600351394794643e-08,4.345251713999687e-09
1983,3.536577020124554e-08,6.946847541655643e-09
1984,4.2332761851504586e-08,4.059305780401701e-09
1985,3.0679345286444004e-08,2.4062232206745193e-09
1986,2.8174081290188724e-08,3.5966913891627428e-09
1987,2.6887593707058954e-08,1.2221633705067347e-09
1988,3.298104533921986e-08,4.7972429917386705e-09
1989,2.8538234553288078e-08,1.6464366536794728e-09
1990,4.6313532342523445e-08,5.448650863826288e-09
