year,en_ADP eaux_NOUN,en_ADP sauts_NOUN
1884,3.9082045955041167e-07,2.6406787867472303e-09
1885,3.5322082769795315e-07,9.66845359329227e-09
1886,3.0331280659323667e-07,1.936039106809062e-09
1887,3.597437401858805e-07,3.9173548849191775e-09
1888,3.322482216017164e-07,1.268122939990235e-08
1889,4.0096875753015127e-07,1.2530273707511697e-08
1890,3.742554722241387e-07,1.0487018642368895e-08
1891,3.2189812004812524e-07,6.374220040683554e-10
1892,4.0557275227115497e-07,1.0656471260972467e-08
1893,3.9044360389262067e-07,1.2932674486876294e-08
1894,3.8124313794796194e-07,3.150769645188234e-09
1895,3.334312401737094e-07,1.0833506536300774e-08
1896,3.6915402534809516e-07,5.307326134129653e-09
1897,4.07287282677693e-07,6.409385022720926e-09
1898,3.825047872885179e-07,1.4145887128336199e-08
1899,4.151211463465643e-07,1.1607914629507832e-08
1900,4.324147226952846e-07,4.15284251431558e-09
1901,4.7057182750442905e-07,9.500856101851696e-09
1902,4.4094348128354e-07,1.4239823542538943e-08
1903,5.346217943902332e-07,1.3500550899436803e-08
1904,5.213386184976798e-07,9.13686282189019e-09
1905,4.391805981107666e-07,1.186974607492175e-08
1906,5.267645146744826e-07,1.2860461140462576e-08
1907,4.386845383619331e-07,5.65712765521198e-09
1908,3.934022714258134e-07,5.893666887857307e-09
1909,3.850688519158041e-07,2.1453835152840384e-08
1910,3.7141846476185236e-07,1.175713115753041e-08
1911,3.963678709695273e-07,5.3203743632934675e-09
1912,3.1725375282398716e-07,8.856016364688912e-09
1913,3.855273434938411e-07,6.893886850267705e-09
1914,6.375300076744139e-07,6.696743604095445e-09
1915,3.4399825743491874e-07,1.0602685840410686e-08
1916,3.8016619030578624e-07,5.493730803607377e-09
1917,5.658675235054034e-07,1.0966424435210342e-09
1918,5.099950879383641e-07,1.1486376294556067e-09
1919,5.672034761872169e-07,1.4732557396257562e-08
1920,5.550446107172036e-07,1.1358347595802343e-08
1921,5.141895541571628e-07,9.844571380313027e-09
1922,3.5782986773646996e-07,2.2871599725249325e-08
1923,3.184784369558713e-07,1.1677542488541803e-08
1924,3.5709799539596077e-07,3.867487219366694e-09
1925,4.685223924383308e-07,1.0998178368026856e-08
1926,5.04920076971338e-07,5.57306911730393e-09
1927,4.4819885358649003e-07,1.56089151603922e-08
1928,4.490434277748534e-07,1.2568645679778001e-08
1929,5.926696364788597e-07,1.2254447234738564e-08
1930,4.516549390043423e-07,1.3654685049324655e-08
1931,4.7218176835173153e-07,1.7108034988666532e-08
1932,4.679722247491469e-07,1.3151444377967891e-08
1933,4.347380988534155e-07,9.176529536247813e-09
1934,3.9898663040105475e-07,4.7926320689839486e-09
1935,3.8896924436926383e-07,5.98414207075848e-09
1936,3.297922255285357e-07,2.66743711563322e-08
1937,5.099403077579723e-07,1.0072894518486919e-08
1938,5.108294457434326e-07,2.852347158466273e-08
1939,4.7411555925691573e-07,1.070583532936098e-08
1940,5.629437884735466e-07,5.0715658339584024e-09
1941,3.423743151209635e-07,1.4757512545315876e-08
1942,3.1859223770247524e-07,2.1239483061208375e-08
1943,3.367752867688978e-07,3.4838823381733164e-08
1944,3.630900380358071e-07,1.927911696952833e-08
1945,4.095587566865788e-07,1.3071024262956144e-08
1946,3.3828283996228947e-07,1.3921104269343232e-08
1947,3.564340396167154e-07,1.1920871401116528e-08
1948,5.196762407067013e-07,1.1959076839929139e-08
1949,5.438622689979411e-07,1.47255123650325e-08
1950,4.7008297099360163e-07,2.0207187034770868e-08
1951,5.458637639677022e-07,1.2793682557799002e-08
1952,6.516689001756504e-07,7.381362632230548e-09
1953,7.175369067802251e-07,1.508335856215126e-08
1954,7.163268911369869e-07,9.772536557761669e-09
1955,4.814816754183937e-07,1.1262729415761896e-08
1956,8.729862583933823e-07,1.4825940475304833e-08
1957,6.458412817877957e-07,1.4136060322300636e-08
1958,6.047010234766503e-07,1.3235589513271862e-08
1959,5.844063851734305e-07,4.650448914844674e-09
1960,6.637078948656949e-07,1.591791637389761e-08
1961,7.205240937224744e-07,2.0149662549595604e-08
1962,6.836629276030237e-07,1.3952304200870458e-08
1963,5.72892338901454e-07,1.3578711488548834e-08
1964,5.883197442546617e-07,1.0951143103454797e-08
1965,5.198441286324851e-07,1.4774516721161035e-08
1966,5.971122352121938e-07,9.970334780007306e-09
1967,7.913188326824638e-07,8.381570104631919e-09
1968,6.777546541769652e-07,1.9762229602759973e-08
1969,5.250271744028367e-07,1.0446043141598693e-08
1970,5.509272362758111e-07,1.3336302728816918e-08
1971,6.433273935790851e-07,1.3359833239690033e-08
1972,7.284808272167709e-07,8.721249500354133e-09
1973,6.505580549820422e-07,1.268036875501366e-08
1974,5.63682276411015e-07,2.1377172032543967e-08
1975,5.87711319610662e-07,1.1994108373158952e-08
1976,5.667818649968126e-07,7.427584769459372e-09
1977,5.782753529359752e-07,1.2928919990162768e-08
1978,5.500987743101149e-07,1.7227714366185864e-08
1979,6.636137994675551e-07,7.607565355449708e-09
1980,6.861976715732965e-07,1.8760998088396263e-08
1981,6.490014068383232e-07,1.3283654176632353e-08
1982,6.275784931730755e-07,1.365650492690662e-08
1983,6.384784345669914e-07,1.136756910824488e-08
1984,7.463324180889686e-07,1.565732282715615e-08
1985,6.719378427000322e-07,1.503889535126035e-08
1986,5.940534943960074e-07,2.6975183919919488e-08
1987,6.99077462140707e-07,1.4054879038383206e-08
1988,6.02053999987362e-07,1.3792074149421296e-08
1989,7.617513873015014e-07,1.4817929994137558e-08
1990,6.631008142576889e-07,2.451892872068484e-08
1991,7.725411350634204e-07,8.20605094986604e-09
1992,6.650502832883376e-07,2.259077191979486e-08
1993,6.586117771156808e-07,6.09312805766038e-09
1994,4.821282986178232e-07,1.476979427650349e-08
1995,5.341113797907582e-07,1.7894087989134277e-08
1996,7.377243234074626e-07,1.92171327739743e-08
1997,7.37934247041494e-07,1.5343662340683295e-08
1998,5.55010232661246e-07,1.8118890277030175e-08
1999,5.242020931217617e-07,1.0511462811280126e-08
2000,6.794932208009641e-07,1.2812291005914744e-08
2001,7.084419569869382e-07,9.20054432640427e-09
2002,5.450239475290886e-07,1.927737436346888e-08
2003,6.746248262246013e-07,2.0417921575699438e-08
2004,5.347416616174883e-07,2.378587282692024e-08
2005,6.38631713734128e-07,1.3961623857028371e-08
2006,5.793871101777981e-07,1.8942293067425453e-08
2007,7.118162305141951e-07,1.5179022483380322e-08
2008,7.625074589512337e-07,1.958422224390688e-08
2009,5.407130330148391e-07,1.7642312499788204e-08
2010,5.777198657241911e-07,1.936755095188758e-08
2011,6.412800903077276e-07,2.600300952337875e-08
2012,6.423824953083468e-07,1.8723390449171262e-08
2013,5.645189153913321e-07,1.9523874683624598e-08
2014,4.993516751206073e-07,2.3819896499688298e-08
2015,5.153537759872151e-07,1.6845973685453153e-08
2016,5.056141048065399e-07,1.6984987638579696e-08
2017,6.065138782318513e-07,1.6603034197482103e-08
2018,6.172287043693103e-07,1.6779532985289336e-08
2019,6.140227624129579e-07,1.5050827306684056e-08
