year,mon_DET âge_NOUN,mon_DET age_NOUN,mon_DET sage_NOUN
1849,1.394334638860073e-06,1.256912218750017e-08,7.54147322368226e-09
1850,1.3116340582541852e-06,1.968808849284187e-08,6.788996032014438e-09
1851,1.2331327177150797e-06,1.4188764829725642e-08,8.384270389072412e-09
1852,1.7181329106108478e-06,4.427170918752665e-08,1.3021090872200602e-08
1853,1.7581366833496759e-06,1.5527023000672102e-08,1.5527022334538287e-08
1854,1.554023285166295e-06,4.000661635306102e-08,2.9095720277538817e-08
1855,1.8383230440122134e-06,1.4859423913549108e-08,3.02495415382964e-08
1856,1.892262694980218e-06,5.746679948570588e-08,1.6567005267642543e-08
1857,2.0546272025967482e-06,4.295728045500269e-08,2.636014961865385e-08
1858,1.989768698251737e-06,4.4043083291533947e-08,9.787352150958384e-09
1859,1.7746224472148242e-06,2.0877910733574367e-08,2.5970083195048232e-08
1860,2.0052643350254584e-06,4.897586663998865e-08,2.700538503930261e-08
1861,1.8213052399573826e-06,2.5937801240161207e-08,1.7920661399273285e-08
1862,1.764273605431299e-06,2.801151532949575e-08,1.2650361869148696e-08
1863,1.8939602526302224e-06,2.697095285997264e-08,1.3485476291208442e-08
1864,2.055979429371746e-06,4.938569864165743e-08,3.787835023416619e-08
1865,2.2357510616188847e-06,2.54169597035947e-08,2.259285297734337e-08
1866,1.7423759963719476e-06,2.724743153326159e-08,2.1895258939252926e-08
1867,1.6111334062429705e-06,3.494024269912188e-08,1.844068364675877e-08
1868,1.5777957749207872e-06,3.309715701504956e-08,1.1855697978901958e-08
1869,2.077449124726627e-06,3.7603096636473765e-08,1.2208797639523539e-08
1870,1.6898241668172886e-06,3.956493710433051e-08,1.834895657637503e-08
1871,1.4954617668649917e-06,3.611200205533294e-08,7.434824311758348e-09
1872,1.6593898664041262e-06,1.0885210732780592e-08,3.5679302179403294e-08
1873,1.4994940933377165e-06,2.0951014922943045e-08,2.0951015811121465e-08
1874,1.6967889884256238e-06,2.5093358058114745e-08,8.961913877669758e-09
1875,1.7610860680861151e-06,2.345826100036419e-08,2.5174720086340585e-08
1876,1.7702731582858178e-06,3.0230073777559596e-08,1.1487428563938806e-08
1877,1.9142005953654007e-06,3.092407996341251e-08,2.1646855863366454e-08
1878,1.4699141601681731e-06,4.408534870492531e-08,2.3552446215546752e-08
1879,1.6409648040394131e-06,4.7652735979397676e-08,3.360128797424977e-08
1880,1.9471745744681357e-06,4.5566707518318594e-08,1.7328184442888528e-08
1881,2.157991147555549e-06,4.741304993061135e-08,1.9523021921319383e-08
1882,2.636863698057823e-06,6.455723533527191e-08,2.2628309670480462e-08
1883,1.6455558302652662e-06,5.56101836801659e-08,6.951272890631799e-09
1884,1.6200564303403553e-06,1.9805090900604227e-08,8.582206056928499e-09
1885,1.2491641747658377e-06,3.867381315192375e-08,2.4493415740067803e-08
1886,1.348128549238936e-06,2.839524071429622e-08,1.6779005962419546e-08
1887,1.4402807693159048e-06,3.460330083582264e-08,6.528924512139156e-09
1888,1.4202976785782084e-06,1.7119659689868172e-08,1.0779044767872392e-08
1889,1.3175582367352945e-06,2.694008727210928e-08,3.132568426877924e-09
1890,1.3705222237092585e-06,1.5075089176974643e-08,3.2771931834929546e-09
1891,1.399778739141766e-06,1.402328420052612e-08,5.736797703548291e-09
1892,1.3903560294181716e-06,1.1283322276511853e-08,5.641661360300532e-09
1893,1.3326813395053705e-06,8.621783287310336e-09,2.463366621796581e-09
1894,1.4373810905965456e-06,2.8356926806694105e-08,1.1972924207626079e-08
1895,1.405346509386618e-06,1.3842813118003505e-08,6.018614495673091e-09
1896,1.527330539374816e-06,3.833068745739965e-08,1.1204355221394735e-08
1897,1.238759249844179e-06,2.2141510958029187e-08,1.1653427112179315e-08
1898,1.1746744252860708e-06,1.5843393486036916e-08,3.3950129374460403e-09
1899,1.4139545889690908e-06,2.2110313580014918e-08,6.080336234504102e-09
1900,1.2105535702744419e-06,1.5054053559282465e-08,7.26747462209687e-09
1901,1.1820182557187309e-06,1.7325090917452712e-08,2.794369402536745e-09
1902,1.0606212939023862e-06,1.9150107499754654e-08,3.928227076954727e-09
1903,1.012541346767648e-06,1.5660638119641135e-08,2.1600881083827517e-09
1904,1.112009964998606e-06,2.579820090886642e-08,5.912087708281888e-09
1905,1.1704601305950746e-06,2.2707339675243077e-08,5.676835002077496e-09
1906,1.1476675716437512e-06,2.417766703510793e-08,1.1317205561578447e-08
1907,1.286225106866823e-06,1.7485667747063616e-08,6.1714118260169926e-09
1908,1.3658573081443137e-06,2.7012640346768535e-08,1.1296194868393172e-08
1909,1.4715131193554498e-06,3.2455801324271505e-08,4.400786846048277e-09
1910,1.4477304297599858e-06,2.1911017777931363e-08,1.0153886620400954e-08
1911,1.4615068124612662e-06,2.553779676617296e-08,2.128149656499545e-09
1912,1.6149206132354266e-06,2.656804792833256e-08,1.6149205306348335e-08
1913,1.521427694939348e-06,3.6060329222653564e-08,9.01508212525215e-09
1914,1.3406880832178558e-06,1.3393487319213193e-08,6.027069510139427e-09
1915,1.2770345554358187e-06,7.068456930880984e-09,2.3561523843085297e-09
1916,1.0635862714991617e-06,1.7579938837997133e-08,5.493730803607377e-09
1917,1.189857038674802e-06,2.3029490314740997e-08,3.289927441585405e-09
1918,1.1865426490231812e-06,3.331049214239101e-08,3.44591288836682e-09
1919,1.3756525607533376e-06,1.0128633265438225e-08,2.762354511798293e-09
1920,1.4069206599742756e-06,1.590168663412328e-08,2.2716695191604686e-09
1921,1.5296950088838912e-06,1.2116396219674641e-08,6.058198054326169e-09
1922,1.8407948623178072e-06,2.729836129367058e-08,5.902348387820666e-09
1923,1.667765459956172e-06,2.0170301429089932e-08,1.0615948120573648e-08
1924,1.8473697416254709e-06,2.3204923871311678e-08,1.0313299436681689e-08
1925,1.8135995212276157e-06,1.9796720263087764e-08,1.9796719818998554e-08
1926,1.8145913287526128e-06,3.0094574166028565e-08,1.2260752413340015e-08
1927,2.261062800101854e-06,2.7873062080630007e-08,2.3413372129965637e-08
1928,1.9504252364299646e-06,2.170947810409274e-08,4.570416489713125e-09
1929,1.8871848297408178e-06,2.0052731253272782e-08,1.3368487872256196e-08
1930,1.670072979464976e-06,1.7856125911208665e-08,5.2518018822667045e-09
1931,1.4747126400038724e-06,1.8248570654577634e-08,0.0
1932,1.6154357460607116e-06,1.753525857850491e-08,3.287861094491973e-09
1933,1.3351850434162316e-06,1.835305929454023e-08,5.735331320977366e-09
1934,1.3958540598935087e-06,2.156684431042777e-08,2.3963160344919743e-09
1935,1.567845210104224e-06,1.795242621227544e-08,8.377798899061872e-09
1936,1.3955546620536552e-06,1.6974600391961303e-08,3.6374143697059935e-09
1937,1.3170309252075185e-06,1.510934177773038e-08,3.777335333410292e-09
1938,1.4948891866595204e-06,1.6854778905894818e-08,1.2965214457594243e-09
1939,1.2617592197727845e-06,3.976453122334078e-08,9.176430282309411e-09
1940,1.4175027018836772e-06,2.7893612752905028e-08,1.0143131667916805e-08
1941,1.4049151886297295e-06,1.7709016475464523e-08,5.9030051957620344e-09
1942,1.7355690857812078e-06,2.7307905492435225e-08,1.2136847082899749e-08
1943,2.020651596268408e-06,2.6129117314255268e-08,5.806470415592457e-09
1944,1.8604348248629776e-06,1.6065930807940276e-08,1.2852744646352221e-08
1945,1.7929087938739485e-06,1.742803235060819e-08,1.089252066321933e-08
1946,2.1187920538068283e-06,4.315542412314244e-08,6.960552134671616e-09
1947,2.2363554919024864e-06,1.5497132688224724e-08,4.7683483828109274e-09
1948,2.0058633296571315e-06,4.2400362998407104e-08,8.697510267552389e-09
1949,1.7287751568062504e-06,3.82863331038763e-08,5.890204768377316e-09
1950,1.982431438563026e-06,1.3825969702452312e-08,7.444753258312176e-09
1951,1.9083909137407318e-06,2.3455083653090014e-08,2.1322803522849654e-09
1952,1.8991191303996402e-06,4.007025411478793e-08,1.370824520563474e-08
1953,1.8250864108892983e-06,1.6160741522774913e-08,4.3095309543161875e-09
1954,1.9857794271160856e-06,1.9545072227344917e-08,3.9090144454689835e-09
1955,1.7203818778455116e-06,1.5016972110259985e-08,1.0324168187025862e-08
1956,2.0346423568184946e-06,4.622204974324973e-08,6.104799110673298e-09
1957,1.696327231570649e-06,1.2369053170591116e-08,7.951533931294108e-09
1958,1.9994011530855005e-06,1.8198935525237658e-08,1.1581141212690937e-08
1959,2.081075763271656e-06,5.115493617591227e-08,5.425523363911111e-09
1960,2.1240038527992056e-06,1.73020835436688e-08,1.3841666257619067e-08
1961,2.1872804794043077e-06,3.682524274406518e-08,1.737039800886464e-08
1962,2.1029927594895526e-06,2.1562652163797935e-08,5.073564957047694e-09
1963,1.9404625462016156e-06,1.1638895736076904e-08,2.1337976496837996e-08
1964,2.3490200788955917e-06,2.1293888763374014e-08,1.3993127545575135e-08
1965,1.8615892081186303e-06,1.461035579741754e-07,8.20806533852192e-09
1966,1.905995656414916e-06,1.8278946800620588e-08,7.200797069728537e-09
1967,2.0322843425901738e-06,3.5991449931493946e-08,1.1339772176821583e-08
1968,2.018891386512678e-06,3.458390174237991e-08,2.155879585963305e-08
1969,1.6527457162851533e-06,4.042164389317371e-08,6.8126366770115965e-09
1970,1.6357665337807248e-06,3.2191074472720516e-08,1.5635665040480973e-08
1971,1.7100586724438926e-06,3.185806429772953e-08,7.707596338946132e-09
1972,1.5713639562875414e-06,2.308566127151579e-08,7.182205663536223e-09
1973,1.5117205336423467e-06,2.4258096475993085e-08,1.6539611902288698e-09
1974,1.3703892243199789e-06,2.812785870887069e-08,4.500457451150908e-09
1975,1.4490025677105223e-06,2.056132863970106e-08,2.2845920710778955e-09
1976,1.3821021340731932e-06,1.599787480266457e-08,2.285410749536254e-09
1977,1.5085699072159287e-06,2.7033196348114075e-08,7.052138095708926e-09
1978,1.5623754912041932e-06,2.4950483568098036e-08,3.564354700280603e-09
1979,1.7099466056436086e-06,5.442335304639556e-08,8.192762579461998e-09
1980,1.6242475631145226e-06,2.7857238071860024e-08,2.8425752862659692e-09
1981,1.6965123741385923e-06,2.846497348940602e-08,1.2651099057237047e-09
1982,1.5469095302478308e-06,2.8554509756695268e-08,1.2415004579935385e-09
1983,1.5491470435335941e-06,2.336666971025636e-08,5.052252838311233e-09
1984,1.544275924914018e-06,2.203623239438457e-08,5.219107479526031e-09
1985,1.6019431008373886e-06,2.707001112156604e-08,6.617113967877231e-09
1986,1.8037407194526622e-06,2.817408201183369e-08,7.792831269171074e-09
1987,1.446430299978374e-06,2.3832186113459386e-08,6.721898426764739e-09
1988,1.6352602436597863e-06,2.15875938236465e-08,1.7989661427186832e-09
1989,1.739734713623875e-06,3.0184671873101365e-08,6.585746614717891e-09
1990,1.524532518004662e-06,2.506379520594848e-08,4.358920779878872e-09
1991,1.8035728501786252e-06,2.520430048003064e-08,1.1136783939491579e-08
1992,1.6254335726273439e-06,1.8733809670212764e-08,8.815910779169656e-09
1993,1.817967913098073e-06,2.6588195312093887e-08,8.308811416668505e-09
1994,1.617292479494381e-06,1.635227198093503e-08,5.274926662135471e-09
1995,1.7178324469568906e-06,2.8738988522292175e-08,5.422450655157007e-09
1996,1.6227800578860752e-06,2.8825698050738424e-08,8.007138063703678e-09
1997,1.6417718633476852e-06,1.0548767415130555e-08,4.315404922294874e-09
1998,1.7856644021208012e-06,1.5734826330771057e-08,3.814503490850996e-09
1999,1.7275359986967942e-06,1.1882523187622951e-08,5.4842413388378475e-09
2000,1.7601437711789458e-06,1.5904913053255143e-08,9.719669513685858e-09
2001,1.7091107729072519e-06,9.200544853760206e-09,3.066848330846028e-09
2002,1.8664003782475902e-06,2.0591740812481163e-08,4.81934359086722e-09
2003,1.9788717580127013e-06,1.2917461544859066e-08,5.41700001521761e-09
2004,2.050430417455118e-06,1.189293660774915e-08,5.7262286579096155e-09
2005,2.0392977049255023e-06,1.9366122372410643e-08,8.55712400937847e-09
2006,2.1429498815450643e-06,2.4295550238306873e-08,4.941467846020231e-09
2007,2.335572204970049e-06,1.757570908256234e-08,7.988959160876163e-09
2008,2.473998133467603e-06,2.7247613304526297e-08,4.257439678578834e-09
2009,2.529526017980288e-06,2.479460170512482e-08,5.721831008997924e-09
2010,3.335470282195274e-06,1.5588516644182704e-08,7.0856894796023084e-09
2011,3.4083061777323564e-06,1.6060681617968697e-08,8.030341169806832e-09
2012,3.961869445845423e-06,1.157445883581687e-08,6.8085054538702394e-09
2013,4.390640725659978e-06,6.4149877077035455e-09,1.5340187564660823e-08
2014,5.015387415596706e-06,6.279790853991329e-09,8.445236246434895e-09
2015,4.406995373074096e-06,1.0861219104651987e-08,1.2412822436580484e-08
2016,4.382955616222262e-06,8.906762438698479e-09,1.8642061005991195e-08
2017,4.242075192451011e-06,1.2074934802042137e-08,7.798395262881286e-09
2018,4.833538454818154e-06,8.776987026060112e-09,1.4198067166404371e-08
2019,4.503003438571795e-06,6.122370832528645e-09,1.5050828028329022e-08
