year,en_ADP angle_NOUN,en_ADP sangle_NOUN
1800,9.746909981345198e-07,0.0
1801,1.1358241085446252e-06,0.0
1802,1.179341779788956e-06,0.0
1803,9.108084231268521e-07,0.0
1804,5.240324183475309e-07,0.0
1805,6.339617284467636e-07,0.0
1806,8.385657199738716e-07,0.0
1807,3.985737322409477e-07,0.0
1808,6.526293123698679e-07,0.0
1809,6.302695274573722e-07,0.0
1810,5.195081453912564e-07,0.0
1811,7.646584094800346e-07,2.5070767684098882e-09
1812,5.841185966026785e-07,0.0
1813,4.831245989933564e-07,2.0130190847567064e-08
1814,1.0887503130163623e-06,0.0
1815,7.012781342297103e-07,0.0
1816,6.674699264408446e-07,0.0
1817,6.756830561727156e-07,0.0
1818,6.640095833176929e-07,0.0
1819,6.107119485676549e-07,1.035105001712111e-09
1820,5.767109705345774e-07,0.0
1821,5.088528158836425e-07,3.94459531705138e-09
1822,5.854959681528271e-07,2.0051231786055723e-09
1823,6.987059606444745e-07,9.882686891060644e-10
1824,5.776883202912586e-07,5.052667617633233e-09
1825,8.840664627030037e-07,0.0
1826,6.782147852213427e-07,0.0
1827,6.839216730725184e-07,9.217273055917019e-10
1828,5.943651233408787e-07,3.668920500743411e-09
1829,6.549906648167791e-07,5.143905745796928e-09
1830,7.19097994483775e-07,6.262101504006523e-09
1831,1.0025145176228989e-06,1.5591206548037917e-08
1832,6.683804865126319e-07,6.764984572527055e-09
1833,4.807205886692145e-07,1.853380560135065e-08
1834,5.750071085941499e-07,3.733812370398937e-09
1835,6.020218066282723e-07,0.0
1836,4.7650117851461005e-07,6.048674894287842e-09
1837,8.001574460791971e-07,5.5663127440652715e-09
1838,4.753057822881601e-07,3.1560809521380406e-09
1839,6.06860044882751e-07,0.0
1840,5.204035513628469e-07,1.2739377330817092e-09
1841,5.874801995986445e-07,6.420548537278137e-09
1842,4.045083898951418e-07,2.683306021822318e-09
1843,4.820039523067976e-07,5.906911071384968e-10
1844,5.153759028431182e-07,5.488561272137815e-10
1845,4.676230904721024e-07,7.254296274794569e-09
1846,4.519675131930967e-07,1.7563503984519002e-09
1847,4.77839595447449e-07,4.853901280910122e-09
1848,4.6742738923910565e-07,3.218088684420195e-09
1849,3.846151503950068e-07,5.02764896381791e-09
1850,5.858903584510244e-07,6.1100964288129944e-09
1851,6.268854590985029e-07,5.159551008659946e-09
1852,5.494900143787618e-07,6.510545436100301e-10
1853,6.288444298618856e-07,5.971931837933653e-10
1854,6.011383781867607e-07,2.5978321716024766e-09
1855,5.635967212924697e-07,5.306937111981824e-10
1856,6.114260511225211e-07,3.6240324075009767e-09
1857,6.985439613416133e-07,6.345961978126979e-09
1858,5.544534964485592e-07,0.0
1859,6.395769753808622e-07,5.092173349652285e-09
1860,6.165466786001161e-07,9.154367819341758e-10
1861,4.6499401662458695e-07,2.357981809808507e-09
1862,5.710734658492811e-07,2.710791813242963e-09
1863,8.52082330027315e-07,9.989241434027463e-09
1864,5.624215990707171e-07,3.3563094525845827e-09
1865,5.770591187115315e-07,9.41368871743009e-10
1866,7.92608333632927e-07,0.0
1867,8.526389834173642e-07,9.7056229719783e-10
1868,7.394991659026573e-07,2.4699371437009177e-09
1869,5.440240418153053e-07,0.0
1870,8.755892650924579e-07,5.734048791339319e-10
1871,1.0822979752411754e-06,3.18635318130589e-09
1872,1.1943495135113835e-06,3.0236697590169115e-09
1873,6.997639374617393e-07,1.7958012854535355e-09
1874,1.2935028674831983e-06,2.3898436563030145e-09
1875,1.1242800708188838e-06,4.005069165202713e-09
1876,9.468059030126597e-07,0.0
1877,8.627818148809752e-07,5.566334504436554e-09
1878,1.0761656206170755e-06,2.4156354694326865e-09
1879,5.522829820137076e-07,4.887460214320072e-09
1880,1.1577794749584314e-06,1.2835692508872398e-09
1881,6.177641562743474e-07,6.972507571312292e-10
1882,4.978227963192694e-07,2.6621540527571597e-09
1883,6.932315024243962e-07,0.0
1884,8.146494110405911e-07,3.9610181801208455e-09
1885,6.000886765278324e-07,6.445635691854079e-10
1886,5.298293919153707e-07,1.936039106809062e-09
1887,4.831404307736875e-07,3.264462256069578e-09
1888,4.6286487176416813e-07,5.07249175996094e-09
1889,4.961988180340882e-07,3.132568426877924e-09
1890,5.138638776713833e-07,9.176140736144589e-09
1891,6.214864400888587e-07,8.286486163910922e-09
1892,5.083763614521786e-07,9.402768341715273e-09
1893,5.1607530515696e-07,1.2316833108982905e-09
1894,5.66508377985997e-07,1.8904617871129403e-09
1895,5.091747858898543e-07,2.4074457982692365e-09
1896,6.816965552047805e-07,5.89702897624278e-10
1897,5.721832740945842e-07,5.826713334045053e-09
1898,5.103836233644188e-07,1.0750873968845553e-08
1899,4.5934177173023727e-07,5.527578395003729e-09
1900,4.915927163118283e-07,4.671947717582725e-09
1901,6.147612738871544e-07,3.353243460679778e-09
1902,6.707447774978448e-07,1.816805017540446e-08
1903,5.362418722398843e-07,8.100330184390714e-09
1904,4.767292649532351e-07,5.374625189347171e-09
1905,5.062704566682896e-07,8.257214467732865e-09
1906,3.9918871497235386e-07,4.115347618238729e-09
1907,4.978272496458658e-07,7.71426478252124e-09
1908,5.196249581729262e-07,2.0627833663411366e-08
1909,5.165423502262456e-07,4.400786846048277e-09
1910,5.429657194966353e-07,8.550641084070776e-09
1911,5.357616812418087e-07,3.1922244847493175e-09
1912,6.079394641034241e-07,6.772247651554153e-09
1913,6.73479685353584e-07,1.590896969716482e-09
1914,5.826167015499095e-07,7.366418142140674e-09
1915,7.339414649365494e-07,1.4136913861761968e-08
1916,8.592195097634203e-07,3.2962386153911893e-09
1917,7.819060527936017e-07,1.5352993543160665e-08
1918,7.489117397341261e-07,1.2635013924011673e-08
1919,7.18212142203356e-07,8.287063479883727e-09
1920,5.656457178204732e-07,9.086678076641874e-09
1921,4.861703795100425e-07,2.2718242842501013e-09
1922,5.570341219396369e-07,5.902348387820666e-09
1923,4.607321555383237e-07,2.1231896241147297e-09
1924,6.071954954389724e-07,1.1473545669105079e-07
1925,5.400105402841859e-07,0.0
1926,6.520491080408419e-07,1.1146138456652466e-09
1927,4.972554350501923e-07,0.0
1928,4.810363423146669e-07,5.713020723163709e-09
1929,4.701251459238165e-07,5.570202965543558e-09
1930,4.4745350535890793e-07,2.100720708497761e-09
1931,5.691273043950673e-07,0.0
1932,5.063306059982509e-07,1.0959536611565568e-09
1933,3.934437096120291e-07,1.1470662197865522e-09
1934,4.5530003944804776e-07,1.1981580172459871e-09
1935,5.385727854800848e-07,7.180970484910176e-09
1936,5.128754398953106e-07,2.424942913137329e-09
1937,7.076208649037241e-07,8.813782592653752e-09
1938,5.6398681880232e-07,3.8895642262559704e-09
1939,6.974087112254779e-07,1.5294050470515685e-09
1940,5.22371288447232e-07,0.0
1941,7.85099708799919e-07,2.9515025978810172e-09
1942,6.796634486327946e-07,3.034211770724937e-09
1943,6.241955576857805e-07,2.9032352077962287e-09
1944,5.333888850600488e-07,0.0
1945,6.12159649637789e-07,0.0
1946,5.679810390901707e-07,4.1763312808029696e-09
1947,4.2199883898419444e-07,0.0
1948,6.142616877369278e-07,2.174377566888097e-09
1949,5.713498603121536e-07,1.9634016634739737e-09
1950,5.307045429780999e-07,1.0635361480382244e-09
1951,4.79763072935846e-07,3.1984206394497505e-09
1952,8.383119300958697e-07,0.0
1953,4.3849478204016634e-07,1.0773827385790469e-09
1954,4.4367314044890804e-07,0.0
1955,4.3173797381612644e-07,1.8771215692936494e-09
1956,5.354780949762272e-07,4.360570571293465e-09
1957,5.283352528806518e-07,1.7670075402875796e-09
1958,4.971618349225437e-07,0.0
1959,5.96032505573163e-07,4.650448914844674e-09
1960,3.5434665290878797e-07,1.3841666701708277e-09
1961,4.773385441358968e-07,2.08444772553662e-09
1962,3.354894979601397e-07,0.0
1963,3.4464064113670645e-07,1.2932106496776896e-09
1964,3.2914268421890824e-07,0.0
1965,4.011007761484109e-07,2.188817349590977e-09
1966,3.821961491734527e-07,3.3234448526542337e-09
1967,5.41350835492338e-07,4.930335584241163e-10
1968,3.5661841563117136e-07,8.084548142051062e-09
1969,3.260982193165063e-07,3.1792304344691047e-09
1970,3.154725227716426e-07,2.2993624781975086e-09
1971,3.329681499408821e-07,4.624557625731995e-09
1972,3.683445553015474e-07,5.130146973897354e-09
1973,2.822760361009813e-07,2.205281512956958e-09
1974,3.2459549736962856e-07,1.6876715580593782e-09
1975,3.318370058735809e-07,1.1422960355389478e-09
1976,3.079590981114322e-07,0.0
1977,3.2616139078456285e-07,1.1753563677885381e-09
1978,3.225741029844187e-07,3.5643548113029055e-09
1979,3.2244373293632833e-07,5.851973350345929e-10
1980,3.8090510057209315e-07,4.548120546843393e-09
1981,2.814869481948534e-07,6.325549528618524e-10
1982,2.905111149420492e-07,0.0
1983,3.227126574856243e-07,2.5261264191556165e-09
