year,en_ADP âge_NOUN,en_ADP age_NOUN,en_ADP sages_NOUN
1800,4.2100364225916564e-06,1.19478254401173e-07,0.0
1801,5.441002031147946e-06,4.0480102825313224e-08,0.0
1802,4.701701982412487e-06,2.9091921760482364e-08,4.0281122437590966e-08
1803,5.601374141406268e-06,6.4361191931539e-08,7.801356893821776e-09
1804,5.465262347570388e-06,6.673997310358004e-08,1.730295728918918e-08
1805,6.021215085638687e-06,3.4114532976303735e-08,5.685755422035754e-09
1806,4.4752323447028175e-06,9.509507847837995e-08,2.0171682990621775e-08
1807,4.714557690022048e-06,5.124519120158766e-08,8.540865792383556e-09
1808,4.844865998165915e-06,6.571614541428517e-08,2.945896149242344e-08
1809,5.209324172028573e-06,3.614448895739031e-08,3.388545621874073e-08
1810,5.553120900003705e-06,5.148278958699848e-08,1.1700633351097167e-08
1811,6.355439381877659e-06,4.011322829455821e-08,5.0141536256376185e-08
1812,5.7131601352011785e-06,4.800974817698034e-08,1.3336041604361526e-08
1813,5.426524694485124e-06,7.764502640839055e-08,2.8757416448144113e-09
1814,4.679108769778395e-06,1.1957373402537996e-07,6.293354282149721e-09
1815,5.9824419622600544e-06,9.979726955933188e-08,4.5852800667489646e-08
1816,4.704736056737602e-06,2.7811246638975717e-08,4.6352077731626196e-09
1817,5.699713710782817e-06,6.227493631882908e-08,3.580808893843823e-08
1818,5.396716915129218e-06,3.337929710411913e-08,9.536941680821087e-09
1819,5.5398818403773475e-06,3.726378050572521e-08,2.173720581311045e-08
1820,5.395689186116215e-06,1.0917162995838225e-07,1.3053129244156025e-08
1821,5.794610387965804e-06,1.6271455649530253e-07,2.2681422962023134e-08
1822,5.358691851142794e-06,3.709477880420309e-08,2.606660132187244e-08
1823,4.653757059713826e-06,4.743689674402418e-08,1.1859224713361982e-08
1824,5.1132997214153875e-06,4.968456579490521e-08,3.2000230021367315e-08
1825,5.177600542083383e-06,8.012952967817455e-08,4.4027217427355936e-09
1826,5.237227469478967e-06,3.5231937256519075e-08,2.290075862276808e-08
1827,4.344100943853846e-06,5.622536392024813e-08,1.474763688946723e-08
1828,4.391697984829079e-06,6.51233387216621e-08,1.0089530988466322e-08
1829,4.560072284220951e-06,4.9724419248775575e-08,1.1145129263923081e-08
1830,4.086021363036707e-06,3.6528926106171866e-08,3.5485243188304594e-08
1831,3.872855813824572e-06,7.639691101957169e-08,5.301009919911337e-08
1832,4.5108918129699305e-06,4.7354892895867806e-08,3.788391467196561e-08
1833,4.610284122463781e-06,1.0888610679771205e-07,1.6217079790159517e-08
1834,3.896233010891592e-06,4.480574977705487e-08,2.6136685704614138e-08
1835,4.853990049014101e-06,5.142899794918776e-08,1.3613558280667348e-08
1836,4.899426585325273e-06,7.728862810862935e-08,3.36037508930076e-08
1837,4.727886789623881e-06,6.192522983283766e-08,1.530736071231331e-08
1838,4.5106708057574e-06,7.258986212121954e-08,2.3354999711955315e-08
1839,4.505306606006343e-06,8.11011120482874e-08,3.076248944466897e-08
1840,4.551779511530185e-06,7.516232763959962e-08,2.0383003729307347e-08
1841,4.6041755012993235e-06,9.117178922934954e-08,2.5040138851295524e-08
1842,4.3154268496437e-06,6.976595834373711e-08,8.049918065466954e-09
1843,4.632199761545053e-06,6.084118464588784e-08,5.906911015873817e-09
1844,4.046716185257537e-06,5.817875081692847e-08,2.1954245588151622e-08
1845,4.081378847331507e-06,6.696273535666819e-08,8.37034175305007e-09
1846,4.122154223296093e-06,9.015932223022105e-08,7.025401593807601e-09
1847,4.080513008375419e-06,5.716817241818717e-08,1.0786447290911383e-08
1848,3.5801235753751826e-06,6.677534170052013e-08,1.850401076808339e-08
1849,3.713756768775056e-06,7.457679385147742e-08,2.513824481908955e-09
1850,3.661305527202785e-06,7.535785506718184e-08,1.2220192857625989e-08
1851,3.5117193419864634e-06,6.320449852381671e-08,4.514607354622058e-09
1852,4.030027412227355e-06,1.0547083917344935e-07,2.408901877970493e-08
1853,3.882950295519549e-06,8.480143276479168e-08,2.9262466227919504e-08
1854,4.1134076127491426e-06,9.144369528257812e-08,3.117398694740814e-08
1855,3.97330359191983e-06,6.63367138997728e-08,1.1675261646360013e-08
1856,4.294478458177764e-06,8.024643349813232e-08,2.3815070526733706e-08
1857,4.201514911983395e-06,8.396195760873582e-08,1.6597130780837688e-08
1858,3.6208309666108107e-06,9.542668594209047e-08,1.0766087576996597e-08
1859,3.590491360228043e-06,4.735721281790006e-08,1.018434669930457e-08
1860,3.6782250845135422e-06,5.81302364022207e-08,1.5104706818647173e-08
1861,3.5539503642212367e-06,4.998921571131021e-08,1.839225838295988e-08
1862,3.514541504046065e-06,6.460720497480921e-08,8.132375661773494e-09
1863,3.601621074267314e-06,7.042415417490844e-08,1.897955925755923e-08
1864,3.806055019595078e-06,9.253824750921069e-08,1.5343129433631475e-08
1865,3.691578058351297e-06,4.895118116410302e-08,1.5061901947888146e-08
1866,3.5786583794106264e-06,6.909170474633797e-08,2.238181906477621e-08
1867,3.2596335586276837e-06,9.60856638698715e-08,1.6984840200962026e-08
1868,3.302799768789555e-06,8.644779669886304e-08,2.0253484223076157e-08
1869,3.4326255899941316e-06,8.741499435416245e-08,1.1720445947105418e-08
1870,3.4083186619682238e-06,4.931282004960735e-08,9.747882501187632e-09
1871,2.677598786249291e-06,6.691341591924527e-08,2.1242354542039266e-09
1872,3.549788061718573e-06,7.256807244004904e-08,1.69325495846806e-08
1873,3.194730652467115e-06,5.926144391876775e-08,8.979006871356887e-09
1874,2.8421216029528296e-06,9.141151885438958e-08,1.6728906260254917e-08
1875,3.0209662327251863e-06,5.2065896039010795e-08,1.5448122780981066e-08
1876,3.0725848318979843e-06,7.255217782109469e-08,2.6602464231473277e-08
1877,2.8845981887570815e-06,7.916564426224681e-08,1.6699003069220453e-08
1878,2.6759200864034938e-06,9.722932670097606e-08,5.435179861734696e-09
1879,3.0558844628103543e-06,8.247589144971812e-08,1.710611030603104e-08
1880,2.8514491532405373e-06,6.289489329347475e-08,2.3746030919369332e-08
1881,2.632121550050215e-06,5.647731349256446e-08,1.1156011725521608e-08
1882,3.2192097023653332e-06,6.921600625986457e-08,1.3310770263785798e-08
1883,2.5176245799229946e-06,6.256145756999842e-08,2.1485751844352308e-08
1884,2.7707321805792162e-06,5.149323545339257e-08,9.242375753615306e-09
1885,2.5892118173942436e-06,6.05889756699618e-08,2.127059778311846e-08
1886,2.774344011413632e-06,6.38892928561674e-08,1.2261581083805595e-08
1887,2.4790326733636903e-06,8.030577025586183e-08,7.834709769838355e-09
1888,2.69032284450077e-06,9.891358998537214e-08,1.1413106904001324e-08
1889,2.4991629743453814e-06,6.891650272677907e-08,3.132568426877924e-09
1890,2.4906669295887696e-06,7.209824937071119e-08,7.865263995654459e-09
1891,2.421566250632168e-06,5.6730556918793695e-08,4.461953917456185e-09
1892,2.2447543415182736e-06,4.513328932809202e-08,2.1312942521944933e-08
1893,2.0784655134775676e-06,6.651089845544078e-08,3.695050043717174e-09
1894,2.0738366401928943e-06,5.860431362414431e-08,5.671385139294216e-09
1895,2.27804548558197e-06,6.259359164317857e-08,7.824199066419624e-09
1896,2.2674075808026828e-06,6.486731918275979e-08,1.8870493112554954e-08
1897,2.140734522981802e-06,6.118049433734285e-08,1.922815473509587e-08
1898,2.0415343442437006e-06,5.432020577789132e-08,7.921697076085366e-09
1899,2.3077639070834266e-06,6.854197209804624e-08,6.080336234504102e-09
1900,2.223328010586556e-06,6.177353306657807e-08,1.038210584169974e-08
1901,2.0192114789097104e-06,6.259387519413906e-08,9.500856101851696e-09
1902,1.8443025737724383e-06,7.365425691574501e-08,6.874397495693074e-09
1903,2.1347070742194774e-06,7.344299346456751e-08,7.560307935250421e-09
1904,1.939164803843596e-06,6.610789071714862e-08,1.289910045443321e-08
1905,2.1546168227359885e-06,6.089695575584031e-08,1.2901897328276846e-08
1906,1.9753667857003165e-06,5.2985101084424e-08,9.259531807970234e-09
1907,1.9815374798781704e-06,7.045695465945911e-08,9.257118349648152e-09
1908,1.974869519472122e-06,5.7463252156608746e-08,8.840500109741356e-09
1909,2.161886641260935e-06,5.6660129699181994e-08,1.320236009405562e-08
1910,2.108801936628879e-06,4.649411078361254e-08,6.412980813053082e-09
1911,2.2350891413225327e-06,7.980561189668833e-08,1.276889793899727e-08
1912,2.087936081807129e-06,6.35549386451828e-08,1.041884239993962e-08
1913,2.094680894515477e-06,4.295421685007739e-08,5.833288518886093e-09
1914,2.0291133751015877e-06,5.960101973068177e-08,8.705767051697677e-09
1915,2.1499890863196924e-06,5.065727737285641e-08,3.534228465440492e-09
1916,2.3249469904840225e-06,4.504859418830165e-08,0.0
1917,2.2250874280871358e-06,5.8122050838882444e-08,2.1932848870420685e-09
1918,2.0537640921247657e-06,4.364823169566989e-08,1.033773866510046e-08
1919,2.079132173093967e-06,5.5247089680854344e-08,1.8415696745321952e-09
1920,2.0846352981607197e-06,4.0132829060013364e-08,9.086678076641874e-09
1921,1.9045460248889867e-06,3.6349187437778596e-08,1.1359120755116692e-08
1922,2.1403391201602062e-06,5.0907753901263675e-08,7.377935595798135e-09
1923,1.975628038053401e-06,5.732612162745454e-08,7.431163684401554e-09
1924,2.1516120796150062e-06,6.059063428764944e-08,6.445812328337297e-09
1925,2.0280640455894172e-06,5.279125447898991e-08,8.798542339150117e-09
1926,1.959491100933519e-06,5.9074534153324976e-08,1.0031524944054127e-08
1927,2.0113202481297776e-06,3.9022288067513955e-08,1.6723836537835268e-08
1928,1.951567810465349e-06,4.341895665227469e-08,7.998228745975666e-09
1929,1.7323332031082828e-06,4.6789706109606755e-08,1.3368487650211591e-08
1930,1.983080437639728e-06,5.7769820926978355e-08,6.302162347537887e-09
1931,1.8145922240364598e-06,4.219981875053236e-08,6.843213995466613e-09
1932,1.8992876675838488e-06,5.479768339089475e-08,1.2055489939655217e-08
1933,1.8123646441381425e-06,5.1617979668350245e-08,9.176529536247813e-09
1934,1.7696794429866713e-06,3.474658250013363e-08,9.585264137967897e-09
1935,1.9005635749635985e-06,3.7101681726881e-08,1.3165112555668657e-08
1936,1.8235571133118356e-06,3.758661559771781e-08,1.8187071404440758e-08
1937,1.7640156784182182e-06,2.266401277761787e-08,8.813782592653752e-09
1938,2.035538727795938e-06,6.093650684046992e-08,1.2965214457594243e-09
1939,1.7894038819576963e-06,7.035263305255057e-08,7.647025235257843e-09
