year,en_PRON auraient_VERB,en_PRON sauraient_VERB
1952,5.609835511677375e-07,8.435843135146115e-09
1953,6.141081598798337e-07,8.619061908632375e-09
1954,6.576916575795622e-07,1.6613311615287785e-08
1955,5.471809458867938e-07,1.0324168187025862e-08
1956,6.104799012973672e-07,1.744228228517386e-08
1957,6.060835744392534e-07,2.4738105619537265e-08
1958,5.873292820979259e-07,1.6544486669545222e-08
1959,6.40211794689094e-07,1.007597205671118e-08
1960,5.432854095488437e-07,8.997083578154985e-09
1961,6.461788188971695e-07,1.2506686519753174e-08
1962,5.955097321930225e-07,2.5367825895461493e-08
1963,5.974633268124308e-07,7.112658795271898e-09
1964,6.862716190880747e-07,1.9468698653213323e-08
1965,6.161520786918118e-07,1.6963333848707407e-08
1966,5.655395511894312e-07,1.163205709531212e-08
1967,6.044591600584681e-07,5.423369309198733e-09
1968,6.777546559533221e-07,1.5270813474854705e-08
1969,7.702820994381909e-07,1.090021850558287e-08
1970,6.051922127880971e-07,1.4256047897731605e-08
1971,5.46725516414881e-07,1.6956711590410123e-08
1972,5.776545322078164e-07,1.0260293947794707e-08
1973,5.882588425265567e-07,1.0475087464101307e-08
1974,5.276786509966769e-07,8.438357568252286e-09
1975,5.47730962807691e-07,1.3707552426467373e-08
1976,5.313580118126993e-07,1.1427053969725876e-08
1977,5.12455358148145e-07,5.876781727920388e-09
1978,5.21583899626421e-07,5.346532105932056e-09
1979,5.102920681565593e-07,1.287434159280565e-08
1980,5.088209604764415e-07,6.822181042309694e-09
1981,5.047788249612495e-07,1.5181319312773667e-08
1982,5.102567115500278e-07,6.828252629986764e-09
1983,5.349072580429493e-07,7.57837881337764e-09
1984,5.294494940244476e-07,1.6817123971168968e-08
1985,5.077130822428444e-07,6.015557940663996e-09
1986,4.849538868256786e-07,1.4386764779494854e-08
1987,5.573065209318884e-07,7.944062296871834e-09
1988,5.228994837125356e-07,7.795519729736355e-09
1989,5.6472777032468e-07,7.683371272548811e-09
1990,5.176218564884039e-07,1.1442167213715493e-08
1991,4.952938184032973e-07,1.3481370075840715e-08
1992,5.036088737142563e-07,1.1570882529898796e-08
1993,5.428423150988237e-07,9.416652346772025e-09
1994,5.41207441528968e-07,7.912389854425328e-09
1995,5.248932666290784e-07,8.675921314704738e-09
1996,4.959087505085336e-07,7.473329288743003e-09
1997,4.986690100849955e-07,5.274384040632185e-09
1998,5.535798095479549e-07,1.0013071261028017e-08
1999,5.493381536325614e-07,1.2339542720951613e-08
2000,5.323727805262024e-07,1.0161472552283612e-08
2001,5.095349138173333e-07,1.0076787043677982e-08
2002,5.235559683569591e-07,7.009954394732176e-09
2003,5.667015443577839e-07,7.083769126836614e-09
2004,5.254916004560073e-07,8.80958239690699e-09
2005,4.963131914337282e-07,1.306087415997581e-08
2006,5.357374561754114e-07,1.070651389767363e-08
2007,5.688139026460703e-07,1.3181781888249589e-08
2008,5.402690703704138e-07,1.2346575317678798e-08
2009,5.144879651197698e-07,1.0490023072406984e-08
2010,6.381844173120044e-07,2.3146586536348934e-08
2011,6.198658297762449e-07,2.0649448317922037e-08
2012,6.760845963071915e-07,2.0765940772493607e-08
2013,7.193153237494698e-07,2.7054513296320692e-08
2014,7.85190422902815e-07,2.555225364631042e-08
2015,7.126290029191296e-07,2.5268960257562867e-08
2016,7.614245873810432e-07,2.5891751104234473e-08
2017,6.510402386084024e-07,2.3143623906207722e-08
2018,7.297806519090955e-07,3.149389543599668e-08
2019,6.99991062447225e-07,2.857106318199243e-08
