year,en_PRON auraient_VERB,en_PRON sauraient_VERB
1800,9.180960205412703e-07,1.2576657937302116e-08
1801,8.715128387848381e-07,4.7623651688866175e-09
1802,6.959683105378645e-07,1.1189200677108602e-08
1803,9.166594168164011e-07,7.801356893821776e-09
1804,1.1172766107847565e-06,2.4718509905596875e-08
1805,8.898207397578517e-07,2.842877711017877e-09
1806,9.365424489260477e-07,2.881669125542885e-09
1807,1.4263245020629256e-06,8.540865348294346e-09
1808,9.132278364631929e-07,4.758755522971114e-08
1809,1.1498465255499468e-06,4.518061036407062e-09
1810,1.5210823676170548e-06,4.680253518074551e-09
1811,1.2811162832804257e-06,2.2563691359778204e-08
1812,1.384281063110393e-06,2.6672082320544632e-09
1813,1.0956575806631008e-06,1.1502966579257645e-08
1814,9.597365533409175e-07,9.440030979135372e-09
1815,1.1301366384941502e-06,1.6183340889597275e-08
1816,1.2144244010414695e-06,9.270415546325239e-09
1817,1.452562855774886e-06,3.42512151974006e-08
1818,1.67969392350642e-06,4.172412193526043e-08
1819,1.2638631687877933e-06,4.0369094733705424e-08
1820,1.526029450360511e-06,2.1359666035891678e-08
1821,1.6439100818388397e-06,2.3667571902308282e-08
1822,1.5449473949047388e-06,3.208197085768916e-08
1823,1.5812298670425662e-06,1.1859224047228167e-08
1824,1.6168536376426346e-06,2.3579115548955087e-08
1825,1.6025906006689183e-06,3.3460683113162304e-08
1826,1.317674445999728e-06,4.403992015511449e-08
1827,1.6250052112809499e-06,3.318218294579012e-08
1828,1.50976075019571e-06,2.2013522837927013e-08
1829,1.9383951439522207e-06,3.172075191404389e-08
1830,1.6897237173907342e-06,2.7135772739939057e-08
1831,1.5793891634530155e-06,2.02685670469549e-08
1832,1.4855905874355813e-06,2.8412936226018815e-08
1833,1.4467951814367552e-06,2.4325620628928846e-08
1834,1.488857719778025e-06,1.6802156110884425e-08
1835,1.6033745851018466e-06,2.4958190181223472e-08
1836,1.5182174593064701e-06,3.2259599436201825e-08
1837,1.3797497331324848e-06,3.1310510184567875e-08
1838,1.4839893083262723e-06,2.5248648061193535e-08
1839,1.4640148719990975e-06,3.425822825420255e-08
1840,1.6038876538004843e-06,4.267691267045848e-08
1841,1.4426972256842419e-06,2.8892468861840825e-08
1842,1.4476436263066716e-06,2.2137275124123335e-08
1843,1.539341042189335e-06,1.890211459576463e-08
1844,1.400131964146567e-06,2.9638231424655714e-08
1845,1.6098957758003962e-06,2.5669049108500985e-08
1846,1.511046775704017e-06,1.2879902921980602e-08
1847,1.7538762904223404e-06,1.941560512364049e-08
1848,1.5631866290277685e-06,2.011305433313737e-08
1849,1.533432964606618e-06,1.6758828991214614e-08
1850,1.532276428406476e-06,1.6293590476834652e-08
1851,1.5452854995601228e-06,5.611011744122152e-08
1852,1.33270862079371e-06,1.7578472011337e-08
1853,1.252911260962719e-06,1.6721409812348043e-08
1854,1.4615403642892488e-06,1.9743524148907454e-08
1855,1.2529678770079045e-06,3.343370380548549e-08
1856,1.266340518668585e-06,1.3978411317339123e-08
1857,1.1915764162040432e-06,1.7085282522089074e-08
1858,1.2028655191897997e-06,2.495774692468089e-08
1859,1.3188729326429893e-06,2.9025388315062628e-08
1860,1.3287565252539935e-06,3.158256944857385e-08
1861,1.2096446653231396e-06,3.3483342876117206e-08
1862,1.1782908586610574e-06,2.5752521920496818e-08
1863,1.3425541283140774e-06,2.097740825490746e-08
1864,1.1910103694390273e-06,3.500151557478404e-08
1865,1.2797910358131048e-06,1.5061901947888146e-08
1866,1.2178628594483598e-06,3.113992264047738e-08
1867,1.1578807743717334e-06,2.7661025470138156e-08
1868,1.0798564744618488e-06,2.124145936921451e-08
1869,1.184253392239043e-06,4.395167196857841e-08
1870,1.247728960152017e-06,3.612450871770534e-08
1871,1.2001930826954776e-06,3.186353225714811e-08
1872,1.2336572581261862e-06,3.8702971494330995e-08
1873,1.0822695912793279e-06,1.8556614189702003e-08
1874,1.0467515494383406e-06,2.5093358502203955e-08
1875,1.1763460179281537e-06,2.689117728493784e-08
1876,1.2243179980941932e-06,2.5393261493533714e-08
1877,1.143572490036604e-06,2.9687117097942917e-08
1878,1.0212098686679383e-06,2.294853729267743e-08
1879,1.2597428167282487e-06,1.588424503040642e-08
1880,1.0615117389534134e-06,3.016387850607316e-08
1881,1.0863167290153797e-06,3.834879080955034e-08
1882,9.59706540015759e-07,1.3310770263785798e-08
1883,9.573798251949484e-07,2.1485751844352308e-08
1884,9.849732123257127e-07,3.234831424947515e-08
1885,1.1034928775188746e-06,2.4493415295978593e-08
1886,1.0273914767822134e-06,2.4523162944767307e-08
1887,9.64975015449454e-07,1.828098916689669e-08
1888,1.0240092933599954e-06,1.9021843655764314e-08
1889,1.012446091408492e-06,2.1301465480405568e-08
1890,1.029038685373962e-06,1.9007721618891082e-08
1891,9.911912002280587e-07,1.9122660788184476e-08
1892,1.0198870086242096e-06,1.692498385885699e-08
1893,9.96431822386512e-07,2.7712873829077722e-08
1894,1.0548776572250063e-06,1.5123694296903523e-08
1895,1.1146473752887687e-06,1.0833506536300774e-08
1896,9.930596434060135e-07,3.125425251937486e-08
1897,1.059879195963731e-06,2.9716238358901137e-08
1898,1.026991412800271e-06,2.7160103499568322e-08
1899,1.0358681947764126e-06,2.7085134135518274e-08
1900,9.728033774081268e-07,2.491705508589348e-08
1901,1.016591568259173e-06,3.4650181390816215e-08
1902,8.902344461603207e-07,2.4060391012881155e-08
1903,1.0066011100207106e-06,2.862116832424988e-08
1904,9.96992980617506e-07,1.7198801494089366e-08
1905,1.0300875601387816e-06,2.0126959654476195e-08
1906,9.00232294043235e-07,1.3889298045022258e-08
1907,1.0337115554648335e-06,1.9542804707839423e-08
1908,9.474069315729139e-07,3.290630701258124e-08
1909,9.362673836221802e-07,2.3654228797909127e-08
1910,9.330886996394838e-07,2.7255168788542505e-08
1911,9.321295237896265e-07,2.2877609140437016e-08
1912,9.554078133078292e-07,1.3023552902780011e-08
1913,8.580237249589118e-07,1.6439267724877027e-08
1914,8.745947184252145e-07,1.6072185360371805e-08
1915,1.1533365977811627e-06,1.8849219074468238e-08
1916,1.1350048225722276e-06,2.197492321442951e-08
1917,1.0977390729749459e-06,7.676496771580332e-09
1918,1.0705302884161938e-06,1.378365155346728e-08
1919,9.944476460077567e-07,1.3811772170413406e-08
1920,9.730317742651096e-07,1.1358347151713133e-08
1921,8.723804967303295e-07,2.9533714140939082e-08
1922,7.938658654893516e-07,1.1066903560230656e-08
1923,8.928012107389804e-07,2.229349149729387e-08
1924,7.013043727965851e-07,2.062659898438568e-08
1925,8.963514801507699e-07,1.759708534443405e-08
1926,7.735420126664394e-07,2.229227646921572e-08
1927,7.235847192532674e-07,2.1183527820767267e-08
1928,7.472630727534124e-07,6.8556245125250825e-09
1929,7.018455789875588e-07,1.1140405931087116e-08
1930,7.363025815720903e-07,1.575540553577781e-08
1931,8.086398111117887e-07,1.4826963656844327e-08
1932,7.737432952126255e-07,2.3015026440198483e-08
1933,7.192105044850905e-07,1.4911860191091364e-08
1934,7.488487767659535e-07,4.7926320689839486e-09
1935,6.654365733993473e-07,1.9149254626427137e-08
1936,6.620094268328103e-07,1.8187071404440758e-08
1937,6.572563506779261e-07,7.554670666820584e-09
1938,6.249233592825476e-07,1.944782235252518e-08
1939,6.224678372745984e-07,1.6823456405745674e-08
1940,6.846614155620045e-07,5.0715658339584024e-09
1941,6.050580054761667e-07,1.7709016475464523e-08
1942,6.432529175981472e-07,1.517105907566929e-08
1943,7.083893933668151e-07,1.7419411690866582e-08
1944,7.390328278233937e-07,1.2852744646352221e-08
1945,7.842614309083729e-07,1.089252066321933e-08
1946,6.918788812981802e-07,2.227376683094917e-08
1947,7.414781748593668e-07,1.907339353124371e-08
1948,6.36005438536813e-07,2.283096534050344e-08
1949,5.958924020887935e-07,1.2762110479513922e-08
1950,5.487846692631138e-07,1.914365066468804e-08
1951,6.36485708582768e-07,2.0256663901818683e-08
