year,mon_DET avant_NOUN,mon_DET savant_NOUN
1893,4.803564901401103e-08,6.39859486284422e-07
1894,6.868677537852363e-08,5.690290123538944e-07
1895,1.7393796025721997e-07,5.826018920629394e-07
1896,7.725107753486782e-08,6.256747511201866e-07
1897,8.215666158495338e-08,5.133334681772794e-07
1898,1.0354789092836825e-07,5.811130208144277e-07
1899,4.5878898902174114e-08,4.377842230951501e-07
1900,1.209515394506866e-07,4.225517216127628e-07
1901,6.650599448931871e-08,5.566384047028805e-07
1902,1.541829162121644e-07,4.5027303485767334e-07
1903,1.0584431553439799e-07,5.454222460343772e-07
1904,9.781817755794009e-08,4.966153710483923e-07
1905,5.934872771007349e-08,5.367189359617441e-07
1906,4.8869753577207575e-08,4.969282301203748e-07
1907,1.362853505604278e-07,4.4279881805664445e-07
1908,1.1689105972045866e-07,3.8063265606069763e-07
1909,4.0707278436968863e-08,3.4601187692828717e-07
1910,8.390316341699844e-08,3.660743175259995e-07
1911,1.0959970975221722e-07,3.378437583023697e-07
1912,3.854971586392253e-08,3.40696161060805e-07
1913,8.696903441851589e-08,3.2030058250143156e-07
1914,4.6207530080000225e-08,3.073805245890071e-07
1915,2.8273829388858474e-08,3.9701168930150743e-07
1916,3.40611328031315e-08,2.9776021293059785e-07
1917,2.0836205760765836e-08,3.158330343921989e-07
1918,4.135095643675868e-08,1.849306556778174e-07
1919,4.3276888517240764e-08,2.3664170711867882e-07
1920,3.8618380937549546e-08,2.536697678579003e-07
1921,3.029098910589667e-08,2.438424644424231e-07
1922,4.057864483320017e-08,2.7741037200712526e-07
1923,3.3971034429924885e-08,2.770762534964888e-07
1924,6.703644794825436e-08,2.2947091338210157e-07
1925,3.189471620146378e-08,2.386604585069563e-07
1926,4.904300787700322e-08,2.2515200015504888e-07
1927,4.5711823215555114e-08,2.2409941635714858e-07
1928,5.255979029783475e-08,2.1709478303932883e-07
1929,3.453526020713582e-08,1.7936053886558057e-07
1930,3.4661892245324566e-08,2.163742340854924e-07
1931,6.729160517693344e-08,1.6651820899937775e-07
1932,8.219652380958564e-08,1.8521617128897105e-07
1933,4.129438391231588e-08,1.7091286252934879e-07
1934,5.2718950982466595e-08,1.9050711941304144e-07
1935,6.343190683821831e-08,1.364384374369365e-07
1936,2.5461901032031165e-08,1.4428410999300922e-07
1937,4.532802511114653e-08,1.4102052148246003e-07
1938,4.408173037706575e-08,1.5947214215827898e-07
1939,2.9058695005801383e-08,1.4835229045218057e-07
1940,2.2822045586678996e-08,1.1664601284877563e-07
1941,4.132103725851266e-08,1.5052663471237793e-07
1942,2.7307905936524435e-08,1.2743689392635815e-07
1943,5.225823351828751e-08,1.8290382008956385e-07
1944,1.927911696952833e-08,8.675602458652065e-08
1945,5.2284097051824574e-08,9.585417970470189e-08
1946,4.454753455007676e-08,7.517396483081029e-08
1947,6.198852853245285e-08,1.2755331724179086e-07
1948,3.587723140796584e-08,8.914948068650119e-08
1949,5.792034718510308e-08,8.442627041915785e-08
1950,6.16850956980386e-08,1.2230665369372673e-07
1951,3.4116486968827076e-08,1.0661401805833748e-07
1952,1.792616644014089e-08,7.486810549295342e-08
1953,7.86489389170697e-08,9.157753488864273e-08
1954,6.058972412681385e-08,5.961246873908976e-08
1955,7.320774253471996e-08,7.69619834528612e-08
1956,4.273359310857927e-08,7.674604418639319e-08
1957,3.180613572517643e-08,4.770920503105458e-08
1958,2.978007690446205e-08,5.6251255209360806e-08
1959,6.123090834364575e-08,8.060777734186786e-08
1960,3.1143750078843624e-08,5.813500036921937e-08
1961,4.655266616637732e-08,4.79422994636991e-08
1962,2.663621723186793e-08,5.2638238212665556e-08
1963,4.332255532091267e-08,5.560805682591763e-08
1964,4.015419230452011e-08,7.118242972836697e-08
1965,3.885150806626214e-08,1.3625388284310702e-07
1966,3.1018819401928965e-08,1.3626124228949266e-07
1967,3.747055132841126e-08,7.001076740564827e-08
1968,2.7397636714887597e-08,7.949806057894193e-08
1969,5.722614671022086e-08,1.090021850558287e-07
1970,3.632992651159128e-08,8.323692046730002e-08
1971,4.624557603527535e-08,6.885452474847398e-08
1972,3.539801357588246e-08,7.182205319367085e-08
1973,5.2926756310966994e-08,5.2926756310966994e-08
1974,4.6692245625479245e-08,6.469407498599367e-08
1975,3.426888017799001e-08,4.854758284267291e-08
1976,4.170874640108124e-08,4.570821499072508e-08
1977,4.0549795521371834e-08,3.996211628276569e-08
1978,2.0198009820227014e-08,3.9207904478644195e-08
1979,5.208256093069963e-08,4.8571379807071935e-08
1980,3.9796054229768174e-08,2.8425752862659692e-08
1981,2.6567307243041682e-08,3.542307780435294e-08
1982,3.538276260872664e-08,4.0969513559474535e-08
1983,3.536576786977719e-08,2.5261264191556165e-08
1984,3.189454622631871e-08,3.07347454153728e-08
1985,5.5343134519603154e-08,3.6093348532162395e-08
1986,4.915478163391995e-08,3.2969669661042644e-08
1987,5.071977904336222e-08,2.688759348501435e-08
1988,4.677312015477497e-08,2.818380362423767e-08
1989,7.189439710231227e-08,4.17097294480584e-08
1990,3.65059614759744e-08,2.0160008329384027e-08
1991,3.927181646545819e-08,1.3481369798284959e-08
1992,4.958949872957419e-08,2.2039777114457593e-08
1993,4.6529342601075996e-08,1.4401939196773128e-08
1994,4.483687687795168e-08,1.8989735561802945e-08
1995,5.3140017053365796e-08,2.0063067207587437e-08
1996,2.7758079834683258e-08,2.5089033961478435e-08
1997,6.041566957826205e-08,2.0138556933169127e-08
1998,4.768129246990327e-08,4.052909785556835e-08
1999,4.798711306097658e-08,2.7878227726318983e-08
2000,4.285490651234625e-08,1.8113928357266218e-08
2001,5.7831994609847115e-08,1.1391150689377127e-08
2002,7.623325160022176e-08,1.8401130397194265e-08
2003,4.958638311070018e-08,1.666769233743537e-08
2004,7.223857911853315e-08,1.2333415844167916e-08
2005,5.134274605467226e-08,2.432024759357887e-08
2006,5.353257015450197e-08,1.9354083002909306e-08
2007,7.949014269037491e-08,1.3581230584591708e-08
2008,7.53566853362031e-08,2.384166264413068e-08
2009,8.248973260016612e-08,1.573503527474429e-08
2010,1.3935189469016507e-07,9.447585824773341e-09
2011,1.5601805603004948e-07,1.1854312864656436e-08
2012,2.0289346425172994e-07,3.063827502813865e-08
2013,2.7110294475996e-07,3.5979713430833726e-08
2014,2.648339499922159e-07,2.9450054617186083e-08
2015,2.788451874957687e-07,5.9404221985914774e-08
2016,3.3928549569850475e-07,6.46258087044771e-08
2017,4.364585610705518e-07,2.2892063800128426e-08
2018,5.214562789346289e-07,3.949644167278166e-08
2019,5.196362145021283e-07,4.3366793711641094e-08
