year,un_DET âge_NOUN,un_DET age_NOUN,un_DET sage_ADJ
1829,8.115368473227136e-06,6.687077558353849e-08,1.9452536861308545e-06
1830,8.059324500209186e-06,5.740259645392598e-08,1.9172467347061684e-06
1831,7.2171692409028765e-06,6.23648233055718e-08,1.9582554529051777e-06
1832,7.793262739141937e-06,6.629685089798443e-08,1.77242602461547e-06
1833,8.391180926992092e-06,1.494288071057781e-07,2.067677641548471e-06
1834,7.266932243510382e-06,6.81420757597806e-08,1.812765944464445e-06
1835,7.570651177957188e-06,1.0512692227848675e-07,1.9263185322415666e-06
1836,7.702651600993704e-06,1.1425274804022223e-07,1.780998729827843e-06
1837,7.799795639584772e-06,8.975679044453955e-08,1.5787454614724084e-06
1838,7.127061962819425e-06,7.132742729787367e-08,1.547742115803885e-06
1839,7.4004765338031575e-06,8.389770478345326e-08,1.6870429817572585e-06
1840,7.127044682420092e-06,9.299745257207448e-08,1.5784088134296326e-06
1841,7.62183299229946e-06,8.539329554579922e-08,1.6423763185002827e-06
1842,7.232851203298196e-06,1.0129480099152488e-07,1.6153502606641723e-06
1843,8.097784302663058e-06,1.0514301634900747e-07,1.5298899640470154e-06
1844,7.186173206719104e-06,9.385439403430951e-08,1.544481115445251e-06
1845,7.0757291723566595e-06,1.0379223847056807e-07,1.5965032531539691e-06
1846,6.843326445959974e-06,1.0186832555270087e-07,1.6064751662270282e-06
1847,6.843461505923187e-06,7.874106344729626e-08,1.6718993762765422e-06
1848,6.403191946446896e-06,9.815170798344042e-08,1.3226344748318297e-06
1849,5.867266281711636e-06,9.133562439700427e-08,1.4496388374141134e-06
1850,6.5092895056295674e-06,1.0522943583168853e-07,1.434514842912904e-06
1851,5.967020570096793e-06,1.4833709216510726e-07,1.6413821910532533e-06
1852,6.640756510023493e-06,1.2304930696593885e-07,1.730502930286093e-06
1853,7.119139809219632e-06,1.1645267039561702e-07,1.641684086450823e-06
1854,7.736864063190296e-06,1.6418299930709424e-07,1.6381930407760592e-06
1855,6.939881586731644e-06,1.4010313620360648e-07,1.683891099446555e-06
1856,6.544485131598776e-06,1.2942972887897142e-07,1.7007066830387885e-06
1857,6.5910135162994266e-06,1.2887184130949692e-07,1.6016231256799074e-06
1858,6.428332653740654e-06,1.174482252563891e-07,1.6961480753252545e-06
1859,6.1294490478758235e-06,9.267755496367158e-08,1.721154568201655e-06
1860,6.742649475199869e-06,1.0024032803812588e-07,1.5031471747306568e-06
1861,6.425972060242202e-06,1.5562680655278882e-07,1.699161742862998e-06
1862,6.27232020633528e-06,1.1611225050889296e-07,1.644998768313144e-06
1863,6.360649422276765e-06,1.3835099577086396e-07,1.637736211534957e-06
1864,6.162663794384571e-06,1.2514239999816823e-07,1.8852870127261667e-06
1865,6.529334314109292e-06,1.1955384326967078e-07,1.5730273403846695e-06
1866,6.521867362607736e-06,1.2504625185316698e-07,1.5998135083350462e-06
1867,5.779698312835535e-06,1.1792331910953635e-07,1.4606962253083111e-06
1868,6.2810499912302475e-06,1.2991868625356062e-07,1.3090666541870632e-06
1869,6.03944818067248e-06,9.815873269758413e-08,1.419639048094723e-06
1870,6.708837190672057e-06,9.747882501187632e-08,1.549913378084966e-06
1871,5.0238168114447035e-06,8.815577268173058e-08,1.2617958304872445e-06
1872,5.451071501738625e-06,9.978109716257677e-08,1.306225289710028e-06
1873,5.9985750340274535e-06,7.3627854924041e-08,1.1582919121622126e-06
1874,5.583272468356881e-06,7.229277299014569e-08,1.1823751719930442e-06
1875,5.598514235316543e-06,6.808617314391086e-08,1.5665541397424931e-06
1876,5.750364834966604e-06,8.343500601526443e-08,1.20617992038774e-06
1877,5.697452706954209e-06,9.586464733146727e-08,1.4311664315869166e-06
1878,5.484096618602052e-06,1.6124366664094225e-07,1.3908021685438143e-06
1879,5.54421285414719e-06,1.0019293361640536e-07,1.3428297478412787e-06
1880,5.896075435884995e-06,9.690947888607582e-08,1.2347935651746411e-06
1881,4.797085239260923e-06,7.600033413712737e-08,9.984630580106568e-07
1882,5.395520929596387e-06,9.384093102582369e-08,1.1986348980030925e-06
1883,4.7148587327683344e-06,8.341527496513734e-08,1.1570709119723688e-06
1884,5.1156548579456285e-06,9.110341814277945e-08,1.1823639169961098e-06
1885,4.596382950694533e-06,9.861823002665915e-08,9.823148978682639e-07
1886,4.632296167983441e-06,1.0583680676301555e-07,1.1145132674528213e-06
1887,4.481453743210295e-06,7.899998766269789e-08,9.656279296166304e-07
1888,4.437796178535791e-06,1.0398608352168992e-07,9.97378712952468e-07
1889,4.781552433996694e-06,1.1778457364997053e-07,1.0324945627360194e-06
1890,4.35604533777223e-06,1.0093755220541567e-07,9.346555387423905e-07
1891,4.149617325310828e-06,7.840290672245231e-08,9.172502473120403e-07
1892,4.27261784352595e-06,8.901287440465921e-08,9.753805514378655e-07
1893,4.347842150309589e-06,1.287109051562041e-07,9.169882027038057e-07
1894,4.252278813510202e-06,1.07756321643393e-07,9.004899368392216e-07
1895,4.330995125201298e-06,9.689969293624756e-08,8.594581366594412e-07
1896,4.140304099564673e-06,1.0673622286017093e-07,9.677024550569513e-07
1897,4.0891877688409295e-06,1.211956388580404e-07,8.43125473437567e-07
1898,3.968770215578843e-06,1.414588713943843e-07,9.381552246168212e-07
1899,4.113623617740814e-06,1.0944605222107384e-07,8.473777910467106e-07
1900,4.175682988716289e-06,1.0589748211664585e-07,8.129189374983525e-07
1901,3.970239959016908e-06,1.1904013430541482e-07,8.81902995075734e-07
1902,3.418048663661466e-06,1.3748794619461435e-07,7.674773918608935e-07
1903,3.79149469154072e-06,1.296052862809205e-07,8.964365427743815e-07
1904,3.6950548292224994e-06,1.0104295444790523e-07,8.513406335453055e-07
1905,4.0769996303424705e-06,1.243742954182281e-07,8.582342339025217e-07
1906,3.986228421126725e-06,1.409506568128549e-07,9.028044019032677e-07
1907,3.920903964171885e-06,1.234282406836762e-07,8.717119790446759e-07
1908,3.857404863083502e-06,1.129619477957533e-07,9.090981052395364e-07
1909,3.995914539700607e-06,1.0121810206653592e-07,9.439688000156821e-07
1910,3.952533916162793e-06,8.176550447824837e-08,8.753718674370248e-07
1911,3.997728981630644e-06,1.250287932075267e-07,1.0028905634840157e-06
1912,4.011775217804825e-06,9.94999467818225e-08,9.2154660791266e-07
1913,3.803304252869566e-06,7.689334996507924e-08,9.423412734577141e-07
1914,3.580079237508471e-06,1.0179050563552394e-07,8.250388425778965e-07
1915,3.0877376957505476e-06,6.361611304406267e-08,6.997772565853211e-07
1916,2.8743199891323457e-06,6.152978926365904e-08,8.932806849770714e-07
1917,3.198905915269279e-06,7.347504304977548e-08,7.358470810459039e-07
1918,3.219631253159605e-06,8.499918369153647e-08,8.56883666244812e-07
1919,3.304696747363778e-06,5.7088660909698774e-08,9.539330747543318e-07
1920,3.5332034258317435e-06,6.81500829102788e-08,9.154828042312602e-07
1921,3.536473059284617e-06,6.588290368814143e-08,8.94341482648997e-07
1922,3.334089115014649e-06,8.18950839365229e-08,8.750231650367368e-07
1923,3.5574041703512194e-06,8.811236718031523e-08,8.790004777381455e-07
1924,3.917764843208715e-06,8.379555893611723e-08,1.1538004187627848e-06
1925,3.4182337458332768e-06,1.0558250651548917e-07,1.0184313268268852e-06
1926,3.8052917261666153e-06,9.028371916741662e-08,9.830894107665245e-07
1927,3.6547160107147647e-06,1.0926240456843317e-07,9.543736396722124e-07
1928,3.49179822478618e-06,9.597874472966339e-08,8.135341253989736e-07
1929,3.54821941073169e-06,1.1474618477613774e-07,9.034869314916705e-07
1930,3.6100884699408198e-06,1.3549648436583794e-07,7.940724273680644e-07
1931,3.512849843900767e-06,9.694552982608684e-08,8.143424885531658e-07
1932,3.5508899145497708e-06,1.2055489984064138e-07,7.803190023025763e-07
1933,3.852995632769307e-06,8.717703181559955e-08,7.593578565945336e-07
1934,3.6807414289796725e-06,8.866369327620305e-08,8.099548267637147e-07
1935,3.6000599266117206e-06,1.0292724361704586e-07,8.246147942259086e-07
1936,3.7974605220369995e-06,1.0427254570899436e-07,7.189955510966684e-07
1937,3.725711849256186e-06,1.0702450103927674e-07,6.333332631669464e-07
1938,3.6808244203712093e-06,1.5558257038250645e-07,6.625224511225269e-07
1939,3.858689069602406e-06,1.4070526166420905e-07,7.264673875795324e-07
1940,3.7377440094132908e-06,1.8004058843779092e-07,7.429843691397764e-07
1941,3.872371507895878e-06,1.5347813375754527e-07,7.20166635659325e-07
1942,3.956612090405542e-06,1.3350531946620947e-07,8.647503548786517e-07
1943,4.041303327539936e-06,1.248391163777285e-07,9.667773390731327e-07
1944,4.20927381128422e-06,8.354284020128944e-08,9.253976429590693e-07
1945,4.017161245428724e-06,1.1328220983486403e-07,6.99299786077745e-07
1946,3.9967490010894835e-06,7.935029255889958e-08,8.129924964350721e-07
1947,4.044751676701708e-06,9.65590558621443e-08,8.27308419104611e-07
1948,4.441166311153211e-06,1.2285233608189117e-07,7.034111533243959e-07
1949,3.760895879167947e-06,1.0700538921604164e-07,6.597029660326825e-07
1950,4.467915459827054e-06,1.0741715028572685e-07,7.285222558550686e-07
1951,4.0875816011975985e-06,1.4819348104211372e-07,6.322211305587189e-07
1952,4.5511374082707334e-06,1.254831684116553e-07,7.043929173278229e-07
1953,3.998167358076898e-06,1.3467284631918375e-07,6.119533679793676e-07
1954,4.3898230615013745e-06,1.2215669809023666e-07,7.681213389787445e-07
1955,4.473180524655618e-06,1.3327562875531385e-07,6.729480581668668e-07
1956,4.418130174599355e-06,1.9360934055967505e-07,7.517624140973567e-07
1957,4.5041024350211956e-06,1.4401111703143954e-07,6.405402288578443e-07
1958,4.407451342558488e-06,1.3566479495352723e-07,6.08837090965153e-07
1959,4.557439751806669e-06,1.3563808831662527e-07,6.650141344266558e-07
1960,4.993381480744574e-06,1.5571874817377207e-07,7.626758247170073e-07
1961,4.95890117235831e-06,1.4035281603597127e-07,7.608234184885987e-07
1962,4.691779395216145e-06,1.4079143134670957e-07,8.219175562373948e-07
1963,4.86893804918509e-06,1.4354638167013434e-07,8.179557156040573e-07
1964,4.48145101472619e-06,1.265465431887769e-07,7.337265586215835e-07
1965,4.467923190532019e-06,1.608780791917397e-07,7.704637354777333e-07
1966,5.025602604291635e-06,1.6118707568679724e-07,7.66607932689567e-07
1967,4.912586518912576e-06,1.7058961132576655e-07,8.53441068926486e-07
1968,4.936515324516222e-06,1.289036299922941e-07,9.198419910205757e-07
1969,4.745228579849936e-06,1.0854801041348949e-07,6.808094745736071e-07
1970,4.419374818098731e-06,1.356623904325005e-07,7.919004580969613e-07
1971,5.009937467548298e-06,1.3102913376528136e-07,7.039604668079846e-07
1972,5.317910108715296e-06,1.241495524162417e-07,6.227998134988866e-07
1973,4.950857146468479e-06,1.3452217384468668e-07,5.904641433573943e-07
1974,4.6647242015751544e-06,1.3501371987079125e-07,5.271160823383525e-07
1975,4.7930743676261045e-06,1.3136404186653294e-07,5.146043910997378e-07
1976,4.931344847136643e-06,1.1827000578890079e-07,5.125033588626593e-07
1977,4.85598502564244e-06,1.392797326360551e-07,4.58976670003608e-07
1978,4.859997716266662e-06,1.6099002630998172e-07,5.287126292330413e-07
1979,4.796277153218398e-06,1.258174230356346e-07,6.056792134501165e-07
1980,5.481053904077271e-06,1.4383430901876437e-07,5.770427833340364e-07
1981,4.957333203492453e-06,1.2461332599134067e-07,5.560157987360981e-07
1982,5.075874469184782e-06,1.092520407475206e-07,5.723317357819724e-07
1983,5.148877335159341e-06,1.073603725920691e-07,5.090144554742437e-07
1984,4.9013219722837675e-06,1.0438215253261163e-07,5.625038497214518e-07
1985,4.666870154323988e-06,1.3414694521873827e-07,5.612515501240978e-07
1986,4.661311777454102e-06,1.3008033128425467e-07,5.57487169317028e-07
1987,4.708995675173355e-06,1.7354720216467e-07,5.829719533778643e-07
1988,4.9651466724753845e-06,1.2113038616590188e-07,5.600781030068447e-07
1989,4.7208827709255274e-06,1.3994711456355446e-07,6.102791978435107e-07
1990,4.7784669732209295e-06,1.253189710337388e-07,5.726532315009081e-07
1991,4.442990757524967e-06,1.3012452793059737e-07,6.236599183750968e-07
1992,4.544601779343793e-06,1.1405584393608947e-07,5.895640367015176e-07
1993,4.665674623538507e-06,1.622987838012513e-07,5.716461899396563e-07
1994,4.637187885236926e-06,1.0338856115676975e-07,6.651682262770464e-07
1995,4.378086941869697e-06,9.435064496354784e-08,5.948428487556612e-07
1996,4.48026094090892e-06,1.2971564267161284e-07,5.866563057566054e-07
1997,4.160050593782216e-06,7.288239733949098e-08,5.816207142572694e-07
1998,4.403844286571257e-06,1.0299159147741932e-07,6.498960161138712e-07
1999,4.377338882477488e-06,8.957594027636517e-08,6.475975098396702e-07
2000,4.282398094801465e-06,7.06885033840976e-08,6.366383118461272e-07
2001,4.39435552834766e-06,7.710932756199718e-08,5.774437354943984e-07
2002,4.5490223783417605e-06,6.133710239719647e-08,6.252003288409469e-07
2003,4.578615062200697e-06,7.333784457497217e-08,6.44206291866567e-07
2004,4.586709110299125e-06,6.651234912835591e-08,6.201946192163632e-07
2005,4.7978446673369035e-06,8.422011676945118e-08,6.215174366275278e-07
2006,4.80598919239128e-06,7.329844015080411e-08,6.518619635187406e-07
2007,4.622012056643143e-06,5.1928234268139306e-08,6.81458178775074e-07
2008,4.381331109470921e-06,6.471308239275331e-08,6.266951260158748e-07
2009,4.5545775719801895e-06,4.339055048596663e-08,6.546728492651255e-07
2010,4.401630121719791e-06,3.401130915792194e-08,7.151822529749552e-07
2011,4.485136742005125e-06,2.753259795151841e-08,6.994044703390045e-07
2012,4.268592419975903e-06,1.804253912940368e-08,6.764250315427489e-07
2013,4.264293238520622e-06,1.5061275393524198e-08,7.181997077054803e-07
2014,4.220019491185667e-06,1.7756650289024734e-08,8.313144164162622e-07
2015,4.099556008441141e-06,1.1526192000843594e-08,7.738064873308304e-07
2016,4.231126240483718e-06,1.387797801677415e-08,9.014471942236923e-07
2017,3.774674723899807e-06,8.301517251396717e-09,6.975790469709864e-07
2018,3.931315859517781e-06,6.969959998048836e-09,7.326202293711503e-07
2019,3.844083494186634e-06,4.846876677788714e-09,8.232037274069626e-07
