year,aucun_DET avoir_NOUN,aucun_DET savoir_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,5.476719877606229e-08
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.69651695311768e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-08
1807,0.0,0.0
1808,4.5321479902327155e-09,1.5862518409903714e-08
1809,0.0,9.036122072814123e-09
1810,0.0,1.4040760554223652e-08
1811,0.0,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,5.751483289628823e-09
1814,0.0,6.293354282149721e-09
1815,0.0,8.091670444798638e-09
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,1.035105001712111e-09
1820,0.0,2.1359666035891678e-08
1821,0.0,2.9584463767662328e-09
1822,9.023054303725075e-09,9.023054303725075e-09
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,1.2327619813845558e-08
1826,0.0,1.76159691278599e-08
1827,0.0,1.013900075008678e-08
1828,0.0,1.4675682002973645e-08
1829,0.0,1.714635211591542e-09
1830,0.0,3.1310507520032616e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,6.764984572527055e-09
1833,0.0,1.2741991461950875e-08
1834,0.0,4.667265685043276e-09
1835,0.0,7.563087933704082e-10
1836,0.0,1.1425274948351216e-08
1837,0.0,5.5663127440652715e-09
1838,0.0,7.574594285131298e-09
1839,6.9914751765765e-10,1.11863602825224e-08
1840,6.369688665408546e-10,2.5478754661634184e-09
1841,0.0,1.219904177673925e-08
1842,6.708265054555795e-10,1.609983613093391e-08
1843,5.906911071384968e-10,1.0041748765843295e-08
1844,1.6465684371524958e-09,4.390849017710252e-09
1845,0.0,1.1160455892778032e-09
1846,0.0,5.854501328173001e-09
1847,0.0,8.089835468183537e-09
1848,0.0,1.126331028444838e-08
1849,8.379414939696517e-10,2.5976186535103807e-08
1850,0.0,1.9009188889640427e-08
1851,0.0,2.579775504329973e-09
1852,1.3021090872200602e-09,6.510545436100301e-09
1853,0.0,1.4929829816878737e-08
1854,0.0,1.1430461910322265e-08
1855,5.306937111981824e-10,2.653468555990912e-09
1856,5.177189232874468e-10,5.177189232874468e-10
1857,7.322263684272912e-09,5.857811125054013e-09
1858,2.4468380654951716e-09,3.9149408159744326e-09
1859,0.0,5.601390462572908e-09
1860,4.577183909670879e-10,5.950338888283113e-09
1861,2.8295783494058924e-09,8.017138064531082e-09
1862,0.0,8.132375661773494e-09
1863,0.0,8.990317823531768e-09
1864,0.0,4.794728170054441e-09
1865,0.0,1.8827376990770972e-08
1866,0.0,1.0217787504984699e-08
1867,0.0,2.91168689159349e-09
1868,2.9639244392143382e-09,6.421836395986702e-09
1869,0.0,6.8369265804335555e-09
1870,0.0,4.013834153937523e-09
1871,0.0,1.274541272522356e-08
1872,0.0,8.4662747923403e-09
1873,1.7958012854535355e-09,5.9860045809045914e-09
1874,3.5847653734322193e-09,1.6728904816964985e-08
1875,1.1443054281912168e-09,5.721527140956084e-10
1876,1.209202959984168e-09,9.069021977836655e-09
1877,0.0,2.2265338017746217e-08
1878,2.4156354694326865e-09,2.4156354694326865e-09
1879,1.221865053580018e-09,1.3440515367335593e-08
1880,4.492492600149944e-09,1.9253538763308597e-09
1881,2.091752326904839e-09,1.743126937236994e-08
1882,5.989846840748214e-09,3.3276925659464496e-09
1883,2.5277355764075082e-09,1.7062214752172622e-08
1884,3.9610181801208455e-09,7.922036360241691e-09
1885,2.5782542767416317e-09,2.127059772760731e-08
1886,6.453463874400711e-10,1.4197620856748472e-08
1887,0.0,1.1099172247952538e-08
1888,0.0,6.974675947901687e-09
1889,0.0,6.265136853755848e-09
1890,0.0,6.554386478008212e-10
1891,0.0,1.0198752065093686e-08
1892,1.2537024751679837e-09,8.775916882086676e-09
1893,3.695050043717174e-09,7.390100087434348e-09
1894,3.780923574225881e-09,4.411077725308132e-09
1895,1.8055843487019274e-09,1.0833506536300774e-08
1896,0.0,9.435246750566506e-09
1897,0.0,1.806281169081103e-08
1898,0.0,1.2448380992680086e-08
1899,1.6582735185011188e-09,7.738609753005221e-09
1900,1.5573159428683425e-09,6.748368974740515e-09
1901,0.0,2.5708198236884527e-08
1902,2.9461704187383475e-09,1.718599307309887e-08
1903,1.6200660812870638e-09,1.5660639007819555e-08
1904,1.6123875568041512e-09,2.418581246388385e-08
1905,2.0643036169332163e-09,2.37394921498435e-08
1906,5.144184522798412e-10,9.259531807970234e-09
1907,5.142843373384665e-10,1.54285304532209e-08
1908,8.840499887696751e-09,1.2278472460991452e-08
1909,2.2003934230241384e-09,1.925344328412848e-08
1910,5.878565634276356e-09,1.336037680488289e-08
1911,5.320374141248863e-10,1.542908534268861e-08
1912,1.0418842455450772e-09,7.814131564032323e-09
1913,2.6514948014977335e-09,1.0605979205990934e-08
1914,2.0090231700464756e-09,6.027069510139427e-09
1915,1.1780761921542648e-09,1.1780762143587253e-08
1916,0.0,7.69122365795738e-09
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,5.743188147278033e-09,9.189101035644853e-09
1919,0.0,1.6574126959767455e-08
1920,0.0,6.057785384427916e-09
1921,4.543648568500203e-09,1.81745938299116e-08
1922,0.0,3.6889677978990676e-09
1923,0.0,9.554353752605493e-09
1924,1.289162443462999e-09,2.4494086758863887e-08
1925,1.0998177923937646e-09,1.2097995494286806e-08
1926,4.458455382660986e-09,2.229227691330493e-09
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.0283437212876834e-08
1929,2.2280812750352652e-09,1.0026365737658693e-08
1930,3.1510811737689437e-09,1.3654684494213143e-08
1931,0.0,1.4826963656844327e-08
1932,0.0,5.4797681947604815e-09
1933,2.2941324395731044e-09,1.605892663292252e-08
1934,1.1981580172459871e-09,1.3179738189705859e-08
1935,0.0,7.180970484910176e-09
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,7.779128452511941e-09,7.779128452511941e-09
1939,0.0,2.141167065872196e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,0.0,4.132103548215582e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,2.6129116648121453e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,2.178504043826024e-09,3.921307278886843e-08
1946,4.1763312808029696e-09,1.5313214696277555e-08
1947,1.1920870957027319e-09,3.8146787284532024e-08
1948,1.0871887834440486e-09,3.913879664807496e-08
1949,3.9268033269479474e-09,1.9634016856784342e-08
1950,6.381216888229346e-09,1.4889505850490536e-08
1951,3.1984206394497505e-09,1.8124383771578323e-08
1952,0.0,2.741649041126948e-08
1953,1.0773827385790469e-09,2.693456835345387e-08
1954,9.772536113672459e-10,1.8567818838022276e-08
1955,0.0,2.7218263198847126e-08
1956,2.616342476002842e-09,2.52913103793162e-08
1957,0.0,2.1204090927540165e-08
1958,1.6544486891589827e-09,2.729840320458976e-08
1959,5.425523585955716e-09,2.0927019450667217e-08
1960,0.0,1.8686249492194662e-08
1961,2.779263708063695e-09,2.779263752472616e-08
1962,2.5367825617905737e-09,1.8391674405648928e-08
1963,6.466053248388448e-10,2.8450633626775357e-08
1964,2.4335873316516654e-09,3.40702219769895e-08
1965,0.0,2.8454625877749606e-08
1966,6.092982118843793e-09,2.7141466296676242e-08
1967,0.0,3.6484483212362306e-08
1968,8.982831700699023e-10,3.727875230730149e-08
1969,6.358460868938209e-09,2.0437909975523638e-08
1970,4.1388523719376735e-09,3.770954606907573e-08
1971,2.569198631618974e-09,4.419021659707312e-08
1972,1.0260293725750103e-09,3.180691121595913e-08
1973,2.7566018356850464e-09,5.5132038490057766e-08
1974,3.3753431161187564e-09,6.469407098919078e-08
1975,3.998036124386317e-09,4.226495420311949e-08
1976,0.0,5.4278504801885674e-08
1977,1.7630346071939584e-09,6.875834790420754e-08
1978,6.534650598410963e-09,8.138610452235184e-08
1979,0.0,5.208256181887805e-08
1980,3.411090521154847e-09,6.594774615287236e-08
1981,2.5302198114474095e-09,6.641826910680493e-08
1982,2.483000915987077e-09,9.373328513362367e-08
1983,1.2630632095778083e-09,7.641532562274733e-08
1984,2.8995041922996734e-09,8.756503167006713e-08
1985,3.609334831011779e-09,6.857736467580366e-08
