year,en_PRON auriez_VERB,en_PRON sauriez_VERB
1877,2.0966526825816345e-07,1.855444720089139e-08
1878,1.3769122864104588e-07,1.3889904337816006e-08
1879,1.808360341470916e-07,1.3440515367335593e-08
1880,1.6301329330836722e-07,7.059631101924424e-09
1881,1.6245942724424367e-07,6.9725074602899895e-09
1882,2.0365479080908244e-07,1.7969539634066223e-08
1883,2.041146411890793e-07,7.58320695126713e-09
1884,1.6438225802772877e-07,3.9610181801208455e-09
1885,1.424485491785532e-07,6.445635580831777e-09
1886,1.42621548793187e-07,3.2267319372003556e-09
1887,1.5538841235951395e-07,3.9173548849191775e-09
1888,9.827953073582307e-08,5.07249175996094e-09
1889,1.2718227804242588e-07,5.012109394186837e-09
1890,1.3108773044834265e-07,3.2771931834929546e-09
1891,9.561329861185186e-08,5.736798147637501e-09
1892,1.203554405027063e-07,1.1910173958185055e-08
1893,1.268633842421707e-07,4.310891643655168e-09
1894,1.1216739981279034e-07,5.041231432301174e-09
1895,1.0171458519891985e-07,3.611168697403855e-09
1896,1.0850533427309017e-07,4.1279202278587945e-09
1897,1.21778315209653e-07,4.661370844871726e-09
1898,1.493805701358042e-07,2.8291773368493978e-09
1899,1.265815452455854e-07,7.738609753005221e-09
1900,1.0693569219011323e-07,8.30568502863116e-09
1901,9.500855935318242e-08,4.470991132876634e-09
1902,9.034922499040476e-08,2.9461704187383475e-09
1903,1.0692436136494621e-07,2.1600881083827517e-09
1904,9.889310526034478e-08,4.299700151477737e-09
1905,9.289366387221776e-08,1.5482277682110634e-09
1906,1.069990354096717e-07,1.1317205839134203e-08
1907,8.434262888101784e-08,6.171411992550446e-09
1908,1.2376700819771713e-07,9.331639461152008e-09
1909,9.95678020032642e-08,4.4007870125817306e-09
1910,1.1489924012231256e-07,6.412980702030779e-09
1911,9.097839592797641e-08,6.916486494645824e-09
1912,1.1408632150100573e-07,6.251305417759312e-09
1913,1.002265057614693e-07,3.181793939432964e-09
1914,1.1250529752260263e-07,6.027069510139427e-09
1915,8.835571518872598e-08,7.068456930880984e-09
1916,7.471474106068854e-08,6.592477008737774e-09
1917,8.77313937053259e-08,9.869782324756216e-09
1918,1.2864741449902795e-07,3.44591288836682e-09
1919,9.94447653113184e-08,1.8415696745321952e-09
1920,1.1055458060127421e-07,3.028892692213958e-09
1921,9.390206578974158e-08,4.543648568500203e-09
1922,1.2321152959016146e-07,5.902348387820666e-09
1923,1.1252905363079435e-07,1.3800733000834953e-08
1924,1.3020540334807151e-07,3.867487219366694e-09
1925,1.1438105307348678e-07,8.798542117105512e-09
1926,1.4155595540188415e-07,2.229227691330493e-09
1927,1.2710116159553309e-07,2.2298449753321847e-09
1928,9.9406560316595e-08,2.2852082448565625e-09
1929,1.0360577595847076e-07,3.342121912552898e-09
1930,1.2604324695075775e-07,5.2518016602221e-09
1931,9.238338805062085e-08,5.7026783295555106e-09
1932,9.973178061173371e-08,6.575722188983946e-09
1933,7.455930184363524e-08,0.0
1934,8.986185129344904e-08,1.1981580172459871e-09
1935,1.113050407397509e-07,1.196828414151696e-09
1936,8.366053050323785e-08,2.424942913137329e-09
1937,6.799203822183131e-08,2.5182236296217297e-09
1938,8.945997986842258e-08,2.5930428915188486e-09
1939,7.188203454688846e-08,7.647025235257843e-09
1940,7.60734906180005e-08,1.0143131667916805e-08
1941,1.0920559390115159e-07,5.9030051957620344e-09
1942,8.799214157306778e-08,0.0
1943,1.3645205898527024e-07,5.806470415592457e-09
1944,8.996921607717923e-08,9.639558484764166e-09
1945,7.406913615781718e-08,4.357008087652048e-09
1946,8.352662383970255e-08,5.568441707737293e-09
1947,1.1444036362995291e-07,2.3841741914054637e-09
1948,9.893418217998828e-08,6.523132700664291e-09
1949,8.148117247586129e-08,9.817008317369869e-10
1950,9.678178702898776e-08,4.2541445921528975e-09
1951,1.2580454566979427e-07,8.529121409139861e-09
1952,7.275914759574675e-08,2.1089607837865287e-09
1953,9.373229969966701e-08,3.232148326759443e-09
1954,1.1629317775430081e-07,5.86352189024808e-09
1955,9.667176259497978e-08,1.8771215692936494e-09
1956,8.023450526195575e-08,6.976913269340912e-09
1957,9.54184073975739e-08,4.417518795207798e-09
1958,1.0423027019257347e-07,3.3088973783179654e-09
1959,1.1471106464711056e-07,5.425523585955716e-09
1960,9.343125206839886e-08,2.7683333958528067e-09
1961,1.0561202223868804e-07,1.7370397731308884e-08
1962,1.0147130424797979e-07,5.0735651235811474e-09
1963,9.7637401275108e-08,5.1728425987107585e-09
1964,1.2593814124883806e-07,9.125952660227199e-09
1965,1.0998807553619372e-07,9.849677962137093e-09
1966,1.0745805134604325e-07,2.769537488234164e-09
1967,1.2572355867490614e-07,5.423369309198733e-09
1968,8.039634558087982e-08,4.491415683816058e-09
1969,8.992680267105868e-08,2.2708788183223305e-09
1970,1.0209169620800651e-07,4.1388523719376735e-09
1971,1.0225411006814511e-07,4.1107179882260425e-09
1972,9.747279072769288e-08,6.669190977248718e-09
1973,7.167165150256949e-08,3.3079223804577396e-09
1974,6.806941810211242e-08,1.6876715580593782e-09
1975,5.882824760661265e-08,1.1422960355389478e-09
1976,6.284879416895706e-08,2.285410749536254e-09
1977,7.698583992521435e-08,2.3507127355770763e-09
1978,7.722768757822962e-08,2.3762365408686037e-09
1979,9.304637416107653e-08,4.096381456264453e-09
1980,6.651626183185044e-08,4.548120602354544e-09
1981,8.602747225694429e-08,2.5302198114474095e-09
1982,6.393727125519888e-08,1.8622506869903077e-09
1983,9.157208502585945e-08,1.8945948143667124e-09
1984,7.132780321938981e-08,3.479405208395292e-09
1985,6.737424662617286e-08,4.210890747202711e-09
1986,7.073492858111763e-08,8.392279760016663e-09
1987,7.210763897091965e-08,2.4443267410134695e-09
1988,5.336932940025463e-08,2.398621523624911e-09
1989,6.311340472464622e-08,5.488122289953878e-09
1990,7.137732538353703e-08,2.179460389939436e-09
1991,6.330382373853638e-08,1.7584396161396398e-09
1992,6.667032526053163e-08,1.1019888335184191e-09
1993,5.926951995860463e-08,1.6617622278225497e-09
1994,6.3826611107487e-08,6.329911705904578e-09
1995,5.3140019273811845e-08,1.626735190995987e-09
1996,6.619234160787357e-08,2.6690460952494277e-09
1997,4.9387412159873634e-08,1.917957792585412e-09
1998,5.674073699779569e-08,3.337690568372409e-09
1999,5.5756453232191916e-08,5.0272213059088244e-09
2000,5.257457491580908e-08,1.3254094488601709e-09
2001,5.870823782672119e-08,3.943090742808408e-09
2002,5.6955877791864395e-08,3.066854992184176e-09
2003,6.333722923912433e-08,3.333538334260311e-09
2004,6.739330915550568e-08,2.642874807889939e-09
2005,5.944949332814531e-08,9.007499190971657e-10
2006,7.206307417462199e-08,2.4707338397433887e-09
2007,8.22862769034316e-08,2.7961356841021967e-09
2008,8.259432648927145e-08,5.5346716099080595e-09
2009,8.248973060176468e-08,1.907277002999308e-09
2010,9.731013506097952e-08,5.196172492283324e-09
2011,1.4492853583902843e-07,6.883149578085224e-09
2012,1.5489350158048865e-07,6.468080099297779e-09
2013,1.734835777256194e-07,5.578249862026041e-09
2014,1.7583414368971262e-07,6.496335469563519e-09
2015,1.8464073470170206e-07,1.1082877060530905e-08
2016,2.0899820540876135e-07,1.0563834029753139e-08
2017,1.4414452387256915e-07,5.7859059765519305e-09
2018,1.7528159457214088e-07,6.453666934191915e-09
2019,1.6071222930236218e-07,7.908062094053037e-09
