year,en_ADP aire_NOUN,en_ADP cerfs_NOUN
1873,3.8909028887701425e-08,5.986004469882289e-10
1874,5.616132481289782e-08,6.572069999322139e-09
1875,2.4030413270370587e-08,6.865832347102696e-09
1876,3.748529087133079e-08,5.441413541973361e-09
1877,5.999271590617639e-08,1.608052180301911e-08
1878,2.2344627481629686e-08,1.5701630218245555e-08
1879,1.8327976358811782e-08,3.665595160740054e-09
1880,4.492492533536563e-08,4.492492600149944e-09
1881,6.83305714233029e-08,1.2550513517339823e-08
1882,6.25606177973026e-08,1.2645231528551903e-08
1883,3.475636339844712e-08,8.847074184359371e-09
1884,3.6969503902639644e-08,3.300848483434038e-09
1885,3.287274280561192e-08,3.86738152613475e-09
1886,5.0982363997142954e-08,9.034849313138693e-09
1887,3.199173115309151e-08,1.1099172247952538e-08
1888,2.4728397107764977e-08,6.34061492199578e-09
1889,3.8217333020451605e-08,2.5060546970934183e-09
1890,3.211649390877369e-08,1.4419650362640368e-08
1891,3.44207886637804e-08,1.9122659011827636e-09
1892,2.7581454897784852e-08,8.149066310636499e-09
1893,2.832871559554917e-08,8.005941687372342e-09
1894,3.591877373310126e-08,7.561847148451761e-09
1895,2.106515117894503e-08,6.018614495673091e-09
1896,2.122930492509667e-08,4.717623180994224e-09
1897,2.9133568113515196e-08,5.826713556089658e-10
1898,2.6594268232038587e-08,1.3580051305694951e-08
1899,2.984892333302014e-08,3.8693048765026106e-09
1900,2.0764213348734017e-08,5.19105292084987e-09
1901,3.409130783227354e-08,7.265360757457984e-09
1902,2.8970674414985353e-08,8.838511089681589e-09
1903,3.0781254878320397e-08,1.6200660590826033e-08
1904,3.117282521003517e-08,6.987012746151322e-09
1905,2.5803795267176355e-08,1.1353670226199597e-08
1906,2.05767382577271e-08,1.0288369267641428e-08
1907,2.8799923057487575e-08,4.114274698707732e-09
1908,2.897719486583128e-08,1.964555629285769e-09
1909,1.925344239595006e-08,1.5402753739124364e-08
1910,1.9238942772226153e-08,1.2825961626106164e-08
1911,1.9685384544665396e-08,4.788336727123976e-09
1912,2.5005221671037248e-08,7.814131786076928e-09
1913,2.1742257383383645e-08,6.363587878865928e-09
1914,1.808120764223986e-08,2.0090231700464756e-09
1915,2.3561524287174507e-08,5.890380960771324e-09
1916,2.4172415624690302e-08,5.493730803607377e-09
1917,5.3735480065597585e-08,3.289927441585405e-09
1918,1.033773866510046e-08,2.2972752589112133e-09
1919,1.6574127070789757e-08,1.1049418269237776e-08
1920,1.8930578438158818e-08,7.572231730534895e-10
1921,2.4990065738972334e-08,1.9689143759826777e-08
1922,2.360939327372691e-08,1.1066902949607993e-08
1923,1.4862327812892318e-08,0.0
1924,5.156649773851996e-09,3.867487219366694e-09
1925,8.798542339150117e-09,5.499089184013428e-09
1926,6.687683296036084e-09,5.573069339348535e-09
1927,1.0034302388994831e-08,2.2298449753321847e-09
1928,1.4853853258500749e-08,3.4278122562625413e-09
1929,2.116677166874581e-08,7.798284684668033e-09
1930,1.1553964007759987e-08,6.302162347537887e-09
1931,2.5091784650044247e-08,1.3686427990933225e-08
1932,4.055028668403793e-08,6.575722188983946e-09
1933,4.1294382802092855e-08,2.2941324395731044e-09
1934,2.875579241390369e-08,0.0
1935,2.0346082152400413e-08,4.787313656606784e-09
1936,1.9399542861009422e-08,3.6374143697059935e-09
1937,2.1404900962807005e-08,2.5182236296217297e-09
1938,2.333738657878115e-08,6.482607339819424e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,8.854507793643052e-09
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.9032351855917682e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,1.3071024707045353e-08,2.178504043826024e-09
1946,3.062643028073353e-08,0.0
1947,1.6689218895749036e-08,1.1920870957027319e-09
1948,2.5005341575123907e-08,2.174377566888097e-09
1949,2.2579119796084512e-08,5.890204768377316e-09
1950,2.4461330738745346e-08,5.317680518146517e-09
1951,2.3455083209000804e-08,8.529121409139861e-09
1952,3.374337254058446e-08,6.326882129314981e-09
1953,3.124409986288157e-08,9.69644453618912e-09
1954,3.029486128625081e-08,6.840775057526116e-09
1955,2.2525458831523792e-08,1.8771215692936494e-09
1956,2.703553869665143e-08,5.232684729961079e-09
1957,7.951533903538532e-08,5.301022731885041e-09
1958,2.8125628048769613e-08,1.6544486891589827e-09
1959,1.9376869886400527e-08,1.3951346300444811e-08
1960,2.629916601160076e-08,7.612916519406099e-09
1961,3.265634873628187e-08,8.33779090214648e-09
1962,5.45408234131628e-08,3.170978146727066e-09
1963,3.039045082253722e-08,9.052474325699222e-09
1964,4.0154192526564714e-08,3.041984220075733e-09
1965,4.0493119801698896e-08,6.0192477668863376e-09
1966,5.151339477205141e-08,6.6468897053084675e-09
1967,2.5144710702473816e-08,6.409436092980059e-09
1968,3.413475932467769e-08,9.88111459321317e-09
1969,3.451736046988785e-08,5.904285060864822e-09
1970,3.3570694335516293e-08,8.27770510469783e-09
1971,3.956565930440803e-08,8.221435976452085e-09
1972,3.5398013353837854e-08,4.6171320100540925e-09
1973,4.300298939163838e-08,9.37244681864513e-09
1974,4.050411750444738e-08,3.937900228123681e-09
1975,4.16938057412608e-08,1.028066431985053e-08
1976,2.228275491900078e-08,6.284879672247001e-09
1977,4.8189612078530786e-08,2.3507127910882275e-09
1978,5.287126469966097e-08,1.4257419245211622e-08
1979,5.442335160310563e-08,8.192762912528906e-09
1980,3.581644952843632e-08,8.527726080842513e-09
1981,6.135783220395652e-08,8.223214109648325e-09
1982,3.165826112372372e-08,4.966001831974154e-09
1983,3.6628833299801045e-08,6.946847541655643e-09
1984,3.537395104613594e-08,2.3196033982486597e-09
1985,4.9327574580537714e-08,1.0226449020933615e-08
1986,5.874595604415944e-08,6.593933843390687e-09
1987,4.8275453745638686e-08,5.49973533381376e-09
1988,3.238138990280248e-08,1.199310784016916e-08
1989,7.079677288857056e-08,8.232182935330457e-09
1990,8.554382369130309e-08,1.1442166825137434e-08
1991,3.8099522925438833e-08,1.0550637696837839e-08
1992,4.573253731265936e-08,1.4876849085965205e-08
1993,5.760775678709251e-08,1.1078414630105726e-08
1994,4.378189177867142e-08,7.384897138251745e-09
1995,6.181593642518024e-08,4.880205572987961e-09
1996,5.8719012541175175e-08,9.074756723848054e-09
1997,4.842843426278165e-08,6.7128524960935465e-09
1998,5.912480360859007e-08,1.0013071261028017e-08
1999,4.295989214364582e-08,9.140402212892695e-09
2000,5.610899900254651e-08,6.185244316725402e-09
2001,6.790878490092744e-08,8.324302136486494e-09
2002,5.651775714099472e-08,8.762443215459825e-09
2003,6.833753474211335e-08,9.167230530238157e-09
2004,6.7393305602792e-08,9.690541175055856e-09
2005,6.71058666412705e-08,4.954124666056714e-09
2006,5.8474035113942335e-08,4.941467679486777e-09
2007,3.794755376596015e-08,7.988958827809256e-09
2008,4.385162938325138e-08,8.51487946817997e-09
2009,6.103286476211167e-08,1.0013204487790972e-08
2010,4.91274465552749e-08,8.97520635589899e-09
2011,4.0916501159449226e-08,6.118355155848576e-09
2012,5.106378955788138e-08,1.1574459224394928e-08
2013,4.62994750871637e-08,6.136075203500013e-09
2014,3.5729847039367435e-08,8.012147389990787e-09
2015,3.568686279820099e-08,7.093041265449074e-09
2016,3.749125579433077e-08,8.906762438698479e-09
2017,4.150758609045013e-08,3.2702947017071438e-09
2018,3.252648211882203e-08,5.937373259712331e-09
2019,3.851991381420561e-08,6.377469219387422e-09
