year,en_ADP air_NOUN,en_ADP serres_NOUN
1908,2.3329098763902323e-07,4.0273391732625896e-08
1909,3.15206349466024e-07,5.886052478754067e-08
1910,3.6340225884057276e-07,5.7182411472567196e-08
1911,3.9902805815117404e-07,4.9479478292369095e-08
1912,4.625965921434272e-07,6.980624500663168e-08
1913,5.09087001221431e-07,4.454511387530502e-08
1914,3.0202313938687553e-07,4.28591582779525e-08
1915,1.8377989163820274e-07,5.5369582696584985e-08
1916,1.50528225217883e-07,2.966614687238689e-08
1917,1.381769423325352e-07,9.102132025873289e-08
1918,2.6303800471083605e-07,4.135095466040184e-08
1919,2.642652502382603e-07,5.156395094241262e-08
1920,2.854731246948461e-07,4.997673030970873e-08
1921,2.6504616346123555e-07,5.6038331308627676e-08
1922,2.751969887526684e-07,6.049906886573808e-08
1923,2.558443532585386e-07,3.715581797791856e-08
1924,2.2947091282699006e-07,5.027733596119077e-08
1925,3.277457034656095e-07,4.5092528377921326e-08
1926,2.920288224572687e-07,4.569916678409669e-08
1927,2.129501930347999e-07,5.351628118432927e-08
1928,2.31948637186008e-07,6.170062505361784e-08
1929,2.551153110985638e-07,4.6789706553695964e-08
1930,2.468346705919444e-07,5.04172987803031e-08
1931,4.573547949249246e-07,5.1324105854178015e-08
1932,3.9563927378694075e-07,5.918149881267709e-08
1933,3.8082598163846626e-07,6.882397385332695e-08
1934,3.774197683270586e-07,5.870974106869653e-08
1935,5.732808050495919e-07,6.58255636665217e-08
1936,4.692264652383926e-07,6.426098586587159e-08
1937,4.293571240765459e-07,5.5400921183945684e-08
1938,4.2914859399445504e-07,5.186085871855539e-08
1939,4.909389987872714e-07,3.364691281149135e-08
1940,6.187310546135194e-07,3.0429394115571995e-08
1941,4.574829119974311e-07,6.493305448884712e-08
1942,4.247896423503761e-07,6.675266206457309e-08
1943,9.929064368474627e-07,6.967764676346633e-08
1944,4.6269882147953467e-07,4.819779064746399e-08
1945,9.389352637612092e-07,4.7927089408261736e-08
1946,4.134568101221703e-07,8.770295956139762e-08
1947,5.161737379744125e-07,8.46381809083141e-08
1948,4.435730192042797e-07,9.132386136201376e-08
1949,4.7317980900185574e-07,8.933477912975718e-08
1950,5.221962715573625e-07,1.0529007909987342e-07
1951,4.659032604159563e-07,8.95557730196117e-08
1952,5.388395063476992e-07,9.279427715114252e-08
1953,5.289949411846351e-07,7.757156028631584e-08
1954,6.74304979852991e-07,1.1727043536247095e-07
1955,5.406109884198429e-07,1.1262729548988659e-07
1956,5.843164938568179e-07,1.0465369926215828e-07
1957,5.009466179650701e-07,1.1662249921329249e-07
1958,6.444077458311881e-07,7.693186143686859e-08
1959,4.7512084933032384e-07,8.680837737529146e-08
1960,5.294437523950535e-07,6.297958166090467e-08
1961,4.3703921681625957e-07,7.365049148333469e-08
1962,4.7564672556177356e-07,9.195836486730613e-08
1963,4.4615768057809646e-07,1.1121611676045973e-07
1964,4.7637472228023725e-07,8.09167753357265e-08
1965,4.5801002546141945e-07,1.3297064871409248e-07
1966,5.383980679063427e-07,7.256187861681695e-08
1967,5.166991521310393e-07,1.198071577501736e-07
1968,4.051256959902716e-07,1.1138711181191141e-07
1969,4.514507359054676e-07,8.084328834145893e-08
1970,3.7893495408169997e-07,8.277705065840024e-08
1971,4.3933299265219716e-07,1.0636483072090641e-07
1972,3.729616903092037e-07,7.233506804649181e-08
1973,4.1018235097389777e-07,1.0089162660875672e-07
1974,4.0672883683257055e-07,6.356895915216043e-08
1975,4.1065541767082436e-07,7.367809429226213e-08
1976,4.079458255645818e-07,7.998937845421494e-08
1977,4.01384201875743e-07,8.051190825142385e-08
1978,3.386137139571588e-07,7.722768602391739e-08
1979,3.440960313350061e-07,5.969013017192992e-08
1980,3.2234804003827833e-07,6.367368687865138e-08
1981,2.859148393596911e-07,6.135783148231155e-08
1982,3.0478835211233957e-07,4.1590266564028866e-08
1983,2.7345319608684804e-07,6.631081816976803e-08
1984,2.52836773739773e-07,8.408561980033369e-08
1985,3.0739501566401373e-07,6.436647348451174e-08
1986,2.673540528963514e-07,8.392279671198821e-08
1987,3.611492629396196e-07,6.96633131180846e-08
1988,2.5065594289053195e-07,7.855485495422698e-08
1989,1.909866496063728e-07,6.475984093423648e-08
1990,2.2557414969259781e-07,7.519138500722278e-08
1991,2.3035557727979494e-07,8.264666162549617e-08
1992,1.630943504693505e-07,6.336435476317348e-08
1993,2.2046045700108152e-07,5.594599566949299e-08
1994,1.524453796530878e-07,6.22441333475443e-08
1995,2.125600774283143e-07,4.1210625467691386e-08
1996,2.0605035411236372e-07,4.270473730194624e-08
1997,1.0980308384755944e-07,4.507200856984639e-08
1998,1.316003657159115e-07,2.288701994590525e-08
1999,1.6955446535682483e-07,4.844413226123834e-08
2000,1.9483518709506598e-07,4.418031662734023e-08
2001,1.296838689768265e-07,3.110660529159759e-08
2002,1.305603966050839e-07,2.716357272447567e-08
2003,1.5042591949843143e-07,2.541822929913451e-08
2004,1.700249482594618e-07,2.7750185621622236e-08
2005,1.5763123639711552e-07,1.4862373554080932e-08
2006,2.2442499875152677e-07,2.5530917824312382e-08
2007,1.6417310089167358e-07,2.117074093810345e-08
2008,1.4092124867026712e-07,2.2138685551453818e-08
2009,2.5891284249901503e-07,4.2913732345439826e-08
2010,2.116259318896141e-07,3.967986117459077e-08
2011,2.2255517517777434e-07,4.1681295637197024e-08
2012,2.291062098924712e-07,3.1319125071149756e-08
2013,1.5284404897286663e-07,2.6775601014161765e-08
2014,1.4768336260850834e-07,4.569089284700567e-08
2015,2.0569820136095984e-07,2.3939014506813017e-08
2016,1.6715714334925025e-07,2.4027544398563805e-08
2017,1.4439609019589739e-07,2.842640789424422e-08
2018,1.3449441449431276e-07,2.2458760184917992e-08
2019,1.9004859225235649e-07,4.1581099452514536e-08
