year,en_ADP airs_NOUN,en_ADP cerfs_NOUN
1895,9.027921299420427e-09,6.018614495673091e-09
1896,1.4152869098893461e-08,4.717623180994224e-09
1897,1.6897470089816125e-08,5.826713556089658e-10
1898,5.6583546736987955e-09,1.3580051305694951e-08
1899,1.1055156790007459e-08,3.8693048765026106e-09
1900,6.748368974740515e-09,5.19105292084987e-09
1901,2.235495566438317e-09,7.265360757457984e-09
1902,8.838511256215043e-09,8.838511089681589e-09
1903,1.1880484596105134e-08,1.6200660590826033e-08
1904,1.2361637935498493e-08,6.987012746151322e-09
1905,4.644683138099737e-09,1.1353670226199597e-08
1906,2.0576738091193647e-09,1.0288369267641428e-08
1907,8.742833790265081e-09,4.114274698707732e-09
1908,2.1118972570732808e-08,1.964555629285769e-09
1909,9.351672325408344e-09,1.5402753739124364e-08
1910,1.2825961404061559e-08,1.2825961626106164e-08
1911,1.702519769608557e-08,4.788336727123976e-09
1912,6.772247651554153e-09,7.814131786076928e-09
1913,5.833288518886093e-09,6.363587878865928e-09
1914,7.36641797560722e-09,2.0090231700464756e-09
1915,2.3561523843085297e-09,5.890380960771324e-09
1916,1.0987462051303964e-09,5.493730803607377e-09
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,1.4932289182922887e-08,2.2972752589112133e-09
1919,1.289098744416961e-08,1.1049418269237776e-08
1920,1.2872794385998532e-08,7.572231730534895e-10
1921,2.2718242898012164e-08,1.9689143759826777e-08
1922,2.1396012073182646e-08,1.1066902949607993e-08
1923,1.9108707505210987e-08,0.0
1924,2.9650736976805092e-08,3.867487219366694e-09
1925,2.3096173862313663e-08,5.499089184013428e-09
1926,1.8948435376309192e-08,5.573069339348535e-09
1927,2.0068604777989663e-08,2.2298449753321847e-09
1928,6.8556245125250825e-09,3.4278122562625413e-09
1929,1.2254447234738564e-08,7.798284684668033e-09
1930,1.68057662230936e-08,6.302162347537887e-09
1931,7.983749661377715e-09,1.3686427990933225e-08
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,4.787313656606784e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,1.0372171566075394e-08,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,8.854507793643052e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,0.0
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,1.6307831529616124e-08,2.174377566888097e-09
1949,8.835307596655184e-09,5.890204768377316e-09
1950,7.444753036267571e-09,5.317680518146517e-09
1951,1.3859821956785368e-08,8.529121409139861e-09
1952,1.0544803696888039e-08,6.326882129314981e-09
1953,5.386913581872932e-09,9.69644453618912e-09
1954,7.818028890937967e-09,6.840775057526116e-09
1955,1.2201290200408721e-08,1.8771215692936494e-09
1956,1.744228317335228e-09,5.232684729961079e-09
1957,8.835037590415595e-09,5.301022731885041e-09
1958,1.1581141212690937e-08,1.6544486891589827e-09
1959,5.425523585955716e-09,1.3951346300444811e-08
1960,2.2838749558218296e-08,7.612916519406099e-09
1961,4.863711378089164e-09,8.33779090214648e-09
1962,8.244543714397423e-09,3.170978146727066e-09
1963,1.6165133231993423e-08,9.052474325699222e-09
1964,6.083968384640315e-09,3.041984220075733e-09
1965,1.2038495811328431e-08,6.0192477668863376e-09
1966,6.092982229866095e-09,6.6468897053084675e-09
1967,1.5284040255636455e-08,6.409436092980059e-09
1968,1.5719955531734442e-08,9.88111459321317e-09
1969,8.629339798282842e-09,5.904285060864822e-09
1970,1.6095537708205043e-08,8.27770510469783e-09
1971,9.762954888969944e-09,8.221435976452085e-09
1972,2.3598676068825597e-08,4.6171320100540925e-09
1973,9.372446541089374e-09,9.37244681864513e-09
1974,9.563471792262135e-09,3.937900228123681e-09
1975,3.4268881066168433e-09,1.028066431985053e-08
1976,6.8562320265641574e-09,6.284879672247001e-09
1977,7.639816335114347e-09,2.3507127910882275e-09
1978,1.1287123569125868e-08,1.4257419245211622e-08
1979,1.1118749476679568e-08,8.192762912528906e-09
1980,6.253665585376211e-09,8.527726080842513e-09
1981,1.2018544381930951e-08,8.223214109648325e-09
1982,7.449002747961231e-09,4.966001831974154e-09
1983,1.2630632317822688e-08,6.946847541655643e-09
1984,1.0438215292118969e-08,2.3196033982486597e-09
1985,7.82022557821449e-09,1.0226449020933615e-08
1986,8.392279760016663e-09,6.593933843390687e-09
1987,1.2221634038134255e-08,5.49973533381376e-09
1988,1.4991384134077634e-08,1.199310784016916e-08
1989,4.939309850016116e-09,8.232182935330457e-09
1990,8.717841171179685e-09,1.1442166825137434e-08
1991,1.1722930182145319e-08,1.0550637696837839e-08
1992,7.713921945651236e-09,1.4876849085965205e-08
1993,8.862731548653358e-09,1.1078414630105726e-08
1994,7.912389743403025e-09,7.384897138251745e-09
1995,1.3556126887692699e-08,4.880205572987961e-09
1996,4.270473752399084e-09,9.074756723848054e-09
1997,1.054876808126437e-08,6.7128524960935465e-09
1998,7.629006981701991e-09,1.0013071261028017e-08
1999,1.2339543165040823e-08,9.140402212892695e-09
2000,1.192868470667463e-08,6.185244316725402e-09
2001,7.0099388516098315e-09,8.324302136486494e-09
2002,1.0076809608960957e-08,8.762443215459825e-09
2003,1.2500768864498468e-08,9.167230530238157e-09
2004,1.4535811221350059e-08,9.690541175055856e-09
2005,1.1259373877692269e-08,4.954124666056714e-09
2006,1.070651389767363e-08,4.941467679486777e-09
2007,1.358123019601365e-08,7.988958827809256e-09
2008,1.021785517307805e-08,8.51487946817997e-09
2009,3.337734755248789e-09,1.0013204487790972e-08
2010,8.9752067999882e-09,8.97520635589899e-09
2011,2.2943831279320648e-09,6.118355155848576e-09
2012,4.425528637996834e-09,1.1574459224394928e-08
2013,6.693900156395927e-09,6.136075203500013e-09
2014,4.547434789836657e-09,8.012147389990787e-09
2015,6.871383573248124e-09,7.093041265449074e-09
2016,4.349813981230355e-09,8.906762438698479e-09
2017,4.024978267347379e-09,3.2702947017071438e-09
2018,1.8070267504555204e-09,5.937373259712331e-09
2019,7.652963041060445e-09,6.377469219387422e-09
