year,en_ADP eau_NOUN,en_ADP sots_NOUN
1890,2.89048454860108e-06,5.243509182406569e-09
1891,2.7166926770405553e-06,3.824531802365527e-09
1892,3.2270301826287096e-06,6.268512375839919e-10
1893,3.2183885432246484e-06,6.158416554491453e-10
1894,3.520670052381547e-06,1.8904617871129403e-09
1895,3.2428293863517865e-06,3.611168697403855e-09
1896,3.2221366303986088e-06,1.7691086373616827e-09
1897,3.4051314283800593e-06,3.4960281336537946e-09
1898,3.4408455000800586e-06,7.355861253444118e-09
1899,3.4834797926208694e-06,1.1055156790007459e-09
1900,3.6404855165983463e-06,2.07642125715779e-09
1901,4.084809301474479e-06,5.58873880507349e-09
1902,4.2861866802468285e-06,2.455141867585553e-09
1903,4.779194757276173e-06,0.0
1904,4.806527314826781e-06,3.2247751136083025e-09
1905,4.8232454261665225e-06,1.5482277682110634e-09
1906,5.007863460804174e-06,7.716276673175315e-09
1907,4.5509021333600685e-06,4.6285588695127444e-09
1908,4.656979236017378e-06,2.4556945366072114e-09
1909,4.872221001761545e-06,2.2003934230241384e-09
1910,5.38262861482508e-06,3.740905363258662e-09
1911,4.311099131015794e-06,2.6601871816467337e-09
1912,4.8046492082676195e-06,1.5628263128064646e-09
1913,5.361322720887074e-06,1.590896969716482e-09
1914,5.214084865201585e-06,4.018046340092951e-09
1915,4.38362137167303e-06,4.712304768617059e-09
1916,4.108212152686974e-06,5.493730803607377e-09
1917,4.176014220647062e-06,0.0
1918,4.414214593850829e-06,2.2972752589112133e-09
1919,5.395798947205321e-06,1.8415696745321952e-09
1920,4.749303581519371e-06,1.514446346106979e-09
1921,5.319854864183071e-06,1.5145494858259667e-09
1922,5.671419106789699e-06,8.853522359686394e-09
1923,5.074423363282676e-06,5.307974060286824e-09
1924,5.249469680279617e-06,9.02413699321869e-09
1925,5.724551691344004e-06,0.0
1926,6.046779901680566e-06,0.0
1927,5.221181787362639e-06,0.0
1928,5.745013311297953e-06,1.2568645679778001e-08
1929,6.141706258233626e-06,6.684243825105796e-09
1930,6.183471313647715e-06,0.0
1931,7.438573604190424e-06,2.2810713318222042e-09
1932,7.076572863695674e-06,0.0
1933,7.257488171319437e-06,1.1470662197865522e-09
1934,6.84747317336587e-06,8.38710612072191e-09
1935,8.338303565835758e-06,3.590485242455088e-09
1936,8.8195175464989e-06,4.849885826274658e-09
1937,8.696685426912154e-06,0.0
1938,7.62354610372995e-06,0.0
1939,8.986784109765722e-06,7.647025235257843e-09
1940,8.90566941080806e-06,0.0
1941,8.515085184512827e-06,5.9030051957620344e-09
1942,9.093532824522299e-06,9.102635090130207e-09
1943,9.513901794377944e-06,2.9032352077962287e-09
1944,8.685242278261285e-06,0.0
1945,7.61169307139653e-06,8.714016175304096e-09
1946,6.964728676450704e-06,2.7842208538686464e-09
1947,7.451736657060337e-06,0.0
1948,8.904076075566536e-06,3.2615663503321457e-09
1949,1.0255828883032336e-05,1.9634016634739737e-09
1950,1.000255775096548e-05,4.2541445921528975e-09
1951,9.75518294410449e-06,0.0
1952,1.1146911987225394e-05,2.1089607837865287e-09
1953,1.0788910842052246e-05,3.232148326759443e-09
1954,1.1238416121273076e-05,0.0
1955,1.0398314707060763e-05,3.754243138587299e-09
1956,1.0689503376681841e-05,4.360570571293465e-09
1957,1.202006853873172e-05,8.835037701437898e-10
1958,1.2178396730178065e-05,2.4816730892496253e-09
1959,1.144552912535346e-05,4.650448914844674e-09
1960,1.12657321125198e-05,3.460416619915918e-09
1961,1.199738642299053e-05,7.64297514166401e-09
1962,1.1731351079902197e-05,5.0735651235811474e-09
1963,1.2621735876905404e-05,1.939815863494232e-09
1964,1.2107096566182918e-05,6.083968329129164e-10
1965,1.113451425283074e-05,4.924839203113152e-09
1966,1.1951107566687824e-05,9.416426749453422e-09
1967,1.2112848139622656e-05,4.930335639752315e-09
1968,1.1193955401722633e-05,1.3474247273492779e-09
1969,1.2181448965975505e-05,1.8167031212712459e-09
1970,1.1858732534619776e-05,6.438214850135182e-09
1971,1.1779776514231344e-05,5.652237344833111e-09
1972,1.1121132260427657e-05,2.0520587451500205e-09
1973,1.302163599348205e-05,4.9618833486420044e-09
1974,1.202128431998517e-05,0.0
1975,1.197583124223911e-05,4.569184142155791e-09
1976,1.2197808473501937e-05,1.142705374768127e-09
1977,1.330797223886293e-05,3.526069214387917e-09
1978,1.1307915684710679e-05,1.7821774056514528e-09
1979,1.2330693010653704e-05,1.1703946700691858e-09
1980,1.1343581405753866e-05,1.7055452605774235e-09
1981,1.1329692057415741e-05,3.795329828193417e-09
1982,1.2385828924266207e-05,2.483000915987077e-09
1983,1.1197686518471528e-05,1.89459470334441e-09
1984,1.1788224739461839e-05,2.8995041922996734e-09
1985,1.2007053783236188e-05,4.210890747202711e-09
1986,1.1037047073614303e-05,2.3977941854269602e-09
1987,1.193320315451274e-05,8.555143260480236e-09
1988,1.1320294731831382e-05,6.596209356501959e-09
1989,1.021778618337521e-05,2.1952488715726304e-09
1990,1.128688012386192e-05,2.179460389939436e-09
1991,1.1207707771632158e-05,4.10302547493302e-09
1992,1.0600581731523562e-05,4.958949695321735e-09
1993,1.0196573356324734e-05,1.661762283333701e-09
1994,1.0445936752034868e-05,4.747434001473039e-09
1995,1.04306267019183e-05,4.880205572987961e-09
1996,9.974224809639054e-06,5.338092190498855e-10
1997,1.0570824201749929e-05,2.876936688878118e-09
1998,1.0249570138398667e-05,9.536258449571733e-10
1999,9.188846185281818e-06,2.7421207526856506e-09
2000,9.242522168051437e-06,1.7672125984802278e-09
2001,9.386308008174638e-06,1.3143635069212678e-09
2002,8.724764299472554e-06,8.76244299341522e-10
2003,1.0066451999080073e-05,4.583615265119079e-09
2004,8.588902609574234e-06,2.2023955992267474e-09
2005,9.093971073070861e-06,1.3511248786457486e-09
2006,9.61403758381607e-06,2.4707338397433887e-09
2007,8.219840257339683e-06,7.988958938831558e-10
2008,9.740596006224678e-06,0.0
2009,9.427669930062166e-06,2.384096253749135e-09
2010,8.433387488793187e-06,4.723793023408973e-10
2011,8.046019292606843e-06,7.64794394481072e-10
2012,7.813440756621048e-06,1.0212758416727752e-09
2013,6.205802995040699e-06,1.1156500168141292e-09
2014,4.880263917428351e-06,8.661780737106994e-10
2015,4.7656369064341675e-06,4.2114931125825095e-09
2016,4.501021731329047e-06,3.1070099826280284e-09
2017,4.617656377270407e-06,5.031222660711876e-10
2018,5.414368375866729e-06,1.2907333535316923e-09
2019,4.471881438483649e-06,2.04079020349468e-09
