year,en_PRON aurai_VERB,en_PRON saurais_VERB
1914,9.308473747360324e-08,6.696743604095445e-09
1915,4.947920029252373e-08,1.1780761921542648e-09
1916,3.2962385709822684e-08,1.0987462051303964e-08
1917,7.237840193852207e-08,2.302949086985251e-08
1918,7.581008532042688e-08,9.189101035644853e-09
1919,2.3940405657896235e-08,1.1049418269237776e-08
1920,5.4520070236208085e-08,1.590168707821249e-08
1921,5.982470474563684e-08,1.5145495524393482e-08
1922,5.016995974216343e-08,2.1396012517271856e-08
1923,9.448194049355152e-08,1.2739137744688378e-08
1924,4.8988172629549354e-08,9.024137215263295e-09
1925,7.918688105235105e-08,2.1996356736053713e-08
1926,5.795991864232519e-08,1.89484357093761e-08
1927,4.9056587680951225e-08,1.0034302277972529e-08
1928,6.627104021106334e-08,1.2568645679778001e-08
1929,8.800921058593758e-08,1.2254447234738564e-08
1930,6.302162169902203e-08,1.7856125467119455e-08
1931,3.763767875142321e-08,1.596749932275543e-08
1932,3.616646915283184e-08,1.3151444377967891e-08
1933,3.785318680726846e-08,6.882397318719313e-09
1934,5.152079296522061e-08,1.5576054224197833e-08
1935,5.146362269670135e-08,2.2739740757060645e-08
1936,2.5461901476120374e-08,1.6974599503782883e-08
1937,3.90324657040253e-08,1.2591118370153254e-08
1938,3.111651514231539e-08,1.4261736125398272e-08
1939,2.5999886688055085e-08,1.5294050470515685e-08
1940,2.2822045586678996e-08,7.607348528892999e-09
1941,4.132103548215582e-08,1.4757512545315876e-08
1942,4.24789639019707e-08,1.8205270180260413e-08
1943,2.322588166236983e-08,8.709705845433291e-09
1944,4.498460803858961e-08,2.2492303131116387e-08
1945,5.2284097940002994e-08,4.357008087652048e-09
1946,4.1763311031672856e-08,2.7842208538686464e-09
1947,6.437270161363529e-08,2.26496545963073e-08
1948,5.544662862178029e-08,8.697510267552389e-09
1949,5.3993546522690394e-08,1.2762110479513922e-08
1950,5.211327103182839e-08,2.0207187034770868e-08
1951,5.863771068703727e-08,1.9190522948520083e-08
1952,4.5342657628566485e-08,3.163441175679793e-09
1953,4.417269350298625e-08,7.54167928107563e-09
1954,6.547599262773929e-08,1.07497895029951e-08
1955,4.5050917663047585e-08,1.5016972554349195e-08
1956,5.145473647161225e-08,1.4825940475304833e-08
1957,4.240818185508033e-08,7.951533653738352e-09
1958,5.211513531833134e-08,2.3162280982091943e-08
1959,4.495433891804623e-08,1.2401196514133517e-08
1960,6.090333393160563e-08,8.305000243069571e-09
1961,5.211119535886155e-08,1.4591134855912458e-08
1962,5.01014563170088e-08,1.9660065575521912e-08
1963,4.4615767968991804e-08,1.4871922249248826e-08
1964,6.023128751309059e-08,1.6426714155581834e-08
1965,4.9248390698863886e-08,1.094408652591028e-08
1966,3.323444808245313e-08,1.3847687219126215e-08
1967,5.2261555971711005e-08,8.874604162656397e-09
1968,5.7490122218339934e-08,1.2575964686289964e-08
1969,3.406318338505798e-08,6.8126366770115965e-09
1970,4.368788797393108e-08,1.931464446713882e-08
1971,4.470405978729275e-08,1.5929032315398217e-08
1972,4.771036676842755e-08,1.1799337507056862e-08
1973,3.859242525550144e-08,8.821126051827832e-09
1974,2.2502286700643026e-08,8.438357568252286e-09
1975,4.0551508817543436e-08,1.1422960355389478e-08
1976,2.9710338966815186e-08,1.656922776760439e-08
1977,1.2928920156696222e-08,1.2341241639735046e-08
1978,3.267325299205481e-08,1.3069301307844228e-08
1979,3.452664443237552e-08,5.851973128301324e-09
1980,3.240535972892644e-08,2.0466543182440233e-08
1981,2.4037087986705785e-08,1.3916208629893845e-08
1982,2.4209259485985513e-08,8.069752865935698e-09
1983,2.9050453598244985e-08,8.209910973278056e-09
1984,2.7835241223073126e-08,1.797692572580445e-08
1985,3.00777907025207e-08,9.02333674446254e-09
1986,3.2969670549221064e-08,1.0790073723399018e-08
1987,2.6276512521405948e-08,1.2832715334809564e-08
1988,2.3986215458293714e-08,1.139345240375178e-08
1989,4.225854066675083e-08,1.4269117665222097e-08
1990,3.7595692337077935e-08,8.172976073694826e-09
1991,2.8135032081877398e-08,1.8756688924259635e-08
1992,2.2039776004234568e-08,7.162927584403178e-09
1993,3.822053251667512e-08,1.9387225436151567e-08
1994,4.5364369150036055e-08,1.5297286992677073e-08
1995,2.0063067651676647e-08,1.0844901865425527e-08
1996,3.149474347985404e-08,5.3380921904988554e-09
1997,3.5002729603661464e-08,7.67183128136395e-09
1998,3.0516026594540335e-08,1.1443510361530684e-08
1999,3.0620347146737004e-08,1.142550276611587e-08
2000,2.2090157925092058e-08,8.83606254831193e-09
2001,2.8477877389576634e-08,1.3581756164171566e-08
2002,2.9354183972429837e-08,8.762443215459825e-09
2003,2.7501691590714472e-08,5.833692029444393e-09
2004,2.7750184816710544e-08,1.4535810777260849e-08
2005,3.377812163307681e-08,9.007498746882447e-09
2006,4.28260547025161e-08,1.0294725072412803e-08
2007,3.355362787615945e-08,1.198343807518043e-08
2008,3.320802877126994e-08,9.792111205220166e-09
2009,3.33773479965771e-08,9.53638501499654e-09
2010,3.542844684290003e-08,1.653327574846486e-08
2011,2.562061185429343e-08,1.7972668631127675e-08
2012,5.31063433228951e-08,2.3148917782656042e-08
2013,4.54627375745531e-08,1.9523874683624598e-08
2014,4.980523904407619e-08,2.1221362889178863e-08
2015,5.6301013628967667e-08,2.3939014506813017e-08
2016,4.99192953640204e-08,2.4648946272964878e-08
2017,3.471543585931158e-08,2.213737992917686e-08
2018,4.904786798931582e-08,2.813798788414701e-08
2019,5.637683031523011e-08,1.9387507654844427e-08
