year,mon_DET oeil_NOUN,mon_DET seuil_NOUN
1800,2.0437068570799966e-07,1.2576657937302116e-08
1801,1.357274115321161e-07,2.3811825844433088e-09
1802,1.432217686669901e-07,1.1189200677108602e-08
1803,9.361628094950447e-08,1.950339223455444e-09
1804,8.157107878048464e-08,0.0
1805,9.665784439505387e-08,0.0
1806,1.0085841850582256e-07,0.0
1807,1.0818429529990681e-07,0.0
1808,1.0423940466353088e-07,0.0
1809,6.099382332536152e-08,0.0
1810,7.254393130651238e-08,0.0
1811,4.512738183137799e-08,2.5070767684098882e-09
1812,4.267532993651457e-08,0.0
1813,4.026038169513413e-08,2.8757416448144113e-09
1814,1.0698702368472368e-07,0.0
1815,5.933891866760632e-08,0.0
1816,7.184572226037744e-08,0.0
1817,6.071806435414828e-08,0.0
1818,4.410835652279843e-08,0.0
1819,2.6912730710648702e-08,6.210630232317271e-09
1820,3.4412794391869284e-08,7.119888678630559e-09
1821,9.861487981766004e-08,0.0
1822,3.8097340393505874e-08,3.0076847679083585e-09
1823,4.74368976322026e-08,0.0
1824,6.400045649002095e-08,1.6842225392110777e-09
1825,5.987701401366508e-08,0.0
1826,5.5490302131033786e-08,7.927186018719112e-09
1827,2.7651819500817965e-08,0.0
1828,4.1275353801495385e-08,0.0
1829,3.2578068964728146e-08,5.143905745796928e-09
1830,6.47083817639782e-08,4.174734336004349e-09
1831,5.6128341974215346e-08,3.1182412207897414e-09
1832,8.117981709077071e-08,1.488296597074168e-08
1833,5.9076506575550525e-08,2.548398292390175e-08
1834,4.200539027721106e-08,5.600718466780563e-08
1835,3.857174846189082e-08,6.806779140333674e-09
1836,2.8899224679967972e-08,5.376600054063374e-09
1837,3.2702088037517285e-08,8.349468672008697e-09
1838,1.9567701237122037e-08,1.199310784016916e-08
1839,2.586845848639996e-08,1.7478688718597368e-08
1840,2.547875399550037e-08,7.64362617644565e-09
1841,2.632424900284036e-08,1.6051371787284552e-08
1842,3.21996713736894e-08,1.2745703159566801e-08
1843,2.9534555467947143e-08,2.4809025944705354e-08
1844,1.481911582335016e-08,2.7991662321369404e-08
1845,2.511102614732863e-08,1.4508592549589139e-08
1846,2.634525531064469e-08,2.2832555401919308e-08
1847,2.1572894581822766e-08,1.7258315665458213e-08
1848,1.769948759777762e-08,6.43617736884039e-09
1849,1.3407064125559032e-08,5.865590679832167e-09
1850,2.308258562067067e-08,1.8330290174617403e-08
1851,2.1283148798900697e-08,2.257303499675345e-08
1852,1.2370036106545967e-08,2.018269107395554e-08
1853,1.7318602107962988e-08,1.7318601663873778e-08
1854,1.2469594468100809e-08,3.221311928314208e-08
1855,2.9188154115900034e-08,1.4859423913549108e-08
1856,9.318940341618287e-09,2.329735160344626e-08
1857,2.0990488958094744e-08,4.783878987391077e-08
1858,2.300027768242785e-08,6.117095097124547e-08
1859,1.3748867822016564e-08,4.83756465996521e-08
1860,1.4646988760746993e-08,5.0806741119791e-08
1861,1.2733101961703852e-08,3.5369726703038395e-08
1862,3.5692093336425756e-08,3.6595690033891515e-08
1863,1.548332478895631e-08,4.1954813234656996e-08
1864,1.6781548151101333e-08,3.548098703731739e-08
1865,1.4120532965122834e-08,3.859612285328495e-08
1866,1.0704348185619494e-08,1.0704348518686402e-08
1867,2.9602150064533816e-08,2.717574432153924e-08
1868,1.6301584526701163e-08,1.6301584526701163e-08
1869,9.76703851129912e-09,3.2231227464762924e-08
1870,2.8670244400785805e-08,2.2936195609446486e-08
1871,2.1242354542039266e-08,1.3807530230280918e-08
1872,1.2094678814023041e-08,3.084142885523278e-08
1873,1.0774807712721213e-08,2.0352414864532875e-08
1874,2.1508592684682526e-08,2.3300975371398636e-08
1875,2.6319024737375685e-08,5.149374260327022e-08
1876,2.539326304784595e-08,2.1765654167893445e-08
1877,9.27722387800145e-09,3.277952487223956e-08
1878,2.5364171873931696e-08,2.6571990829893366e-08
1879,1.2218650646822482e-08,2.2604503158163425e-08
1880,1.7328185109022343e-08,5.840239936105718e-08
1881,1.6036767247484818e-08,2.3009274485730202e-08
1882,1.8635079035433932e-08,3.460800157562005e-08
1883,2.0221884000637402e-08,3.159669503816076e-08
1884,1.5844072720483382e-08,3.8289840631478e-08
1885,2.191516146332617e-08,2.4493415295978593e-08
1886,1.80696991813889e-08,3.0976625708944994e-08
1887,2.6768591343540038e-08,4.309090329002174e-08
1888,2.726464320979005e-08,2.9800889755904336e-08
1889,3.0699170039394374e-08,2.9446143023914573e-08
1890,7.209825181320184e-09,2.818386235503567e-08
1891,1.4023284533593028e-08,3.505821055682645e-08
1892,1.1283322054467249e-08,1.3790726782758611e-08
1893,1.1700991398022609e-08,2.093861628527094e-08
1894,5.041231654345779e-09,3.465846631911518e-08
1895,1.9861427613676597e-08,3.7917270878651266e-08
1896,1.8280790214930676e-08,3.3023361822870356e-08
1897,2.330685378026942e-08,4.661370667236042e-08
1898,1.867257104493092e-08,4.413516851986543e-08
1899,1.6029977345510815e-08,5.9145088826539904e-08
1900,1.557315920663882e-08,4.56812685456498e-08
1901,1.7883964531506535e-08,4.303328915433724e-08
1902,1.865907900411301e-08,2.1605249145295602e-08
1903,1.8900770504259867e-08,4.320176238969964e-08
1904,9.13686282189019e-09,3.278521276683932e-08
1905,2.5287720362143773e-08,5.676834968770805e-08
1906,1.6461390361932615e-08,5.092742527690319e-08
1907,2.5199931918962193e-08,4.988558188756542e-08
1908,1.915441649735783e-08,4.9605031193777904e-08
1909,2.310413077522e-08,6.656190265630357e-08
1910,1.870452726038252e-08,6.14577324586918e-08
1911,2.3409647109673415e-08,4.735133130040481e-08
1912,2.3963337481003322e-08,6.824341869382522e-08
1913,2.545435129341911e-08,5.409049363969132e-08
1914,2.0759905794420774e-08,6.361906201846068e-08
1915,7.0684572639478915e-09,3.180805663305364e-08
1916,1.3184954017475548e-08,7.581348882013117e-08
1917,1.9739563983378616e-08,5.1542195955711634e-08
1918,3.101321510712296e-08,8.499918635607173e-08
1919,1.0128633542993981e-08,6.44549373873815e-08
1920,3.483226640454973e-08,7.345065045072374e-08
1921,2.3475516253146367e-08,8.027111952912946e-08
1922,4.721878799074375e-08,1.2026034479362124e-07
1923,3.290943917377831e-08,1.1677542621768566e-07
1924,2.4494086203752374e-08,9.281969681751434e-08
1925,2.4195991210618217e-08,1.0448268872309541e-07
1926,2.452150527076924e-08,9.251294807999244e-08
1927,3.7907363026334906e-08,6.020581566623662e-08
1928,1.3711249469139375e-08,5.1417184954161144e-08
1929,2.116677211283502e-08,6.461435475557664e-08
1930,1.6805765667982087e-08,6.092089732678829e-08
1931,2.737285598186645e-08,5.1324104077821175e-08
1932,1.2055489939655217e-08,4.931791508511196e-08
1933,1.2617728861741284e-08,3.555905236929391e-08
1934,1.3179738189705859e-08,4.07373743627204e-08
1935,2.752705352548901e-08,3.2314367182095793e-08
1936,3.758661426545018e-08,5.092380206406233e-08
1937,1.3850229851897211e-08,4.406891207509034e-08
1938,2.2040864577910213e-08,4.408173026604345e-08
1939,2.141167065872196e-08,7.799965828780842e-08
1940,1.5214697723919812e-08,5.0715657229361e-08
1941,4.7224043342453115e-08,8.854507971278736e-08
1942,4.8547388331598995e-08,5.158160121254696e-08
1943,9.580676185727555e-08,6.967764676346633e-08
1944,4.819779242382083e-08,1.0603514510876266e-07
1945,2.3963544037997053e-08,5.010559345208776e-08
1946,3.480276067335808e-08,7.795818568467894e-08
1947,2.2649654818351905e-08,6.437270161363529e-08
1948,3.044128549234415e-08,3.4790041070209554e-08
1949,1.0798709260129158e-08,5.595694652082983e-08
1950,2.9779012589159493e-08,5.424034199563721e-08
1951,1.7058243040324328e-08,6.183613110444242e-08
1952,2.1089607726842985e-08,6.854122547306218e-08
1953,2.1547655659759357e-08,5.063698893525981e-08
1954,1.9545072005300312e-08,4.88626810124515e-08
1955,2.62797024142003e-08,4.880516257799172e-08
1956,2.8779767902165077e-08,4.3605706823157675e-08
1957,2.385460257103844e-08,4.2408182576725295e-08
1958,2.7298403981745878e-08,5.1287908586772346e-08
1959,2.325224368604495e-08,3.4878365084978213e-08
1960,2.6991249291175023e-08,7.682125158225972e-08
1961,2.91822690456911e-08,4.099413952740605e-08
1962,2.7270412816804424e-08,6.532214769094935e-08
1963,2.9743844720542256e-08,5.6254662261778776e-08
1964,4.1979380804857414e-08,4.745495374436359e-08
1965,3.556828298556525e-08,8.372226523167825e-08
1966,3.8773523058921455e-08,4.708213552362395e-08
1967,5.71918929992421e-08,4.48660543717061e-08
1968,3.6380467943741834e-08,5.254956542133371e-08
1969,3.542571166970099e-08,4.223834768057877e-08
1970,4.368788641961885e-08,4.138852532920012e-08
1971,6.474380798149326e-08,5.960540960803229e-08
1972,4.155418942275446e-08,3.231992590224664e-08
1973,7.277429020513537e-08,2.480941663218772e-08
1974,6.188128942596904e-08,3.206575982517279e-08
1975,6.396857621382424e-08,3.3126585474718695e-08
1976,7.19904382773251e-08,2.8567634369203176e-08
1977,9.755457952564939e-08,3.408533394422264e-08
1978,7.663362577847721e-08,3.326731290442808e-08
1979,7.783124478244474e-08,2.8089471415526646e-08
1980,6.765329280122856e-08,3.8659023093856604e-08
1981,6.705082356006642e-08,2.783241864756647e-08
1982,7.883527786134437e-08,3.910726309452883e-08
1983,7.199460316797968e-08,5.3680186962168364e-08
1984,5.393077834314752e-08,2.84151425167245e-08
1985,6.797580620609978e-08,5.173379857836835e-08
1986,1.1749191403120918e-07,5.2751472079393125e-08
1987,9.471766126978309e-08,2.1571183311808184e-07
1988,8.635037385129607e-08,4.437449779848279e-08
1989,7.189440121013746e-08,3.3477544847393403e-08
1990,8.881301027940935e-08,2.9967580417178397e-08
1991,8.733583456432825e-08,2.5204299980430278e-08
1992,1.0193396982050018e-07,1.763182155833931e-08
1993,1.1687727763387556e-07,2.769603679730892e-08
1994,8.439882659416753e-08,4.483687687795168e-08
1995,1.1332922222884179e-07,1.897857815347237e-08
1996,1.243775464843111e-07,2.1886177759000702e-08
1997,1.2802368232200934e-07,3.1646303577659296e-08
1998,7.962775760983476e-08,2.2410206690359757e-08
1999,1.0465760960642889e-07,2.6507166683842343e-08
2000,7.554833747480671e-08,1.811392846828852e-08
2001,6.571817845468786e-08,2.7601634533525043e-08
2002,9.857748395347699e-08,2.7163573335098334e-08
2003,6.708745914352221e-08,3.166861356485029e-08
2004,7.179809924373615e-08,1.938108110111081e-08
2005,9.052536498188601e-08,2.7022496906781157e-08
2006,6.300371602208088e-08,2.676628446662832e-08
2007,6.710725664049733e-08,2.636356458141087e-08
2008,6.897052440280049e-08,2.0861454952392222e-08
2009,5.8648769396540956e-08,3.003961235314989e-08
2010,3.779034385420488e-08,4.345889537127334e-08
2011,2.600300991195681e-08,4.244608708958708e-08
2012,4.221273197657638e-08,6.365952587294998e-08
2013,5.1040988435779866e-08,6.331313834317953e-08
2014,8.07711035832881e-08,5.998283203467736e-08
2015,4.0341671697641246e-08,5.8295934302066144e-08
2016,2.89987598378616e-08,8.22321974958129e-08
2017,9.45869841617597e-08,7.72292692019505e-08
2018,4.336864023457565e-08,7.537883028874148e-08
2019,8.163160458707353e-08,7.1172557625232e-08
