year,son_DET âge_NOUN,son_DET age_NOUN,son_DET sage_NOUN
1800,9.721756299541084e-06,1.4148740223873801e-07,8.489244152087849e-08
1801,1.0324807760753174e-05,1.2382149261469522e-07,1.0477203193914875e-07
1802,1.016427012245913e-05,6.265952379180817e-08,1.1860552717735118e-07
1803,1.0303641843734113e-05,8.191424849535167e-08,5.460949736857401e-08
1804,1.2077463850346248e-05,8.898663139689234e-08,9.887403606967382e-08
1805,1.1087223114714106e-05,7.39148202644202e-08,4.832892108730391e-08
1806,1.0630477717654685e-05,1.325567744459022e-07,1.4408345627714425e-08
1807,9.853311325969116e-06,9.964342684298799e-08,6.547996633798903e-08
1808,1.1244258843134958e-05,8.157866160374283e-08,4.7587553009265093e-08
1809,1.0617443152227679e-05,1.2198764665072304e-07,2.0331274663831778e-08
1810,1.293154068093827e-05,1.263668423234776e-07,8.658468964028998e-08
1811,1.2111688192817383e-05,1.529316788762003e-07,7.270522939251123e-08
1812,1.286127829303041e-05,1.680341243925909e-07,5.601137464950057e-08
1813,1.3360695660935562e-05,9.77752168118684e-08,8.052076694298194e-08
1814,9.512405071632202e-06,7.237357202427575e-08,3.4613449440001887e-08
1815,8.668876773754164e-06,5.66416948899473e-08,5.1247247334629265e-08
1816,1.0202092227018511e-05,6.95281165974393e-08,1.274682119856152e-07
1817,1.0371890368787717e-05,7.317305084075798e-08,8.251428984529241e-08
1818,1.3751078341783796e-05,8.940883056141047e-08,1.1563542057224652e-07
1819,1.1480349741077589e-05,8.073819146581229e-08,3.933399084221634e-08
1820,1.1298076572074933e-05,1.2341140287475127e-07,7.594547923872597e-08
1821,1.3053652310190955e-05,1.1537941257966366e-07,5.325203689121594e-08
1822,1.1208638866833098e-05,8.622029668003961e-08,9.724847416237026e-08
1823,1.1860212907777168e-05,7.115534728097117e-08,9.685032931194826e-08
1824,1.0908709100476699e-05,1.389483594849139e-07,1.0273757666823258e-07
1825,1.2936076473124558e-05,1.0038204911744231e-07,9.950150570148253e-08
1826,1.0442746344097031e-05,1.2066938381849468e-07,7.222547138141522e-08
1827,9.90119428934122e-06,7.834682147489502e-08,6.08340033347865e-08
1828,9.476821688281234e-06,8.80540890202397e-08,6.512333783348367e-08
1829,1.0110346380542978e-05,1.7317815753647992e-07,7.030004134378487e-08
1830,9.510044890248537e-06,4.905312822600649e-08,4.383470941782264e-08
1831,8.910374461379433e-06,8.575163334967328e-08,2.9623292263636358e-08
1832,9.569747092541547e-06,5.6825872229993024e-08,3.111892965534935e-08
1833,8.899701953168915e-06,2.11980399345002e-07,5.560141858040879e-08
1834,8.58403436154731e-06,7.000898238906927e-08,6.254135831440522e-08
1835,9.218647619491094e-06,9.000074641107858e-08,3.857174846189082e-08
1836,9.615377010163684e-06,1.525610291985835e-07,8.602560086501398e-08
1837,8.695971970951177e-06,1.2663361592668565e-07,6.609996239248517e-08
1838,8.476601848883547e-06,1.3066175408305014e-07,4.86036455527028e-08
1839,8.713475793342695e-06,9.508406439984185e-08,5.033862038317238e-08
1840,9.001006873177175e-06,9.363442510235132e-08,6.242294992020447e-08
1841,7.772715903797689e-06,9.630822894735047e-08,8.218301950080331e-08
1842,8.170666589535358e-06,1.1538216027062731e-07,1.0800307048697277e-07
1843,8.661894682404636e-06,1.3408688431804094e-07,5.198081831636614e-08
1844,8.382131127859793e-06,1.0867351279975068e-07,3.512679214168202e-08
1845,7.780511765531628e-06,1.0211817347283159e-07,5.1896119401817487e-08
1846,7.719160151964388e-06,9.308657000772769e-08,3.454155717008689e-08
1847,7.525704205590955e-06,1.0247124926365814e-07,3.020205152637345e-08
1848,7.780534005519257e-06,1.1826476054022095e-07,4.505324113779352e-08
1849,6.518346935990849e-06,8.798385775499185e-08,3.0165893116773645e-08
1850,7.351804029553932e-06,1.0455053889302235e-07,2.7155984128057753e-08
1851,7.094382766581475e-06,1.2189439391185886e-07,2.7087642351375507e-08
1852,8.056799543965099e-06,1.1979403757855778e-07,7.747548780301372e-08
1853,7.822036153015688e-06,1.074947755252964e-07,7.1663180278847e-08
1854,8.560896517906258e-06,2.156200785141671e-07,8.053279731967677e-08
1855,8.368509014644587e-06,1.1728330662208464e-07,3.980202833986368e-08
1856,8.665061969281851e-06,1.299474521876398e-07,7.092749298998058e-08
1857,9.129886606729087e-06,1.2935999416097133e-07,4.002837289407424e-08
1858,8.514506973256175e-06,1.1549075079608784e-07,4.355371774344974e-08
1859,8.678590759814142e-06,1.0388033810926345e-07,3.819129901216911e-08
1860,8.16890036503537e-06,1.0069804295964602e-07,4.714499562963326e-08
1861,7.863869910806898e-06,1.3016059796644441e-07,4.810283149581096e-08
1862,8.028913171642671e-06,1.1430505725273932e-07,5.8733822028145255e-08
1863,8.060319487412926e-06,9.639618314682963e-08,5.993545215687845e-08
1864,8.183161980923614e-06,1.6206180497579936e-07,5.034464356512558e-08
1865,7.8326601169465e-06,1.007264681107678e-07,9.0842099287336e-08
1866,7.609818581499894e-06,1.1288222073746468e-07,3.6005533943228585e-08
1867,7.368508931904216e-06,1.3490815753414154e-07,3.882249011155636e-08
1868,7.184553027173024e-06,1.521481218791365e-07,3.951899274490245e-08
1869,7.716448564565326e-06,9.913543908002254e-08,4.1509913950577015e-08
1870,7.799453314305538e-06,1.055064990929111e-07,5.103303335474152e-08
1871,6.065754504902543e-06,6.903765292776143e-08,8.603153389685758e-08
1872,7.233827332697729e-06,8.587221655975696e-08,3.930770520188531e-08
1873,6.536716966820677e-06,1.0056487398379943e-07,2.4542619103673502e-08
1874,7.051831303783729e-06,1.0037343256552589e-07,3.7042575229406793e-08
1875,7.128450860705016e-06,1.0413179607482448e-07,3.833423301013994e-08
1876,6.811440215415132e-06,9.008561896450828e-08,3.688068872520489e-08
1877,6.756293018383985e-06,1.292626549131981e-07,1.9172930132427268e-08
1878,6.588645788951908e-06,1.5158112709467986e-07,4.1065804035067544e-08
1879,6.625563216289265e-06,1.0935692484892456e-07,5.0096468529048366e-08
1880,6.9293485580601555e-06,1.1359587959169914e-07,5.134277092366801e-08
1881,6.635038261038062e-06,1.0458761529053007e-07,3.067903414644135e-08
1882,7.3302410328324186e-06,1.104793918571545e-07,2.994923242738423e-08
1883,6.222652871201717e-06,1.1627584073359287e-07,2.7805091562527195e-08
1884,6.635365480178734e-06,9.17635896158231e-08,3.234831602583199e-08
1885,6.011844597253457e-06,1.3084640448912666e-07,4.447488466396976e-08
1886,6.392801154220251e-06,1.264878907170086e-07,3.4203357479611896e-08
1887,6.081693243231712e-06,1.0315700971208486e-07,2.546280519766242e-08
1888,6.719783591790929e-06,1.0588826793167527e-07,1.7753721825997104e-08
1889,6.184942918707748e-06,1.1026640578393199e-07,2.318100644771448e-08
1890,6.379384217325423e-06,1.251887825626241e-07,2.8839301002836493e-08
1891,5.640547300345133e-06,7.330353013479396e-08,2.2947192590550003e-08
1892,6.269766089417317e-06,8.086380787197811e-08,1.8805536683430546e-08
1893,5.781521409176094e-06,9.483961510570182e-08,2.0322774574310642e-08
1894,6.10745166795823e-06,1.3611324756190868e-07,2.2055388182451452e-08
1895,6.0312534913009586e-06,1.2639090485322413e-07,2.3472596533125056e-08
1896,5.679428610960713e-06,8.078929419896852e-08,3.715128116255073e-08
1897,5.438654497424977e-06,1.0255015836513337e-07,1.86454831574423e-08
1898,6.1178135268846745e-06,1.109037538471469e-07,3.055511621496976e-08
1899,5.8227508930031036e-06,1.282398223168002e-07,1.6029977345510815e-08
1900,5.661881758101117e-06,1.0485927171011156e-07,1.8168686111152965e-08
1901,5.424988927416052e-06,1.145691478354749e-07,2.291382911190354e-08
1902,5.049244748533965e-06,9.722362237507554e-08,6.383369055562582e-09
1903,5.282495592950909e-06,9.828400937550441e-08,2.5921057522637625e-08
1904,5.2305851028222605e-06,1.0158041607866153e-07,1.666133719879781e-08
1905,5.326935252014664e-06,1.0734378946830603e-07,1.0321518306710686e-08
1906,5.534628343184522e-06,1.0854229520740333e-07,2.366324858282809e-08
1907,5.217414383196228e-06,1.1314255543570795e-07,2.9314207949937554e-08
1908,5.469814070124812e-06,1.1001511501795846e-07,1.7681000663571922e-08
1909,5.878350940236032e-06,1.1882124456574772e-07,2.365422852035337e-08
1910,5.573949295012426e-06,1.0100444991500979e-07,2.6720754386921897e-08
1911,5.5363814936981726e-06,1.1598415716740362e-07,1.6493159837871474e-08
1912,5.7715176851047545e-06,1.0835596253588875e-07,2.1879568989913167e-08
1913,5.574502921490421e-06,9.227202263373258e-08,2.4924052377528483e-08
1914,5.543564441268245e-06,1.1920203873971857e-07,2.946567284611845e-08
1915,4.806550890634753e-06,1.0249262738515341e-07,9.424609426211816e-09
