year,son_DET âge_NOUN,son_DET age_NOUN,son_DET sage_NOUN
1916,4.7916323637764435e-06,8.899844083920527e-08,3.845611606934085e-08
1917,4.819743473660765e-06,1.1624410101163107e-07,2.1932848093264568e-08
1918,5.172315354684542e-06,7.351280828515883e-08,1.1486376294556067e-08
1919,5.250315339822009e-06,9.944476297985005e-08,1.0128633542993981e-08
1920,5.794271828563069e-06,1.0071068068384648e-07,9.086678076641874e-09
1921,5.688647718216089e-06,8.405749801765339e-08,2.2718242509434106e-08
1922,5.593212996757302e-06,1.0919344312076973e-07,3.0249535931670124e-08
1923,5.823909013713546e-06,9.978991322157071e-08,2.3355085865262026e-08
1924,5.93014731009589e-06,9.410885926097734e-08,2.4494086536819282e-08
1925,5.98410878183131e-06,1.0778214432072275e-07,2.1996355181741478e-08
1926,5.6622383652893404e-06,8.248142580047357e-08,3.232380108020294e-08
1927,6.649397874980423e-06,8.919379879124278e-08,1.1149224876660924e-08
1928,6.196342170028402e-06,9.369353792809676e-08,7.998228745975666e-09
1929,5.573545493575693e-06,9.135133272053508e-08,1.7824649756192912e-08
1930,5.5658593964835745e-06,7.562594395160716e-08,1.6805765667982087e-08
1931,5.123286314301367e-06,8.439964016559998e-08,3.649714130915527e-08
1932,5.053442450275725e-06,1.0192368804506913e-07,1.2055489939655217e-08
1933,5.37859335736357e-06,7.685343428320834e-08,1.9500125070237573e-08
1934,5.318623379935161e-06,8.027658715548114e-08,1.677421224144382e-08
1935,5.285194326631881e-06,7.659701850570855e-08,2.5133396697185617e-08
1936,5.222114651814991e-06,7.881064467696319e-08,1.091224355320719e-08
1937,4.934459212790898e-06,6.925114981459757e-08,1.0072894296442314e-08
1938,5.056433813876993e-06,5.7046942059102435e-08,4.0192164929564456e-08
1939,5.288682693560531e-06,8.411727669965785e-08,1.6823455517567254e-08
1940,4.691198384421114e-06,6.846613831434922e-08,7.607348528892999e-09
1941,5.773138937570366e-06,7.673906798899566e-08,3.5418032950929046e-08
1942,5.352349504050835e-06,7.888950670498218e-08,3.9444752131245764e-08
1943,6.012600096028109e-06,7.838735038845357e-08,1.4516175816936538e-08
1944,5.806227179050438e-06,5.1410978585408884e-08,1.6065930807940276e-08
1945,5.661932206635356e-06,7.624764108982163e-08,5.8819610071481065e-08
1946,5.841295241282296e-06,8.352662472788097e-08,4.037120415745221e-08
1947,5.512210861979838e-06,5.24518319888756e-08,2.7418003867296648e-08
1948,5.521831994315107e-06,6.63185173443992e-08,1.848220909650422e-08
1949,5.228538434209895e-06,5.890204812786237e-08,1.4725512254010198e-08
1950,5.595263516511295e-06,6.274863517674589e-08,2.765194051512765e-08
1951,5.28698910784442e-06,7.143139080234562e-08,1.7058243373391235e-08
1952,5.243931084919495e-06,8.330395395717005e-08,1.0544804140977249e-08
1953,4.8579187819086656e-06,7.972632309893868e-08,1.723812381726475e-08
1954,5.425712274131911e-06,8.111205040961522e-08,1.563605755983133e-08
1955,5.01003765407404e-06,9.948744494892026e-08,2.1586898490966178e-08
1956,5.32948946840861e-06,9.069987227938725e-08,1.657016834855085e-08
1957,5.343430743209865e-06,8.835037690335668e-08,1.236905244894615e-08
1958,5.304989770138491e-06,6.038737626612445e-08,1.4890038202430844e-08
1959,5.165873645296415e-06,8.75834520464025e-08,7.750747821333448e-09
1960,5.315891954182916e-06,5.467458458197072e-08,5.536666736194462e-09
1961,5.454999765674984e-06,6.114380013411136e-08,1.1117054554699024e-08
1962,5.2359193034590135e-06,6.532215107712958e-08,3.741754223129945e-08
1963,5.345486002283906e-06,6.078090075689602e-08,1.8104948207309235e-08
1964,5.305828992163697e-06,9.065112482886661e-08,1.8251904654320583e-08
1965,4.945632639419273e-06,1.6033086769340343e-07,3.1190646954115664e-08
1966,5.273753245660373e-06,7.533141699322954e-08,2.0494577368523892e-08
1967,5.533808646873695e-06,6.902469773528708e-08,2.5637744982542898e-08
1968,5.78404542750377e-06,8.803175108318406e-08,1.661823867404877e-08
1969,4.982308254852796e-06,6.222208143169539e-08,2.0892086172175084e-08
1970,4.881086539398893e-06,7.265985763060812e-08,1.7935027601945208e-08
1971,5.212390433939618e-06,7.604828389240481e-08,1.3359833794801546e-08
1972,4.746925000631563e-06,6.10487493890588e-08,1.3338381510408226e-08
1973,4.7077245142190804e-06,6.781240685649337e-08,1.5436970590698706e-08
1974,4.106104697143564e-06,6.694430310094646e-08,1.0688586071783135e-08
1975,4.337298072698559e-06,5.197446961702212e-08,1.2565255946839216e-08
1976,3.993184066075628e-06,7.370449611743268e-08,1.1427053858703573e-08
1977,4.197785202109117e-06,5.876781888902727e-08,1.3516598396101642e-08
1978,4.735839212344217e-06,7.84158047384409e-08,9.504946163474415e-09
1979,4.712594289912886e-06,9.538716527757174e-08,1.2289143591637242e-08
1980,4.728908322704228e-06,8.300319870313544e-08,1.1370301589153087e-08
1981,4.759975880119782e-06,8.22321457039088e-08,2.0874313833019187e-08
1982,4.513474749501256e-06,6.145427167147943e-08,1.1794254461960918e-08
1983,4.509767180138624e-06,5.873244135479183e-08,1.073603728141137e-08
1984,4.777223111318563e-06,4.929157215727287e-08,1.1018116197192285e-08
1985,4.645815288029098e-06,9.143648271869864e-08,7.82022557821449e-09
1986,4.959837085038998e-06,4.7955885484896044e-08,1.3787316455182719e-08
1987,4.605111712407961e-06,6.90522299895413e-08,7.944061852782625e-09
1988,4.793045263795648e-06,6.236416005833689e-08,1.7390005657702545e-08
1989,4.775215302288416e-06,6.146696762687753e-08,8.232183490441969e-09
1990,4.841126205690216e-06,6.701840776779378e-08,7.083246433836621e-09
1991,4.754234225856635e-06,5.275318831765574e-08,1.9342835111402223e-08
1992,4.706043434055118e-06,3.140668286549797e-08,1.3774860085913332e-08
1993,4.8512380885767925e-06,8.364203163413464e-08,1.2740176913439427e-08
1994,4.942606267377414e-06,5.749670023424969e-08,1.0022360497075056e-08
1995,4.716447641328614e-06,5.693573212894876e-08,1.138714639248306e-08
1996,4.630794954607609e-06,8.807851892278507e-08,9.608565720853335e-09
1997,4.6654322787276215e-06,4.555149868412656e-08,8.151320729510303e-09
1998,5.1519637480623715e-06,5.292623317387779e-08,1.5734826774860267e-08
1999,4.879146906944243e-06,4.5702011453041536e-08,9.140402046359242e-09
2000,5.140379563783881e-06,3.79950710893695e-08,3.5344252302671464e-08
2001,5.085710803598431e-06,4.9069571489424035e-08,1.6648605327684862e-08
2002,5.460316280903044e-06,6.133710167555151e-08,8.324321010277913e-09
2003,5.73701965578266e-06,4.7502920541564464e-08,7.917153710401692e-09
2004,5.8279792867210745e-06,4.977414250206813e-08,1.2773895025075532e-08
2005,5.692739357243681e-06,4.4587119774064377e-08,1.0808999029165989e-08
2006,5.933467456031849e-06,5.2708992170913405e-08,1.5647981743693862e-08
2007,6.695147092727893e-06,4.513761955871054e-08,1.3581230418058254e-08
2008,6.869378850637986e-06,4.768332287352628e-08,5.960415438988065e-09
2009,7.18757357276445e-06,3.433098672012136e-08,1.2397300741540107e-08
2010,8.855694986209528e-06,4.723793028960088e-08,1.2754241052181925e-08
2011,9.278868233764115e-06,1.9119859195892985e-08,1.2236710283941576e-08
2012,1.05467156714667e-05,1.3957436539868695e-08,1.0553183438233305e-08
2013,1.0730879552056649e-05,1.5898012961645946e-08,2.063952525555024e-08
2014,1.1967982473493066e-05,1.6024294308136788e-08,8.445236135412593e-09
2015,1.0917964203827069e-05,1.9284205343694794e-08,1.352111014818469e-08
2016,1.1152715856610484e-05,2.2784740982828566e-08,1.4499380474042312e-08
2017,1.060204382952179e-05,1.8867085060936262e-08,9.81088449369949e-09
2018,1.1196337695196235e-05,1.3939919996097672e-08,1.3681773713969392e-08
2019,1.0927666039606265e-05,1.275493921593096e-08,7.397864321134762e-09
