year,aucun_DET oeil_NOUN,aucun_DET seuil_NOUN
1979,2.3407893401383717e-09,1.1703946478647254e-08
1980,1.7055452605774235e-09,3.4679418448035904e-08
1981,1.2651099057237047e-09,1.3283653954587749e-08
1982,3.103751144983846e-09,1.6760256293935072e-08
1983,2.526126308133314e-09,1.6419821946556112e-08
1984,4.059306057957457e-09,2.0876430362193332e-08
1985,6.015557940663996e-09,2.105445351396895e-08
1986,3.5966913891627428e-09,1.8582904548480883e-08
1987,2.4443267410134695e-09,1.3443797020062931e-08
1988,2.9982769045311386e-09,3.058242459275107e-08
1989,1.6464366536794728e-09,2.579417479608992e-08
1990,5.4486510858708925e-09,2.3429199469404693e-08
1991,1.7584395606284886e-09,1.8756687980570064e-08
1992,3.30596661157756e-09,2.644773289262048e-08
1993,3.877445253763767e-09,2.8803879281724676e-08
1994,1.0549853213248639e-09,1.9517228277976528e-08
1995,2.7112254663563817e-09,2.8196744494835002e-08
1996,2.135236876199542e-09,2.4021415079289454e-08
1997,3.3564262480467733e-09,3.06873251254558e-08
1998,4.768129113763564e-09,3.433052997436903e-08
1999,5.484241283326696e-09,2.6507166239753133e-08
2000,3.0926219363180962e-09,3.887867583429738e-08
2001,2.1906058911280724e-09,3.373532986294947e-08
2002,2.6287329535357173e-09,4.162160482934496e-08
2003,1.6667691671301554e-09,2.8335075841212642e-08
2004,3.964312045301455e-09,5.7262285579895433e-08
2005,5.404499514582994e-09,2.7472873309619672e-08
2006,4.941468012553685e-09,2.5119128110873135e-08
2007,1.1983438685803094e-09,3.6349764087617586e-08
2008,0.0,2.7247613054726116e-08
2009,1.430457752249481e-09,2.860915593316804e-08
2010,9.447586046817946e-10,2.5508482437430757e-08
2011,1.529588788962144e-09,3.6710130046913036e-08
2012,2.042551627834399e-09,2.6212745751763578e-08
2013,2.5102125378317908e-09,2.7891249754219416e-08
2014,1.5158116428715118e-09,2.3603353049850284e-08
2015,3.3248631625681924e-09,2.571227497583095e-08
2016,1.0356699942093428e-09,2.5891750077278175e-08
2017,7.043711836018929e-09,4.1004464712557365e-08
2018,2.5814667070633845e-10,2.349134664569874e-08
2019,3.06118530524202e-09,2.499968032587674e-08
