year,en_ADP or_NOUN,en_ADP sort_NOUN
1967,6.0919228417333215e-06,6.20236221493542e-07
1968,6.53456072541303e-06,7.006608484516619e-07
1969,7.288158940355061e-06,6.140456321190868e-07
1970,6.666771696473006e-06,6.424418756978412e-07
1971,6.522681815113174e-06,6.253429774005781e-07
1972,6.21466006123228e-06,5.509777452061826e-07
1973,5.915667770750588e-06,6.318131795524096e-07
1974,5.516998044186039e-06,5.15864940098254e-07
1975,6.028467396390624e-06,5.814287078464986e-07
1976,6.0900483731529675e-06,5.496412995853461e-07
1977,6.050147021596786e-06,5.412516088654229e-07
1978,5.6108883654815145e-06,5.988115958643903e-07
1979,5.7173779168806504e-06,5.916344889556058e-07
1980,5.888678970222827e-06,6.134277441560698e-07
1981,5.95044457440963e-06,6.059876227482164e-07
1982,5.961064289294882e-06,5.959201985206164e-07
1983,5.759568011853844e-06,6.050073011465429e-07
1984,6.095917797210859e-06,6.01357157847815e-07
1985,6.118424153100932e-06,6.274227075664385e-07
1986,5.735523700423073e-06,6.258242706280726e-07
1987,5.65678328712238e-06,6.055819312678068e-07
1988,5.375311047828291e-06,6.152463924991025e-07
1989,6.06547246206901e-06,6.07535127983283e-07
1990,5.819704256282421e-06,6.783570256629901e-07
1991,5.580114702752326e-06,6.107646868258598e-07
1992,5.430049895949196e-06,6.402555072781979e-07
1993,5.8560499383020215e-06,5.915873657613702e-07
1994,5.764439720223891e-06,6.229688551684376e-07
1995,5.808529294881737e-06,6.523208071484987e-07
1996,5.747524028265616e-06,6.090763235988561e-07
1997,5.329525265551638e-06,6.405978751899966e-07
1998,5.069474809715757e-06,7.137889497244032e-07
1999,5.412489372247364e-06,6.699914933960827e-07
2000,5.48984598935931e-06,6.485670382971875e-07
2001,5.306085768097546e-06,6.944220558580128e-07
2002,6.18234162175213e-06,6.777749490538554e-07
2003,6.024537015036913e-06,7.15043995569431e-07
2004,5.382214567362098e-06,6.809807473473484e-07
2005,5.035642516304506e-06,6.670053380730678e-07
2006,5.536914613912813e-06,7.424555406032596e-07
2007,6.016085535520688e-06,6.954388709345949e-07
2008,6.0127822507638484e-06,7.569727813461213e-07
2009,6.098518042563228e-06,7.385930302916677e-07
2010,6.364838554873131e-06,8.455589295408572e-07
2011,6.975689757382497e-06,8.550401275897457e-07
2012,7.917270522739273e-06,9.702119996291003e-07
2013,8.129462912620511e-06,9.432820888832794e-07
2014,8.145538231474347e-06,1.0160268857362098e-06
2015,8.120645361486822e-06,1.016743112813856e-06
2016,8.165222425304819e-06,1.066532945515064e-06
2017,7.38835069569177e-06,1.12447821720707e-06
2018,8.043333764362615e-06,1.225680421157449e-06
2019,7.576943971798755e-06,1.2805958249373361e-06
