year,en_ADP or_NOUN,en_ADP sort_NOUN
1800,6.980045327509288e-06,1.9462377167656086e-06
1801,6.350614057737403e-06,2.128777168763918e-06
1802,7.655650733795483e-06,1.7097098634621943e-06
1803,5.9017265812144615e-06,2.496434262866387e-06
1804,7.0299442995747086e-06,1.693217882348108e-06
1805,6.606847819057293e-06,1.577797092977562e-06
1806,6.8151475716149434e-06,1.0028209089796292e-06
1807,6.0241568462515716e-06,1.2327316198934568e-06
1808,6.4809714785951655e-06,1.6565001033086446e-06
1809,7.76654724177206e-06,1.8591821344671189e-06
1810,5.911160315008601e-06,1.1653830824798206e-06
1811,9.31880458665546e-06,1.4390620890480932e-06
1812,6.8013810050615575e-06,1.1735716043403954e-06
1813,6.634335932176327e-06,1.3861074421583908e-06
1814,5.903166311327368e-06,1.0100833378601237e-06
1815,1.0122679668711498e-05,1.0276421562593896e-06
1816,5.3258536354405805e-06,1.916658447953523e-06
1817,5.930131010245532e-06,1.8402243995296885e-06
1818,5.1046481530647725e-06,1.411467451362114e-06
1819,7.2146817728935275e-06,1.2638631687877933e-06
1820,6.727108029735973e-06,9.932244893207098e-07
1821,6.427718290069606e-06,1.1113896789538558e-06
1822,8.022498150239699e-06,9.93538492366497e-07
1823,6.740980552422116e-06,1.0327407835575286e-06
1824,6.967628451093333e-06,1.2943249885211117e-06
1825,7.2732959779386874e-06,1.0610558547341498e-06
1826,8.379035534744617e-06,9.732822263686103e-07
1827,7.899203410488553e-06,1.0350997854402522e-06
1828,6.4774790189403575e-06,1.1043450740544358e-06
1829,6.618492079724092e-06,1.1265153716522036e-06
1830,8.751287168706767e-06,1.0207224931946257e-06
1831,6.476586804637918e-06,9.541818144498393e-07
1832,7.179001840995625e-06,1.0634555565047776e-06
1833,7.363712484220741e-06,1.0865443300644984e-06
1834,6.873015081509948e-06,1.1192103102075635e-06
1835,7.255270247696899e-06,1.1185807125002611e-06
1836,6.864574061182793e-06,1.0780082675410085e-06
1837,7.021207693469478e-06,9.587973863744992e-07
1838,7.056365575408563e-06,1.0484501444807393e-06
1839,7.455709237547126e-06,8.746335424802965e-07
1840,7.969754733494483e-06,1.0312526228517527e-06
1841,7.788125003571622e-06,8.404497862102289e-07
1842,7.114786058082245e-06,9.069574389286572e-07
1843,7.359420578723075e-06,9.510126801615115e-07
1844,6.799778475397034e-06,8.770720683060063e-07
1845,7.008766260696575e-06,9.726337566462462e-07
1846,7.009009095781948e-06,9.894107506625005e-07
1847,8.276440894405823e-06,7.733882512184209e-07
1848,6.6855791374109685e-06,8.632522963125666e-07
1849,5.945194970990997e-06,7.54985308049072e-07
1850,7.818886842869688e-06,7.542574849139783e-07
1851,7.19241415936267e-06,9.164652396975725e-07
1852,8.220215022447519e-06,1.0566615173956961e-06
1853,8.5852489064564e-06,9.340101314592175e-07
1854,7.341993295995053e-06,9.944501471181866e-07
1855,7.917419679870363e-06,9.706387800179073e-07
1856,8.091428753687069e-06,7.967694273247616e-07
1857,8.515304216416553e-06,9.045436399901519e-07
1858,8.358888408110943e-06,8.446484685009636e-07
1859,7.205934707599226e-06,8.677063192408241e-07
1860,8.530039849574678e-06,8.705803793418454e-07
1861,8.377909580303822e-06,9.196129440169898e-07
1862,9.247414709534496e-06,9.551023367748712e-07
1863,7.2911475399450865e-06,9.544720569465426e-07
1864,7.302370704564964e-06,8.783941325418709e-07
1865,7.4099853009101935e-06,8.15696125755494e-07
1866,8.710906513442751e-06,8.8116252072723e-07
1867,9.209665222442709e-06,9.472688020650821e-07
1868,8.792975677351933e-06,8.822615313874849e-07
1869,6.798835329391295e-06,1.1197909088878077e-06
1870,7.445089067914523e-06,9.14580766675499e-07
1871,6.073189069866203e-06,7.721595807197446e-07
1872,7.06631590219331e-06,8.13367137197929e-07
1873,8.139169949572533e-06,8.296602231894212e-07
1874,7.414490028168075e-06,8.991787012746499e-07
1875,7.726350304437801e-06,8.399201760767028e-07
1876,7.484966317861108e-06,8.645801017337362e-07
1877,9.371233318233863e-06,8.17632667349244e-07
1878,1.0096752703248058e-05,8.418489869654877e-07
1879,9.032026355271228e-06,8.21704247755406e-07
1880,7.997919965418987e-06,7.592312272208801e-07
1881,1.044342207023874e-05,7.314160370697209e-07
1882,7.564510724478168e-06,7.620416226927773e-07
1883,9.607290849089622e-06,8.569023748350446e-07
1884,7.816409379302058e-06,8.278527729999041e-07
1885,9.4944216471049e-06,7.193329452093167e-07
1886,9.35300522542093e-06,6.659974474132468e-07
1887,7.971164450282231e-06,7.828180628166592e-07
1888,8.393071766477078e-06,8.0272184277419e-07
1889,8.273739695141558e-06,8.075761002146464e-07
1890,7.080048362695379e-06,7.832491633052996e-07
1891,8.761365279497113e-06,7.527953584940406e-07
1892,9.089342711376958e-06,8.055038165366568e-07
1893,9.538771337247454e-06,7.346990855694457e-07
1894,1.042841722664889e-05,8.05966863026697e-07
1895,9.170563316729385e-06,7.035760063445196e-07
1896,9.294896699429955e-06,6.887729568916257e-07
1897,1.0751451554824598e-05,6.788121140743897e-07
1898,8.204048754123505e-06,6.382624064826814e-07
1899,8.074133802438155e-06,7.467758678103564e-07
1900,9.301328645960893e-06,7.724287343080505e-07
1901,7.562681275885552e-06,6.594711976504186e-07
1902,7.296681815205375e-06,8.588086188865418e-07
1903,7.375620953098405e-06,6.755675485692336e-07
1904,6.838135504949605e-06,5.826093456562376e-07
1905,7.16468184691621e-06,6.70382576117845e-07
1906,7.4348899943288416e-06,6.373644509949372e-07
1907,7.372780146397417e-06,7.014838274699287e-07
1908,7.036056103970623e-06,6.983995035625412e-07
1909,6.1825553530070465e-06,6.436150670197094e-07
1910,6.2622757468489e-06,6.899298341522808e-07
1911,6.615885467908811e-06,7.012253036009497e-07
1912,6.261724138312275e-06,6.480519800788898e-07
1913,6.590555585717084e-06,7.015855203462706e-07
1914,7.541872946603689e-06,7.312843877116393e-07
1915,8.198232535505667e-06,6.856403160782065e-07
1916,7.160529094107915e-06,6.724326908624789e-07
1917,5.998634151183069e-06,7.183007824096421e-07
1918,5.382516064855736e-06,6.581693696716684e-07
1919,6.98139047017321e-06,6.307375883807254e-07
1920,7.841045771783683e-06,6.830152869952144e-07
1921,7.103237294359133e-06,7.951384759508073e-07
1922,8.12753387435805e-06,7.156597234825313e-07
1923,8.043703928706236e-06,7.102069048414705e-07
1924,8.326700481120497e-06,6.175088174131815e-07
1925,8.824938049656339e-06,6.081992296458338e-07
1926,8.1400248745922e-06,6.152668561298924e-07
1927,8.067579074122477e-06,6.62263971662469e-07
1928,8.855182386469096e-06,6.090079978093854e-07
1929,1.1270749382674694e-05,6.149504088170943e-07
1930,7.525831733801169e-06,5.955542974334094e-07
1931,7.273195933521492e-06,6.501053348983987e-07
1932,7.509474471589783e-06,5.118103558743314e-07
1933,7.3159885687346105e-06,5.356799306355242e-07
1934,7.547197128587868e-06,5.283876589601277e-07
1935,7.015808023425052e-06,5.278013190945785e-07
1936,6.872288395243231e-06,4.99538259646215e-07
1937,7.155532330216374e-06,5.653412245010259e-07
1938,6.883232344989665e-06,5.263876801109291e-07
1939,7.052086857584072e-06,4.771743533638073e-07
1940,5.931196028541308e-06,5.528006568056298e-07
1941,5.746575425291667e-06,6.139125616755337e-07
1942,5.1793995226034895e-06,6.735950250913447e-07
1943,5.707760465156753e-06,6.212923153725569e-07
1944,6.905137070134515e-06,6.71555881126551e-07
1945,6.2893413996789604e-06,6.470157245530572e-07
1946,6.498371476482134e-06,6.779577574889117e-07
1947,6.525484877784038e-06,6.985630420786038e-07
1948,5.5359651014441624e-06,6.403541874533403e-07
1949,6.833619409007952e-06,5.684048005605291e-07
1950,6.2078606788418256e-06,6.413122832782392e-07
1951,6.310483513516374e-06,6.290226792771136e-07
1952,6.2530689319828525e-06,5.947269414718903e-07
1953,6.049504008842632e-06,5.483877885126276e-07
1954,6.1772202570864465e-06,5.980792252557876e-07
1955,6.206702437339118e-06,5.293482558954565e-07
1956,6.0036336435587145e-06,5.494319452736818e-07
1957,6.971728453208925e-06,5.998990673106164e-07
1958,4.993953552911989e-06,5.062613013251394e-07
1959,5.545659860217711e-06,5.743303859162552e-07
1960,5.3352705435827374e-06,5.758133170274959e-07
1961,6.085892891860567e-06,7.601286142744357e-07
1962,6.563290753547335e-06,6.468795277214667e-07
1963,6.0923152886971366e-06,6.310867775027873e-07
1964,5.8765049288922455e-06,7.3068457595582e-07
1965,6.6567408794071525e-06,5.554123845286085e-07
1966,6.204317742231069e-06,6.281310902522819e-07
