year,en_PRON aurait_VERB,en_PRON saurait_VERB
1936,2.6783493467519293e-06,7.638570442836112e-08
1937,2.724717887758743e-06,7.680581859403901e-08
1938,2.430977701806114e-06,7.519824407609121e-08
1939,2.6382238047517603e-06,7.799965828780842e-08
1940,2.3836360014684033e-06,5.832300686847702e-08
1941,2.688818767637713e-06,9.444808357628176e-08
1942,3.0251092084654374e-06,9.4060562672027e-08
1943,2.9438804176606936e-06,6.67744117777147e-08
1944,3.0139685804897454e-06,8.996921074810871e-08
1945,2.8407691843312932e-06,8.496165548876888e-08
1946,2.781436705845408e-06,7.099762910911522e-08
1947,2.733455630732351e-06,1.0728784149982573e-07
1948,2.57881174547947e-06,8.806229345736938e-08
1949,2.5141357582469936e-06,6.086545312200542e-08
1950,2.4514508822903736e-06,7.657460088239532e-08
1951,2.811411604852765e-06,1.0874629907675626e-07
1952,2.49911863647867e-06,9.068531170441929e-08
1953,2.612653133837739e-06,7.75715540690669e-08
1954,2.778331918307231e-06,7.72030341877894e-08
1955,2.62233879766427e-06,5.819076775992471e-08
1956,2.633784788486082e-06,6.802490637447534e-08
1957,2.624006128826295e-06,6.97967983964709e-08
1958,2.615683342810371e-06,7.362296339241681e-08
1959,2.5685978926048847e-06,6.51062788126211e-08
1960,2.489423650331446e-06,6.990041712118256e-08
1961,2.7000546651834156e-06,7.504011989567516e-08
1962,2.5615161121095298e-06,5.454082629974266e-08
1963,2.5217607344529824e-06,6.272071573221183e-08
1964,2.776114797597984e-06,8.578395410685502e-08
1965,2.5587273739802185e-06,7.825021813845368e-08
1966,2.616659003251698e-06,8.917910709893562e-08
1967,2.5849749363260344e-06,8.184357369600548e-08
1968,2.8197109713801183e-06,8.443861476692405e-08
1969,2.7691096420312533e-06,6.630966475906774e-08
1970,2.512283572286833e-06,7.265985857429769e-08
1971,2.2891561002325034e-06,7.707596383355053e-08
1972,2.2695769530400867e-06,5.540558517536098e-08
1973,2.2670294583804207e-06,5.402939567966669e-08
1974,2.2777940102969296e-06,4.050411750444738e-08
1975,2.1766450117866043e-06,5.3687915002598174e-08
1976,2.100863866871805e-06,4.456551039311307e-08
1977,2.2126082512841094e-06,4.8777288430557064e-08
1978,2.259801021864405e-06,5.8217796805593025e-08
1979,2.5181041110045044e-06,5.793453539126858e-08
1980,2.299643483638647e-06,5.400893160478759e-08
1981,2.3296997824218124e-06,3.542307780435294e-08
1982,2.395475121375057e-06,5.4005269589652016e-08
1983,2.1459443360072328e-06,5.052253015946917e-08
1984,2.441382548568072e-06,5.045137491110907e-08
1985,2.214928372268332e-06,3.9702683807263384e-08
1986,2.383407490924583e-06,4.615753740333517e-08
1987,2.300111418662709e-06,6.844114680548685e-08
1988,2.289484200446168e-06,5.4568641161267806e-08
1989,2.456483571222634e-06,4.774666351181622e-08
1990,2.2551967049366795e-06,4.631353356376877e-08
1991,2.345172333662049e-06,4.747786930270337e-08
1992,2.2954427549848333e-06,4.297756461824065e-08
1993,2.39404539570387e-06,4.3205818145430896e-08
1994,2.3257150587596698e-06,5.960666971116524e-08
1995,2.317013240826782e-06,3.687266669771816e-08
1996,2.19448975258274e-06,5.17794942478389e-08
1997,2.1749640382040525e-06,3.979762397410269e-08
1998,2.2190872641658643e-06,4.4343600791307836e-08
1999,2.1745017875218764e-06,4.753009169577993e-08
2000,2.2364074538927525e-06,6.361965176893136e-08
2001,2.1857865704077994e-06,5.827011814729666e-08
2002,2.227413006039569e-06,4.249784824050806e-08
2003,2.2168030682223616e-06,5.1253152166808036e-08
2004,2.274634198329295e-06,6.210755945645907e-08
2005,2.2635845198237803e-06,5.539611991345339e-08
2006,2.4073183340078685e-06,5.806224789850489e-08
2007,2.7889454941032454e-06,7.110173783075879e-08
2008,2.800118181767175e-06,8.089135503097644e-08
2009,3.1031397611513967e-06,7.819835445843637e-08
2010,3.7270726807037136e-06,8.833492837201362e-08
2011,3.6798082874156535e-06,1.028648435319468e-07
2012,4.314550096751191e-06,1.1812756778306621e-07
2013,4.507226094574435e-06,1.2969432106046952e-07
2014,5.106552634970285e-06,1.2992671583056392e-07
2015,4.732388333650306e-06,1.5227872407486132e-07
2016,4.851492576563032e-06,1.485150802338353e-07
2017,4.449864718480967e-06,1.247743212084984e-07
2018,4.773648015543586e-06,1.3681774158058602e-07
2019,4.637185611500172e-06,1.4413080751118912e-07
