year,en_PRON aurait_VERB,en_PRON saurait_VERB
1800,3.200759465471492e-06,4.7162465932615305e-08
1801,2.0740101263072575e-06,2.1430643926123594e-08
1802,2.3161644548963523e-06,4.2518962573012686e-08
1803,2.315052597623435e-06,2.3404069793286908e-08
1804,3.6113742680754513e-06,3.213406074564773e-08
1805,2.7888629574590595e-06,4.8328921309348516e-08
1806,2.798100695144967e-06,2.5935023018064385e-08
1807,4.446943876246223e-06,3.131650672116848e-08
1808,3.5282771477795905e-06,2.7192887941396293e-08
1809,3.528605702740606e-06,9.262025457701384e-08
1810,4.5211249926069286e-06,7.254392642153107e-08
1811,3.419652784941718e-06,1.2535384286138651e-08
1812,5.283739483274985e-06,4.000812481308458e-08
1813,5.386264092521742e-06,7.764502640839055e-08
1814,3.370091235410655e-06,2.5173417128598885e-08
1815,3.7895990772085497e-06,4.5852800667489646e-08
1816,3.2075638500828063e-06,3.7081662185300956e-08
1817,4.3841555452672765e-06,5.293369653713853e-08
1818,4.253476163285086e-06,9.536941547594324e-08
1819,4.0710679058975074e-06,5.175525075173937e-08
1820,4.373985120764701e-06,3.559944250497438e-08
1821,5.3498574743571226e-06,1.2228245793721726e-07
1822,5.21733045388828e-06,8.822541985864518e-08
1823,4.4758689909940585e-06,6.423746157224741e-08
1824,4.5128745114197955e-06,1.2379035752019263e-07
1825,4.9231230150326155e-06,8.189061873054015e-08
1826,4.576628725772025e-06,8.984144272972117e-08
1827,6.058513463358395e-06,6.636436467033491e-08
1828,5.485036126628984e-06,9.630916508740484e-08
1829,6.528473477374064e-06,1.9632572900718515e-07
1830,5.462639819597825e-06,1.231546633562175e-07
1831,6.369007678586058e-06,4.8332740476553226e-08
1832,5.652821073454106e-06,1.5153565868786245e-07
1833,5.447780495160259e-06,1.169946486356821e-07
1834,5.2338714340294246e-06,1.0641365122410207e-07
1835,6.232740815903526e-06,9.756383434478266e-08
1836,5.365174729377031e-06,1.0685992890557827e-07
1837,4.729278316517593e-06,1.1828414869796688e-07
1838,4.653957148548216e-06,1.495982360211201e-07
1839,4.8108340706676245e-06,1.1535934163475758e-07
1840,5.186200723983347e-06,1.254828617680559e-07
1841,5.493421213031979e-06,1.0272877659645019e-07
1842,5.288796273816843e-06,1.355069514374918e-07
1843,5.1071151574433316e-06,1.6244004813481538e-07
1844,5.373850399337243e-06,1.2074835353814706e-07
1845,5.095306278235512e-06,8.76095763158169e-08
1846,4.985693522030488e-06,9.367202369325867e-08
1847,5.247067292657448e-06,9.114548227273644e-08
1848,5.169859377929242e-06,1.2630998269536065e-07
1849,5.346066700440133e-06,1.0306680309213334e-07
1850,4.828334112971788e-06,9.911934473194606e-08
1851,5.2053419494768605e-06,1.289887734401418e-07
1852,4.75009392175707e-06,1.6341469533109887e-07
1853,4.851597623201087e-06,1.248133780773486e-07
1854,4.5498431973101106e-06,1.4288077920809883e-07
1855,4.598991836246569e-06,1.6133088820424746e-07
1856,4.690015884989407e-06,1.698118126114423e-07
1857,4.633040134649491e-06,1.7426987097834967e-07
1858,4.5036499614070635e-06,1.2234190455151506e-07
1859,4.565133622236317e-06,1.8179058258738223e-07
1860,4.649961283575976e-06,1.6523633339371457e-07
1861,4.76972581964219e-06,1.7779183281163569e-07
1862,4.54961218565586e-06,1.1927484422358248e-07
1863,4.487666956265457e-06,1.7680958031007776e-07
1864,4.4648504626820795e-06,1.7356914550070712e-07
1865,4.449379957804922e-06,1.4873628334521882e-07
1866,4.713805992651032e-06,1.4694151095895336e-07
1867,4.4097496356698684e-06,1.9023020492170417e-07
1868,4.32189563071006e-06,1.516541310309094e-07
1869,4.247196557116695e-06,1.509007439004506e-07
1870,4.535059360932792e-06,1.3360333017686798e-07
1871,4.577727395371767e-06,8.921789174110017e-08
1872,4.445399099495262e-06,1.2820359818199734e-07
1873,4.1632661123003345e-06,1.3528369552373576e-07
1874,4.088425157533493e-06,1.5952205956182297e-07
1875,4.495404027693439e-06,1.7622303527531358e-07
1876,4.735843504022341e-06,1.4449975349606348e-07
1877,4.172895387455355e-06,1.8554447933638585e-07
1878,4.016597813460976e-06,1.636592985021501e-07
1879,4.6131513045111205e-06,1.985530704295968e-07
1880,4.004736183560453e-06,1.6686400639009946e-07
1881,4.018256277049659e-06,1.882577007616959e-07
1882,4.261442882125266e-06,2.2228986051864297e-07
1883,4.242804152454482e-06,1.5545573417430347e-07
1884,4.045519744977355e-06,1.7164411580949945e-07
1885,4.011119017377496e-06,1.6758652249260209e-07
1886,3.848846063192468e-06,2.0522015276025485e-07
1887,3.883404588123085e-06,1.8542145596711634e-07
1888,3.945130629290361e-06,1.7943939978337653e-07
1889,3.6651049413194414e-06,1.9046015609092137e-07
1890,4.009318217867985e-06,1.9269896817109e-07
1891,3.8379180296033155e-06,1.9887565860798873e-07
1892,3.7529582641582238e-06,1.623544705342539e-07
1893,3.772645868593827e-06,1.5888714705036833e-07
1894,3.699633680298575e-06,1.795938686655063e-07
1895,3.850107532343827e-06,1.456504663543967e-07
1896,3.8631437746516895e-06,1.6924472712176453e-07
1897,3.6393653317645658e-06,1.8936818335646421e-07
1898,3.833535629382823e-06,1.9804241824239455e-07
1899,3.718954758369364e-06,1.9899281689106374e-07
1900,3.453607632764033e-06,1.8635880305595265e-07
1901,3.4734011933323927e-06,1.592790577209513e-07
1902,3.169588126183953e-06,1.684227307063857e-07
1903,3.5371442663745256e-06,1.8792766853792386e-07
1904,3.3978380997723434e-06,1.6070129582601567e-07
1905,3.7477432215382578e-06,1.8062656703676794e-07
1906,3.824186933343299e-06,1.48152521139977e-07
1907,3.709532848006347e-06,2.1342799483292652e-07
1908,3.6717544844577787e-06,1.87123918360399e-07
1909,3.477721747913165e-06,1.523772500955367e-07
1910,3.522329734551022e-06,1.555147832732473e-07
1911,3.2954396829154575e-06,1.3886176786215287e-07
1912,3.5569928513723426e-06,1.3804966014774323e-07
1913,3.207248255421291e-06,1.4105952717002879e-07
1914,3.2726986773923272e-06,9.777245885134178e-08
1915,3.1760935144120594e-06,1.0720493293092659e-07
1916,3.030341986232088e-06,1.2305957852731808e-07
1917,3.1276242680178257e-06,1.7326950330076585e-07
1918,3.260982339270413e-06,1.1945831701609677e-07
1919,3.200648052370525e-06,9.299926517769563e-08
1920,3.273475840614992e-06,1.416007275878428e-07
1921,3.0730209346074844e-06,1.347949090679812e-07
1922,3.0729102036275435e-06,1.4829649686021185e-07
1923,3.045715402549831e-06,1.2526819093139352e-07
1924,3.047580094062141e-06,8.250639615958733e-08
1925,2.9035188617854146e-06,1.1548086975565752e-07
1926,2.9938528314232826e-06,1.0700293207044353e-07
1927,3.137391786367516e-06,1.0703255803878875e-07
1928,3.056466084672138e-06,1.1883082939867506e-07
1929,3.1159715945250355e-06,8.466708978360771e-08
1930,2.8737858883687295e-06,9.033099357402818e-08
1931,2.719036956477794e-06,6.957267562057723e-08
1932,2.681798605408403e-06,7.78127128286954e-08
1933,2.7495177619130118e-06,8.602996826034826e-08
1934,2.813274932123022e-06,1.1262685362112279e-07
1935,2.662943188624922e-06,7.300653681596714e-08
