year,en_ADP aire_NOUN,en_ADP cerf_NOUN
1934,2.875579241390369e-08,3.1152108448395666e-08
1935,2.0346082152400413e-08,1.555876849579363e-08
1936,1.9399542861009422e-08,1.9399543305098632e-08
1937,2.1404900962807005e-08,1.1332006444320086e-08
1938,2.333738657878115e-08,2.5930429359277696e-08
1939,1.2235240376412548e-08,2.141167065872196e-08
1940,1.5214697057785997e-08,2.02862628917444e-08
1941,1.1806010391524069e-08,4.427253941230447e-08
1942,1.517105907566929e-08,1.8205270180260413e-08
1943,2.9032351855917682e-08,1.1612940831184915e-08
1944,4.4984606262232774e-08,1.6065930807940276e-08
1945,1.3071024707045353e-08,2.6142048525912287e-08
1946,3.062643028073353e-08,1.5313215584455975e-08
1947,1.6689218895749036e-08,2.7418003867296648e-08
1948,2.5005341575123907e-08,1.6307831529616124e-08
1949,2.2579119796084512e-08,1.7670615193310368e-08
1950,2.4461330738745346e-08,5.317680518146517e-09
1951,2.3455083209000804e-08,2.1322803078760444e-08
1952,3.374337254058446e-08,1.581720565635436e-08
1953,3.124409986288157e-08,2.0470272588113403e-08
1954,3.029486128625081e-08,3.518113089739927e-08
1955,2.2525458831523792e-08,4.411235821066839e-08
1956,2.703553869665143e-08,2.441919733087161e-08
1957,7.951533903538532e-08,3.7990662393738717e-08
1958,2.8125628048769613e-08,2.0680609225109947e-08
1959,1.9376869886400527e-08,2.6352543258667538e-08
1960,2.629916601160076e-08,2.2838749558218296e-08
1961,3.265634873628187e-08,2.292892631317045e-08
1962,5.45408234131628e-08,1.52206956482992e-08
1963,3.039045082253722e-08,2.7804029301137234e-08
1964,4.0154192526564714e-08,2.981144575642247e-08
1965,4.0493119801698896e-08,3.228505696117878e-08
1966,5.151339477205141e-08,3.212663202134536e-08
1967,2.5144710702473816e-08,3.59914502090497e-08
1968,3.413475932467769e-08,2.4253646202510026e-08
1969,3.451736046988785e-08,3.724241265379291e-08
1970,3.3570694335516293e-08,3.311082030776902e-08
1971,3.956565930440803e-08,2.158127021534284e-08
1972,3.5398013353837854e-08,3.180691121595913e-08
1973,4.300298939163838e-08,4.1900348302092993e-08
1974,4.050411750444738e-08,2.418995859176931e-08
1975,4.16938057412608e-08,3.369773349248817e-08
1976,2.228275491900078e-08,4.1708746456592394e-08
1977,4.8189612078530786e-08,4.7601932395835433e-08
1978,5.287126469966097e-08,4.396037511789075e-08
1979,5.442335160310563e-08,3.569703754813247e-08
1980,3.581644952843632e-08,6.424220089229493e-08
1981,6.135783220395652e-08,6.325549289920573e-08
1982,3.165826112372372e-08,3.3520510811513304e-08
1983,3.6628833299801045e-08,4.7996401519867504e-08
1984,3.537395104613594e-08,3.421414973558967e-08
1985,4.9327574580537714e-08,5.7749357296188464e-08
1986,5.874595604415944e-08,5.874595743193822e-08
1987,4.8275453745638686e-08,7.271872065617302e-08
1988,3.238138990280248e-08,3.1781734521896254e-08
1989,7.079677288857056e-08,4.2258541221862345e-08
1990,8.554382369130309e-08,4.195461400513523e-08
1991,3.8099522925438833e-08,5.978694572750243e-08
1992,4.573253731265936e-08,5.509944034365333e-08
1993,5.760775678709251e-08,4.320581875605356e-08
1994,4.378189177867142e-08,6.751906034274668e-08
1995,6.181593642518024e-08,6.34426727819104e-08
1996,5.8719012541175175e-08,7.046281669254029e-08
1997,4.842843426278165e-08,5.657975521433656e-08
1998,5.912480360859007e-08,4.7681290915591035e-08
1999,4.295989214364582e-08,6.124069784618769e-08
2000,5.610899900254651e-08,7.024669912425452e-08
2001,6.790878490092744e-08,5.52032695111393e-08
2002,5.651775714099472e-08,7.141391211717973e-08
2003,6.833753474211335e-08,9.792269006769772e-08
2004,6.7393305602792e-08,5.4178931230275396e-08
2005,6.71058666412705e-08,6.215174153112457e-08
2006,5.8474035113942335e-08,5.6003302606466576e-08
2007,3.794755376596015e-08,5.991719120856942e-08
2008,4.385162938325138e-08,6.556457066153598e-08
2009,6.103286476211167e-08,6.05560432909158e-08
2010,4.91274465552749e-08,7.274640978494062e-08
2011,4.0916501159449226e-08,5.621238763353631e-08
2012,5.106378955788138e-08,4.153188370992211e-08
2013,4.62994750871637e-08,3.2353852152944285e-08
2014,3.5729847039367435e-08,4.93721493688426e-08
2015,3.568686279820099e-08,4.1228301883577956e-08
2016,3.749125579433077e-08,6.649001438319146e-08
2017,4.150758609045013e-08,3.949509752576574e-08
2018,3.252648211882203e-08,4.672454867460374e-08
2019,3.851991381420561e-08,4.1326003508146414e-08
