year,en_ADP aire_NOUN,en_ADP cerf_NOUN
1800,4.7162466820793725e-08,1.1633408902866904e-07
1801,1.619204113012529e-07,5.476719877606229e-08
1802,3.3567602031325805e-08,1.3427040812530322e-07
1803,2.9255089017965474e-08,1.1311967429428194e-07
1804,1.730295728918918e-08,6.673997243744623e-08
1805,3.695740935505398e-08,1.0234359471006371e-07
1806,4.8988376022407465e-08,2.1612518175118112e-07
1807,1.1387820464392462e-08,6.832692145408714e-08
1808,4.5321479014148736e-08,1.7448769717987034e-07
1809,7.00299480627109e-08,5.42167306605279e-08
1810,5.3822916346035754e-08,1.4976811257838563e-07
1811,5.0141535368197765e-09,1.5042460255187962e-07
1812,3.200649700829672e-08,2.6672083208723052e-08
1813,2.0130190847567064e-08,1.0352669699287276e-07
1814,4.090680150170556e-08,3.776012391654149e-08
1815,8.091670444798638e-09,2.4275012222574333e-08
1816,7.184571870766376e-08,4.4034472068688046e-08
1817,1.2454987263765815e-08,3.580808805025981e-08
1818,7.152706427149269e-09,8.940882878505363e-08
1819,2.484252026313527e-08,1.1386155129855524e-08
1820,1.7799721696576398e-08,6.526564533260171e-08
1821,3.7473656067099625e-08,5.1279737789400315e-08
1822,3.0076847679083585e-08,3.709477880420309e-08
1823,3.2612866407433216e-08,4.644862849900733e-08
1824,1.431589158329416e-08,3.789500624407083e-08
1825,1.3208164117983756e-08,2.0252519661312363e-08
1826,2.466235649034587e-08,3.258954150986426e-08
1827,2.027800155568471e-08,1.6591091167583727e-08
1828,2.384798225563145e-08,5.5033806956039655e-09
1829,4.800978425922864e-08,4.286587973467704e-09
1830,1.6698937788106605e-08,4.383470941782264e-08
1831,1.4032085493553836e-08,3.585977381703742e-08
1832,9.470978445946798e-09,4.8707889277466165e-08
1833,1.2741991461950875e-08,3.0117434990373226e-08
1834,2.1469421573883096e-08,4.0138484536100805e-08
1835,2.571449897459388e-08,4.61348363955949e-08
1836,2.9571301130015826e-08,2.419469957715137e-08
1837,1.8786305289175687e-08,2.01778832531474e-08
1838,3.8504186727905676e-08,5.996553653631054e-08
1839,2.6567605448946097e-08,1.677954131196202e-08
1840,5.860113566624747e-08,3.758116307039927e-08
1841,4.173356549230789e-08,9.695028069245382e-08
1842,3.287049921141261e-08,5.0311989241436095e-08
1843,3.0125246297529884e-08,2.126487963494128e-08
1844,5.488561261035585e-08,3.0187088384536764e-08
1845,2.7343117381395388e-08,1.897277535078956e-08
1846,1.3465352832753297e-08,3.5127008857216424e-08
1847,2.480882788091776e-08,4.0449176452739266e-08
1848,2.0113054055581614e-08,2.011305433313737e-08
1849,2.3462362719328667e-08,7.0387088157986e-08
1850,2.1724787302446202e-08,2.5119284430275002e-08
1851,2.1283148576856092e-08,2.644269869733762e-08
1852,1.9531636752390114e-08,3.1250618093281446e-08
1853,2.26933418723263e-08,3.523439673358553e-08
1854,2.1821789930598356e-08,5.2476209710938804e-08
1855,1.1144567935161831e-08,5.3600064831016425e-08
1856,2.0191037064520856e-08,4.0899795550330964e-08
1857,1.2691923956253959e-08,3.3194262505364946e-08
1858,4.502181916166137e-08,5.4809170979552846e-08
1859,2.6479301196147276e-08,1.5785736939832873e-08
1860,1.373155189554609e-08,4.165237399433863e-08
1861,1.3204698334767784e-08,4.810283105172175e-08
1862,3.6143891435358455e-08,3.885468302655681e-08
1863,1.947902072974017e-08,2.3474717281146695e-08
1864,2.5412057458318316e-08,5.2742006984018985e-08
1865,2.9653119293371333e-08,5.5540765098172074e-08
1866,1.8489329622894957e-08,3.503241430280468e-08
1867,2.8631587767335986e-08,4.949867715708933e-08
1868,3.112120594561674e-08,2.420538258718352e-08
1869,3.174287332985415e-08,2.7836058902330763e-08
1870,4.0711745086241535e-08,5.73404883574824e-08
1871,3.929835434846041e-08,3.82362392858937e-08
1872,2.0560953717385644e-08,5.3821318068969504e-08
1873,3.8909028887701425e-08,4.549363552541763e-08
1874,5.616132481289782e-08,4.5407028526067705e-08
1875,2.4030413270370587e-08,9.7265964171811e-09
1876,3.748529087133079e-08,1.9951848173604958e-08
1877,5.999271590617639e-08,3.0924081073635534e-08
1878,2.2344627481629686e-08,3.32149880932775e-08
1879,1.8327976358811782e-08,2.6270098985037293e-08
1880,4.492492533536563e-08,5.0059199452334724e-08
1881,6.83305714233029e-08,4.6018548971460405e-08
1882,6.25606177973026e-08,2.662154119370541e-08
1883,3.475636339844712e-08,2.9068958795619437e-08
1884,3.6969503902639644e-08,1.386356363042296e-08
1885,3.287274280561192e-08,2.0626034213933053e-08
1886,5.0982363997142954e-08,2.3877816557327236e-08
1887,3.199173115309151e-08,2.3504128032758587e-08
1888,2.4728397107764977e-08,2.7264643875923866e-08
1889,3.8217333020451605e-08,2.0674951528576457e-08
1890,3.211649390877369e-08,1.7041405009354804e-08
1891,3.44207886637804e-08,5.290602567153968e-08
1892,2.7581454897784852e-08,1.5671280939599797e-08
1893,2.832871559554917e-08,4.12613916367377e-08
1894,3.591877373310126e-08,2.268554122331068e-08
1895,2.106515117894503e-08,2.9491211250842753e-08
1896,2.122930492509667e-08,2.358811634906033e-08
1897,2.9133568113515196e-08,1.922815473509587e-08
1898,2.6594268232038587e-08,2.8857610079313645e-08
1899,2.984892333302014e-08,4.311511148102909e-08
1900,2.0764213348734017e-08,2.595526638060619e-08
1901,3.409130783227354e-08,4.0797793643410074e-08
1902,2.8970674414985353e-08,6.481574388317313e-08
1903,3.0781254878320397e-08,2.5381035939631147e-08
1904,3.117282521003517e-08,2.3110889202371254e-08
1905,2.5803795267176355e-08,4.18021492976095e-08
1906,2.05767382577271e-08,3.8581382866276215e-08
1907,2.8799923057487575e-08,3.497133665986141e-08
1908,2.897719486583128e-08,3.830883454902789e-08
1909,1.925344239595006e-08,3.685659039076583e-08
1910,1.9238942772226153e-08,4.168437661711266e-08
1911,1.9685384544665396e-08,2.8730020140699253e-08
1912,2.5005221671037248e-08,5.7824574239973003e-08
1913,2.1742257383383645e-08,5.992378304675583e-08
1914,1.808120764223986e-08,4.486818383497848e-08
1915,2.3561524287174507e-08,2.5917676005349222e-08
1916,2.4172415624690302e-08,3.84561182897869e-08
1917,5.3735480065597585e-08,2.52227767560953e-08
1918,1.033773866510046e-08,1.4932290071101306e-08
1919,1.6574127070789757e-08,1.1970202606903513e-08
1920,1.8930578438158818e-08,3.9375606775138294e-08
1921,2.4990065738972334e-08,1.817459427400081e-08
1922,2.360939327372691e-08,2.5822775029382683e-08
1923,1.4862327812892318e-08,1.8047112249064412e-08
1924,5.156649773851996e-09,2.9650736976805092e-08
1925,8.798542339150117e-09,2.5295808780967377e-08
1926,6.687683296036084e-09,1.6719207018844884e-08
1927,1.0034302388994831e-08,3.0102906833917586e-08
1928,1.4853853258500749e-08,3.6563331917705e-08
1929,2.116677166874581e-08,3.676334259239411e-08
1930,1.1553964007759987e-08,2.6259009189288918e-08
1931,2.5091784650044247e-08,2.8513390759599133e-08
1932,4.055028668403793e-08,1.6439305028370654e-08
1933,4.1294382802092855e-08,1.1470662419910127e-08
