year,en_ADP honneurs_NOUN,en_ADP sonneur_NOUN
1800,2.5153315874604232e-08,0.0
1801,4.286128785224719e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,2.7304748684287006e-08,0.0
1804,4.2021465418429216e-08,0.0
1805,6.254330742194725e-08,0.0
1806,4.610670600868616e-08,5.76333825108577e-09
1807,5.4092147649953404e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,2.0331274441787173e-08,6.7770917766551975e-09
1810,7.020380277111826e-09,0.0
1811,4.262030373070047e-08,0.0
1812,4.800974906515876e-08,0.0
1813,6.039057609541487e-08,0.0
1814,1.0698702368472368e-07,0.0
1815,2.966945977789237e-08,0.0
1816,2.5493642752394408e-08,0.0
1817,2.80237220096069e-08,0.0
1818,1.4782260393531033e-07,0.0
1819,9.419455437864599e-08,0.0
1820,1.0323838495196469e-07,0.0
1821,1.1636556251914953e-07,0.0
1822,7.619468078701175e-08,0.0
1823,1.2847492314449482e-07,0.0
1824,7.242157096243318e-08,0.0
1825,1.937197424695114e-07,3.522177216552791e-09
1826,1.2155018680459762e-07,8.807984341885344e-10
1827,1.1337245808817897e-07,0.0
1828,9.539193257523948e-08,0.0
1829,9.687688873327716e-08,0.0
1830,7.097048637660919e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,5.953186388296672e-08,0.0
1833,9.03523016404506e-08,4.6334514003376626e-09
1834,9.521221500108368e-08,0.0
1835,1.3840451629221207e-07,0.0
1836,1.6936290592184378e-07,0.0
1837,1.2385045522478322e-07,6.957890930081589e-10
1838,1.04781889831429e-07,6.312161904276081e-09
1839,8.94908822601792e-08,0.0
1840,8.917564287003188e-08,0.0
1841,6.035315891494974e-08,6.420548537278137e-10
1842,8.251166150330391e-08,0.0
1843,7.619915010081968e-08,0.0
1844,9.111011678442082e-08,0.0
1845,9.653794563746487e-08,1.1160455892778032e-09
1846,4.3323311160747835e-08,0.0
1847,9.060615724365562e-08,0.0
1848,3.861706332486392e-08,0.0
1849,1.248532868203256e-07,0.0
1850,9.504594800091581e-08,0.0
1851,4.70809027319774e-08,0.0
1852,6.119912399071836e-08,0.0
1853,7.285756709052293e-08,0.0
1854,9.50806580135577e-08,0.0
1855,5.253867740862006e-08,0.0
1856,1.0509694448046503e-07,0.0
1857,8.933161410595858e-08,0.0
1858,7.38945047373818e-08,4.893676019968041e-10
1859,5.3467818617036755e-08,5.092173349652285e-10
1860,6.31651388971477e-08,9.154367819341758e-10
1861,5.7063161307269183e-08,1.4147891747029462e-09
1862,9.216692120617154e-08,0.0
1863,8.191177869321109e-08,0.0
1864,7.911300770047092e-08,0.0
1865,5.271665770578693e-08,0.0
1866,8.320198219280428e-08,2.432806400776144e-09
1867,4.901339423213358e-08,1.1161466417775046e-08
1868,6.86642493974432e-08,4.93987406535723e-10
1869,6.348574999037737e-08,4.883519144627257e-10
1870,8.142349372519675e-08,0.0
1871,5.3105885911008954e-08,0.0
1872,5.805445724149649e-08,0.0
1873,5.8662845248136364e-08,0.0
1874,5.436894312538243e-08,0.0
1875,5.263805036292979e-08,0.0
1876,3.748529309177684e-08,0.0
1877,2.783167118991514e-08,0.0
1878,3.744235144154118e-08,2.4156354694326865e-09
1879,4.7041805117942204e-08,0.0
1880,3.786529134686134e-08,0.0
1881,4.671580100534811e-08,6.972507571312292e-10
1882,3.261138559196297e-08,0.0
1883,4.044376922252013e-08,0.0
1884,8.054070121943369e-08,6.601696966868076e-10
1885,5.1565084646654213e-08,0.0
1886,3.9366128135043255e-08,0.0
1887,4.6355363991779086e-08,1.3057849246322917e-09
1888,5.452928775184773e-08,0.0
1889,5.450668894013688e-08,0.0
1890,4.9813337454907014e-08,0.0
1891,4.5894385181100006e-08,0.0
1892,4.576013878931917e-08,6.268512375839919e-10
1893,3.87980243488073e-08,0.0
1894,4.663139208105349e-08,0.0
1895,3.4306101071024386e-08,0.0
1896,4.1868904787634165e-08,3.5382172747233653e-09
1897,3.204692333724779e-08,0.0
1898,3.395012981854961e-08,0.0
1899,3.15071986278781e-08,0.0
1900,4.464305547458025e-08,0.0
1901,4.750427962108006e-08,5.588738916095792e-10
1902,2.4060391012881155e-08,0.0
1903,3.0781254878320397e-08,0.0
1904,3.923476299405593e-08,0.0
1905,3.251278357652154e-08,0.0
1906,3.806696469155213e-08,0.0
1907,4.937129460813594e-08,5.142843373384665e-10
1908,3.437972395659017e-08,9.822778146428846e-10
1909,3.355599886845084e-08,0.0
1910,4.5959694716657395e-08,0.0
1911,2.926205766584644e-08,5.320374141248863e-10
1912,3.64659484830554e-08,5.209421227725386e-10
1913,2.2802856491921375e-08,0.0
1914,3.616241528447972e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,1.538244731591476e-08,0.0
1917,1.315970976634162e-08,0.0
1918,2.986458014220261e-08,0.0
1919,3.867296172188617e-08,0.0
1920,1.741613253614105e-08,0.0
1921,1.9689142760626055e-08,0.0
1922,2.0658220023506146e-08,0.0
1923,3.290944050604594e-08,3.1847844361720945e-09
1924,2.3204924204378585e-08,1.289162443462999e-09
1925,3.299453510408057e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,2.1183527820767267e-08,0.0
1928,1.1426041446327417e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,3.2561171536826805e-08,0.0
1931,1.596749932275543e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,1.261772819560747e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,4.4282650435434334e-08,0.0
1936,3.394919900756577e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,4.537825049055755e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,3.034211815133858e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.5313215584455975e-08,0.0
1947,2.0265479960812627e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,2.1597418964347526e-08,0.0
1950,2.3397795700930146e-08,0.0
1951,2.0256663901818683e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,3.016671712430252e-08,2.1547654771580937e-09
1954,1.3681550115052232e-08,0.0
1955,1.8771215692936494e-08,0.0
1956,1.9186511934776718e-08,0.0
1957,2.297109880089465e-08,8.835037701437898e-10
1958,2.6471179026543723e-08,0.0
1959,2.7902691712711203e-08,0.0
1960,9.689166802218097e-09,0.0
1961,2.084447814354462e-08,1.3896318540318475e-09
1962,1.331810839388936e-08,1.2683912808952869e-09
1963,1.4871922360271128e-08,0.0
1964,2.8594651979574337e-08,0.0
1965,2.5171399187229326e-08,2.188817349590977e-09
1966,2.326411419062424e-08,0.0
1967,2.7116845657815247e-08,6.409436092980059e-09
1968,2.6948494991074767e-08,4.4914158503495116e-10
1969,2.5433843475752838e-08,4.5417578031781147e-10
1970,2.575285940054073e-08,0.0
1971,1.4387513402880359e-08,3.083038491169532e-09
1972,2.257264597460562e-08,0.0
1973,1.7642252103655665e-08,0.0
1974,1.1813700240281833e-08,1.1251143350321513e-09
1975,2.227477224892027e-08,0.0
1976,1.199840671262109e-08,0.0
1977,1.7630345183761165e-08,0.0
1978,2.3762364520507617e-08,0.0
1979,1.404473604083023e-08,0.0
1980,2.8994268319593175e-08,5.685150683554241e-10
1981,1.3283654176632353e-08,0.0
1982,1.738100685599875e-08,0.0
1983,1.515675762675528e-08,0.0
1984,1.3917620833581168e-08,0.0
1985,1.804667348892508e-08,0.0
1986,1.3787316177626963e-08,5.994485463567401e-10
1987,8.555143260480236e-09,6.110816852533674e-10
1988,8.395175221664886e-09,0.0
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,1.0352437129768077e-08,1.6345953479657283e-09
1991,1.2309077312977479e-08,0.0
1992,1.597883780846132e-08,0.0
1993,2.6034275180109034e-08,0.0
1994,1.0549853435293244e-08,5.274926606624319e-10
1995,1.8978578708583882e-08,5.422450821690461e-10
1996,1.4412848692302305e-08,1.067618438099771e-09
1997,1.1987236092636522e-08,4.79489448146353e-10
1998,1.0966696883940585e-08,0.0
1999,1.3253583119876566e-08,4.570201161957499e-10
2000,1.4579503826439577e-08,8.836062992401139e-10
2001,1.5334240544007116e-08,0.0
2002,2.7601695151702188e-08,1.3143663935011318e-09
2003,1.750107614384433e-08,4.1669229178253886e-10
2004,1.4535810777260849e-08,8.809582507929292e-10
2005,1.170974872621855e-08,9.007499190971657e-10
2006,1.7706927479821388e-08,0.0
2007,1.5977917655618512e-08,3.994479469415779e-10
2008,1.7455501932772677e-08,4.257439678578834e-10
2009,1.0013204487790972e-08,9.53638501499654e-10
2010,9.447585824773341e-09,9.447586046817946e-10
2011,9.55992973672437e-09,0.0
2012,1.3617010630184723e-08,6.808505426114664e-10
2013,1.3666713094551142e-08,0.0
2014,1.515811653973742e-08,4.330890368553497e-10
2015,1.684597350504191e-08,6.649726325136385e-10
2016,2.278474120487317e-08,6.214020409345267e-10
2017,1.2074934829797712e-08,1.0062445321423752e-09
2018,1.2391040193904246e-08,0.0
2019,1.198964216797549e-08,2.55098775436835e-10
