year,un_DET ombre_NOUN,un_DET sombre_ADJ
1800,5.345079490126636e-08,5.753821064047315e-07
1801,2.3811825400343878e-08,4.071822168327799e-07
1802,3.8043282302169246e-08,4.050490645113314e-07
1803,7.021220937986072e-08,5.694990790061638e-07
1804,4.202146608456303e-08,8.527885624332043e-07
1805,4.264316522117895e-08,5.628897650211684e-07
1806,5.4751714273493235e-08,3.832619945853821e-07
1807,2.562259560079383e-08,4.839823564140033e-07
1808,6.345007363961486e-08,4.282879899619729e-07
1809,9.036122072814123e-09,4.992457505181846e-07
1810,3.7442028588685616e-08,5.850317092992441e-07
1811,7.521229861140455e-09,3.610190546510239e-07
1812,1.600324850414836e-08,4.2141889045055336e-07
1813,4.313612333994854e-08,5.061305188291954e-07
1814,3.776012391654149e-08,6.136020616054338e-07
1815,5.394447111228828e-09,6.823975624570267e-07
1816,2.0858434979231788e-08,2.5957162819167934e-07
1817,3.42512151974006e-08,4.1568520714463375e-07
1818,2.7418708414828075e-08,4.363150871711241e-07
1819,4.0369094733705424e-08,4.6062173097993764e-07
1820,2.8479554714522237e-08,5.256851238755189e-07
1821,5.916893086599373e-09,5.36464948908133e-07
1822,8.02049271442229e-09,5.915113376886438e-07
1823,1.2847493402468046e-08,4.546035867747378e-07
1824,3.9579230559638745e-08,4.4379264707572474e-07
1825,4.4027217427355936e-09,5.705927179633363e-07
1826,3.3470339388941284e-08,5.205518629480821e-07
1827,1.659109177820639e-08,5.004979151124189e-07
1828,3.4854744201950894e-08,5.384140653319491e-07
1829,1.714635172733736e-08,4.603795460411675e-07
1830,1.0436835617966267e-08,7.629327072322667e-07
1831,1.091384405071949e-08,5.332192358764587e-07
1832,1.6235963684607668e-08,7.603842604453348e-07
1833,1.6217079790159517e-08,6.79958979787898e-07
1834,1.4935249481595747e-08,6.291473830799532e-07
1835,1.739510224751939e-08,6.239547474251594e-07
1836,2.5538850312312178e-08,8.259801731469452e-07
1837,1.1132625488130543e-08,6.505628249442452e-07
1838,3.156081018751422e-08,6.488902677403985e-07
1839,9.788065469251706e-09,6.928551812279693e-07
1840,8.280594876453051e-09,6.656324771370237e-07
1841,1.8619590758106597e-08,6.170147131001613e-07
1842,8.049918065466954e-09,7.546798066471183e-07
1843,1.1223130869097986e-08,7.714426004667985e-07
1844,9.879410178825765e-09,7.272343616193666e-07
1845,1.506661534422804e-08,8.041108756629001e-07
1846,8.781752214304106e-09,6.387261208828932e-07
1847,3.775256551818984e-09,5.538840852636895e-07
1848,4.82713291560799e-09,6.910845726793013e-07
1849,1.3407063681469822e-08,5.329307626311675e-07
1850,2.0366987207864895e-08,6.680372308665028e-07
1851,1.1608989769484879e-08,5.46912410470668e-07
1852,1.3672145637855238e-08,6.61471389662438e-07
1853,5.3747388761848924e-09,5.870409225394724e-07
1854,9.871762518542937e-09,5.403491059041698e-07
1855,1.1675261646360013e-08,6.729196471155774e-07
1856,1.915559949550172e-08,5.953767416855271e-07
1857,2.4407545762272775e-08,6.785297586020533e-07
1858,2.2510910469009104e-08,6.968594856715526e-07
1859,2.34239969643113e-08,7.419296537136688e-07
1860,7.781213007262977e-09,8.486099005722281e-07
1861,8.960330810658945e-09,7.073945820224026e-07
1862,1.0391368682194368e-08,6.523972082561613e-07
1863,1.3984938818101256e-08,6.982480051931361e-07
1864,7.671564494771133e-09,7.07222394424889e-07
1865,1.788600934027329e-08,6.707253472626462e-07
1866,1.2650593461671633e-08,6.72914275412495e-07
1867,1.747012134956094e-08,6.527031217729018e-07
1868,1.2843672347884194e-08,6.678709763008328e-07
1869,1.51389094593668e-08,6.778324390666057e-07
1870,1.0894692703544706e-08,5.516154999440914e-07
1871,1.3807530230280918e-08,5.151270894288018e-07
1872,1.9351485525120893e-08,6.186428080923179e-07
1873,2.9331421735889762e-08,4.938453628255957e-07
1874,8.961914044203212e-09,4.684093628526398e-07
1875,1.258735993214799e-08,5.263804965238705e-07
1876,1.813804395567331e-08,4.7521677615236513e-07
1877,8.658742167710898e-09,5.547780226322629e-07
1878,1.0870359834491694e-08,4.6923718244329393e-07
1879,1.771704372099947e-08,4.6064311476357034e-07
1880,7.701415505323439e-09,6.026357546318195e-07
1881,1.8825769887431676e-08,5.633786361869397e-07
1882,1.7304001120876933e-08,4.392554178167529e-07
1883,2.0221884888815822e-08,4.979638825730603e-07
1884,1.4523733327109767e-08,4.5881792942736865e-07
1885,1.7403216423517165e-08,3.7191317581175554e-07
1886,1.355227441379725e-08,4.2786464860000706e-07
1887,1.1752064321690625e-08,4.387437293473795e-07
1888,5.706553229956057e-09,4.609626795826216e-07
1889,1.3783301056058406e-08,4.698852507090123e-07
1890,5.243509015873116e-09,3.624575741767444e-07
1891,1.0836174069162041e-08,3.65880239883154e-07
1892,5.014809900671935e-09,3.924088884943444e-07
1893,3.0792083327568776e-09,3.36249543764211e-07
1894,1.2603078136663726e-08,3.699003485735375e-07
1895,1.2639090440913492e-08,2.870879036720453e-07
1896,1.120435544343934e-08,3.6856431950837987e-07
1897,6.4093846896540185e-09,3.5776020634870065e-07
1898,6.7900258748920805e-09,3.1969706526524533e-07
1899,1.1055156790007459e-08,3.366295278084408e-07
1900,8.30568502863116e-09,4.074976853729595e-07
1901,8.941982321264419e-09,3.6326802721475815e-07
1902,1.178468123086418e-08,2.9658114364394805e-07
1903,1.2960528428251905e-08,3.531744159346317e-07
1904,5.374625189347171e-09,3.547252624969133e-07
1905,5.6768351130997985e-09,3.9170162491330984e-07
1906,1.6975808758701305e-08,3.8941477065179697e-07
1907,1.4399961667521666e-08,2.9828490788474937e-07
1908,1.7681000885616527e-08,3.796503627029324e-07
1909,1.1552065526387878e-08,3.7901777005799886e-07
1910,1.068830135508847e-08,4.569248872599019e-07
1911,1.4365010070349626e-08,4.5755217925602665e-07
1912,6.251305362248161e-09,4.730154596899183e-07
1913,1.856046383252874e-08,3.754516679776998e-07
1914,1.6741859454327823e-08,4.379670439647043e-07
1915,1.1780761921542648e-08,3.463544100412719e-07
1916,3.2962386153911893e-09,3.812649218559727e-07
1917,6.579854550103903e-09,3.95887919779625e-07
1918,8.040463406189247e-09,5.55940619761941e-07
1919,9.207848372660976e-10,5.101147770858461e-07
1920,1.590168663412328e-08,4.861372886466597e-07
1921,1.438821994881323e-08,4.4376300856185935e-07
1922,1.4755871247107422e-08,5.039130002160164e-07
1923,1.5923922180860473e-08,5.106271032673249e-07
1924,2.4494086647841584e-08,5.491832180126721e-07
1925,7.698724546756353e-09,5.191139837990022e-07
1926,1.3375365814916051e-08,5.08263912735174e-07
1927,1.3379069629948503e-08,5.530015556587387e-07
1928,1.3711249580161677e-08,4.787511365123009e-07
1929,4.4561625500705304e-09,5.36967561970414e-07
1930,1.05036033204442e-08,4.2329521043882323e-07
1931,2.0529641986399838e-08,4.4138729116127706e-07
1932,1.8631212572728373e-08,4.460531268790646e-07
1933,1.261772863969668e-08,4.943855422823162e-07
1934,1.7972370258689807e-08,5.032263583615304e-07
1935,1.0771455727365264e-08,4.7035357653157917e-07
1936,1.576212849130343e-08,4.7043891626685763e-07
1937,1.6368453148452033e-08,4.495029148898766e-07
1938,1.5558257571157696e-08,3.9932861284341925e-07
1939,1.3764645423464117e-08,4.144687721918672e-07
1940,1.5214697279830602e-08,2.1554154105984935e-07
1941,8.854507793643052e-09,5.371734985715193e-07
1942,2.1239482617119165e-08,3.914133088755989e-07
1943,3.774205836748479e-08,4.3838851304656146e-07
1944,1.6065930807940276e-08,6.587031720073355e-07
1945,1.089252021913012e-08,6.361231612572738e-07
1946,1.3921104269343232e-08,5.039439869847229e-07
1947,1.668921956188285e-08,5.495521708809292e-07
1948,1.1959076617884534e-08,4.903221473284702e-07
1949,1.8652315914025053e-08,3.6421102223016533e-07
1950,1.2762433554414088e-08,5.48784655052259e-07
1951,1.7058243262368933e-08,3.7847977552019074e-07
1952,1.5817205323287453e-08,4.260100823216817e-07
1953,2.370242013771673e-08,3.8247088518517103e-07
1954,1.172704333640695e-08,4.856950575060637e-07
1955,1.407841221379158e-08,4.0451971194954695e-07
1956,2.703553825256222e-08,3.9332349999199323e-07
1957,2.1204090594473257e-08,3.7107159478466656e-07
1958,1.3235589735316466e-08,4.326383322705851e-07
1959,1.3176271185244559e-08,3.9141277063947655e-07
1960,1.3149583255600561e-08,3.820299934176319e-07
1961,2.0149662549595604e-08,4.0368806608626073e-07
1962,8.24454354786397e-09,4.9213582897778e-07
1963,2.4571002121831498e-08,5.263367608421277e-07
1964,1.9468698153612962e-08,4.307449490426052e-07
1965,1.9699355924274187e-08,3.7592937651709235e-07
1966,1.5509409756475634e-08,3.8662741808082046e-07
1967,1.5777073425482513e-08,4.6986097324008824e-07
1968,1.7067380175816993e-08,5.219025034364222e-07
1969,1.4987800889265657e-08,3.624322637563182e-07
1970,2.7592349655103376e-08,3.9135149521030144e-07
1971,2.4150467514694185e-08,3.9514276295449235e-07
1972,1.2312352193344367e-08,4.216980613591659e-07
1973,1.5436970202120648e-08,3.743465342154195e-07
1974,1.8564386916608555e-08,2.8015347375287547e-07
1975,1.7134440088995007e-08,2.9585466698733853e-07
1976,1.4855169483407593e-08,3.0167423226146184e-07
1977,1.2928919657095861e-08,3.073556786858944e-07
1978,1.841583330275398e-08,3.540592476980464e-07
1979,2.8089471415526646e-08,3.6750391263495885e-07
1980,7.959211123509391e-09,3.490682534135203e-07
1981,1.2018544159886346e-08,3.52333108466496e-07
1982,1.551875561389693e-08,3.147203759823469e-07
1983,9.472974182855864e-09,3.2650184955684836e-07
1984,6.378909234161512e-09,3.50260104475808e-07
1985,1.5640450823362073e-08,3.3687126155257374e-07
1986,8.991728472906857e-09,3.572713449528919e-07
1987,9.777307186098483e-09,3.446500755899251e-07
1988,8.395175221664886e-09,3.3340839244999643e-07
1989,7.683371050504206e-09,4.116091716355186e-07
1990,9.807571754727462e-09,3.6560448535283285e-07
1991,5.861465202094962e-09,3.6282470183834903e-07
1992,8.815910834680807e-09,3.4437150198129984e-07
1993,6.093128335216136e-09,3.4398478554464873e-07
1994,1.3187316683094252e-08,4.082793179094324e-07
1995,1.4640617107541942e-08,3.530015408870213e-07
1996,8.007137841659073e-09,3.581859910894991e-07
1997,1.1987236314681127e-08,3.3036824120813435e-07
1998,1.3827574418812105e-08,3.8001989821623283e-07
1999,8.683382124452521e-09,3.267693848840736e-07
2000,1.1486882223188388e-08,3.6272037640117105e-07
2001,1.1391150217532342e-08,3.618881017075637e-07
2002,1.0514931758631718e-08,3.623270252717248e-07
2003,8.333846168717685e-09,3.533550607670577e-07
2004,2.1142998685164116e-08,3.7616917403227035e-07
2005,1.2160123796789435e-08,3.8597135088025425e-07
2006,1.0294724628323593e-08,3.8049302553133657e-07
2007,1.0785094622933755e-08,3.8546727409993764e-07
2008,1.404955107808803e-08,4.28724181489315e-07
2009,8.105927262747059e-09,4.181704937877839e-07
2010,1.5116138118997924e-08,4.775754689489986e-07
2011,1.1471915833949353e-08,5.238841538357519e-07
2012,1.668083826622535e-08,6.103825143100039e-07
2013,1.5898012462045585e-08,7.962952182083427e-07
2014,1.3642304619310153e-08,7.784775171160163e-07
2015,4.8321342482893215e-08,8.079417028739044e-07
2016,1.71921225311511e-08,8.639559041512257e-07
2017,2.2388941367523785e-08,6.678947954696923e-07
2018,2.116802733098666e-08,8.544655045739091e-07
2019,2.2193593851582705e-08,7.846838414593549e-07
