year,en_PRON aurez_VERB,en_PRON saurez_VERB
1884,6.086764834378755e-07,3.630933420595284e-08
1885,6.722797878389031e-07,3.674012205578947e-08
1886,5.756489596109304e-07,4.065682190912412e-08
1887,5.660577500066211e-07,2.415702127223085e-08
1888,6.917610733125912e-07,4.9456794215529953e-08
1889,6.27766719496492e-07,4.8868066926388565e-08
1890,6.239775975913631e-07,4.8502460714416884e-08
1891,5.72404935006432e-07,2.932141285327816e-08
1892,5.384652155271397e-07,2.4447198043731078e-08
1893,5.949030428276103e-07,3.7566341148931315e-08
1894,6.011668700622863e-07,2.9617234886814003e-08
1895,4.971375546780621e-07,2.768562623600701e-08
1896,5.496031285634473e-07,3.3023361822870356e-08
1897,5.022627036499472e-07,2.7385553380554484e-08
1898,5.624404640913738e-07,3.847681284696591e-08
1899,5.638130193830193e-07,1.8241008703512307e-08
1900,5.315638613723195e-07,3.9971109089265155e-08
1901,4.1077232293407206e-07,3.24146860464225e-08
1902,3.884034533996328e-07,2.4060391012881155e-08
1903,3.834156347970463e-07,3.0781254878320397e-08
1904,4.638301485115903e-07,3.0097901060344157e-08
1905,4.6343615345278977e-07,3.8705692873008957e-08
1906,4.269673172796473e-07,2.36632491379396e-08
1907,4.7622731003116314e-07,2.674278576364486e-08
1908,5.093110193588046e-07,2.4556944921982904e-08
1909,5.935561375736143e-07,2.585462333115629e-08
1910,4.6707878009755177e-07,3.6874638453809894e-08
1911,4.6021237420923455e-07,2.926205766584644e-08
1912,5.131280178538589e-07,5.886645837449578e-08
1913,4.3325425291840247e-07,3.553003224965323e-08
1914,4.573875876379141e-07,1.875088173619588e-08
1915,3.7698437749256186e-07,1.5314990164938536e-08
1916,3.5709251733351266e-07,1.8678685265172135e-08
1917,3.728584282436387e-07,1.2063066989753679e-08
1918,3.5607767401302226e-07,5.743188147278033e-09
1919,3.5542294618551296e-07,2.025726608678724e-08
1920,3.8618382802724227e-07,2.2716694303426266e-08
1921,4.422484412014427e-07,4.1650110915725236e-08
1922,4.109510038929898e-07,3.541408943874558e-08
1923,4.363154619824172e-07,2.653987074552333e-08
1924,4.782792788482482e-07,2.9650736976805092e-08
1925,5.015168880184717e-07,2.639562701745035e-08
1926,4.436162996945825e-07,4.346993875969929e-08
1927,5.228986705851923e-07,3.0102906833917586e-08
1928,3.7248893880459377e-07,3.1992914983902665e-08
1929,5.124586914817542e-07,3.119313873867213e-08
1930,4.1594271005251926e-07,2.10072066408884e-08
1931,3.797983723075049e-07,2.0529641986399838e-08
1932,3.6714447682051343e-07,1.8631212128639163e-08
1933,3.877083945003079e-07,1.8353059516584835e-08
1934,4.109681999153736e-07,2.156684431042777e-08
1935,3.686231382360461e-07,1.6755597798123745e-08
1936,3.5889155869384126e-07,2.424942913137329e-08
1937,3.6010597082025697e-07,1.3850230295986421e-08
1938,3.3968860557731517e-07,2.074434313215079e-08
1939,3.1199861805220053e-07,3.5176316970364496e-08
1940,3.3979492286562163e-07,3.296517903095264e-08
1941,5.076584290719666e-07,3.246652724442356e-08
1942,5.400896725404891e-07,2.4273694165799498e-08
1943,3.5419468336073123e-07,3.4838823381733164e-08
1944,4.434196796410106e-07,1.927911696952833e-08
1945,3.899522198480554e-07,1.742803235060819e-08
1946,4.5939645065828927e-07,2.645009899993056e-08
1947,3.8981248984271133e-07,1.549713246618012e-08
1948,3.2289506490812414e-07,1.9569398546082084e-08
1949,3.161076644886407e-07,2.9451024730065e-08
1950,4.08397882623035e-07,2.4461330738745346e-08
1951,4.381836138378503e-07,3.0918066329377325e-08
1952,3.384882063528494e-07,3.057992969957013e-08
1953,3.339886528452851e-07,2.5857186614075545e-08
1954,3.4301601514741265e-07,1.6613311615287785e-08
1955,3.3412762512341487e-07,1.595553378308523e-08
1956,3.1047264315020584e-07,1.657016923672927e-08
1957,3.2601288557643215e-07,1.6786572132332367e-08
1958,3.639786982922999e-07,2.8952852559882558e-08
1959,3.557593277747628e-07,2.0927018340444192e-08
1960,3.931033409898532e-07,2.07624992754063e-08
1961,3.335116400826621e-07,2.709782087606527e-08
1962,4.445711363487703e-07,3.297817485758969e-08
1963,3.446406484641784e-07,2.909724017285953e-08
1964,4.660319770088961e-07,3.589541464066315e-08
1965,4.0821442937044594e-07,2.407699106754535e-08
1966,4.015829064840659e-07,2.2710207048248776e-08
1967,4.156272923605542e-07,2.070740912074598e-08
1968,4.0557484259906573e-07,2.515192853991266e-08
1969,3.892286475348783e-07,2.8613074576355757e-08
1970,3.4858335729026635e-07,1.609553734738256e-08
1971,3.468418423580033e-07,4.419021948365298e-08
1972,3.868130873385667e-07,3.847610230423015e-08
1973,3.247277102769175e-07,2.7566018800939673e-08
1974,2.762155777435993e-07,2.193973003272731e-08
1975,3.3183699565952907e-07,2.341706917263764e-08
1976,2.7082118014831735e-07,1.1427053969725876e-08
1977,2.403603862610737e-07,2.056873604772136e-08
1978,3.0534638950641124e-07,3.326731246033887e-08
1979,3.716002994202938e-07,2.57486831856113e-08
1980,2.9676486801299973e-07,2.8425754194927322e-08
1981,3.3841690738611874e-07,2.0874313833019187e-08
1982,2.874073576908387e-07,2.9175261317959666e-08
1983,3.07555899858869e-07,3.8523428003145455e-08
1984,2.719735117118205e-07,2.8995042811175153e-08
1985,2.3039587460083055e-07,3.7296459254321235e-08
1986,3.069176461867329e-07,4.6756987615026446e-08
1987,2.4321052266573773e-07,1.9554613928107756e-08
1988,2.722435392676914e-07,1.798966131616453e-08
1989,2.7330847451878526e-07,2.469655058234821e-08
1990,2.1794603810576518e-07,1.8525414091641323e-08
1991,2.5438758877172063e-07,2.4032006606944378e-08
1992,2.2260174237231922e-07,2.0937788391961476e-08
1993,2.464947250757632e-07,3.489700617365088e-08
1994,2.737686768394809e-07,3.3759530282395644e-08
1995,2.6461559493595743e-07,3.524592884218691e-08
1996,2.43417011658309e-07,1.7615704450690828e-08
1997,2.1720871501429428e-07,1.5823152565985765e-08
1998,2.636775542352865e-07,2.288702027897216e-08
1999,2.815243892451136e-07,2.102292562256025e-08
2000,2.469679590832996e-07,2.385736941334926e-08
2001,2.3045174657454481e-07,3.767842216007011e-08
2002,2.168704655858278e-07,1.9715496790695397e-08
2003,2.254305262461287e-07,2.2084691408963408e-08
2004,2.3477536859051185e-07,2.4666830356068203e-08
2005,2.747287375370888e-07,3.467887310648621e-08
2006,2.816636810454298e-07,3.1707752867760064e-08
2007,3.5990258684392984e-07,4.314037838071272e-08
2008,3.8912998556739353e-07,5.577246042776096e-08
2009,4.606073868984595e-07,5.912558620480013e-08
2010,4.860782993887369e-07,7.463592766043803e-08
2011,7.315258492290866e-07,1.2083751244063023e-07
2012,8.051057931446337e-07,1.3140414978352055e-07
2013,7.430229231886187e-07,1.160275999723126e-07
2014,7.713315746116223e-07,1.2364691315269738e-07
2015,8.469534646948773e-07,1.272314307243505e-07
2016,8.743126320709393e-07,1.2614461297744128e-07
2017,7.956878769199704e-07,1.144603132274824e-07
2018,8.123875554488791e-07,1.2700816398591996e-07
2019,8.464177518874294e-07,1.255085919638077e-07
