year,en_ADP eaux_NOUN,en_ADP saut_NOUN
1857,1.7768692828212806e-07,1.3180074809326925e-08
1858,1.1842696068242731e-07,1.3702292633865909e-08
1859,2.1896344959415615e-07,1.476730293603623e-08
1860,2.2657060874675672e-07,9.612086238064421e-09
1861,2.0090005414807877e-07,2.0278644541349422e-08
1862,2.177669320979625e-07,1.0391368654438793e-08
1863,2.062778469147375e-07,1.048870412745373e-08
1864,2.1624223289773425e-07,1.0548401263577034e-08
1865,1.8968582082834473e-07,8.943004170536284e-09
1866,1.965707678852624e-07,6.3252967308358166e-09
1867,2.406994568104892e-07,1.6014277903764196e-08
1868,2.7317504580626206e-07,1.432563490055827e-08
1869,1.982708842662717e-07,1.0743742229202269e-08
1870,2.339491849134845e-07,1.3188312220080434e-08
1871,1.561313054398994e-07,2.2304471603007414e-08
1872,2.2677521704927983e-07,9.675742873582749e-09
1873,3.63949070603109e-07,2.1549615758509333e-08
1874,2.0014940327328645e-07,1.1949218059470468e-08
1875,1.8080025182554138e-07,2.4030414436104763e-08
1876,2.0919211096703805e-07,1.6928841217733748e-08
1877,2.739873469215226e-07,1.36065949618569e-08
1878,3.7261177632252895e-07,2.0532901601200138e-08
1879,2.736977664508089e-07,3.787781821529279e-08
1880,2.182067788680797e-07,8.343200130767059e-09
1881,3.221298540134754e-07,2.0917523491092993e-08
1882,2.555667919512672e-07,3.194585018739815e-08
1883,2.622525638873441e-07,1.7062215029728378e-08
1884,3.9082045955041167e-07,1.1883054540362536e-08
1885,3.5322082769795315e-07,2.3848851837815488e-08
1886,3.0331280659323667e-07,7.0988103173519335e-09
1887,3.597437401858805e-07,2.0239666942423185e-08
1888,3.322482216017164e-07,1.268122939990235e-08
1889,4.0096875753015127e-07,2.318100644771448e-08
1890,3.742554722241387e-07,6.554386366985909e-09
1891,3.2189812004812524e-07,1.402328420052612e-08
1892,4.0557275227115497e-07,1.2537024751679837e-08
1893,3.9044360389262067e-07,1.4780199397712579e-08
1894,3.8124313794796194e-07,1.3863386882917439e-08
1895,3.334312401737094e-07,7.824199066419624e-09
1896,3.6915402534809516e-07,2.4767521755730826e-08
1897,4.07287282677693e-07,8.157399200570126e-09
1898,3.825047872885179e-07,1.3014216371232123e-08
1899,4.151211463465643e-07,1.1055156790007459e-08
1900,4.324147226952846e-07,8.824790231898305e-09
1901,4.7057182750442905e-07,1.2854099118442264e-08
1902,4.4094348128354e-07,8.347482705062248e-09
1903,5.346217943902332e-07,1.0260418292773466e-08
1904,5.213386184976798e-07,1.0211787859759625e-08
1905,4.391805981107666e-07,1.186974607492175e-08
1906,5.267645146744826e-07,2.006231980544726e-08
1907,4.386845383619331e-07,1.5428530175665145e-08
1908,3.934022714258134e-07,1.6698722182795223e-08
1909,3.850688519158041e-07,1.2652262071366494e-08
1910,3.7141846476185236e-07,9.085056040802897e-09
1911,3.963678709695273e-07,1.276889793899727e-08
1912,3.1725375282398716e-07,1.3023552625224255e-08
1913,3.855273434938411e-07,1.1666577537372547e-08
1914,6.375300076744139e-07,2.812632315940533e-08
1915,3.4399825743491874e-07,1.295883844676382e-08
1916,3.8016619030578624e-07,1.4283700666695154e-08
1917,5.658675235054034e-07,2.19328495365545e-08
1918,5.099950879383641e-07,1.1486376294556067e-08
1919,5.672034761872169e-07,2.4861190439651182e-08
1920,5.550446107172036e-07,1.0601124422748853e-08
1921,5.141895541571628e-07,9.087297137000405e-09
1922,3.5782986773646996e-07,1.475587119159627e-08
1923,3.184784369558713e-07,1.4862327368803108e-08
1924,3.5709799539596077e-07,1.933743654092268e-08
1925,4.685223924383308e-07,9.898360131543882e-09
1926,5.04920076971338e-07,3.009457361091705e-08
1927,4.4819885358649003e-07,7.804457524684949e-09
1928,4.490434277748534e-07,9.140832868403947e-09
1929,5.926696364788597e-07,1.4482528065684619e-08
1930,4.516549390043423e-07,1.1553964007759987e-08
1931,4.7218176835173153e-07,7.983749661377715e-09
1932,4.679722247491469e-07,4.38381475564853e-09
1933,4.347380988534155e-07,1.4911860191091364e-08
1934,3.9898663040105475e-07,1.1981580172459871e-08
1935,3.8896924436926383e-07,1.196828414151696e-08
1936,3.297922255285357e-07,1.2124714565686645e-08
1937,5.099403077579723e-07,2.6441348666139675e-08
1938,5.108294457434326e-07,1.9447821131279852e-08
1939,4.7411555925691573e-07,1.3764645423464117e-08
1940,5.629437884735466e-07,1.5214697057785997e-08
1941,3.423743151209635e-07,2.9515025978810172e-09
1942,3.1859223770247524e-07,2.1239483061208375e-08
1943,3.367752867688978e-07,3.193558839598154e-08
1944,3.630900380358071e-07,1.2852744646352221e-08
1945,4.095587566865788e-07,2.178504132643866e-08
1946,3.3828283996228947e-07,7.09976326618289e-08
1947,3.564340396167154e-07,2.861009051891017e-08
1948,5.196762407067013e-07,4.022598432129598e-08
1949,5.438622689979411e-07,4.613993809243766e-08
1950,4.7008297099360163e-07,3.403315673722318e-08
1951,5.458637639677022e-07,5.863770902170273e-08
1952,6.516689001756504e-07,3.585233443459401e-08
1953,7.175369067802251e-07,2.5857186614075545e-08
1954,7.163268911369869e-07,2.8340354063516315e-08
1955,4.814816754183937e-07,1.8771215248847284e-08
1956,8.729862583933823e-07,1.9186511934776718e-08
1957,6.458412817877957e-07,4.59421976017893e-08
1958,6.047010234766503e-07,3.9706769427994004e-08
1959,5.844063851734305e-07,3.4878365084978213e-08
1960,6.637078948656949e-07,3.668041514970355e-08
1961,7.205240937224744e-07,2.501337270643944e-08
1962,6.836629276030237e-07,2.9172998960991237e-08
1963,5.72892338901454e-07,1.0992290633282664e-08
1964,5.883197442546617e-07,2.8594651868552035e-08
1965,5.198441286324851e-07,4.5965163508743245e-08
1966,5.971122352121938e-07,5.317511764246774e-08
1967,7.913188326824638e-07,4.9796389622880355e-08
1968,6.777546541769652e-07,2.7846777550522006e-08
1969,5.250271744028367e-07,2.0437909975523638e-08
1970,5.509272362758111e-07,3.816941784862138e-08
1971,6.433273935790851e-07,2.209510974182649e-08
1972,7.284808272167709e-07,2.6676763187349906e-08
1973,6.505580549820422e-07,4.961883270926393e-08
1974,5.63682276411015e-07,3.375343138323217e-08
1975,5.87711319610662e-07,3.198428810691212e-08
1976,5.667818649968126e-07,4.113739382471948e-08
1977,5.782753529359752e-07,3.408533544302372e-08
1978,5.500987743101149e-07,3.7425726739925835e-08
1979,6.636137994675551e-07,4.681578580356671e-08
1980,6.861976715732965e-07,3.411090299110242e-08
1981,6.490014068383232e-07,2.84649726012276e-08
1982,6.275784931730755e-07,3.476201126950684e-08
1983,6.384784345669914e-07,3.410270821291306e-08
1984,7.463324180889686e-07,3.827345756990397e-08
1985,6.719378427000322e-07,3.1280900758545727e-08
1986,5.940534943960074e-07,2.997242726232585e-08
1987,6.99077462140707e-07,2.627651307651746e-08
1988,6.02053999987362e-07,2.3986215624827167e-08
1989,7.617513873015014e-07,2.3050112929468014e-08
1990,6.631008142576889e-07,2.942271626338311e-08
1991,7.725411350634204e-07,2.4618153959821143e-08
1992,6.650502832883376e-07,3.085568828220531e-08
1993,6.586117771156808e-07,3.489700661774009e-08
1994,4.821282986178232e-07,4.0616935148563016e-08
1995,5.341113797907582e-07,3.0907969961191384e-08
1996,7.377243234074626e-07,3.042712393153124e-08
1997,7.37934247041494e-07,2.3494982959171296e-08
1998,5.55010232661246e-07,4.291316391125122e-08
1999,5.242020931217617e-07,2.376504681933511e-08
2000,6.794932208009641e-07,1.4579503826439577e-08
2001,7.084419569869382e-07,2.9354119662761136e-08
2002,5.450239475290886e-07,3.592601716118082e-08
2003,6.746248262246013e-07,2.7084998965865026e-08
2004,5.347416616174883e-07,3.6559765881349904e-08
2005,6.38631713734128e-07,3.5579623025583373e-08
2006,5.793871101777981e-07,4.035532191748459e-08
2007,7.118162305141951e-07,3.6749212783959706e-08
2008,7.625074589512337e-07,4.129716435485875e-08
2009,5.407130330148391e-07,3.528462411139799e-08
2010,5.777198657241911e-07,3.2594172361122276e-08
2011,6.412800903077276e-07,5.6212389298870846e-08
2012,6.423824953083468e-07,4.936166586588797e-08
2013,5.645189153913321e-07,4.880968995646384e-08
2014,4.993516751206073e-07,4.742324943851628e-08
2015,5.153537759872151e-07,4.765637273695944e-08
2016,5.056141048065399e-07,3.935546000199963e-08
2017,6.065138782318513e-07,3.521855984622846e-08
2018,6.172287043693103e-07,5.085489473977134e-08
2019,6.140227624129579e-07,4.489738303359303e-08
