year,en_ADP aire_NOUN,en_ADP serre_NOUN
1800,4.7162466820793725e-08,1.1947824418712116e-07
1801,1.619204113012529e-07,1.7144515140898875e-07
1802,3.3567602031325805e-08,6.69114172069385e-07
1803,2.9255089017965474e-08,2.340407121437238e-07
1804,1.730295728918918e-08,3.460591280202152e-07
1805,3.695740935505398e-08,4.491746796730922e-07
1806,4.8988376022407465e-08,7.780506905419315e-08
1807,1.1387820464392462e-08,2.2775641372874134e-08
1808,4.5321479014148736e-08,9.064295625194063e-08
1809,7.00299480627109e-08,2.371982077420398e-07
1810,5.3822916346035754e-08,2.2933241616840405e-07
1811,5.0141535368197765e-09,1.7850386484496994e-06
1812,3.200649700829672e-08,4.000812481308458e-08
1813,2.0130190847567064e-08,1.322841143291953e-07
1814,4.090680150170556e-08,1.6992056828257773e-07
1815,8.091670444798638e-09,2.0498898534171417e-07
1816,7.184571870766376e-08,1.6918508549679245e-07
1817,1.2454987263765815e-08,2.2574663738339495e-07
1818,7.152706427149269e-09,7.391130196765516e-08
1819,2.484252026313527e-08,5.589566853814176e-08
1820,1.7799721696576398e-08,9.01852530432734e-08
1821,3.7473656067099625e-08,1.0157332830385002e-07
1822,3.0076847679083585e-08,5.6143449000956025e-08
1823,3.2612866407433216e-08,1.1167436042569534e-07
1824,1.431589158329416e-08,1.1873768812620256e-07
1825,1.3208164117983756e-08,1.1623184947850973e-07
1826,2.466235649034587e-08,1.321197662385032e-07
1827,2.027800155568471e-08,1.410242755905955e-07
1828,2.384798225563145e-08,1.6693587667759857e-07
1829,4.800978425922864e-08,1.4145740578896948e-07
1830,1.6698937788106605e-08,1.7325147894098336e-07
1831,1.4032085493553836e-08,2.603731468209247e-07
1832,9.470978445946798e-09,3.964281098944866e-07
1833,1.2741991461950875e-08,2.8959070930145714e-07
1834,2.1469421573883096e-08,3.005719100279691e-07
1835,2.571449897459388e-08,2.8512840799521655e-07
1836,2.9571301130015826e-08,1.8952515601355913e-07
1837,1.8786305289175687e-08,1.3289571554331303e-07
1838,3.8504186727905676e-08,2.4743675752780803e-07
1839,2.6567605448946097e-08,1.7268943963699712e-07
1840,5.860113566624747e-08,1.598791925516707e-07
1841,4.173356549230789e-08,1.8298563864149742e-07
1842,3.287049921141261e-08,1.7173158539662836e-07
1843,3.0125246297529884e-08,1.565331473329934e-07
1844,5.488561261035585e-08,2.1624931667574288e-07
1845,2.7343117381395388e-08,3.063545093162645e-07
1846,1.3465352832753297e-08,3.7234627470184023e-07
1847,2.480882788091776e-08,2.755937398291053e-07
1848,2.0113054055581614e-08,3.853661334485281e-07
1849,2.3462362719328667e-08,2.983071851758723e-07
1850,2.1724787302446202e-08,2.559451459660522e-07
1851,2.1283148576856092e-08,3.2505170644014925e-07
1852,1.9531636752390114e-08,4.0430487846521146e-07
1853,2.26933418723263e-08,4.084801314974129e-07
1854,2.1821789930598356e-08,3.0706376374922684e-07
1855,1.1144567935161831e-08,3.8846779304435586e-07
1856,2.0191037064520856e-08,2.650720842822807e-07
1857,1.2691923956253959e-08,3.7831695598455894e-07
1858,4.502181916166137e-08,2.7991826434536904e-07
1859,2.6479301196147276e-08,3.5288762223473213e-07
1860,1.373155189554609e-08,3.002632702475694e-07
1861,1.3204698334767784e-08,3.305890654559107e-07
1862,3.6143891435358455e-08,3.5059574132745297e-07
1863,1.947902072974017e-08,4.075610678389019e-07
1864,2.5412057458318316e-08,2.5651794288705787e-07
1865,2.9653119293371333e-08,3.2853774944996417e-07
1866,1.8489329622894957e-08,3.4205258647723724e-07
1867,2.8631587767335986e-08,3.8143098812781773e-07
1868,3.112120594561674e-08,3.3541744492993075e-07
1869,3.174287332985415e-08,3.745659120646394e-07
1870,4.0711745086241535e-08,5.562027292072003e-07
1871,3.929835434846041e-08,5.172513464213324e-07
1872,2.0560953717385644e-08,3.640498187351682e-07
1873,3.8909028887701425e-08,3.136666464342852e-07
1874,5.616132481289782e-08,2.9156093112048254e-07
1875,2.4030413270370587e-08,3.7476001563119254e-07
1876,3.748529087133079e-08,4.008507814567963e-07
1877,5.999271590617639e-08,4.279892551473097e-07
1878,2.2344627481629686e-08,4.1246975213127257e-07
1879,1.8327976358811782e-08,3.427331496386188e-07
1880,4.492492533536563e-08,4.441149616951634e-07
1881,6.83305714233029e-08,4.28111973427292e-07
1882,6.25606177973026e-08,5.044781987706415e-07
1883,3.475636339844712e-08,4.391940526815574e-07
1884,3.6969503902639644e-08,4.357120042541851e-07
1885,3.287274280561192e-08,4.1058698752038936e-07
1886,5.0982363997142954e-08,3.8527178558567243e-07
1887,3.199173115309151e-08,5.451652120846973e-07
1888,2.4728397107764977e-08,4.856910749140297e-07
1889,3.8217333020451605e-08,4.4294517298482106e-07
1890,3.211649390877369e-08,4.6470598746850555e-07
1891,3.44207886637804e-08,5.48820342949341e-07
1892,2.7581454897784852e-08,5.748225682111752e-07
1893,2.832871559554917e-08,7.587169088552059e-07
1894,3.591877373310126e-08,1.1991828934299065e-06
1895,2.106515117894503e-08,6.638531764302513e-07
1896,2.122930492509667e-08,6.846450606445842e-07
1897,2.9133568113515196e-08,6.69489414129032e-07
1898,2.6594268232038587e-08,5.522554129555601e-07
1899,2.984892333302014e-08,7.688861725085872e-07
1900,2.0764213348734017e-08,1.008102500144048e-06
1901,3.409130783227354e-08,5.21429339261914e-07
1902,2.8970674414985353e-08,5.887430614137656e-07
1903,3.0781254878320397e-08,7.490105264906788e-07
1904,3.117282521003517e-08,8.28229731020258e-07
1905,2.5803795267176355e-08,5.914230114534291e-07
1906,2.05767382577271e-08,4.532026558479174e-07
1907,2.8799923057487575e-08,7.359409028850905e-07
1908,2.897719486583128e-08,4.1894150015764353e-07
1909,1.925344239595006e-08,9.51670138249483e-07
1910,1.9238942772226153e-08,6.803103627106566e-07
1911,1.9685384544665396e-08,5.660877899771322e-07
1912,2.5005221671037248e-08,6.720153216122071e-07
1913,2.1742257383383645e-08,6.204497893236294e-07
1914,1.808120764223986e-08,5.899831494460273e-07
1915,2.3561524287174507e-08,2.7095751331529527e-07
1916,2.4172415624690302e-08,3.5599375625139373e-07
1917,5.3735480065597585e-08,3.1254309984518613e-07
1918,1.033773866510046e-08,2.5499756706182097e-07
