year,en_ADP aire_NOUN,en_ADP serre_NOUN
1919,1.6574127070789757e-08,2.62423665464695e-07
1920,1.8930578438158818e-08,3.430220871791789e-07
1921,2.4990065738972334e-08,2.514152122046198e-07
1922,2.360939327372691e-08,2.943796353349626e-07
1923,1.4862327812892318e-08,2.6115231399614913e-07
1924,5.156649773851996e-09,4.2284528545266653e-07
1925,8.798542339150117e-09,3.5634097894643446e-07
1926,6.687683296036084e-09,3.399572090501124e-07
1927,1.0034302388994831e-08,3.222125868340697e-07
1928,1.4853853258500749e-08,4.89034565731572e-07
1929,2.116677166874581e-08,3.854580707951527e-07
1930,1.1553964007759987e-08,4.243455884456182e-07
1931,2.5091784650044247e-08,3.0794462535510547e-07
1932,4.055028668403793e-08,1.1080091475434983e-06
1933,4.1294382802092855e-08,4.955326193822884e-07
1934,2.875579241390369e-08,4.984337333979738e-07
1935,2.0346082152400413e-08,4.332518876992708e-07
1936,1.9399542861009422e-08,6.098731635262311e-07
1937,2.1404900962807005e-08,3.8276998015618346e-07
1938,2.333738657878115e-08,5.613937830162286e-07
1939,1.2235240376412548e-08,7.264674017903872e-07
1940,1.5214697057785997e-08,5.908374225427337e-07
1941,1.1806010391524069e-08,4.633859038705168e-07
1942,1.517105907566929e-08,5.067133734826257e-07
1943,2.9032351855917682e-08,4.3838852592514854e-07
1944,4.4984606262232774e-08,5.976526047390962e-07
1945,1.3071024707045353e-08,4.073802521986636e-07
1946,3.062643028073353e-08,7.32250084567454e-07
1947,1.6689218895749036e-08,5.066370238893114e-07
1948,2.5005341575123907e-08,8.403969022907631e-07
1949,2.2579119796084512e-08,6.36142144294638e-07
1950,2.4461330738745346e-08,7.476659398264474e-07
1951,2.3455083209000804e-08,7.75083933035603e-07
1952,3.374337254058446e-08,9.5535924771184e-07
1953,3.124409986288157e-08,6.108760288725534e-07
1954,3.029486128625081e-08,9.068913335852358e-07
1955,2.2525458831523792e-08,5.762763475303245e-07
1956,2.703553869665143e-08,8.69497799982355e-07
1957,7.951533903538532e-08,7.615802584126641e-07
1958,2.8125628048769613e-08,7.436746614075673e-07
1959,1.9376869886400527e-08,6.859411616488842e-07
1960,2.629916601160076e-08,9.903712765435557e-07
1961,3.265634873628187e-08,6.621596044809053e-07
1962,5.45408234131628e-08,5.060881349550073e-07
1963,3.039045082253722e-08,6.013429487694566e-07
1964,4.0154192526564714e-08,6.150891707079609e-07
1965,4.0493119801698896e-08,6.588340406565862e-07
1966,5.151339477205141e-08,5.48922317378242e-07
1967,2.5144710702473816e-08,5.842447521331451e-07
1968,3.413475932467769e-08,5.389698962687817e-07
1969,3.451736046988785e-08,5.127644389091301e-07
1970,3.3570694335516293e-08,4.998814082668446e-07
1971,3.956565930440803e-08,5.184643248057341e-07
1972,3.5398013353837854e-08,5.222489329881341e-07
1973,4.300298939163838e-08,5.248569943105963e-07
1974,4.050411750444738e-08,3.594740158874288e-07
1975,4.16938057412608e-08,5.111774594723784e-07
1976,2.228275491900078e-08,4.005182470123714e-07
1977,4.8189612078530786e-08,4.707302228013077e-07
1978,5.287126469966097e-08,5.09702714701632e-07
1979,5.442335160310563e-08,4.862989841925014e-07
1980,3.581644952843632e-08,5.093895212304744e-07
1981,6.135783220395652e-08,5.319787028668088e-07
1982,3.165826112372372e-08,5.388111743442892e-07
1983,3.6628833299801045e-08,6.403730399284768e-07
1984,3.537395104613594e-08,6.112154835591355e-07
1985,4.9327574580537714e-08,4.7101819511397025e-07
1986,5.874595604415944e-08,6.054430299329283e-07
1987,4.8275453745638686e-08,5.444737629645147e-07
1988,3.238138990280248e-08,5.37291227509229e-07
1989,7.079677288857056e-08,5.466169641366037e-07
1990,8.554382369130309e-08,5.230705131253899e-07
1991,3.8099522925438833e-08,5.374963603088645e-07
1992,4.573253731265936e-08,4.843240866136966e-07
1993,5.760775678709251e-08,3.317985273199042e-07
1994,4.378189177867142e-08,3.803222039522325e-07
1995,6.181593642518024e-08,2.8413642638724923e-07
1996,5.8719012541175175e-08,3.234883978464609e-07
1997,4.842843426278165e-08,3.303682385435991e-07
1998,5.912480360859007e-08,3.9956923991724125e-07
1999,4.295989214364582e-08,3.1625792518141793e-07
2000,5.610899900254651e-08,3.3002695354333866e-07
2001,6.790878490092744e-08,2.860931376247322e-07
2002,5.651775714099472e-08,2.0942239054022593e-07
2003,6.833753474211335e-08,2.1209637379726587e-07
2004,6.7393305602792e-08,2.0306087411547935e-07
2005,6.71058666412705e-08,2.0582135507041244e-07
2006,5.8474035113942335e-08,2.0630628050355426e-07
2007,3.794755376596015e-08,1.4539905279775667e-07
2008,4.385162938325138e-08,1.6433716654162822e-07
2009,6.103286476211167e-08,1.4829079297840053e-07
2010,4.91274465552749e-08,1.639156215205162e-07
2011,4.0916501159449226e-08,1.433989476051778e-07
2012,5.106378955788138e-08,1.4910627177400215e-07
2013,4.62994750871637e-08,1.785040035784391e-07
2014,3.5729847039367435e-08,1.266785363274181e-07
2015,3.568686279820099e-08,1.3210789040485338e-07
2016,3.749125579433077e-08,1.4872221187900436e-07
2017,4.150758609045013e-08,8.72917121919059e-08
2018,3.252648211882203e-08,1.2210337252405168e-07
2019,3.851991381420561e-08,1.1020266899031128e-07
