year,bien_ADV ôté_VERB,bien_ADV sauté_VERB
1919,1.1049418269237776e-08,6.4454939163738345e-09
1920,0.0,0.0
1921,4.543648568500203e-09,7.572747429129834e-10
1922,7.377935484775833e-10,2.951174193910333e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,0.0
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,0.0,6.689535148041159e-09
1928,0.0,0.0
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,0.0,1.2055489939655217e-08
1933,2.2941324395731044e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,0.0,5.98414207075848e-09
1936,0.0,3.6374143697059935e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,1.517105907566929e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,1.0544803918932644e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,0.0,1.07497895029951e-08
1955,9.385607846468247e-10,7.508486277174597e-09
1956,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,1.1485549400447326e-08
1958,0.0,1.6544486891589827e-09
1959,0.0,3.100299128533379e-09
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,3.47407969059077e-09,2.08444772553662e-09
1962,6.341956404476434e-10,5.707760764028791e-09
1963,3.879631726988464e-09,4.526237162849611e-09
1964,6.083968329129164e-10,5.475571551727398e-09
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,0.0
1967,1.4791006197611978e-09,9.860671390526932e-09
1968,1.7965663401398047e-09,4.491415683816058e-09
1969,9.083515606356229e-10,2.7250546263957176e-09
1970,1.3796175313274261e-09,2.2993624781975086e-09
1971,2.0553589941130213e-09,3.5968783507200897e-09
1972,2.0520587451500205e-09,4.104117490300041e-09
1973,1.102640756478479e-09,8.269805285010534e-09
1974,2.2502286700643026e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,2.2845920710778955e-09
1976,0.0,6.2848797277581525e-09
1977,5.876781838942691e-10,2.3507127355770763e-09
1978,0.0,3.5643548113029055e-09
1979,3.5111840102075575e-09,7.022368020415115e-09
1980,2.8425752862659692e-09,1.1370301145063877e-08
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,3.7245013739806154e-09,3.7245013739806154e-09
1983,6.315316047889041e-10,3.157658134966823e-09
1984,4.059305780401701e-09,6.378909400694965e-09
1985,0.0,3.609334831011779e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,1.6464366536794728e-09,5.488121956886971e-09
1990,1.6345953479657283e-09,7.628111475810329e-09
1991,5.861465202094962e-10,7.033758464558559e-09
1992,2.2039776670368383e-09,3.856960972825618e-09
1993,1.1078414852150331e-09,2.7696036575264316e-09
1994,1.5824779264761446e-09,1.5824779264761446e-09
1995,1.626735190995987e-09,7.591431483433553e-09
1996,1.067618438099771e-09,7.473328622609188e-09
1997,1.917957792585412e-09,7.671831170341648e-09
1998,9.536258449571733e-10,6.198567992221626e-09
1999,2.285100553223174e-09,2.7421207526856506e-09
2000,0.0,6.627047355323157e-09
2001,3.066848330846028e-09,6.571817756650944e-09
2002,8.76244299341522e-10,4.381221607729913e-09
2003,4.1669229178253886e-10,3.333538334260311e-09
2004,3.523833003171717e-09,7.928623979580607e-09
2005,4.053374524914943e-09,4.954124666056714e-09
2006,1.2353669198716943e-09,4.529678854225949e-09
2007,1.5977917877663117e-09,3.994479413904628e-09
2008,2.1287198670449925e-09,8.51487946817997e-09
2009,9.53638501499654e-10,8.105927484791664e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,4.206369030868018e-09,9.55992973672437e-09
2012,5.446804340891731e-09,1.736168966925966e-08
2013,5.020424964641279e-09,1.5061274893923837e-08
2014,4.547434873103384e-09,1.7973195293174982e-08
2015,5.319781060109108e-09,1.7510945582444037e-08
2016,3.1070099826280284e-09,2.0299133179912943e-08
2017,3.018733707449428e-09,1.33327402451755e-08
2018,6.453666934191915e-09,1.807026644984333e-08
2019,3.5713827450933877e-09,1.4285531590996214e-08
