year,en_ADP homme_NOUN,en_ADP somme_NOUN
1916,1.9052258792839893e-06,3.140326589345932e-05
1917,2.1132300531689907e-06,3.3178916964970995e-05
1918,2.0663991904257273e-06,3.199415368726477e-05
1919,2.1095180642305422e-06,3.089969777647639e-05
1920,2.109623864043897e-06,3.30633929479518e-05
1921,2.235474980238905e-06,3.3637386877671815e-05
1922,2.26355061272443e-06,3.364190979482373e-05
1923,2.522349163314175e-06,3.279160318925278e-05
1924,2.5074210299180777e-06,3.252170154155465e-05
1925,2.7660417600827714e-06,3.1618662433174904e-05
1926,2.513454255392844e-06,3.181330885126954e-05
1927,3.2968256959975406e-06,3.4073145798174664e-05
1928,2.5468645361570452e-06,3.318236576888012e-05
1929,2.507705552545758e-06,3.195514091203222e-05
1930,2.314994119956282e-06,3.1841674172028434e-05
1931,2.1556123783739167e-06,2.9970995456096716e-05
1932,2.057105092490019e-06,3.0750268706469797e-05
1933,2.1128960412397646e-06,3.0053135560592636e-05
1934,2.076407895401644e-06,2.9601692403957713e-05
1935,2.1387322846067036e-06,2.8581459446286317e-05
1936,1.971478589268827e-06,2.8958668735867832e-05
1937,1.8785947943911196e-06,2.896460773627041e-05
1938,1.9370030841514563e-06,2.8920208023919258e-05
1939,1.9331679368406185e-06,2.8475991712184623e-05
1940,1.922123509245921e-06,2.6899585463979747e-05
1941,2.128033472104107e-06,2.6129653633688577e-05
1942,2.1846325637397968e-06,2.914056949521182e-05
1943,2.488072553319398e-06,2.915719051088672e-05
1944,2.3681182170776083e-06,2.6611607609083876e-05
1945,2.134933978936715e-06,2.7403401873016264e-05
1946,2.3457061075760066e-06,2.7853345272887964e-05
1947,2.602326034661928e-06,2.850399505405221e-05
1948,2.318973628234744e-06,2.693945134524256e-05
1949,2.1047664873208305e-06,2.383569608355174e-05
1950,2.2770308873987233e-06,2.431030952720903e-05
1951,2.3348469966322227e-06,2.4597986339358613e-05
1952,2.2165177995248087e-06,2.268398202431854e-05
1953,1.9673009319376433e-06,2.3733664420433342e-05
1954,2.1333445943128027e-06,2.4845696316333488e-05
1955,2.0235370570276245e-06,2.3503439479100052e-05
1956,2.225635441277518e-06,2.1354587261157576e-05
1957,2.074466905810368e-06,2.1719172764278483e-05
1958,2.024217977236731e-06,2.1360587197705172e-05
1959,2.1051030643093327e-06,2.0308509192545898e-05
1960,2.16898912697161e-06,2.0387391487020068e-05
1961,2.1747737832811254e-06,2.2976172658673022e-05
1962,2.3769652699456856e-06,2.0186446818115655e-05
1963,2.1441433233349017e-06,2.036871410382446e-05
1964,2.2011797966570157e-06,2.021215959757683e-05
1965,2.3343737893810612e-06,2.0205520286253886e-05
1966,2.653770692973012e-06,1.9668700588226784e-05
1967,2.504610542075625e-06,1.9798748780885944e-05
1968,2.552471528360911e-06,2.085858432110399e-05
1969,2.059233018769646e-06,1.826059178711148e-05
1970,2.081382852736624e-06,1.9046999113925267e-05
1971,2.175597558107256e-06,1.832403904700186e-05
1972,2.060266979242442e-06,1.681508274486987e-05
1973,1.888823625506575e-06,1.7285547983192373e-05
1974,1.5689719532474555e-06,1.6248338852165034e-05
1975,1.7208689726544435e-06,1.571742268424714e-05
1976,1.7072017897135083e-06,1.6196705928450683e-05
1977,1.6543140901603692e-06,1.6419140592915937e-05
1978,1.8784149347084167e-06,1.6071675418061204e-05
1979,1.9311512033937106e-06,1.644053418203839e-05
1980,1.8033298303521406e-06,1.6803031485324027e-05
1981,1.7869677009230145e-06,1.6543209767405642e-05
1982,1.6909235753814755e-06,1.6150680039572762e-05
1983,1.6596650596056861e-06,1.687894518909161e-05
1984,1.7686976008235433e-06,1.5794179944350617e-05
1985,1.6404426403937578e-06,1.5565858120680787e-05
1986,1.7659753623888719e-06,1.6076011434051907e-05
1987,1.699418184841761e-06,1.6323824638675433e-05
1988,1.8409420192710968e-06,1.6855113244673703e-05
1989,1.881877039977553e-06,1.565322236274369e-05
1990,1.7866126285071005e-06,1.5858298411330907e-05
1991,1.7965391236884898e-06,1.6888639038370457e-05
1992,1.8067106992702975e-06,1.600859150130418e-05
1993,1.923766731692922e-06,1.679598472037469e-05
1994,1.8625765818569562e-06,1.5599540802213596e-05
1995,1.8946043383039068e-06,1.6576432244619355e-05
1996,1.7108585126379694e-06,1.5988653558451915e-05
1997,1.7731520216557328e-06,1.6013988897611853e-05
1998,1.840021042198714e-06,1.6551130556763383e-05
1999,1.9523899723594695e-06,1.6201820017158752e-05
2000,1.8869412770072813e-06,1.65627579917782e-05
2001,1.908894020630214e-06,1.632833800613298e-05
2002,2.0889663545631265e-06,1.6996072190522682e-05
2003,1.983872039090784e-06,1.694645925454097e-05
2004,1.987882285447995e-06,1.651928869250696e-05
2005,2.0735262609150595e-06,1.646210512262769e-05
2006,2.2199544815748595e-06,1.7037769794114865e-05
2007,2.196963706069255e-06,1.6208799024752807e-05
2008,2.0767790260833863e-06,1.5847893337195273e-05
2009,2.1266138645614774e-06,1.5293500382540515e-05
2010,2.150270674405874e-06,1.5121805972739821e-05
2011,2.1142741672974807e-06,1.2975501704204362e-05
2012,2.5385513140463445e-06,1.33671383082401e-05
2013,2.673376314987763e-06,1.3082948498777114e-05
2014,3.076448052752312e-06,1.541082383482717e-05
2015,3.12692299075934e-06,1.3168674740882125e-05
2016,3.098931841805097e-06,1.3842350654158508e-05
2017,2.1385211113056357e-06,1.1571309187274892e-05
2018,2.684467204971952e-06,1.336218792857835e-05
2019,2.9685843827564895e-06,1.2691164101852337e-05
