year,en_PRON avais_VERB,en_PRON savais_VERB
1928,2.6851198020594325e-07,1.3711249025050165e-08
1929,2.896505586491571e-07,1.7824650200282122e-08
1930,2.0902170771996964e-07,1.7856126022230967e-08
1931,1.8818838043443975e-07,1.1405356659111021e-08
1932,2.520693298535548e-07,1.4247397928102146e-08
1933,2.0417778223702499e-07,1.6058926410877916e-08
1934,2.3963160877826795e-07,2.2765002327673756e-08
1935,2.226100814795018e-07,2.393656828303392e-08
1936,1.6610859310262072e-07,6.0623572828433225e-09
1937,1.838303260726093e-07,8.813782481631449e-09
1938,1.8410604862850732e-07,1.1668692678767911e-08
1939,2.2482254191658058e-07,6.117620188206274e-09
1940,1.0143131845552489e-07,5.0715658339584024e-09
1941,2.1841119535181974e-07,2.9515025978810172e-09
1942,1.9418955332639598e-07,3.3376331032286544e-08
1943,1.5096823346993915e-07,5.806470415592457e-09
1944,1.8636479559575037e-07,1.927911696952833e-08
1945,2.1131489225112432e-07,6.535512131478072e-09
1946,1.6148480863620307e-07,1.3921104269343232e-08
1947,2.992138474766648e-07,1.6689218895749036e-08
1948,1.891708416579263e-07,1.0871888278529696e-08
1949,1.7965125609364918e-07,6.8719057111366055e-09
1950,1.9569064901858724e-07,7.444753258312176e-09
1951,3.496939680047717e-07,1.7058242818279723e-08
1952,1.6871686181474388e-07,1.0544803918932644e-08
1953,1.7238124350171802e-07,2.1547654327491728e-08
1954,2.384498776208943e-07,1.7590565448699635e-08
1955,2.0648336906958775e-07,1.3139851429144755e-08
1956,1.8314397998153709e-07,6.976913269340912e-09
1957,1.970213375779295e-07,1.501956425897788e-08
1958,2.5561231176141064e-07,8.272243334772611e-09
1959,2.3097227952462163e-07,1.2401196514133517e-08
1960,2.456895860092345e-07,1.9378333382391588e-08
1961,2.014966238306215e-07,1.8065214379969774e-08
1962,1.9533225970036483e-07,9.512934440181198e-09
1963,2.3407112959006326e-07,1.6165132787904213e-08
1964,2.257152291740283e-07,1.4601523545820783e-08
1965,1.8823829828207295e-07,1.0944086803466035e-08
1966,1.9054417021990844e-07,9.970334780007306e-09
1967,1.641801754548311e-07,1.0846738618397467e-08
1968,1.7875835389702388e-07,1.0330256650092906e-08
1969,1.644116327526035e-07,8.629339909305145e-09
1970,1.673935940971205e-07,1.0117195081704722e-08
1971,1.5158272681503604e-07,9.24911525146399e-09
1972,1.8878940277744505e-07,9.747278872929144e-09
1973,1.6925535506473466e-07,8.821126162850135e-09
1974,1.451397442231439e-07,3.937900228123681e-09
1975,1.559234106274232e-07,1.9419033492340532e-08
1976,1.0284348617162209e-07,9.141642887122714e-09
1977,1.3163991785525297e-07,3.526069214387917e-09
1978,1.592078457957058e-07,8.910887139279566e-09
1979,1.4571414230779567e-07,7.607565244427406e-09
1980,1.7282858566503023e-07,6.822181042309694e-09
1981,1.4042720364315642e-07,8.223214109648325e-09
1982,1.4525555602773466e-07,1.055275355987817e-08
1983,1.2504325930251525e-07,8.209910973278056e-09
1984,1.409159011700467e-07,6.958810416790584e-09
1985,1.4497495293142038e-07,7.820225356169885e-09
1986,1.492626870991387e-07,7.792831269171074e-09
1987,1.5215933535372983e-07,1.0388388815840699e-08
1988,2.5125559854899393e-07,2.5785181989590455e-08
1989,1.8549853031402108e-07,1.4269117665222097e-08
1990,1.5964547461777556e-07,5.448650919337439e-09
1991,1.5767341388084333e-07,6.4476117778156095e-09
1992,1.8513412225473758e-07,8.815910668147353e-09
1993,1.6839190353223898e-07,6.09312805766038e-09
1994,1.498079162942645e-07,7.384897138251745e-09
1995,1.6809598202272014e-07,9.218166396873784e-09
1996,1.5960895538569275e-07,6.939520069693117e-09
1997,1.721367111073846e-07,1.2466725540782875e-08
1998,1.8166572068878395e-07,6.675381136744818e-09
1999,1.6407021696807078e-07,9.597422412355172e-09
2000,1.7230322146843946e-07,1.1486881668076876e-08
2001,1.9584016408558114e-07,7.0099388516098315e-09
2002,2.168704709148983e-07,1.1829298429688606e-08
2003,2.0459591931754062e-07,8.750538071922165e-09
2004,2.035013606516145e-07,1.1011977996133737e-08
2005,2.34645346708362e-07,8.55712400937847e-09
2006,2.3554329953157094e-07,1.1530091881262194e-08
2007,2.884014183024419e-07,1.2782334302130494e-08
2008,3.231396838998535e-07,1.702975893635994e-08
2009,2.999192947328311e-07,2.241050389706345e-08
2010,3.73179640078547e-07,2.9287516412068726e-08
2011,4.0113464727653536e-07,2.02670511206815e-08
2012,5.201698343171302e-07,3.880848209458776e-08
2013,5.558726030585603e-07,3.346949939420085e-08
2014,6.043757245777215e-07,3.204858967098545e-08
2015,5.995836609429261e-07,3.1253712867718164e-08
2016,5.903318900379873e-07,2.9205895035744334e-08
2017,6.168279043095026e-07,2.6665479879728338e-08
2018,6.510459229502885e-07,2.607281318622867e-08
2019,6.497365561131119e-07,2.5764976818720697e-08
