year,certain_ADJ âge_NOUN,certain_ADJ age_NOUN,certain_ADJ sage_NOUN
1800,1.4085857173995464e-06,1.5720822865716855e-08,0.0
1801,1.3001257457290194e-06,4.7623651688866175e-09,0.0
1802,1.3695581628780928e-06,1.3427040812530322e-08,2.2378401354217203e-09
1803,1.3067273130218382e-06,1.1702035340732664e-08,0.0
1804,1.1321077408865676e-06,1.2359254730753833e-08,0.0
1805,1.2451804423108115e-06,3.127165504324125e-08,0.0
1806,1.204537738885847e-06,1.729001475325731e-08,0.0
1807,1.0533733529882738e-06,5.693910232196231e-09,2.8469551160981155e-09
1808,1.0877155318667064e-06,2.2660739951163578e-09,1.3596443970698147e-08
1809,1.1724367823262583e-06,1.3554183109221185e-08,0.0
1810,1.1209207286810852e-06,9.360507036149102e-09,0.0
1811,9.050547191691294e-07,1.7549536934780008e-08,3.7606150637969904e-08
1812,1.08555377664743e-06,1.3336041604361526e-08,8.00162425207418e-09
1813,1.1244150073252968e-06,2.30059336026045e-08,0.0
1814,7.205890710793028e-07,9.440030979135372e-09,6.293354282149721e-09
1815,1.0573115787337883e-06,8.091670444798638e-09,0.0
1816,9.224063433066476e-07,1.1588019432906549e-08,0.0
1817,9.823870641412213e-07,3.113746815941454e-09,0.0
1818,9.334281685369206e-07,8.34482416500748e-09,3.5763532135746345e-09
1819,8.539616374036996e-07,1.449147024601416e-08,6.210630232317271e-09
1820,7.29788609987736e-07,5.933240565525466e-09,0.0
1821,9.851627282841946e-07,3.944595206029078e-09,7.88919063410276e-09
1822,9.133336220656929e-07,7.017931125119503e-09,6.015369535816717e-09
1823,9.151368089987955e-07,4.941343556552624e-09,1.7788837070042973e-08
1824,6.854785965515475e-07,8.421112696055388e-10,3.3684450784221553e-09
1825,8.514863338859868e-07,3.522177216552791e-09,6.956300069305144e-08
1826,7.539634339082113e-07,4.403992170942672e-09,3.8755132436563144e-08
1827,9.844047781371046e-07,2.7651818612639545e-09,2.857354652885391e-08
1828,7.631354606019158e-07,4.586150681440415e-09,0.0
1829,1.0562152965576388e-06,7.715858452161939e-09,0.0
1830,1.0259409464197233e-06,1.3567886369969528e-08,0.0
1831,8.434842584392754e-07,4.677361831184612e-09,0.0
1832,9.498038480160176e-07,1.3529969367098715e-09,0.0
1833,9.973504120353027e-07,8.108539617524002e-09,1.1583628500844156e-09
1834,7.150250667109503e-07,8.401077611353003e-09,1.4935249481595747e-08
1835,1.022529431793373e-06,1.285724948729694e-08,2.2689263801112247e-09
1836,9.01924636309559e-07,1.2097350454709499e-08,1.3441500135158435e-09
1837,9.24703726923326e-07,4.174734669071256e-09,1.3915781860163179e-09
1838,8.231058927776758e-07,5.680945713848473e-09,1.2624323808552163e-09
1839,8.326846909767482e-07,6.9914751765765004e-09,0.0
1840,6.834675900790899e-07,4.4587821212971335e-09,3.821813088222825e-09
1841,8.558591275686922e-07,1.1556987367100646e-08,7.0626033910059505e-09
1842,8.438997269877291e-07,8.720744570922534e-09,1.341653010911159e-09
1843,7.980236773619254e-07,9.451057492171344e-09,1.1813822142769936e-09
1844,6.734464932378614e-07,9.330554107123135e-09,4.390849073221403e-09
1845,6.992025873842067e-07,8.370341975094675e-09,1.1160455892778032e-09
1846,8.512444651387341e-07,1.6978053851701702e-08,8.781752214304106e-09
1847,6.142881829873659e-07,7.011190739092399e-09,0.0
1848,7.819955385457433e-07,6.43617736884039e-09,0.0
1849,7.348746748903068e-07,1.005529792763582e-08,0.0
1850,7.121656722119951e-07,4.073397619208663e-09,0.0
1851,6.655820925516309e-07,9.674158363282004e-09,4.514607354622058e-09
1852,7.415511049657653e-07,1.3021090872200602e-08,1.3021090872200602e-09
1853,8.300985427922569e-07,4.777545470346922e-09,5.3747388761848924e-09
1854,8.349432505383447e-07,1.1430461910322265e-08,5.7152309551611324e-09
1855,8.560089668208093e-07,1.1144567935161831e-08,5.837630823180007e-09
1856,7.320545591937844e-07,9.836659431439188e-09,0.0
1857,1.0070552889374085e-06,1.5132677888551882e-08,5.369659827891837e-09
1858,7.46285593322682e-07,7.829881631948865e-09,5.872411223961649e-09
1859,6.716576876897307e-07,7.638260024478427e-09,9.165912473463322e-09
1860,7.653051738998329e-07,1.1442959912955075e-08,4.57718396518203e-09
1861,8.125605290842941e-07,9.903523778831413e-09,4.715963619617014e-09
1862,7.296548005797376e-07,8.13237543972889e-09,1.3553959066214816e-08
1863,7.966420412230946e-07,1.2986014485960595e-08,3.496234635136375e-09
1864,7.733896154604736e-07,9.589456340108882e-09,3.835782358407869e-09
1865,7.992221640051866e-07,4.706844247692743e-09,4.23615986733239e-09
1866,8.383451017834886e-07,1.751620626322392e-08,1.2164032558992233e-08
1867,7.254953402480169e-07,8.249779526181555e-09,1.455843445796745e-09
1868,7.824760359653737e-07,1.2843672347884194e-08,1.4819622196071691e-09
1869,8.38988569284993e-07,6.34857511006004e-09,8.30198221279943e-09
1870,8.010466103769431e-07,4.587239033071455e-09,1.1468097582678638e-09
1871,9.505953926236543e-07,1.274541272522356e-08,0.0
1872,8.901683372641855e-07,9.675742873582749e-09,5.442605477412599e-09
1873,8.829356374917552e-07,1.0774807712721213e-08,7.781805422268917e-09
1874,8.119494054881216e-07,1.1949218059470468e-08,1.7923826867161097e-09
1875,1.0098494840349304e-06,1.1443054059867563e-08,2.2886108563824337e-09
1876,8.555110753150075e-07,6.04601479992084e-09,1.813804439976252e-09
1877,7.743389573988679e-07,1.1751150719163661e-08,1.8554447978047506e-09
1878,9.106945526582422e-07,1.1474268202249505e-08,3.0195443923020093e-09
1879,8.693569952811231e-07,1.3440515367335593e-08,1.221865053580018e-09
1880,9.203191666529165e-07,1.5402831232691483e-08,0.0
1881,9.029397460835753e-07,9.064259787194828e-09,6.972507571312292e-10
1882,8.40575125948817e-07,1.0648616211028639e-08,3.9932310791357395e-09
1883,7.880215662225964e-07,1.1374809982811485e-08,1.895801682305631e-09
1884,8.998113116831519e-07,1.386356363042296e-08,5.281357573494461e-09
1885,9.210813232130022e-07,9.66845359329227e-09,1.2891271383708158e-09
1886,8.195898999474593e-07,1.1616235084943582e-08,5.808117542471791e-09
1887,8.415784122917103e-07,2.415702127223085e-08,1.3057849246322917e-09
1888,8.261820880761661e-07,1.9655905347804037e-08,1.9021844099853524e-09
1889,9.046857485373039e-07,1.4409814674820609e-08,1.8795409673089125e-09
1890,9.549740980219212e-07,2.5562107097698572e-08,3.2771931834929546e-09
1891,8.350228313247499e-07,1.211101841036566e-08,0.0
1892,9.051731808540353e-07,1.6924983636812385e-08,8.775916882086676e-09
1893,8.794218615548743e-07,1.4780200174868696e-08,1.0469308087124318e-08
1894,8.028160891626612e-07,1.1972924429670684e-08,1.2603078580752936e-09
1895,8.058924549914082e-07,1.6852120587884656e-08,5.416753268150387e-09
1896,7.618961603839125e-07,1.592197840238896e-08,6.486732040400511e-09
1897,9.177073820865189e-07,1.806281213490024e-08,1.7480140668268973e-09
1898,7.429420065818704e-07,2.1501748825869527e-08,1.13167097914868e-09
1899,8.606439791947196e-07,1.8241008703512307e-08,3.814029092552573e-08
1900,8.637912287667859e-07,1.6092264409905965e-08,5.191053142894475e-10
1901,9.070523105947359e-07,1.90017126477926e-08,3.912117185755903e-09
1902,7.517644462495809e-07,1.4730851649602528e-08,1.816805106358288e-08
1903,7.986925538716605e-07,2.430099144135056e-08,4.860198243861191e-09
1904,8.078061455307761e-07,2.0961038238453966e-08,5.374625189347171e-10
1905,8.680396490490239e-07,2.6835947686265627e-08,1.5482277682110634e-09
1906,8.42617453145067e-07,2.5206503551089554e-08,5.144184522798412e-10
1907,8.27997780561418e-07,2.4171363133262957e-08,1.5428529565042481e-09
1908,7.401463335554581e-07,1.5225306349009315e-08,4.911388851169818e-09
1909,8.895090672922379e-07,2.9705311099803566e-08,1.6502950117569526e-09
1910,8.320842539433215e-07,1.3360376693860587e-08,3.7409054742809644e-09
1911,8.363628012375557e-07,1.54290850096217e-08,1.0640748282497725e-09
1912,8.329864726874803e-07,1.5628263572153855e-08,5.209421227725386e-10
1913,8.277966685454885e-07,1.2196875953662811e-08,3.181793939432964e-09
1914,7.674468065488327e-07,1.808120853041828e-08,4.68772043404897e-09
1915,6.915307153576578e-07,1.1780761699498044e-08,1.1780761921542648e-09
1916,6.823213993811805e-07,1.4283700444650549e-08,0.0
1917,7.468134981536423e-07,8.773139548168274e-09,0.0
1918,6.731016242156329e-07,1.1486376294556067e-08,1.1486376294556067e-09
1919,7.255784453263914e-07,1.8415696745321952e-09,0.0
1920,7.004314284131397e-07,8.329454903588385e-09,3.786115865267448e-09
1921,7.519738005612453e-07,1.6660044455107936e-08,1.5145494858259667e-09
1922,7.724698320998868e-07,1.1066902949607993e-08,1.4755870969551665e-09
1923,7.569170747956377e-07,1.9108706617032567e-08,1.0615948120573648e-08
1924,7.850999281799886e-07,1.2891624656674594e-08,2.578324886925998e-09
1925,8.061664402703173e-07,2.4195992098796637e-08,1.0998177923937646e-09
1926,7.467912723768677e-07,6.687682962969177e-09,1.1146138456652466e-09
1927,9.577183845976833e-07,1.6723837426013688e-08,1.1149224876660924e-09
1928,8.695217275089817e-07,1.142604111326051e-08,4.570416489713125e-09
1929,8.466709005006123e-07,8.912325100141061e-09,0.0
1930,8.108781912596896e-07,2.3107928570631486e-08,2.100720708497761e-09
1931,7.869696219131583e-07,1.8248570654577634e-08,0.0
1932,7.649756526006968e-07,1.6439305028370654e-08,0.0
1933,7.46740113299893e-07,1.3764795081527836e-08,0.0
1934,7.440561375915422e-07,9.585264137967897e-09,1.1981580172459871e-09
1935,7.911035595498106e-07,1.0771455727365264e-08,0.0
1936,7.27482870388485e-07,9.699771652549316e-09,0.0
1937,7.378395139312488e-07,1.76275650742852e-08,5.036447148221157e-09
1938,7.584650347780553e-07,7.779128452511941e-09,1.2965214457594243e-09
1939,7.89172986515041e-07,2.141167065872196e-08,1.5294050470515685e-09
1940,7.886284834057733e-07,5.0715658339584024e-09,5.0715658339584024e-09
1941,7.467301657015923e-07,1.4757513433494296e-08,0.0
1942,7.919292670521827e-07,3.034211770724937e-09,3.034211770724937e-09
1943,9.087125931728224e-07,2.0322646676618206e-08,5.806470415592457e-09
1944,1.1021228374374914e-06,2.2492303131116387e-08,0.0
1945,8.256530463768286e-07,1.089252021913012e-08,2.178504043826024e-09
1946,9.772614930625423e-07,4.1763312808029696e-09,0.0
1947,8.380372378269385e-07,1.0728783861324587e-08,3.5762612871081956e-09
1948,8.697510338606662e-07,8.697510267552389e-09,1.0871887834440486e-09
1949,8.638967301521916e-07,1.6688913584417264e-08,0.0
1950,8.699725526639668e-07,5.317680740191122e-09,1.0635361480382244e-09
1951,9.765843742570723e-07,1.2793681891665187e-08,3.1984206394497505e-09
1952,8.92090383786126e-07,1.0544803918932644e-08,2.1089607837865287e-09
1953,8.435906693193829e-07,6.464296653518886e-09,1.0773827385790469e-09
1954,1.0046167062682798e-06,1.1727043114362345e-08,2.9317608341017376e-09
1955,8.766157861828106e-07,1.2201290200408721e-08,6.569925492527773e-09
1956,9.933380624715937e-07,1.744228228517386e-08,1.744228317335228e-09
1957,8.923387895265478e-07,1.0602045297236629e-08,1.7670075402875796e-09
1958,9.058106797965593e-07,1.158114087962403e-08,7.445018934681968e-09
1959,8.913360147744243e-07,7.750747599288843e-09,0.0
1960,9.993683534048614e-07,1.0381249859747754e-08,2.7683333403416555e-09
1961,1.0220742296951357e-06,1.2506686242197418e-08,2.08444772553662e-09
1962,9.785638894754811e-07,1.4586499563762345e-08,1.9025869768540815e-09
1963,9.052474752024864e-07,6.466053248388448e-09,0.0
1964,9.521410220258986e-07,7.909158994401366e-09,1.825190498738749e-09
1965,8.760741252444859e-07,1.3680108545965908e-08,3.2832261354087677e-09
1966,1.0114350743606337e-06,1.4955502058988657e-08,0.0
1967,9.752203595780884e-07,9.860671057460024e-09,4.437301970305896e-09
1968,1.0182039886785788e-06,1.6169096617169032e-08,4.042274071025531e-09
1969,1.0050910077552544e-06,1.362527318748974e-08,4.541757636644661e-09
1970,9.266431106880191e-07,1.1036940084085956e-08,2.7592350626548523e-09
1971,9.38271398354118e-07,1.284599360218408e-08,2.0553589941130213e-09
1972,8.746900448386441e-07,1.0773308245504154e-08,4.6171320100540925e-09
1973,9.129865361501288e-07,1.3231688855697143e-08,7.718485406371656e-09
1974,8.87152680206782e-07,6.750686232237513e-09,5.625571675160757e-10
1975,8.213108344534703e-07,1.028066431985053e-08,4.569184142155791e-09
1976,8.153202770699863e-07,1.5426522170791657e-08,4.570821499072508e-09
1977,7.710337968092063e-07,1.5867311298212172e-08,5.289103821581875e-09
1978,8.809897167338931e-07,9.504946274496717e-09,3.5643548113029055e-09
1979,8.227874559452175e-07,1.2289143702659544e-08,2.925986564150662e-09
1980,8.675539788782771e-07,1.0233271174886482e-08,5.685150683554241e-10
1981,9.096140161091171e-07,7.590659267808775e-09,1.2651099057237047e-09
1982,8.603598189438344e-07,1.365650537099583e-08,0.0
1983,8.658298042973911e-07,1.1999100268944574e-08,1.2630632095778083e-09
1984,8.756503007134597e-07,3.479405208395292e-09,1.1598016991243298e-09
1985,8.680450491738156e-07,8.421781161338515e-09,0.0
1986,9.830955605139025e-07,6.5939340099241406e-09,1.1988970927134801e-09
1987,8.866795155881846e-07,9.777306964053878e-09,1.8332451112712533e-09
1988,9.018817195283191e-07,1.3792074038398994e-08,5.996553809062277e-10
1989,8.572446859034244e-07,6.036934285802431e-09,3.292873196336643e-09
1990,9.012068744596036e-07,3.269190584909154e-09,5.44865097484859e-10
1991,8.780475013736577e-07,4.689171995142516e-09,2.9307326565586322e-09
1992,7.763511575831217e-07,5.509944167592096e-09,1.1019888335184191e-09
1993,9.36679953156272e-07,8.308811083601597e-09,5.539207426075166e-10
1994,9.204746902469196e-07,4.7474339459618875e-09,3.164955852952289e-09
1995,8.789792786956241e-07,1.0302656561211876e-08,7.049186179219902e-09
1996,8.615680826551397e-07,1.1209994044136806e-08,2.6690460952494277e-09
1997,8.865760037224391e-07,5.753873488778538e-09,1.917957792585412e-09
1998,8.468197734146088e-07,1.8595704198709484e-08,4.768129224785866e-10
1999,9.314069870924868e-07,1.1882522910067195e-08,4.570201161957499e-10
2000,9.72408770394395e-07,1.060327570190367e-08,2.2090156370779823e-09
2001,9.169876307169034e-07,6.133696300869573e-09,2.6287270138425356e-09
2002,9.726311418489786e-07,5.257465740537981e-09,1.752488598683044e-09
2003,1.045064323079714e-06,5.000307723435071e-09,1.6667691671301554e-09
2004,9.448277182855236e-07,8.369103465799554e-09,8.809582507929292e-10
2005,1.1642192703220644e-06,7.656374201303606e-09,3.602999676388663e-09
2006,1.1287136203463888e-06,6.588624035241963e-09,4.1178899179428186e-10
2007,1.1188536745976307e-06,3.994479413904628e-09,1.9972397624634652e-09
2008,1.137162144004833e-06,3.405951742863067e-09,8.514879357157668e-10
2009,1.1744058383555966e-06,4.768192729542875e-09,1.430457752249481e-09
2010,1.438867343495076e-06,3.3066551718974324e-09,1.4171379625338432e-09
2011,1.5594157503073802e-06,8.795135258976572e-09,7.64794394481072e-10
2012,1.816849703573098e-06,3.063827413996023e-09,1.3617010852229328e-09
2013,1.9164078821631847e-06,6.414987763214697e-09,1.6734750252211938e-09
2014,1.8293681023351382e-06,4.114345752981308e-09,1.7323561474213989e-09
2015,1.7728169723341125e-06,4.433150915805761e-09,3.103205470367243e-09
2016,1.7933662093128078e-06,3.935546027955539e-09,3.31414412579889e-09
2017,1.767468575053499e-06,4.2765391228272165e-09,5.031222660711876e-10
2018,1.7770817066775635e-06,4.64663996169179e-09,1.5488800242380307e-09
2019,1.7257432318729116e-06,3.3162841361900064e-09,2.2958890344426663e-09
