year,en_PRON aurais_VERB,en_PRON saurais_VERB
1853,9.375933185395979e-08,1.0152284346531815e-08
1854,9.196326100635588e-08,1.1430461910322265e-08
1855,9.817833657166375e-08,1.1675261646360013e-08
1856,9.06008139622827e-08,1.1389816201301528e-08
1857,1.2203772664642898e-07,1.5620829074691756e-08
1858,1.419166051341847e-07,2.936205589776364e-08
1859,1.0948172901592557e-07,1.5276519604867644e-08
1860,1.473853246114487e-07,1.785101666484934e-08
1861,1.1978547781454907e-07,2.0278644541349422e-08
1862,1.1791944176664515e-07,1.8523744316212287e-08
1863,1.19870899206731e-07,1.7980635647063536e-08
1864,1.4480078291967402e-07,1.726102105692462e-08
1865,1.5297243471934507e-07,2.447559044327363e-08
1866,1.4450870300386498e-07,1.605652261149615e-08
1867,1.0239432057801423e-07,2.329349513274792e-08
1868,9.682153301326935e-08,1.6301584082611953e-08
1869,1.2648314173802078e-07,2.2464188176307687e-08
1870,9.346499219020643e-08,5.160643912205387e-09
1871,1.2532989046576404e-07,1.5931766128574054e-08
1872,1.1248051112744406e-07,1.69325495846806e-08
1873,1.0655087656630258e-07,2.334541804316359e-08
1874,1.13517574340527e-07,1.6131444624534197e-08
1875,1.2873436128213456e-07,2.9179789251543298e-08
1876,1.6687001203052887e-07,2.7811667635546655e-08
1877,1.3049961467004323e-07,2.783167118991514e-08
1878,9.300196657235915e-08,2.1740719446938783e-08
1879,1.1729904669799396e-07,2.3215435684953434e-08
1880,1.0461089505753307e-07,1.0910338410496934e-08
1881,1.3038589852243376e-07,1.2550513628362125e-08
1882,1.2245908376229409e-07,1.7969540522244642e-08
1883,1.2765065360298422e-07,1.9589950994713945e-08
1884,1.062873202783976e-07,1.7164412113856997e-08
1885,1.0055191890234738e-07,1.353583467533781e-08
1886,1.0841819375606576e-07,2.0651084398082276e-08
1887,1.2600824650377263e-07,1.1752064210668323e-08
1888,1.3885945771008323e-07,1.521747527988282e-08
1889,1.4284512284135076e-07,1.50363277384713e-08
1890,1.0159299385081866e-07,1.7041404731799048e-08
1891,9.497587916129646e-08,1.2748440525456317e-08
1892,7.835640292164214e-08,1.6924984080901595e-08
1893,1.0407723771699295e-07,9.853466487186324e-09
1894,9.70437046277084e-08,7.561847148451761e-09
1895,9.870527439836962e-08,1.5046536461227333e-08
1896,9.140395129669798e-08,1.47425724961181e-08
1897,9.147940360776374e-08,2.9133566670225264e-09
1898,8.883617064192606e-08,1.697506502029711e-08
1899,1.0226019853121215e-07,8.291367592505594e-09
1900,1.0797390270766982e-07,1.557315876254961e-08
1901,7.377135347041985e-08,9.500856101851696e-09
1902,8.396585426950764e-08,1.0802624572647801e-08
1903,9.234376374678277e-08,6.480264325148255e-09
1904,9.083116303543193e-08,1.0749250378694342e-08
1905,1.2489036615992433e-07,1.0837593933388234e-08
1906,9.053764615796212e-08,1.800464666246171e-08
1907,9.411403389947282e-08,1.0799970695529737e-08
1908,9.0860697188333e-08,1.1296195090437777e-08
1909,9.846760562481904e-08,1.925344328412848e-08
1910,1.0260769300884931e-07,1.4429207162436342e-08
1911,1.0374729453310749e-07,8.51259862599818e-09
1912,1.2502610746700782e-07,2.2921453179947093e-08
1913,1.092415855552531e-07,1.3787773589513108e-08
1914,1.0446920128970305e-07,6.696743604095445e-09
1915,8.835571119192309e-08,1.1780761921542648e-09
1916,8.460345513050527e-08,1.0987462051303964e-08
1917,7.566832993521899e-08,2.302949086985251e-08
1918,8.38505478384377e-08,9.189101035644853e-09
1919,7.642514421313251e-08,1.1049418269237776e-08
1920,1.0601124778020221e-07,1.590168707821249e-08
1921,1.4918311963540987e-07,1.5145495524393482e-08
1922,1.2321152587091433e-07,2.1396012517271856e-08
1923,1.2102181434769932e-07,1.2739137744688378e-08
1924,1.482536822194902e-07,9.024137215263295e-09
1925,1.2427940809800475e-07,2.1996356736053713e-08
1926,1.237221338712402e-07,1.89484357093761e-08
1927,1.482846965217277e-07,1.0034302277972529e-08
1928,1.0169176956065229e-07,1.2568645679778001e-08
1929,1.3925508657308683e-07,1.2254447234738564e-08
1930,1.239425220234125e-07,1.7856125467119455e-08
1931,7.983749572559873e-08,1.596749932275543e-08
1932,8.329247525029615e-08,1.3151444377967891e-08
1933,8.373583071374924e-08,6.882397318719313e-09
1934,1.2460842846451214e-07,1.5576054224197833e-08
1935,9.574627490849252e-08,2.2739740757060645e-08
1936,7.274828917047671e-08,1.6974599503782883e-08
1937,5.5400918963499635e-08,1.2591118370153254e-08
1938,8.427389541765251e-08,1.4261736125398272e-08
1939,8.258786898807102e-08,1.5294050470515685e-08
1940,4.564409294971483e-08,7.607348528892999e-09
1941,1.2986611785947844e-07,1.4757512545315876e-08
1942,7.282108316353231e-08,1.8205270180260413e-08
1943,9.00002921078169e-08,8.709705845433291e-09
1944,1.1567470181716999e-07,2.2492303131116387e-08
1945,1.1763922014296213e-07,4.357008087652048e-09
1946,1.0719250109758605e-07,2.7842208538686464e-09
1947,1.4424253480527227e-07,2.26496545963073e-08
1948,1.0654450388614123e-07,8.697510267552389e-09
1949,9.227987929349979e-08,1.2762110479513922e-08
1950,6.48757056964655e-08,2.0207187034770868e-08
1951,1.2367226376319707e-07,1.9190522948520083e-08
1952,9.068531703348981e-08,3.163441175679793e-09
1953,9.157753000366142e-08,7.54167928107563e-09
1954,1.2313395725271903e-07,1.07497895029951e-08
1955,8.728615208397628e-08,1.5016972554349195e-08
1956,8.721141808720745e-08,1.4825940475304833e-08
1957,9.806891565489195e-08,7.951533653738352e-09
1958,1.2904699708826683e-07,2.3162280982091943e-08
1959,7.750748132195895e-08,1.2401196514133517e-08
1960,1.0658083171577459e-07,8.305000243069571e-09
1961,1.2923576342416254e-07,1.4591134855912458e-08
1962,1.1288682122412297e-07,1.9660065575521912e-08
1963,8.017906383273044e-08,1.4871922249248826e-08
1964,1.2472134924834677e-07,1.6426714155581834e-08
1965,9.521355792685426e-08,1.094408652591028e-08
1966,9.637990228128501e-08,1.3847687219126215e-08
1967,1.0205794875872698e-07,8.874604162656397e-09
1968,1.001585721027709e-07,1.2575964686289964e-08
1969,6.858054124592172e-08,6.8126366770115965e-09
1970,7.541909008423886e-08,1.931464446713882e-08
1971,8.170051790656885e-08,1.5929032315398217e-08
1972,7.233507348658463e-08,1.1799337507056862e-08
1973,7.332560869599547e-08,8.821126051827832e-09
1974,5.5693159861647246e-08,8.438357568252286e-09
1975,8.738564449828345e-08,1.1422960355389478e-08
1976,6.74196174443864e-08,1.656922776760439e-08
1977,5.641710476567141e-08,1.2341241639735046e-08
1978,6.950492181800882e-08,1.3069301307844228e-08
1979,5.500854882711792e-08,5.851973128301324e-09
1980,6.310517552954309e-08,2.0466543182440233e-08
1981,5.6929944425299084e-08,1.3916208629893845e-08
1982,6.08335231078172e-08,8.069752865935698e-09
1983,6.378469308288004e-08,8.209910973278056e-09
1984,6.320919365698785e-08,1.797692572580445e-08
1985,5.5343134963692364e-08,9.02333674446254e-09
1986,7.313271987996472e-08,1.0790073723399018e-08
1987,5.6219513488997563e-08,1.2832715334809564e-08
1988,5.936588420851763e-08,1.139345240375178e-08
1989,7.408964863842016e-08,1.4269117665222097e-08
1990,5.6665970582514547e-08,8.172976073694826e-09
1991,7.561289905311241e-08,1.8756688924259635e-08
1992,7.052728356882199e-08,7.162927584403178e-09
1993,6.536264685053084e-08,1.9387225436151567e-08
1994,5.960666937809833e-08,1.5297286992677073e-08
1995,7.699880288924987e-08,1.0844901865425527e-08
1996,6.085425230395458e-08,5.3380921904988554e-09
1997,5.274383951814343e-08,7.67183128136395e-09
1998,6.246249206753873e-08,1.1443510361530684e-08
1999,6.718195422195095e-08,1.142550276611587e-08
2000,5.345817966073696e-08,8.83606254831193e-09
2001,7.75474511272023e-08,1.3581756164171566e-08
2002,6.615644787544284e-08,8.762443215459825e-09
2003,6.0837075821496e-08,5.833692029444393e-09
2004,8.325055578239926e-08,1.4535810777260849e-08
2005,5.989986906485001e-08,9.007498746882447e-09
2006,7.247485900307993e-08,1.0294725072412803e-08
2007,8.348462321450256e-08,1.198343807518043e-08
2008,9.025771863235832e-08,9.792111205220166e-09
2009,9.441021120437654e-08,9.53638501499654e-09
2010,1.143157888350288e-07,1.653327574846486e-08
2011,1.3077984029052914e-07,1.7972668631127675e-08
2012,1.8757432762583903e-07,2.3148917782656042e-08
2013,1.9189180910927917e-07,1.9523874683624598e-08
2014,2.2802137777944154e-07,2.1221362889178863e-08
2015,2.2476075045574362e-07,2.3939014506813017e-08
2016,2.3261148562880862e-07,2.4648946272964878e-08
2017,1.9571456100209161e-07,2.213737992917686e-08
2018,2.1916652492848243e-07,2.813798788414701e-08
2019,2.168339605645997e-07,1.9387507654844427e-08
