year,ton_DET âge_NOUN,ton_DET age_NOUN,ton_DET sage_NOUN
1904,2.848551314826864e-07,3.7622376325430196e-09,0.0
1905,1.8939985135801862e-07,1.5482277126999122e-09,0.0
1906,2.314882978637911e-07,3.6009292214700395e-09,5.144184522798412e-10
1907,2.818278153071674e-07,1.028568674676933e-09,0.0
1908,2.4704288303922795e-07,0.0,0.0
1909,2.3819258299084822e-07,2.750491723269022e-09,0.0
1910,2.436932838856265e-07,4.809735609789811e-09,0.0
1911,2.7346722664134404e-07,2.128149656499545e-09,3.1922244847493175e-09
1912,2.6359671900788584e-07,2.0837684910901544e-09,0.0
1913,2.5348291954330193e-07,3.71209285532359e-09,1.590896969716482e-09
1914,2.8059355994258794e-07,6.027069343605973e-09,0.0
1915,2.509302382547318e-07,3.5342285764627945e-09,0.0
1916,1.8568810222774346e-07,3.2962386153911893e-09,0.0
1917,2.0287885726943955e-07,2.1932848870420685e-09,1.0966424435210342e-09
1918,2.9979442661698386e-07,2.2972752589112133e-09,4.594550517822427e-09
1919,2.550573956483504e-07,1.8415696745321952e-09,9.207848372660976e-10
1920,2.5064087916248923e-07,1.514446346106979e-09,0.0
1921,3.112399191707027e-07,1.5145494858259667e-09,0.0
1922,4.2570688485454866e-07,5.902348387820666e-09,7.377935484775833e-10
1923,3.7155817800282875e-07,3.1847844361720945e-09,0.0
1924,3.8417041992033774e-07,5.156649662829693e-09,0.0
1925,3.431431534473006e-07,1.0998177923937646e-09,0.0
1926,4.1575097231572045e-07,3.3438415369957397e-09,3.343841648018042e-09
1927,4.6157791011580684e-07,3.344767462998277e-09,2.2298449753321847e-09
1928,4.0448185911756696e-07,1.1426041224282812e-09,3.4278122562625413e-09
1929,3.6206320608300757e-07,1.1140406375176326e-09,2.2280812750352652e-09
1930,2.58388638485485e-07,5.251801771244402e-09,0.0
1931,2.8855552791640093e-07,2.2810713318222042e-09,0.0
1932,3.079629711244536e-07,1.0959536611565568e-09,0.0
1933,2.397368348283635e-07,0.0,0.0
1934,3.8341057795321376e-07,1.1981580172459871e-09,0.0
1935,3.3630879148205395e-07,0.0,0.0
1936,2.946305652784531e-07,2.424942913137329e-09,0.0
1937,2.984095066604908e-07,3.777335333410292e-09,0.0
1938,3.7210164549605906e-07,7.779128785578848e-09,0.0
1939,3.395279337681245e-07,3.058810094103137e-09,0.0
1940,2.0032684799886624e-07,0.0,0.0
1941,3.0400477157854766e-07,8.854507793643052e-09,0.0
1942,3.5500277340005937e-07,0.0,0.0
1943,4.587111566145552e-07,8.709705623388686e-09,5.806470415592457e-09
1944,3.6951641213534003e-07,0.0,0.0
1945,5.511615368547496e-07,0.0,0.0
1946,5.331782970685595e-07,2.7842208538686464e-09,0.0
1947,5.650493104525367e-07,0.0,0.0
1948,4.914093265639963e-07,2.174377566888097e-09,0.0
1949,4.329300540284464e-07,9.817008317369869e-10,0.0
1950,5.424034625889362e-07,5.317680518146517e-09,0.0
1951,4.360513364831675e-07,4.264560704569931e-09,0.0
1952,4.10192867006387e-07,1.0544803918932644e-09,2.1089607837865287e-09
1953,4.880543836849327e-07,1.0773827385790469e-09,2.1547654771580937e-09
1954,4.6321821711714506e-07,2.9317608341017376e-09,3.9090144454689835e-09
1955,3.8480991904066286e-07,9.385607846468247e-10,0.0
1956,4.831512550040884e-07,8.72114158667614e-10,1.744228317335228e-09
1957,4.753250424371913e-07,3.5340151360863103e-09,0.0
1958,5.194968966115709e-07,1.6544486891589827e-09,0.0
1959,4.301664966455121e-07,7.750747821333448e-10,0.0
1960,5.259833548709736e-07,0.0,0.0
1961,4.849815304908134e-07,4.16889545107324e-09,0.0
1962,5.270165823745288e-07,4.43936931660005e-09,0.0
1963,4.914200650851797e-07,6.466053248388448e-10,1.2932106496776896e-09
1964,3.81464805965237e-07,1.2167936658258327e-09,0.0
1965,3.8304304905700803e-07,2.73602163147757e-09,0.0
1966,4.231853196756674e-07,7.200797069728537e-09,1.1078149508847446e-09
1967,5.132479170555371e-07,9.860671168482327e-09,9.860671168482327e-10
1968,4.531838646570918e-07,3.593132569257307e-09,0.0
1969,3.9467875678766973e-07,1.8167031212712459e-09,0.0
1970,3.5318207736168006e-07,1.8394900047624674e-09,0.0
1971,3.7356148485656604e-07,6.166076982339064e-09,0.0
1972,3.4628492340260664e-07,3.0780880067027283e-09,1.0260293725750103e-09
1973,3.048801651139854e-07,2.7566018356850464e-09,0.0
1974,3.0940644890620206e-07,1.1251143350321513e-09,1.1251143350321513e-09
1975,2.730087476088272e-07,1.1422960355389478e-09,0.0
1976,3.2224292478844063e-07,5.713526873840635e-10,3.9994687561772935e-09
1977,3.2674906824681216e-07,1.7630346071939584e-09,0.0
1978,2.964355125811835e-07,5.940591352171509e-09,4.752473081737207e-09
1979,3.8623023801420686e-07,2.3407893401383717e-09,0.0
1980,3.689662810835159e-07,5.685150683554241e-10,5.685150683554241e-10
1981,4.098955954656702e-07,1.897664858585557e-09,0.0
1982,3.9479713187517973e-07,4.345251713999687e-09,0.0
1983,3.5176309154394403e-07,1.8945948143667124e-09,1.2630632095778083e-09
1984,3.9085316405618187e-07,5.799008606643952e-09,0.0
1985,3.9101127213836406e-07,1.2031116103372597e-09,2.4062232206745193e-09
1986,3.4228512202361117e-07,1.1988970927134801e-09,5.994485463567401e-10
1987,3.6114926604824404e-07,1.0388388649307245e-08,0.0
1988,3.519977118671136e-07,5.996553809062277e-10,0.0
1989,3.7099705574306086e-07,1.6464366536794728e-09,0.0
1990,3.944823245838336e-07,3.814055737905164e-09,0.0
1991,3.7982294909255643e-07,3.516879065745826e-09,0.0
1992,3.4767748813280264e-07,3.30596661157756e-09,0.0
1993,3.88298451170499e-07,2.7696036575264316e-09,5.539207426075166e-10
1994,4.0722433336526365e-07,1.0549853213248639e-09,0.0
1995,3.8607849450755793e-07,1.626735190995987e-09,0.0
1996,3.0960935393231637e-07,2.6690460952494277e-09,0.0
1997,3.898249096856432e-07,3.835915585170824e-09,0.0
1998,4.2865482896559115e-07,3.337690568372409e-09,9.536258449571733e-10
1999,3.4916336510981694e-07,4.570201161957499e-10,0.0
2000,3.6802202396657435e-07,1.3254094488601709e-09,0.0
2001,3.894897171452527e-07,3.5049694258049158e-09,1.3143635069212678e-09
2002,4.27169103645042e-07,4.81934359086722e-09,1.752488598683044e-09
2003,4.31693202074257e-07,5.416999848684156e-09,1.2500769308587678e-09
2004,4.3122906001613615e-07,8.809582507929292e-10,8.809582507929292e-10
2005,4.846034493688478e-07,0.0,0.0
2006,4.525561108081888e-07,4.11788997345397e-09,1.6471559671771274e-09
2007,6.035658310921121e-07,1.5977917877663117e-09,3.994479469415779e-10
2008,6.858735339676514e-07,8.089135583588813e-09,0.0
2009,7.14275261159969e-07,2.384096253749135e-09,0.0
2010,1.0675772763590885e-06,4.2514138876015295e-09,1.4171379625338432e-09
2011,1.150633218482966e-06,2.294383183443216e-09,1.1471915639660324e-09
2012,1.4011903841648632e-06,2.382976926895708e-09,3.404252713057332e-10
2013,1.5002703905864223e-06,1.6734750252211938e-09,5.578250084070646e-10
2014,1.681468176251144e-06,1.7323561474213989e-09,1.9489005964601347e-09
2015,1.5542627149756072e-06,1.994917786518613e-09,3.32486305154589e-09
2016,1.5427340214202445e-06,2.485607997204653e-09,4.1426800878596737e-10
2017,1.5938913353608086e-06,1.0062445321423752e-09,1.0062445321423752e-09
2018,1.7783723746944702e-06,1.8070267504555204e-09,5.162933414126769e-10
2019,1.5770206438503465e-06,2.295888978931515e-09,2.55098775436835e-10
