year,en_ADP air_NOUN,en_ADP cerf_NOUN
1908,2.3329098763902323e-07,3.830883454902789e-08
1909,3.15206349466024e-07,3.685659039076583e-08
1910,3.6340225884057276e-07,4.168437661711266e-08
1911,3.9902805815117404e-07,2.8730020140699253e-08
1912,4.625965921434272e-07,5.7824574239973003e-08
1913,5.09087001221431e-07,5.992378304675583e-08
1914,3.0202313938687553e-07,4.486818383497848e-08
1915,1.8377989163820274e-07,2.5917676005349222e-08
1916,1.50528225217883e-07,3.84561182897869e-08
1917,1.381769423325352e-07,2.52227767560953e-08
1918,2.6303800471083605e-07,1.4932290071101306e-08
1919,2.642652502382603e-07,1.1970202606903513e-08
1920,2.854731246948461e-07,3.9375606775138294e-08
1921,2.6504616346123555e-07,1.817459427400081e-08
1922,2.751969887526684e-07,2.5822775029382683e-08
1923,2.558443532585386e-07,1.8047112249064412e-08
1924,2.2947091282699006e-07,2.9650736976805092e-08
1925,3.277457034656095e-07,2.5295808780967377e-08
1926,2.920288224572687e-07,1.6719207018844884e-08
1927,2.129501930347999e-07,3.0102906833917586e-08
1928,2.31948637186008e-07,3.6563331917705e-08
1929,2.551153110985638e-07,3.676334259239411e-08
1930,2.468346705919444e-07,2.6259009189288918e-08
1931,4.573547949249246e-07,2.8513390759599133e-08
1932,3.9563927378694075e-07,1.6439305028370654e-08
1933,3.8082598163846626e-07,1.1470662419910127e-08
1934,3.774197683270586e-07,3.1152108448395666e-08
1935,5.732808050495919e-07,1.555876849579363e-08
1936,4.692264652383926e-07,1.9399543305098632e-08
1937,4.293571240765459e-07,1.1332006444320086e-08
1938,4.2914859399445504e-07,2.5930429359277696e-08
1939,4.909389987872714e-07,2.141167065872196e-08
1940,6.187310546135194e-07,2.02862628917444e-08
1941,4.574829119974311e-07,4.427253941230447e-08
1942,4.247896423503761e-07,1.8205270180260413e-08
1943,9.929064368474627e-07,1.1612940831184915e-08
1944,4.6269882147953467e-07,1.6065930807940276e-08
1945,9.389352637612092e-07,2.6142048525912287e-08
1946,4.134568101221703e-07,1.5313215584455975e-08
1947,5.161737379744125e-07,2.7418003867296648e-08
1948,4.435730192042797e-07,1.6307831529616124e-08
1949,4.7317980900185574e-07,1.7670615193310368e-08
1950,5.221962715573625e-07,5.317680518146517e-09
1951,4.659032604159563e-07,2.1322803078760444e-08
1952,5.388395063476992e-07,1.581720565635436e-08
1953,5.289949411846351e-07,2.0470272588113403e-08
1954,6.74304979852991e-07,3.518113089739927e-08
1955,5.406109884198429e-07,4.411235821066839e-08
1956,5.843164938568179e-07,2.441919733087161e-08
1957,5.009466179650701e-07,3.7990662393738717e-08
1958,6.444077458311881e-07,2.0680609225109947e-08
1959,4.7512084933032384e-07,2.6352543258667538e-08
1960,5.294437523950535e-07,2.2838749558218296e-08
1961,4.3703921681625957e-07,2.292892631317045e-08
1962,4.7564672556177356e-07,1.52206956482992e-08
1963,4.4615768057809646e-07,2.7804029301137234e-08
1964,4.7637472228023725e-07,2.981144575642247e-08
1965,4.5801002546141945e-07,3.228505696117878e-08
1966,5.383980679063427e-07,3.212663202134536e-08
1967,5.166991521310393e-07,3.59914502090497e-08
1968,4.051256959902716e-07,2.4253646202510026e-08
1969,4.514507359054676e-07,3.724241265379291e-08
1970,3.7893495408169997e-07,3.311082030776902e-08
1971,4.3933299265219716e-07,2.158127021534284e-08
1972,3.729616903092037e-07,3.180691121595913e-08
1973,4.1018235097389777e-07,4.1900348302092993e-08
1974,4.0672883683257055e-07,2.418995859176931e-08
1975,4.1065541767082436e-07,3.369773349248817e-08
1976,4.079458255645818e-07,4.1708746456592394e-08
1977,4.01384201875743e-07,4.7601932395835433e-08
1978,3.386137139571588e-07,4.396037511789075e-08
1979,3.440960313350061e-07,3.569703754813247e-08
1980,3.2234804003827833e-07,6.424220089229493e-08
1981,2.859148393596911e-07,6.325549289920573e-08
1982,3.0478835211233957e-07,3.3520510811513304e-08
1983,2.7345319608684804e-07,4.7996401519867504e-08
1984,2.52836773739773e-07,3.421414973558967e-08
1985,3.0739501566401373e-07,5.7749357296188464e-08
1986,2.673540528963514e-07,5.874595743193822e-08
1987,3.611492629396196e-07,7.271872065617302e-08
1988,2.5065594289053195e-07,3.1781734521896254e-08
1989,1.909866496063728e-07,4.2258541221862345e-08
1990,2.2557414969259781e-07,4.195461400513523e-08
1991,2.3035557727979494e-07,5.978694572750243e-08
1992,1.630943504693505e-07,5.509944034365333e-08
1993,2.2046045700108152e-07,4.320581875605356e-08
1994,1.524453796530878e-07,6.751906034274668e-08
1995,2.125600774283143e-07,6.34426727819104e-08
1996,2.0605035411236372e-07,7.046281669254029e-08
1997,1.0980308384755944e-07,5.657975521433656e-08
1998,1.316003657159115e-07,4.7681290915591035e-08
1999,1.6955446535682483e-07,6.124069784618769e-08
2000,1.9483518709506598e-07,7.024669912425452e-08
2001,1.296838689768265e-07,5.52032695111393e-08
2002,1.305603966050839e-07,7.141391211717973e-08
2003,1.5042591949843143e-07,9.792269006769772e-08
2004,1.700249482594618e-07,5.4178931230275396e-08
2005,1.5763123639711552e-07,6.215174153112457e-08
2006,2.2442499875152677e-07,5.6003302606466576e-08
2007,1.6417310089167358e-07,5.991719120856942e-08
2008,1.4092124867026712e-07,6.556457066153598e-08
2009,2.5891284249901503e-07,6.05560432909158e-08
2010,2.116259318896141e-07,7.274640978494062e-08
2011,2.2255517517777434e-07,5.621238763353631e-08
2012,2.291062098924712e-07,4.153188370992211e-08
2013,1.5284404897286663e-07,3.2353852152944285e-08
2014,1.4768336260850834e-07,4.93721493688426e-08
2015,2.0569820136095984e-07,4.1228301883577956e-08
2016,1.6715714334925025e-07,6.649001438319146e-08
2017,1.4439609019589739e-07,3.949509752576574e-08
2018,1.3449441449431276e-07,4.672454867460374e-08
2019,1.9004859225235649e-07,4.1326003508146414e-08
