year,certain_ADJ antre_NOUN,certain_ADJ centre_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,0.0
1802,1.5664880947952042e-08,1.7902721083373763e-08
1803,0.0,1.755305234496518e-08
1804,0.0,2.4718509461507665e-09
1805,5.685755422035754e-09,0.0
1806,0.0,1.729001475325731e-08
1807,0.0,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,0.0,3.510190182964834e-08
1811,0.0,3.008491944456182e-08
1812,0.0,8.00162425207418e-09
1813,0.0,2.8757416448144113e-09
1814,6.293354282149721e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,3.5763532135746345e-09,1.9073883805731384e-08
1819,0.0,1.1386155129855524e-08
1820,0.0,1.3053129244156025e-08
1821,9.86148829262845e-10,2.9584463767662328e-09
1822,4.010246357211145e-09,1.9048670196752937e-08
1823,0.0,2.4706716672540097e-08
1824,0.0,0.0
1825,8.805443041381977e-10,1.3208164340028361e-08
1826,5.284790383086602e-09,5.284790383086602e-09
1827,9.217273055917019e-10,1.013900075008678e-08
1828,0.0,8.255071293206129e-09
1829,0.0,4.286587973467704e-09
1830,0.0,5.218417697960831e-09
1831,0.0,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,4.667265685043276e-09
1835,1.5126175867408165e-09,1.5126175867408165e-08
1836,6.720750067579218e-10,2.1506400216253496e-08
1837,6.957890930081589e-10,4.87052354003481e-09
1838,3.1560809521380406e-09,5.680945491803868e-09
1839,3.4957374772659477e-09,8.38977065598101e-09
1840,2.5478754661634184e-09,1.7835128929277744e-08
1841,0.0,2.3113974734201292e-08
1842,0.0,2.0124794275488966e-08
1843,0.0,1.1813821920725331e-08
1844,0.0,4.390849017710252e-09
1845,5.580227946389016e-10,1.0602432709561072e-08
1846,0.0,1.0538102168666796e-08
1847,0.0,7.011190739092399e-09
1848,0.0,6.43617736884039e-09
1849,0.0,3.3517659758786067e-09
1850,0.0,5.431196825611551e-09
1851,6.449438760824933e-10,1.4188765717904062e-08
1852,0.0,9.765818376195057e-09
1853,5.971931837933653e-10,1.0152284346531815e-08
1854,0.0,1.558699391779328e-09
1855,5.306937111981824e-10,8.491099379170919e-09
1856,0.0,9.836659486950339e-09
1857,2.9289055625270066e-09,1.4156376515472857e-08
1858,2.4468380654951716e-09,1.9574704523961373e-08
1859,5.092173349652285e-10,2.2914779407301467e-08
1860,0.0,5.950338888283113e-09
1861,4.715963730639317e-10,1.3204698667834691e-08
1862,0.0,8.584174260306554e-09
1863,1.4983863039219614e-09,8.990317823531768e-09
1864,4.794727948009836e-10,6.233146443435089e-09
1865,0.0,1.7415324293779122e-08
1866,9.731225825149181e-10,2.092213557958189e-08
1867,1.455843445796745e-09,1.4073153309368536e-08
1868,0.0,7.409810987013543e-09
1869,0.0,1.1720445947105418e-08
1870,0.0,1.548193218070537e-08
1871,0.0,8.496941816815706e-09
1872,1.8142017887967654e-09,8.4662747923403e-09
1873,5.986004469882289e-10,1.3169209722718733e-08
1874,1.1949218281515073e-09,3.5847653734322193e-09
1875,4.005069165202713e-09,1.3159512590732447e-08
1876,1.209202959984168e-09,2.418405919968336e-09
1877,1.8554447978047506e-09,1.8554447978047506e-09
1878,0.0,1.0870359723469392e-08
1879,6.10932526790009e-10,7.94212251520321e-09
1880,6.417846254436199e-10,1.1552122813895949e-08
1881,0.0,1.1156012114099667e-08
1882,0.0,1.1314154946262533e-08
1883,1.8958017378167824e-09,6.951272890631799e-09
1884,0.0,6.601696966868076e-09
1885,6.445635691854079e-10,7.7347630522695e-09
1886,0.0,3.2267319927115068e-09
1887,1.9586774424595887e-09,1.697520346510828e-08
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,0.0,3.132568426877924e-09
1890,4.5880703680722945e-09,1.1142456735058204e-08
1891,6.374220040683554e-10,8.286486163910922e-09
1892,1.8805537127519756e-09,3.761107425503951e-09
1893,0.0,1.2932674486876294e-08
1894,0.0,5.041231432301174e-09
1895,0.0,7.22233739480771e-09
1896,5.89702897624278e-10,1.592197840238896e-08
1897,0.0,4.661370844871726e-09
1898,0.0,2.0370077180587032e-08
1899,0.0,3.3165470370022376e-09
1900,0.0,8.30568502863116e-09
1901,0.0,1.2854099118442264e-08
1902,0.0,1.6694964355412623e-08
1903,5.400220270956879e-10,8.640352433531007e-09
1904,0.0,5.374625189347171e-10
1905,0.0,3.6125313851442797e-09
1906,1.0288369045596824e-09,1.1317205839134203e-08
1907,0.0,9.771402353919711e-09
1908,4.911389073214423e-10,7.367083831866239e-09
1909,0.0,5.5009836685826485e-09
1910,0.0,3.740905363258662e-09
1911,0.0,1.4897047151407605e-08
1912,5.209421227725386e-10,1.0418842677495377e-08
1913,5.30298971401777e-10,1.2196876397752021e-08
1914,0.0,4.018046340092951e-09
1915,0.0,3.534228465440492e-09
1916,0.0,1.8678685265172135e-08
1917,0.0,1.0966424435210342e-09
1918,0.0,1.9526840588923733e-08
1919,0.0,4.603924352863942e-09
1920,0.0,5.300562211374427e-09
1921,7.572747429129834e-10,6.815472630705699e-09
1922,2.2133805899215986e-09,8.115729421831475e-09
1923,3.1847844361720945e-09,1.1677542932631013e-08
1924,0.0,2.3204924204378585e-08
1925,0.0,6.598906754362588e-09
1926,2.229227691330493e-09,1.671920735191179e-08
1927,0.0,3.3447675740205796e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,3.342121912552898e-09
1930,0.0,6.302162347537887e-09
1931,0.0,2.2810713318222042e-09
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,0.0,8.02946331646126e-09
1934,1.1981580172459871e-09,0.0
1935,0.0,1.3165112555668657e-08
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,1.7627565185307503e-08
1938,0.0,9.075650453382877e-09
1939,0.0,9.176430282309411e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,2.066051862925633e-08
1942,0.0,9.102635090130207e-09
1943,0.0,1.7419411690866582e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,9.744772988540262e-09
1947,0.0,1.7881307101674793e-08
1948,1.0871887834440486e-09,7.610321262063735e-09
1949,0.0,1.2762110479513922e-08
1950,0.0,1.2762433776458693e-08
1951,1.0661401761424827e-09,1.3859822622919182e-08
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,3.232148326759443e-09,2.0470272588113403e-08
1954,3.9090144454689835e-09,5.86352189024808e-09
1955,0.0,1.5016972554349195e-08
1956,0.0,8.72114114258693e-09
1957,0.0,7.068030161150318e-09
1958,2.4816730892496253e-09,1.0753916701577992e-08
1959,0.0,2.0927018340444192e-08
1960,0.0,1.314958364417862e-08
1961,4.86371165564492e-09,1.737039845295385e-08
1962,1.2683912808952869e-09,1.0147130247162295e-08
1963,2.5864212993553792e-09,1.7458344103715717e-08
1964,0.0,1.520992043424485e-08
1965,1.6416130677043839e-09,1.2038495200705768e-08
1966,0.0,8.308612464702492e-09
1967,0.0,5.916402479044791e-09
1968,4.4914158503495116e-10,9.88111459321317e-09
1969,1.8167031212712459e-09,9.991866889436096e-09
1970,0.0,1.0577067582895339e-08
1971,0.0,1.0276794748520501e-08
1972,0.0,1.898154344814884e-08
1973,0.0,6.6158443723374205e-09
1974,0.0,3.3753429495853027e-09
1975,0.0,1.7134440533084216e-09
1976,2.856763492431469e-09,6.8562320265641574e-09
1977,0.0,7.05213826224238e-09
1978,5.940591352171509e-10,2.970295565063452e-09
1979,5.851973350345929e-10,5.851973128301324e-09
1980,2.2740602734216964e-09,6.822180653731635e-09
1981,0.0,5.060439622894819e-09
1982,6.207502289967692e-10,9.311253101884631e-09
1983,0.0,3.1576580239445207e-09
1984,0.0,6.378909400694965e-09
1985,0.0,1.0226449020933615e-08
1986,0.0,5.395036861699509e-09
1987,0.0,4.277571630240118e-09
1988,0.0,3.5979323409485175e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,0.0,2.179460389939436e-09
1991,1.7584396161396398e-09,6.4476117778156095e-09
1992,1.65298330578878e-09,4.4079553340736766e-09
1993,5.539207426075166e-10,2.7696037130375828e-09
1994,1.5824779264761446e-09,3.6924485691258724e-09
1995,1.626735190995987e-09,8.133675954979935e-09
1996,5.338092190498855e-10,6.939520069693117e-09
1997,0.0,3.835915585170824e-09
1998,0.0,5.721755180765342e-09
1999,0.0,7.3123217758652714e-09
2000,0.0,4.418031385178267e-09
2001,0.0,4.381211921034023e-09
2002,0.0,6.571832134039113e-09
2003,4.1669229178253886e-10,5.8336919739332416e-09
2004,8.809582507929292e-10,4.845270407116686e-09
2005,9.007499190971657e-10,6.7556245042510454e-09
2006,0.0,6.1768350434476815e-09
2007,3.994479469415779e-10,5.991719037590215e-09
2008,0.0,2.554463751636149e-09
2009,0.0,9.059566208335923e-09
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,0.0,3.059177577924288e-09
2012,6.808505426114664e-10,2.3829768713845567e-09
2013,0.0,4.741512515948898e-09
2014,1.0827225782605865e-09,2.8150787950709244e-09
2015,6.649726325136385e-10,2.438232948875907e-09
2016,2.0713399884186856e-09,2.278474076078396e-09
2017,5.031222660711876e-10,5.0312225496895735e-09
2018,1.0325866828253538e-09,2.323319980845895e-09
2019,1.02039510174734e-09,4.5917777913295765e-09
